"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"BACILLARIOPHYCEAE","Amphora",49.00,"0.0244"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"BACILLARIOPHYCEAE","Centrales",49.00,"0.0097"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"BACILLARIOPHYCEAE","Naviculales",98.00,"0.1367"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",7035.00,"2.8138"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales",195.00,"0.0586"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",244.00,"0.0613"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"BACILLARIOPHYCEAE","Pleurosigma",49.00,"0.0977"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",40059.00,"5.2877"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",79140.00,"4.7484"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"CHRYSOPHYCEAE","Other Chrysophyceae",49.00,"0.0171"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",98.00,"0.0312"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"CYANOPHYCEAE","Planktolyngbya",5178.00,"0.0196"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"CYANOPHYCEAE","Pseudanabaena",782.00,"0.0097"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",352711.00,"1.8517"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"DINOPHYCEAE","Dinoflagellates",293.00,"5.8622"
"ALS MELB","21-12031"," 6906812","Stony Well",24/2/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",1124.00,"0.0898"
"ALS MELB","21-12031"," 6906812","Stony Well",,"TOTAL_ALGAE",,487153.00,"21.120"
"ALS MELB","21-12031"," 6906812","Stony Well",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-12031"," 6906812","Stony Well",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
