CPS,Indicator,Start Time,End Time,Var,Trigger,Area (Ha),Total Area (Ha)
Waterbirds (Shorebirds),Macroalgae,01-10-2020,01-04-2021,WQ_DIAG_MAG_HSI,0.2500,9.1520,21352.28906
