Site,AirTemperature,AppTemperature,DeltaT,DewPoint,Rain,RelativeHumidity,SoilTemperature,Solar_Rad,Voltage,WindDir,WindSpeed,WindSpeed_Max,WindSpeed_Min,
RMPW18,x,x,x,x,x,x,x,x,x,x,x,x,x,
