"time","Air Temperature_average_ºC","Apparent Temperature_average_ºC","Delta T_average_ºC","Dew Point_average_ºC","Rainfall_raw_mm","Relative Humidity_average_%","Soil Temperature_average_ºC","Solar Radiation_average_W/m^2","Voltage_average_V","Wind Direction_average_º","Wind Speed_average_km/h","Wind Speed_maximum_km/h","Wind Speed_minimum_km/h"
2015-12-31 13:45:00,20.6,21.891226,3.379255,15.587696,0,73,31.8,0,12.65,236.87225,2.772,12.528,0
2015-12-31 14:00:00,20.5,21.787829,2.842932,16.367776,0,77.2,31.4,0,12.76,236.247314,4.32,11.7,0
2015-12-31 14:15:00,20.2,21.599929,2.491204,16.617357,0,79.9,31.3,0,12.76,230.107836,4.248,14.22,0
2015-12-31 14:30:00,20.1,21.12784,2.449811,16.579049,0,80.2,31.1,0,12.65,228.536253,6.084,14.22,0
2015-12-31 14:45:00,20,21.980028,2.259514,16.773558,0,81.7,30.9,0,12.65,225.64015,1.584,11.7,0
2015-12-31 15:00:00,19.8,22.105541,2.029913,16.921986,0,83.5,30.9,0,12.76,225.318307,0.216,5.796,0
2015-12-31 15:15:00,19.5,21.872374,1.787374,16.983364,0,85.4,30.9,0,12.76,236.624396,0,0,0
2015-12-31 15:30:00,18.8,20.97935,1.635984,16.497912,0,86.5,30.5,0,12.76,269.775312,0,0,0
2015-12-31 15:45:00,18.2,20.268621,1.406684,16.231389,0,88.3,30.5,0,12.65,224.337651,0.036,3.312,0
2015-12-31 16:00:00,18.4,20.362529,1.158172,16.798532,0,90.4,30.5,0,12.76,231.092772,1.728,10.008,0
2015-12-31 16:15:00,18.6,21.034248,1.064439,17.135324,0,91.2,30.3,0,12.76,229.177107,0,2.448,0
2015-12-31 16:30:00,18.7,20.538162,0.993092,17.33801,0,91.8,30.1,0,12.76,223.71986,3.492,15.876,0
2015-12-31 16:45:00,18.9,20.071753,0.946688,17.604909,0,92.2,30.1,0,12.65,222.772953,7.488,15.048,0
2015-12-31 17:00:00,18.8,19.377113,0.982057,17.454227,0,91.9,30,0,12.65,217.363428,10.224,19.26,0.792
2015-12-31 17:15:00,18.7,19.187262,0.980996,17.355252,0,91.9,29.7,0,12.65,214.12648,10.476,17.568,1.62
2015-12-31 17:30:00,18.6,19.417799,0.943712,17.307866,0,92.2,29.7,0,12.76,214.12648,8.676,20.088,0
2015-12-31 17:45:00,18.7,19.278262,0.980996,17.355252,0,91.9,29.7,0,12.65,211.504267,10.008,16.74,1.62
2015-12-31 18:00:00,18.6,18.864303,1.052369,17.152652,0,91.3,29.4,0,12.65,203.020285,11.196,19.26,3.312
2015-12-31 18:15:00,18.4,18.087594,1.182211,16.763607,0,90.2,29.3,0,12.65,205.453632,13.356,22.608,5.796
2015-12-31 18:30:00,18.1,18.447392,1.165901,16.484779,0,90.3,29.3,0,12.76,205.260819,9.396,16.74,0
2015-12-31 18:45:00,18,18.852506,1.033246,16.576496,0,91.4,29.3,0,12.65,202.429169,6.984,15.876,0
2015-12-31 19:00:00,18.2,18.206564,0.999656,16.826,0,91.7,29.1,0,12.65,204.853736,11.844,16.74,4.968
2015-12-31 19:15:00,18.3,18.297606,1.060775,16.83867,0,91.2,29,0,12.65,197.718789,11.916,17.568,4.14
2015-12-31 19:30:00,18.4,18.101464,1.134131,16.833389,0,90.6,29,0,12.65,203.616365,13.428,20.088,7.488
2015-12-31 19:45:00,18.5,18.135993,1.23183,16.792252,0,89.8,29,1,12.65,196.720873,13.68,20.916,0
2015-12-31 20:00:00,18.5,17.79987,1.364251,16.598033,0,88.7,28.8,7,12.65,198.29099,15.012,23.436,9.18
2015-12-31 20:15:00,18.5,17.904792,1.448495,16.473334,0,88,28.6,23,12.65,199.003623,14.22,21.78,8.316
2015-12-31 20:30:00,18.6,18.120209,1.510755,16.482117,0,87.5,28.6,47,12.65,200.002353,13.644,19.26,8.316
2015-12-31 20:45:00,18.6,19.240044,1.546923,16.428097,0,87.2,28.6,90,12.65,204.632179,7.776,16.74,0
2015-12-31 21:00:00,18.9,20.012011,1.638321,16.596162,0,86.5,28.6,158,12.65,216.010751,5.688,13.356,0
2015-12-31 21:15:00,19.4,20.205275,1.833771,16.811202,0,85,28.5,204,12.76,216.643433,7.704,16.74,0
2015-12-31 21:30:00,19.9,19.656105,2.14446,16.848724,0,82.6,28.2,304,12.76,217.278174,13.176,19.26,4.14
2015-12-31 21:45:00,20.4,20.157753,2.561951,16.712977,0,79.4,28.2,317,12.65,213.752686,12.888,17.568,4.968
2015-12-31 22:00:00,20.9,20.449447,2.950931,16.611803,0,76.5,28.2,407,12.76,213.881265,13.752,20.088,6.66
2015-12-31 22:15:00,21.2,20.485398,3.260671,16.421216,0,74.2,28.2,446,12.76,212.366638,14.724,22.608,8.316
