Site,X,Y,Num. Vars,Start Date,End Date,Total Samples at Site
SAW_Mannum,345582.4197,6134550.1910,22,01-01-2008,29-06-2021,22634
SAW_Pompoota,348427.5906,6126026.6466,2,03-01-2008,23-01-2008,16
SAW_Mypolonga_Surface,350675.0977,6120318.6136,21,01-01-2008,29-06-2021,12314
SAW_Tailem_Bend,359744.5370,6095955.6978,24,01-01-2008,30-06-2021,34946
SAW_Swan_Reach_SP,368784.3341,6181218.6471,22,01-01-2008,01-07-2021,24750
SAW_Walkers_Flat,369487.1741,6151860.2349,3,03-01-2008,27-06-2013,1690
SAW_Blanchetown_Raw,372671.0359,6198163.0675,20,01-01-2008,30-06-2021,11022
SAW_Swan_Reach_Town,372996.8201,6174338.1745,11,30-01-2014,01-07-2021,7294
SAW_Morgan,378910.2154,6234729.0081,24,01-01-2008,01-07-2021,32642
SAW_Cadell_Raw,386972.1725,6233389.3050,21,01-01-2008,01-07-2021,12314
SAW_Waikerie_Surface,406657.0790,6217852.0882,21,01-01-2008,30-06-2021,21072
SAW_Woolpunda_Surface,427887.0506,6218118.9007,21,01-01-2008,30-06-2021,13114
SAW_Kingston_ON_Murray,439645.0311,6213701.4409,16,04-01-2008,09-05-2011,1144
SAW_Lock3,440790.7902,6216831.8075,16,02-01-2008,06-11-2013,5216
SAW_Moorook_Surface,441771.0259,6206056.9660,21,01-01-2008,30-06-2021,18612
SAW_Cobdogla_Surface,444344.0186,6210828.9781,21,01-01-2008,30-06-2021,12964
SAW_Loxton_Surface,460819.0815,6188570.9460,21,01-01-2008,29-06-2021,18896
SAW_Glossop,462548.5512,6204360.5839,3,13-02-2013,15-01-2014,52
SAW_Berri_Surface,463241.4740,6205745.0833,21,01-01-2008,30-06-2021,12910
SAW_Renmark_Surface,477269.8196,6219298.5594,22,01-01-2008,29-06-2021,20634
SAW_DS_lock6_8km,486860.0235,6236360.2149,20,01-01-2008,29-06-2021,18468
SAW2017_Milang,321246.0000,6076714.0000,2,15-07-2014,25-06-2021,1364
SAW2020_Tailem_Bend,359744.5370,6095955.6978,2,03-01-2008,30-06-2021,1852
SAW2020_Swan_Reach_SP,368784.3341,6181218.6471,2,02-01-2008,01-07-2021,1710
SAW2020_Morgan,378910.2154,6234729.0081,2,03-01-2008,01-07-2021,1838
SAW2020_Woolpunda_SP,427887.0506,6218118.9007,2,02-01-2008,30-06-2021,904
Tauwitchere,320218.0000,6059692.0000,57,07-01-1998,14-07-2021,7972
North_Jacks_Pt,369342.0000,6010972.0000,58,07-01-1998,13-07-2021,7102
South_Policemans_Pt,372453.0000,6005680.0000,55,07-01-1998,13-07-2021,5276
South_Salt_Creek,377463.0000,6000594.0000,54,07-01-1998,05-01-2016,3502
Mark_Pt,325762.0000,6054914.0000,54,07-01-1998,14-07-2021,4030
Long_Point,333756.0000,6048260.0000,57,07-01-1998,14-07-2021,7397
Noonameena,342849.0000,6041481.0000,51,07-01-1998,13-07-2021,2474
Bonneys,347969.0000,6037304.0000,51,07-01-1998,13-07-2021,4062
McGrath_Flat_Nth,354600.0000,6029390.0000,55,07-01-1998,13-07-2021,5774
Parnka_Pt,355237.0000,6025730.0000,55,07-01-1998,13-07-2021,6726
Villa_de_Yumpa,359175.0000,6022894.0000,58,07-01-1998,13-07-2021,7251
Stony_Well,365104.0000,6017790.0000,55,07-01-1998,13-07-2021,5858
Salt_Creek_1p8km_west,375882.0000,6000470.0000,32,21-07-2014,13-07-2021,3572
Salt_Creek_3p2km_west,377570.0000,5997290.0000,32,21-07-2014,13-07-2021,3808
Murray_Mouth,308015.0000,6063155.0000,26,01-09-2012,14-07-2021,1410
Snipe_Point,374406.0000,6002900.0000,32,21-07-2014,13-07-2021,3496
ALS_Morella_Creek_at_Gauge,380179.0000,6001380.0000,17,01-01-2008,13-07-2021,1120
ALS_Salt_Creek_Outlet,378834.7000,6001351.5000,17,01-01-2008,13-07-2021,738
ALS_Tilley_Swamp_Drain_US_Morella,383294.0000,5996921.0000,33,01-12-2018,23-06-2020,364
ALS_Murray_Mouth,308015.0000,6063155.0000,3,01-12-2018,14-07-2021,54
ALS_Mark_Point,325762.0000,6054914.0000,3,01-12-2018,14-07-2021,70
ALS_Noonameena,342849.0000,6041481.0000,3,01-12-2018,13-07-2021,70
ALS_Bonneys,347969.0000,6037304.0000,3,01-12-2018,13-07-2021,70
ALS_Morella_Basin_at_Outlet_Regulator,380179.0000,6001380.0000,3,21-07-2014,13-07-2021,66
ALS_Tauwitchere_DS,320219.0000,6059690.0000,16,07-01-1998,14-07-2021,2309
AWQC_EPA_Villa_de_Yumpa,359175.0000,6022890.0000,31,07-01-1998,13-07-2021,3334
AWQC_EPA_Tauwitchere,320218.0000,6059692.0000,2,21-01-2020,23-06-2020,28
AWQC_EPA_Long_Point,333756.0000,6048257.0000,33,07-01-1998,14-07-2021,5053
AWQC_EPA_Nth_Jack_Point,369342.0000,6010970.0000,31,07-01-1998,13-07-2021,4575
AWQC_EPA_12_South_Salt_Creek,377597.0000,6000430.0000,31,27-02-2008,23-06-2020,2324
AWQC_EPA_32km_South_Salt_Creek,377570.0000,5997290.0000,3,21-01-2020,23-06-2020,42
AWQC_EPA_Snipe_Point,374406.0000,6002900.0000,3,21-01-2020,23-06-2020,42
AWQC_EPA_Seagull_Island,372453.0000,6005680.0000,2,21-01-2020,23-06-2020,28
AWQC_EPA_18km_West_Salt_Creek,375882.0000,6000470.0000,3,21-01-2020,23-06-2020,42
AWQC_EPA_Parnka_Point_Boat_Ramp,355237.0000,6025730.0000,2,21-01-2020,23-06-2020,28
AWQC_EPA_Stoney_Well,365104.0000,6017790.0000,2,21-01-2020,23-06-2020,28
AWQC_EPA_McGrath_Flat_North,354600.0000,6029390.0000,2,21-01-2020,23-06-2020,28
AWQC_EPA_Morella_Creek_at_guage,380179.0000,6001380.0000,13,01-01-2008,13-07-2021,700
AWQC_Tilley_Swamp_Drain_DS_Northern_Outlet,386213.0000,5996496.0000,33,01-12-2018,23-06-2020,368
AWQC_Tilley_Swamp_Watercourse_Outlet_Channel,385976.0000,5996559.0000,8,16-03-2020,16-03-2020,16
Site10,377309.1812,6001860.8059,1,03-10-2019,24-03-2020,99620
Site14,372638.5237,6008584.1847,1,03-10-2019,24-03-2020,99606
Site30,354145.0283,6031182.8312,1,04-10-2019,24-03-2020,99166
EPA_Salt_Creek_West,375882.0000,6000470.0000,2,21-07-2014,13-07-2021,270
EPA_Salt_Creek_South_12,377597.0000,6000430.0000,2,24-09-2013,23-06-2020,318
EPA_Salt_Creek_South_3,377570.0000,5997290.0000,2,21-07-2014,13-07-2021,294
EPA_Bonneys,347969.0000,6037304.0000,2,09-12-1999,13-07-2021,240
EPA_Monument,302097.0000,6066373.0000,19,27-02-2008,05-01-2016,886
EPA_Currency,301809.0000,6071434.0000,20,01-08-2008,03-02-2016,3411
EPA_Salt_Creek_Flow,378811.0000,6001360.0000,20,01-07-2013,08-06-2016,866
EPA_Ewe,315213.0000,6062103.0000,20,01-07-2014,05-01-2016,370
EPA_Finniss,308113.0000,6073436.0000,20,01-07-2014,03-02-2016,350
EPA_Goolwa,300692.0000,6067199.0000,20,01-07-2014,01-05-2016,392
EPA_Jockwar,351368.0000,6083419.0000,13,01-10-2013,01-02-2015,274
EPA_Albert_Middle,345944.6810,6059687.2930,20,01-07-2014,09-02-2016,276
EPA_Meningie,348605.0000,6052257.0000,20,01-07-2014,01-05-2016,390
EPA_Albert_Opening,344391.0000,6063658.0000,20,29-04-2008,09-02-2016,4084
EPA_Alex_Middle,333094.0000,6077943.0000,20,01-08-2008,09-02-2016,4039
EPA_Milang,321246.0000,6076714.0000,16,01-07-2014,25-06-2021,928
EPA_Poltalloch,338099.0000,6074142.0000,20,23-01-2008,01-05-2016,3782
EPA_Wellington,353269.0000,6089030.0000,20,01-07-2014,09-02-2016,276
EPA_Mcleay,323335.0000,6067400.0000,20,01-07-2014,09-02-2016,352
EPA_Long,333756.0000,6048257.0000,2,09-12-1999,14-07-2021,546
EPA_Loveday,325777.0000,6062037.0000,13,18-09-2014,01-02-2015,126
EPA_Mark,325762.0000,6054914.0000,2,09-12-1999,14-07-2021,258
EPA_McGrath,354600.0000,6029390.0000,2,09-12-1999,13-07-2021,358
EPA_Morella,380179.0000,6001380.0000,2,21-07-2014,13-07-2021,80
EPA_Mundoo,312516.0000,6065450.0000,15,20-07-2010,01-02-2015,214
EPA_Mouth,308015.0000,6063155.0000,2,12-09-2012,14-07-2021,134
EPA_Narrung,336596.0000,6067746.0000,13,01-10-2010,01-02-2015,654
EPA_North_Jack,369342.0000,6010970.0000,2,09-12-1999,13-07-2021,600
EPA_Parnka_Point,355237.0000,6025730.0000,2,09-12-1999,13-07-2021,412
EPA_Salt_Creek,378834.7000,6001351.5000,7,01-01-2008,13-07-2021,710
EPA_Seagull_Island,372453.0000,6005680.0000,2,09-12-1999,13-07-2021,338
EPA_Snipe_Point,374406.0000,6002900.0000,2,21-07-2014,13-07-2021,262
EPA_Stoney_Well,365104.0000,6017790.0000,2,09-12-1999,13-07-2021,372
EPA_Tauwitcherie,320218.0000,6059692.0000,2,09-12-1999,14-07-2021,548
EPA_Tauwitchere_Barrage,320219.0000,6059690.0000,1,07-01-1998,23-06-2020,110
EPA_Yumpa,359175.0000,6022894.0000,2,09-12-1999,13-07-2021,564
EPA2014_CLLMM_Transect_Coorong,370265.5031,6007366.8660,8,11-09-2012,13-11-2014,51444
EPA2014_CLLMM_Transect_Lower_Lakes,352555.3168,6090350.4660,8,31-03-2011,12-11-2014,160960
EPA2014_CLLMM_Transects_Morella,377472.3518,6000546.1364,8,03-07-2013,11-09-2013,16554
EPA2014_Clayton_1,312259.0000,6068892.0000,25,19-08-2009,19-11-2010,988
EPA2014_Clayton_3A,311417.0000,6069731.0000,38,01-01-2010,21-06-2011,2118
EPA2014_Clayton_3B,311152.0000,6069844.0000,25,30-09-2009,19-11-2010,444
EPA2014_Clayton_3C,310934.0000,6069857.0000,25,27-08-2009,19-11-2010,520
EPA2014_Coorong_1_8km_West_Salt_Creek,377597.0000,6000430.0000,6,27-02-2008,15-10-2014,438
EPA2014_Coorong_Bonneys,347969.0000,6037304.0000,3,12-09-2012,10-12-2014,78
EPA2014_Coorong_Boundary_Creek_1,311596.0000,6062368.0000,21,21-09-2010,11-04-2013,272
EPA2014_Coorong_Ewe_Island_Barrage,314880.0000,6062880.0000,26,21-09-2010,10-12-2014,696
EPA2014_Coorong_Ewe_Island_Barrage_Adj_to_NW_end,314659.0000,6062546.0000,19,27-02-2008,23-11-2009,276
EPA2014_Coorong_Goolwa_Channel_Monument_Rd,302097.0000,6066373.0000,9,27-02-2008,10-12-2014,250
EPA2014_Coorong_Jockwar_Road,351368.0000,6083419.0000,10,13-12-2012,09-12-2014,218
EPA2014_Coorong_Long_Point,333756.0000,6048257.0000,4,24-07-2003,10-12-2014,177
EPA2014_Coorong_Mark_Point,325762.0000,6054914.0000,3,11-09-2012,10-12-2014,86
EPA2014_Coorong_Monument_Road,302097.0000,6066373.0000,2,12-09-2012,10-12-2014,44
EPA2014_Coorong_Mundoo_Channel,312516.0000,6065450.0000,10,14-07-2010,10-12-2014,478
EPA2014_Coorong_Murray_Mouth,308015.0000,6063155.0000,5,12-09-2012,10-12-2014,108
EPA2014_Coorong_Salt_Ck_outlet_Salt_Creek,377597.0000,6000430.0000,1,27-02-2008,15-10-2014,55
EPA2014_Coorong_Tauwitchere_Barrage,320218.0000,6059692.0000,13,27-02-2008,10-12-2014,264
EPA2014_Coorong_Villa_de_Yumpa,359175.0000,6022894.0000,3,12-09-2012,10-12-2014,156
EPA2014_Coorong_sub_lagoon_1_Tauwitchere,325883.0000,6060247.0000,19,27-02-2008,03-06-2010,286
EPA2014_Coorong_sub_lagoon_10_Jack_Point,323910.0000,6058687.0000,30,27-02-2008,10-12-2014,948
EPA2014_Coorong_sub_lagoon_12_Sth_of_Salt_Creek,323636.0000,6058164.0000,30,27-02-2008,10-12-2014,760
EPA2014_Coorong_sub_lagoon_2_Mark_Point,325774.0000,6060184.0000,4,27-02-2008,03-06-2010,16
EPA2014_Coorong_sub_lagoon_3_Long_Point,326106.0000,6060249.0000,19,27-02-2008,03-06-2010,286
EPA2014_Coorong_sub_lagoon_4_Noonameena,324117.0000,6058653.0000,4,27-02-2008,03-08-2010,32
EPA2014_Coorong_sub_lagoon_5_Bonneys,326015.0000,6058300.0000,19,27-02-2008,03-08-2010,356
EPA2014_Coorong_sub_lagoon_6_McGrath_Flat_North,326056.0000,6058268.0000,26,01-07-2010,15-10-2014,414
EPA2014_Coorong_sub_lagoon_7_Parnka_Point,324163.0000,6058614.0000,30,27-02-2008,15-10-2014,1220
EPA2014_Coorong_sub_lagoon_9_Stoney_Well,325989.0000,6058354.0000,26,27-02-2008,15-10-2014,412
EPA2014_Currency_Ck_CC_292,299331.0000,6073729.0000,20,18-05-2009,09-06-2009,358
EPA2014_Currency_Ck_CC_DS5,302991.0000,6070631.0000,20,18-05-2009,11-09-2009,740
EPA2014_Currency_Ck_CC_DS6,302789.0000,6070149.0000,19,22-05-2009,20-08-2009,112
EPA2014_Currency_Ck_Bore_LCC_P2,302192.0000,6071732.0000,14,02-05-2009,18-12-2014,942
EPA2014_Currency_Ck_CCGC,302418.0000,6069589.0000,24,18-05-2009,30-12-2009,654
EPA2014_Currency_Creek_CCUS1,296153.0000,6074149.0000,36,09-04-2009,16-10-2014,2812
EPA2014_Currency_Creek_Currency_1,301314.0000,6073082.0000,40,01-08-2008,16-10-2014,4558
EPA2014_Currency_Creek_Currency_2,301809.0000,6071434.0000,23,01-08-2008,03-02-2016,4836
EPA2014_Currency_Creek_Currency_3,302660.0000,6069803.0000,39,01-08-2008,16-08-2010,3950
EPA2014_Currency_Creek_Regulator,302553.0000,6072223.0000,36,14-01-2009,16-10-2014,3588
EPA2014_Currency_Creek_US_of_Narrows,299424.0000,6073808.0000,36,08-05-2009,16-10-2014,4302
EPA2014_Dunns_Lagoon_DL_Jetty,312400.0000,6069240.0000,6,09-04-2010,26-04-2012,200
EPA2014_Dunns_Lagoon_DL1_Kayak,312378.0000,6069672.0000,6,16-04-2010,12-01-2011,24
EPA2014_Dunns_Lagoon_DL10_Kayak,313633.0000,6069763.0000,6,16-04-2010,12-01-2011,24
EPA2014_Dunns_Lagoon_DL2_Kayak,312643.0000,6069962.0000,6,16-04-2010,12-01-2011,24
EPA2014_Dunns_Lagoon_DL3_Kayak,312679.0000,6070129.0000,6,16-04-2010,12-01-2011,24
EPA2014_Dunns_Lagoon_DL4_Kayak,312696.0000,6070322.0000,6,16-04-2010,12-01-2011,24
EPA2014_Dunns_Lagoon_DL5_Kayak,313298.0000,6070307.0000,6,16-04-2010,12-01-2011,24
EPA2014_Dunns_Lagoon_DL6_Kayak,313303.0000,6070124.0000,21,05-08-2009,12-01-2011,62
EPA2014_Dunns_Lagoon_DL7_Kayak,313306.0000,6069875.0000,6,16-04-2010,16-04-2010,12
EPA2014_Dunns_Lagoon_DL8_Kayak,313297.0000,6069684.0000,6,16-04-2010,12-01-2011,24
EPA2014_Dunns_Lagoon_DL9_Kayak,313450.0000,6069669.0000,6,16-04-2010,16-04-2010,12
EPA2014_Dunns_Lagoon_DLT10,313310.0000,6070356.0000,6,30-04-2010,26-04-2012,176
EPA2014_Dunns_Lagoon_DLT3,312474.0000,6070172.0000,21,09-04-2010,26-04-2012,218
EPA2014_Dunns_Lagoon_DLT7,313321.0000,6070311.0000,6,09-04-2010,07-12-2011,36
EPA2014_Finniss_River_FR_DS1,304044.0000,6077930.0000,20,19-05-2009,23-11-2009,638
EPA2014_Finniss_River_DS_of_WL,303479.0000,6079269.0000,36,26-11-2009,03-10-2013,3488
EPA2014_Finniss_River_FRGC,308604.0000,6071593.0000,36,14-05-2009,16-10-2014,3296
EPA2014_Finniss_River_Finniss_1,306660.0000,6076270.0000,40,01-08-2008,16-10-2014,4768
EPA2014_Finniss_River_Finniss_2,308064.0000,6073399.0000,40,01-08-2008,09-12-2014,7668
EPA2014_Finniss_River_Finniss_3,309297.0000,6070539.0000,39,01-08-2008,21-06-2011,5530
EPA2014_Finniss_River_US1,302460.0000,6080680.0000,36,09-04-2009,16-10-2014,2678
EPA2014_Finniss_River_Wallys_Landing_FR_WL,303113.0000,6079582.0000,21,19-05-2009,18-09-2014,136
EPA2014_Hindmarsh_Island_Boggy_Creek_1,311149.0000,6066040.0000,21,14-07-2010,23-12-2014,1248
EPA2014_Hindmarsh_Island_Boggy_Creek_2,311431.0000,6066040.0000,6,14-07-2010,03-02-2012,468
EPA2014_Hindmarsh_Island_Boggy_Creek_3,311056.0000,6065794.0000,6,14-07-2010,23-12-2014,1008
EPA2014_Hindmarsh_Island_Boggy_Creek_4,311562.0000,6065312.0000,21,14-07-2010,23-12-2014,1990
EPA2014_Hindmarsh_Island_Boggy_Creek_5,311341.0000,6066722.0000,21,12-08-2010,23-12-2014,1546
EPA2014_Hindmarsh_Island_Boggy_Creek_6,311612.0000,6066862.0000,21,12-08-2010,23-12-2014,2338
EPA2014_Hindmarsh_Island_Boggy_Creek_7,311305.0000,6066572.0000,21,18-08-2010,01-05-2012,516
EPA2014_Hindmarsh_Island_Estick_Creek_2,311683.0000,6065664.0000,6,05-01-2011,05-01-2011,12
EPA2014_Hindmarsh_Island_Estick_Creek_3,311639.0000,6065584.0000,6,05-01-2011,05-01-2011,24
EPA2014_Hindmarsh_Island_Estick_Creek_5,311805.0000,6065433.0000,6,05-01-2011,05-01-2011,12
EPA2014_Hindmarsh_Island_Hunters_Creek_1,308875.0000,6066444.0000,21,31-08-2010,23-12-2014,2416
EPA2014_Hindmarsh_Island_Hunters_Creek_2,308613.0000,6066358.0000,21,08-09-2010,23-12-2014,1018
EPA2014_Hindmarsh_Island_Hunters_Creek_3,308561.0000,6065999.0000,21,08-09-2010,23-12-2014,1038
EPA2014_Hindmarsh_Island_Hunters_Creek_4,308062.0000,6065764.0000,6,08-09-2010,23-12-2014,948
EPA2014_Hindmarsh_Island_Hunters_Creek_5,308283.0000,6065530.0000,21,08-09-2010,23-12-2014,1544
EPA2014_Hindmarsh_Island_Hunters_Creek_6,308304.0000,6065516.0000,21,16-09-2010,23-12-2014,918
EPA2014_Hindmarsh_Island_Mundoo_Channel_2,312516.0000,6065450.0000,10,20-07-2010,29-07-2010,40
EPA2014_LMRIA_Plume_Burdett,343625.8122,6112467.7840,22,01-09-2012,13-09-2012,940
EPA2014_LMRIA_Plume_Jervois,355865.9982,6100007.9995,18,06-09-2011,02-09-2013,3486
EPA2014_LMRIA_Plume_Jervois_Wellington,354386.9074,6092491.6664,26,01-02-2013,04-04-2013,3262
EPA2014_LMRIA_Plume_Jervois_Woods_Point,359638.5220,6096050.4574,26,22-05-2013,01-06-2013,1282
EPA2014_LMRIA_Plume_Jervois_Monteith,356115.1658,6099865.2147,8,01-12-2011,19-06-2012,1424
EPA2014_LMRIA_Plume_Long_Flat,345101.9720,6111309.4071,26,18-01-2012,05-03-2013,2722
EPA2014_LMRIA_Plume_Mobilong,342929.1797,6113820.3077,26,06-07-2012,01-01-2013,4064
EPA2014_LMRIA_Plume_Monteith,348263.9528,6104461.2301,26,26-09-2012,01-05-2013,3348
EPA2014_LMRIA_Plume_Riverglen,346333.5578,6106263.8419,26,23-01-2013,01-02-2013,1140
EPA2014_LMRIA_Plume_Toora,345468.5453,6115835.7488,26,18-01-2012,08-05-2013,3742
EPA2014_LMRIA_Plume_Westbrook_Park,355806.7642,6100219.1985,26,01-08-2012,01-03-2013,2366
EPA2014_LMRIA_Plume_Woods_Point,351936.2545,6103146.6833,26,01-11-2012,02-11-2012,1400
EPA2014_Lake_Albert_Bascombe_Bay_1,342645.0000,6045987.0000,6,15-04-2010,13-10-2011,48
EPA2014_Lake_Albert_Bascombe_Bay_2,343356.0000,6045634.0000,6,15-04-2010,21-06-2010,22
EPA2014_Lake_Albert_Bascombe_Bay_3,343652.0000,6045437.0000,6,15-04-2010,30-08-2010,48
EPA2014_Lake_Albert_Bascombe_Bay_4,343509.0000,6046770.0000,6,15-04-2010,12-07-2010,24
EPA2014_Lake_Albert_Bascombe_Bay_5,342774.0000,6046873.0000,6,15-04-2010,30-08-2010,48
EPA2014_Lake_Albert_Bascombe_Bay_6,343911.0000,6045207.0000,6,12-07-2010,06-02-2013,168
EPA2014_Lake_Albert_Bascombe_Bay_7,342493.0000,6044966.0000,6,30-08-2010,30-08-2010,12
EPA2014_Lake_Albert_Bascombe_Bay_8,343149.0000,6044008.0000,6,25-11-2010,06-02-2013,156
EPA2014_Lake_Albert_Campbell_Park,343074.0000,6058338.0000,35,20-02-2008,19-11-2010,962
EPA2014_Lake_Albert_Granite_2,352115.0000,6059211.0000,6,12-07-2010,12-07-2010,12
EPA2014_Lake_Albert_Juron_Swamp_1,339385.0000,6065904.0000,21,16-03-2011,14-03-2013,106
EPA2014_Lake_Albert_Juron_Swamp_2,339448.0000,6065896.0000,6,16-03-2011,14-03-2013,24
EPA2014_Lake_Albert_Juron_Swamp_3,339571.0000,6065813.0000,6,16-03-2011,14-03-2013,24
EPA2014_Lake_Albert_Juron_Swamp_4,339676.0000,6065696.0000,6,16-03-2011,14-03-2013,24
EPA2014_Lake_Albert_Narrows_1,340402.0000,6067073.0000,5,03-06-2010,03-06-2010,10
EPA2014_Lake_Albert_Narrows_10,337800.0000,6067681.0000,10,07-09-2010,15-05-2012,606
EPA2014_Lake_Albert_Narrows_11,337712.0000,6067277.0000,10,07-09-2010,11-10-2010,40
EPA2014_Lake_Albert_Narrows_12,337696.0000,6067250.0000,10,07-09-2010,08-04-2011,154
EPA2014_Lake_Albert_Narrows_13,339426.0000,6067237.0000,10,07-09-2010,08-04-2011,168
EPA2014_Lake_Albert_Narrows_14,339848.0000,6067443.0000,10,07-09-2010,15-05-2012,558
EPA2014_Lake_Albert_Narrows_15,340507.0000,6067057.0000,10,07-09-2010,15-05-2012,516
EPA2014_Lake_Albert_Narrows_16,341339.0000,6066133.0000,35,07-09-2010,15-05-2012,1956
EPA2014_Lake_Albert_Narrows_17,342151.0000,6065867.0000,10,07-09-2010,08-04-2011,176
EPA2014_Lake_Albert_Narrows_18,341872.0000,6065528.0000,10,07-09-2010,08-04-2011,176
EPA2014_Lake_Albert_Narrows_19,342280.0000,6065253.0000,10,07-09-2010,15-05-2012,540
EPA2014_Lake_Albert_Narrows_2,341273.0000,6065480.0000,6,03-06-2010,03-06-2010,12
EPA2014_Lake_Albert_Narrows_3,341156.0000,6065411.0000,6,03-06-2010,03-06-2010,12
