Date,T_Max,T_Min,Tav,Rain,Evap,Radn,VP,RHAv,RHmaxT,RHminT,Mlake
22/12/2019 00:00,25.7,10.1,17.9,0,7.2,31.1,10.5,58.4,31.8,85,6.9
23/12/2019 00:00,27.1,10.9,19,0,7.7,31.5,13.9,69.4,38.8,100,7.4
24/12/2019 00:00,37.7,11.8,24.75,0,10.6,31.6,13.3,58.3,20.4,96.2,8
25/12/2019 00:00,36.1,20.6,28.35,0,10.2,20.2,11,31.9,18.4,45.4,5.6
26/12/2019 00:00,20.8,14.1,17.45,0.9,7.4,28,11.3,58.15,46,70.3,6.2
27/12/2019 00:00,22.4,7.4,14.9,0,7.2,31.1,10.3,69,38,100,6.6
28/12/2019 00:00,27.5,8.9,18.2,0,7.5,31.8,11.2,64.4,30.5,98.3,7.2
29/12/2019 00:00,31.7,11.1,21.4,0,6.3,32,14.1,65.1,30.2,100,7.8
30/12/2019 00:00,37,14.6,25.8,0,9.8,25.4,11.4,43.4,18.2,68.6,6.5
31/12/2019 00:00,39.2,19.7,29.45,0,11,26.6,8,23.1,11.3,34.9,7
01/01/2020 00:00,26.5,17.5,22,0,6.5,18.9,18.1,71.45,52.3,90.6,4.8
02/01/2020 00:00,24.4,14.8,19.6,0,5.9,25.4,12.4,57.15,40.6,73.7,5.8
03/01/2020 00:00,27.3,15.6,21.45,0,5.8,26.8,16.4,68.9,45.2,92.6,6.5
04/01/2020 00:00,28.1,15.6,21.85,0,7.6,25.1,16.4,67.85,43.1,92.6,6.2
05/01/2020 00:00,29.4,16.2,22.8,0.3,9.2,29.1,18.1,71.25,44.2,98.3,7.4
06/01/2020 00:00,25.5,13.7,19.6,0,8.9,27.4,17.7,77.15,54.3,100,6.6
07/01/2020 00:00,24.8,14.2,19.5,0,8.1,28.6,14.4,67.5,46,89,6.7
08/01/2020 00:00,23.8,11.6,17.7,0,6.8,26.7,12.1,64.85,41.1,88.6,5.9
09/01/2020 00:00,27.9,11.6,19.75,0,7.6,28.5,13.7,68.25,36.5,100,6.6
10/01/2020 00:00,34.1,12.5,23.3,0,5.7,21.1,12.2,53.5,22.8,84.2,5.2
11/01/2020 00:00,32.3,19.9,26.1,0,6.2,22.4,11.5,36.65,23.8,49.5,5.8
12/01/2020 00:00,34.2,15.5,24.85,0.8,9.1,30.1,17.9,66.65,33.3,100,7.9
13/01/2020 00:00,34.1,18.8,26.45,0,8.8,20.4,15.1,48.9,28.2,69.6,5.5
14/01/2020 00:00,21.5,15.8,18.65,0,8.1,22.9,12.7,60.15,49.5,70.8,5.2
15/01/2020 00:00,22.5,8.6,15.55,0,7,30,9.6,60.6,35.2,86,6.4
16/01/2020 00:00,26.3,9.9,18.1,0,6.8,26.5,10.7,59.55,31.3,87.8,5.8
17/01/2020 00:00,33.6,12.2,22.9,0,10.2,30.2,11.1,49.75,21.3,78.2,7.3
18/01/2020 00:00,31.4,14.3,22.85,0,10.7,29.9,15.5,64.45,33.7,95.2,7.4
19/01/2020 00:00,35.1,13.8,24.45,0,9.2,19.5,12.1,49.05,21.4,76.7,5
20/01/2020 00:00,31.4,22.5,26.95,0,9.5,26.3,20.3,59.35,44.2,74.5,7.2
21/01/2020 00:00,30.8,16.5,23.65,0,7.1,22.2,17.7,67.15,39.9,94.4,5.7
22/01/2020 00:00,27.9,18.9,23.4,10.5,5.6,19.8,23,80.6,61.2,100,5.4
23/01/2020 00:00,23.8,16.6,20.2,0,6.3,21.7,15.7,68.25,53.3,83.2,5.1
24/01/2020 00:00,23.6,13.1,18.35,0,4.7,26.5,15.4,76.45,52.9,100,6.1
25/01/2020 00:00,25.5,14.4,19.95,0,8,27.3,15.5,71,47.5,94.5,6.4
26/01/2020 00:00,27.4,12.2,19.8,0,5.8,23.1,13.9,68,38.1,97.9,5.3
27/01/2020 00:00,30.9,17.2,24.05,0,9.3,22.9,19,69.7,42.5,96.9,6
28/01/2020 00:00,23.6,16.4,20,0.1,6.4,19.7,16.3,71.7,56,87.4,4.7
29/01/2020 00:00,18.3,11.6,14.95,5.3,2.7,15.5,12.2,73.7,58,89.4,3.2
30/01/2020 00:00,22.4,11.7,17.05,40.7,4.4,20.1,15,77.7,55.4,100,4.4
31/01/2020 00:00,21.6,12.5,17.05,0,5.7,18.1,17.3,83.55,67.1,100,4.2
01/02/2020 00:00,27.2,15.6,21.4,0.4,6.8,26.5,18.3,75.35,50.7,100,6.5
02/02/2020 00:00,22.2,17.8,20,0,4.9,10.2,17.5,75.65,65.4,85.9,3
03/02/2020 00:00,22,15.3,18.65,37.4,7.6,21.9,15.9,75.85,60.2,91.5,5
04/02/2020 00:00,22.9,14,18.45,0,6.8,25.1,13.3,65.45,47.6,83.3,5.6
05/02/2020 00:00,25.2,11.7,18.45,0,6,28.8,13.6,70.7,42.4,99,6.6
06/02/2020 00:00,30.8,14.5,22.65,0,6.4,28.6,18.2,70.5,41,100,7.2
07/02/2020 00:00,26.1,15.9,21,0,6.9,28.2,17.7,75.2,52.4,98,6.9
08/02/2020 00:00,25.1,14.1,19.6,0,7.4,26.6,15.2,71.1,47.7,94.5,6.2
09/02/2020 00:00,27.3,12.1,19.7,0,7.3,28.2,15.7,71.65,43.3,100,6.6
10/02/2020 00:00,25.6,12.9,19.25,0,6.3,26.2,16.1,74.55,49.1,100,6.1
11/02/2020 00:00,25.5,13.6,19.55,0,6.6,27.1,15.4,73.05,47.2,98.9,6.3
12/02/2020 00:00,29.6,12.9,21.25,0,6.8,27.8,15.2,68.35,36.7,100,6.7
13/02/2020 00:00,24.2,13.5,18.85,0,5.4,18.6,18.3,80.3,60.6,100,4.3
14/02/2020 00:00,23.5,12.7,18.1,0,5.6,23,15.8,77.3,54.6,100,5.1
15/02/2020 00:00,23.1,11.7,17.4,0,5.5,20.9,14.7,76,52,100,4.6
16/02/2020 00:00,21.7,14.4,18.05,0.3,7.4,23.7,12.7,63.2,48.9,77.5,5.2
17/02/2020 00:00,22,10.7,16.35,0,3.7,16.4,13.4,75.35,50.7,100,3.5
18/02/2020 00:00,23.8,13.9,18.85,0,5.2,23.3,17.1,79,58,100,5.3
19/02/2020 00:00,21,15.7,18.35,0.6,4.2,14.5,17.5,84.3,70.4,98.2,3.5
20/02/2020 00:00,22.3,8.4,15.35,0,5,22.7,11,70.4,40.9,99.9,4.6
21/02/2020 00:00,31.6,9.8,20.7,0,5.8,23.3,12.8,63.75,27.5,100,5.3
22/02/2020 00:00,35.3,17.1,26.2,0,5.9,14.7,13,44.7,22.7,66.7,4
23/02/2020 00:00,34.7,19.7,27.2,0,6.5,13.9,15.9,49,28.7,69.3,4.1
24/02/2020 00:00,23.6,18.7,21.15,0.9,2,8.7,20,80.75,68.7,92.8,2.6
25/02/2020 00:00,24.4,17.1,20.75,2.5,5.7,21.2,19.2,80.65,62.8,98.5,5.1
26/02/2020 00:00,23.3,13.2,18.25,0.1,4.2,21.2,16.4,78.65,57.3,100,4.7
27/02/2020 00:00,24.3,12.1,18.2,0,5.6,23.6,16.9,77.8,55.6,100,5.3
28/02/2020 00:00,24,12.5,18.25,0,4.8,21.8,14.9,75,50,100,4.8
29/02/2020 00:00,25.7,10.5,18.1,0,4.4,23.8,15,72.7,45.4,100,5.2
01/03/2020 00:00,31.1,12.5,21.8,0,6.7,18.1,13.3,60.6,29.4,91.8,4.2
02/03/2020 00:00,26.6,14.7,20.65,0,6.5,22.8,18.7,76.85,53.7,100,5.4
03/03/2020 00:00,25.5,14.4,19.95,0.9,5.7,23.7,16,73.3,49,97.6,5.4
04/03/2020 00:00,26.9,14.3,20.6,0,6,23.7,17.3,74.4,48.8,100,5.6
05/03/2020 00:00,27.3,14.8,21.05,0,4.3,19.6,17.7,74.4,48.8,100,4.6
06/03/2020 00:00,32.7,17.7,25.2,0,4.9,18.1,18.4,64.05,37.2,90.9,4.7
07/03/2020 00:00,29.6,18.4,24,2.4,6.1,12.5,18.6,66.4,44.9,87.9,3.5
08/03/2020 00:00,34.2,17.2,25.7,0,6.4,19.2,18.2,63.3,33.8,92.8,5
09/03/2020 00:00,26.1,19.1,22.6,0,1.9,11.9,20.4,76.3,60.3,92.3,3.2
10/03/2020 00:00,25.5,19.1,22.3,4.9,2.9,9.6,22.1,83.85,67.7,100,2.8
11/03/2020 00:00,28.2,17.5,22.85,0.7,3.7,17.3,21.5,78.1,56.2,100,4.4
12/03/2020 00:00,24.4,16,20.2,0,3.2,15.3,19.6,82.1,64.2,100,3.6
13/03/2020 00:00,25.7,14.9,20.3,0,3.4,18.2,18.6,78.15,56.3,100,4.2
14/03/2020 00:00,22.4,15.4,18.9,0,4.8,15.7,16.2,76.2,59.8,92.6,3.5
15/03/2020 00:00,23.9,12.1,18,0,5.6,21.8,15.2,75.65,51.3,100,4.7
16/03/2020 00:00,32.7,11.6,22.15,0,6.8,21.3,16.6,66.8,33.6,100,5
17/03/2020 00:00,34.1,16.8,25.45,0,7.6,16.7,15.3,54.3,28.6,80,4.3
18/03/2020 00:00,19.6,12.5,16.05,13.7,4.6,17.9,11.8,66.65,51.8,81.5,3.5
19/03/2020 00:00,20.5,11,15.75,0.1,3.6,13.4,13.9,78.85,57.7,100,2.7
20/03/2020 00:00,20.5,8.9,14.7,0,3.3,13.8,11.9,74.7,49.4,100,2.6
21/03/2020 00:00,23.1,8.8,15.95,0,4.1,21.1,12.5,72.1,44.2,100,4.2
22/03/2020 00:00,28.9,9.9,19.4,0,4.9,20.9,13.3,66.7,33.4,100,4.5
23/03/2020 00:00,21.6,15.2,18.4,0,3,8.9,16.3,78.8,63.2,94.4,2.4
24/03/2020 00:00,23.3,13.9,18.6,0.1,2.6,8.7,16.5,78.85,57.7,100,2.4
25/03/2020 00:00,21.2,11.7,16.45,0,3.4,16,12.5,70.35,49.7,91,3.1
26/03/2020 00:00,21.5,10.6,16.05,0.1,2,9.9,14.2,77.7,55.4,100,2.2
27/03/2020 00:00,20.5,13.5,17,0.4,3.3,11.3,14.1,74.85,58.5,91.2,2.3
28/03/2020 00:00,18.3,10.4,14.35,0,2.7,8.7,10.7,67.9,50.9,84.9,1.6
29/03/2020 00:00,19.8,9,14.4,0,3.7,7.7,11.5,74.9,49.8,100,1.6
30/03/2020 00:00,20.7,9.5,15.1,0,2.6,9.2,11.9,74.4,48.8,100,1.8
31/03/2020 00:00,23.5,10,16.75,0,3.2,16.4,14,74.2,48.4,100,3.2
01/04/2020 00:00,25.1,11.6,18.35,0,3.7,13.5,10.7,56,33.6,78.4,2.7
02/04/2020 00:00,21,14.8,17.9,0,4.3,16,16.6,82.75,66.8,98.7,3.3
03/04/2020 00:00,21.1,7,14.05,0,2.5,14.3,11.4,72.8,45.6,100,2.6
04/04/2020 00:00,25.1,6.5,15.8,0,4.4,18.4,11.1,67.4,34.8,100,3.5
05/04/2020 00:00,25.2,13.1,19.15,0,4.2,12.1,10.9,53.2,34,72.4,2.5
06/04/2020 00:00,19.7,13.5,16.6,1.9,3.4,11.3,14.5,78.5,63.2,93.8,2.2
07/04/2020 00:00,20.4,6.6,13.5,0,2.4,8.9,11.9,74.85,49.7,100,1.7
08/04/2020 00:00,21,7.9,14.45,0,2.1,14.9,13.8,77.75,55.5,100,2.7
09/04/2020 00:00,21.4,9.1,15.25,0,2.2,12.6,16.1,81.6,63.2,100,2.3
10/04/2020 00:00,21.3,12.9,17.1,0,1.9,12.8,13.3,70.95,52.5,89.4,2.5
11/04/2020 00:00,20.7,14,17.35,0,2.6,10.7,16.4,83.6,67.2,100,2.1
12/04/2020 00:00,20.5,13,16.75,0,2.6,11.6,15.2,81.55,63.1,100,2.2
13/04/2020 00:00,20.9,8.2,14.55,0.2,2.3,12.9,13.8,77.95,55.9,100,2.3
14/04/2020 00:00,24.7,7.8,16.25,0,3.3,13.1,13.5,71.7,43.4,100,2.4
15/04/2020 00:00,27.5,9.9,18.7,0,2.4,11,13.5,68.4,36.8,100,2.2
16/04/2020 00:00,19.2,12.2,15.7,0,3.1,11.3,16.7,87.55,75.1,100,2.1
17/04/2020 00:00,19.7,7.7,13.7,0,2.6,16.2,8.8,61.1,38.4,83.8,2.8
18/04/2020 00:00,23,5.3,14.15,0,2.8,12.1,10.9,69.4,38.8,100,2
19/04/2020 00:00,28.5,9.5,19,0,4.6,14.6,11.5,63.25,29.6,96.9,2.8
20/04/2020 00:00,30.9,14.1,22.5,0,4.5,10.7,10.1,42.7,22.6,62.8,2.3
21/04/2020 00:00,20.8,15.8,18.3,1.9,2.6,6.7,18.5,87.65,75.3,100,1.9
22/04/2020 00:00,18.1,11,14.55,0,3.5,11.5,11.6,72.15,55.9,88.4,1.9
23/04/2020 00:00,19.8,7.5,13.65,0,2.2,12.5,10.3,72,44.6,99.4,2
24/04/2020 00:00,23,8.2,15.6,0,3.3,15.2,12.7,72.6,45.2,100,2.7
25/04/2020 00:00,27.4,9.1,18.25,0,4.2,15.5,10.7,60.95,29.3,92.6,2.9
26/04/2020 00:00,28.4,11.2,19.8,0,7.7,13.8,11.1,56.1,28.7,83.5,2.6
27/04/2020 00:00,24.9,17.2,21.05,0.2,5.4,6.4,11.5,47.55,36.5,58.6,1.5
28/04/2020 00:00,21.8,14.9,18.35,1.1,3.1,6.5,17.3,83.15,66.3,100,1.9
29/04/2020 00:00,21.4,15.6,18.5,2.9,1.4,9.7,17.3,82.8,67.9,97.7,1.9
30/04/2020 00:00,24.6,12.6,18.6,0.7,5.1,14.5,15.3,74.75,49.5,100,2.8
01/05/2020 00:00,17.7,10.8,14.25,1.4,2.7,11.6,12.5,79.2,61.8,96.6,1.9
02/05/2020 00:00,20.1,10.2,15.15,0.2,3.4,9.9,12.7,77,54,100,1.6
03/05/2020 00:00,19.3,14.5,16.9,3.4,2.9,5.4,15.1,79.5,67.5,91.5,1.5
04/05/2020 00:00,18.2,10.2,14.2,2.5,2.5,6.2,13.4,82.05,64.1,100,1.4
05/05/2020 00:00,22.9,13.5,18.2,0.6,3.8,12.6,14.9,74.9,53.4,96.4,2.3
06/05/2020 00:00,21.6,11,16.3,0,2.5,10.9,16.7,82.4,64.8,100,1.8
07/05/2020 00:00,21.3,8.7,15,0.2,1.4,4.2,13.7,77.05,54.1,100,1.1
08/05/2020 00:00,18.9,13.6,16.25,1.4,0.9,4,16,86.65,73.3,100,1.1
09/05/2020 00:00,18.5,11.8,15.15,0.6,2.4,6.8,12.6,75.15,59.2,91.1,1.1
10/05/2020 00:00,17.9,13.5,15.7,7.1,3.3,8.7,12.2,69.2,59.5,78.9,1.4
11/05/2020 00:00,18.7,12.7,15.7,0.8,2.5,6.2,13.9,79.6,64.5,94.7,1.2
12/05/2020 00:00,20.4,14.1,17.25,1,2.1,6.1,16.8,85.05,70.1,100,1.6
13/05/2020 00:00,21.8,12.4,17.1,0.3,2.6,11.9,15,78.75,57.5,100,2
14/05/2020 00:00,21.6,10.4,16,0,2.8,10.3,13.1,75.4,50.8,100,1.6
15/05/2020 00:00,20.4,12,16.2,0,2,10.9,17.1,85.7,71.4,100,1.8
16/05/2020 00:00,21.3,7.7,14.5,0.3,2.7,8.6,12.6,74.9,49.8,100,1.3
17/05/2020 00:00,19.3,12.8,16.05,0,2.4,6.8,13.2,74.2,59,89.4,1.1
18/05/2020 00:00,19.9,12,15.95,1.4,2.2,10.5,14.8,81.85,63.7,100,1.6
19/05/2020 00:00,19.4,13.3,16.35,1.3,1.7,6.1,14.8,81.35,65.7,97,1
20/05/2020 00:00,18,12.8,15.4,2.7,0.8,4.2,15.2,86.85,73.7,100,1.1
21/05/2020 00:00,22.2,11.9,17.05,0.3,3.3,9.6,13.8,75.35,51.6,99.1,1.5
22/05/2020 00:00,21,13.2,17.1,0,3.3,5.8,13.2,70.05,53.1,87,1
23/05/2020 00:00,18.8,11.1,14.95,9,2,10,12.6,76.75,58.1,95.4,1.5
24/05/2020 00:00,19.5,9.3,14.4,0.5,2.7,10.1,14,80.9,61.8,100,1.4
25/05/2020 00:00,15.6,10.6,13.1,2.5,1.4,3.2,12.7,85.55,71.7,99.4,0.8
26/05/2020 00:00,16.8,10,13.4,5.4,2.5,8.8,12.7,83.2,66.4,100,1.2
27/05/2020 00:00,15.8,8.4,12.1,4.3,1.7,5.9,13.1,86.5,73,100,1.2
28/05/2020 00:00,15.8,7,11.4,11.1,1.7,8,10.8,80.1,60.2,100,1
29/05/2020 00:00,14.9,6.2,10.55,0,1.4,9.1,9.6,78.35,56.7,100,1.1
30/05/2020 00:00,15.2,7.9,11.55,0.2,1.4,4.3,10.5,79.7,60.8,98.6,0.9
31/05/2020 00:00,16.1,9.5,12.8,3.1,1.4,5.2,11.1,77.1,60.7,93.5,0.7
01/06/2020 00:00,17.9,9.4,13.65,0.7,1.2,9.8,12.3,80,60,100,1.3
02/06/2020 00:00,17.1,6.4,11.75,0,0.8,7.3,10.5,76.95,53.9,100,0.9
03/06/2020 00:00,17,6.1,11.55,0,1.6,9,9.7,75.05,50.1,100,1.1
04/06/2020 00:00,16.1,3.3,9.7,0,1.1,10,8.7,73.8,47.6,100,1.2
05/06/2020 00:00,15.4,4.8,10.1,0,1.5,4.6,11.8,83.75,67.5,100,0.6
06/06/2020 00:00,16.3,10,13.15,7,1.7,6.8,13.2,85.65,71.3,100,0.8
07/06/2020 00:00,15.7,11.1,13.4,3.3,1.7,7,13.4,87.6,75.2,100,0.9
08/06/2020 00:00,16,9.7,12.85,2.7,1.6,4.8,12.5,84.4,68.8,100,1
09/06/2020 00:00,15.3,10.2,12.75,3.1,1.6,4.7,14.5,91.75,83.5,100,0.6
10/06/2020 00:00,16.3,9.3,12.8,1.8,1.2,4.6,13.1,85.35,70.7,100,1
11/06/2020 00:00,15.5,9.2,12.35,4,1.4,8.2,12.4,85.25,70.5,100,1
12/06/2020 00:00,15.1,5.4,10.25,0,0.9,7.6,10,79.15,58.3,100,0.8
13/06/2020 00:00,13.2,2.6,7.9,0,1.2,10.2,8.3,77.35,54.7,100,1.2
14/06/2020 00:00,18.6,3.9,11.25,0,1.2,10.1,9.9,73.1,46.2,100,1.3
15/06/2020 00:00,17.5,5.3,11.4,0,2.7,9.9,9.8,74.5,49,100,1.2
16/06/2020 00:00,15,9.4,12.2,0.8,1.1,3.7,12.3,86.1,72.2,100,0.8
17/06/2020 00:00,15.8,11,13.4,1,0.7,3.1,15,91.8,83.6,100,0.5
18/06/2020 00:00,14.1,6.8,10.45,0.1,1.6,6.7,9.2,75.2,57.2,93.2,0.7
19/06/2020 00:00,14.5,6.2,10.35,0,1.2,7.3,10.1,80.6,61.2,100,0.8
20/06/2020 00:00,15.5,6.5,11,0.1,1.1,6.5,12,84.1,68.2,100,0.7
21/06/2020 00:00,16,8.5,12.25,3.6,1.5,5.3,13,85.75,71.5,100,1.1
22/06/2020 00:00,16.3,9.4,12.85,5.1,2,7.5,12.2,82.95,65.9,100,0.9
23/06/2020 00:00,14.1,10.4,12.25,0.4,2.5,4.6,12.4,87.75,77.1,98.4,1
24/06/2020 00:00,12.1,5.5,8.8,15.5,1.1,7.9,8.4,76.3,59.5,93.1,0.8
25/06/2020 00:00,13.7,5.3,9.5,2.4,0.5,7,9.8,81.3,62.6,100,0.7
26/06/2020 00:00,13.4,6.7,10.05,0,1.1,4.6,9.4,78.5,61.2,95.8,0.7
27/06/2020 00:00,15.5,7.5,11.5,1.5,0.9,9.2,10.9,80.95,61.9,100,1.1
28/06/2020 00:00,16.1,9.2,12.65,0.2,1.6,7.7,12.7,84.7,69.4,100,0.9
29/06/2020 00:00,14,5.9,9.95,0.4,1.7,5.7,8.7,74.1,54.5,93.7,0.6
30/06/2020 00:00,13.6,8.2,10.9,0.8,1.9,6.4,11.9,88.25,76.5,100,0.8
01/07/2020 00:00,14.8,7.8,11.3,4.5,0.9,5.1,11.3,83.6,67.2,100,0.9
02/07/2020 00:00,16.4,9.9,13.15,2.4,0.9,7.7,13.1,85.15,70.3,100,0.9
03/07/2020 00:00,15.8,8.8,12.3,0.7,1.2,5.9,12,83.45,66.9,100,0.7
04/07/2020 00:00,11.9,9.7,10.8,0.3,1.5,3.9,11.5,89.1,82.6,95.6,0.8
05/07/2020 00:00,13.6,7.5,10.55,15.2,1.1,5.5,11.1,85.65,71.3,100,0.9
06/07/2020 00:00,14.8,5.5,10.15,1.1,1.1,6.4,11.8,85.05,70.1,100,0.7
07/07/2020 00:00,14.3,3.3,8.8,0.2,0.7,7.1,10.1,81,62,100,0.8
08/07/2020 00:00,14.5,4.3,9.4,0,1.1,10,9.5,78.8,57.6,100,1.2
09/07/2020 00:00,12.9,2.4,7.65,0,1.7,5.7,8.5,78.6,57.2,100,0.7
10/07/2020 00:00,13.5,5.4,9.45,5.8,1.4,4.5,11.8,88.15,76.3,100,0.4
11/07/2020 00:00,15.3,9.8,12.55,0.1,2.1,4.8,11.6,81.3,66.8,95.8,0.9
12/07/2020 00:00,11.2,6.7,8.95,14.2,2,6.4,8.6,76.2,64.7,87.7,0.7
13/07/2020 00:00,13.5,5.1,9.3,10,1.4,7.8,9.5,80.7,61.4,100,0.9
14/07/2020 00:00,14.7,6.7,10.7,2.5,0.9,6.9,10.5,81.4,62.8,100,0.8
15/07/2020 00:00,14.2,8.3,11.25,0.3,0.9,7.4,10.2,78.1,63,93.2,0.9
16/07/2020 00:00,14.7,2.5,8.6,0,1.3,11.1,8.5,75.45,50.9,100,1.4
17/07/2020 00:00,16,3.1,9.55,0,1.6,8.8,9.1,75.05,50.1,100,1
18/07/2020 00:00,17.7,7.6,12.65,0,1.3,7.5,11.1,77.4,54.8,100,1
19/07/2020 00:00,14.6,10.2,12.4,0.5,0.6,4.5,12.8,88.55,77.1,100,1
20/07/2020 00:00,16,10.1,13.05,1.3,1.1,7.2,12.5,84.4,68.8,100,1
21/07/2020 00:00,20.1,10.6,15.35,0,2.5,7.3,14.9,81.7,63.4,100,1.1
22/07/2020 00:00,16,12.6,14.3,2.8,3.2,6.7,13.6,84.05,74.8,93.3,1
23/07/2020 00:00,12.9,8,10.45,6.3,1.7,8.9,8.7,69.85,58.5,81.2,1.1
24/07/2020 00:00,12.2,5.2,8.7,2.4,1.9,6.8,10.6,87.3,74.6,100,0.9
25/07/2020 00:00,14.3,6.7,10.5,8.6,1.7,6.9,11.6,85.6,71.2,100,1.2
26/07/2020 00:00,12.8,6.9,9.85,7.8,1.4,5.1,10,83.85,67.7,100,1
27/07/2020 00:00,14.3,8.3,11.3,7.2,1.7,5.2,9,68.8,55.3,82.3,0.7
28/07/2020 00:00,14.7,9.4,12.05,0.7,1.3,4.8,11,79.55,65.8,93.3,1
29/07/2020 00:00,15.2,10.5,12.85,0,1.4,6.1,12.7,86.8,73.6,100,1.3
30/07/2020 00:00,15.4,7.7,11.55,0.1,1.7,6.1,11,81.45,62.9,100,1.1
31/07/2020 00:00,17.4,6.4,11.9,3.3,2.4,7.9,12.9,82.45,64.9,100,1.3
01/08/2020 00:00,14.4,11.1,12.75,6.6,2,5.3,13.3,90.55,81.1,100,1.2
02/08/2020 00:00,14.5,7.5,11,2.8,1.6,9.3,10.5,81.8,63.6,100,1.3
03/08/2020 00:00,14.2,5.6,9.9,0.6,1.6,6.3,10.7,83.05,66.1,100,1.2
04/08/2020 00:00,14.1,5.9,10,0,1.4,7.3,10.7,83.25,66.5,100,1.2
05/08/2020 00:00,13.3,4.8,9.05,0,1.1,5.8,9.3,80.45,60.9,100,1.1
06/08/2020 00:00,16.4,2.5,9.45,0,0.8,11,9.2,74.7,49.4,100,1.5
07/08/2020 00:00,17.5,4.7,11.1,0,2.3,11.5,9.6,74,48,100,1.6
08/08/2020 00:00,19.4,9.3,14.35,0.1,2.9,11.8,10.4,67.5,46.2,88.8,1.9
09/08/2020 00:00,18.8,10,14.4,0.9,2.9,7.6,12.3,78.35,56.7,100,1.2
10/08/2020 00:00,14.5,7.5,11,7.3,1.9,10.6,10.4,81.5,63,100,1.5
11/08/2020 00:00,14.8,5.5,10.15,5.5,1.6,10.2,10.2,80.3,60.6,100,1.4
12/08/2020 00:00,16.8,7.4,12.1,0.3,1.7,9.3,12.1,81.65,63.3,100,1.4
13/08/2020 00:00,16.5,7.1,11.8,0.6,1.6,10,12.1,82.25,64.5,100,1.5
14/08/2020 00:00,15.7,8.5,12.1,0.6,1.5,8.5,13.6,88.15,76.3,100,1.2
15/08/2020 00:00,19.1,5.5,12.3,0,3,15.2,11.1,75.1,50.2,100,2.5
16/08/2020 00:00,20.1,7.8,13.95,0,2.8,12.5,8.8,60.3,37.4,83.2,2
17/08/2020 00:00,17.5,8.7,13.1,2.9,2.6,15.4,13.2,83,66,100,2.6
18/08/2020 00:00,22.8,8.5,15.65,0,4.9,12.5,10.8,68.15,38.9,97.4,2.2
19/08/2020 00:00,14,9.2,11.6,10.6,2.4,10.9,11.2,83.2,70.1,96.3,1.7
20/08/2020 00:00,15.5,6.7,11.1,11.4,1.8,9.6,11.6,82.95,65.9,100,1.5
21/08/2020 00:00,16.1,8.7,12.4,2.4,1.8,8.1,11.3,80.9,61.8,100,1.4
22/08/2020 00:00,15.7,5.1,10.4,0.7,1.5,14.7,12.2,84.2,68.4,100,1.2
23/08/2020 00:00,14.6,3.9,9.25,0.1,1.6,14.7,10.2,80.7,61.4,100,2.2
24/08/2020 00:00,14.5,3.1,8.8,0,2,14.7,9.2,77.9,55.8,100,2.2
25/08/2020 00:00,14.7,1.7,8.2,0.2,2,14.8,10.1,80.2,60.4,100,1.7
26/08/2020 00:00,14.5,6.9,10.7,0,1.3,6,11.3,84.25,68.5,100,1.2
27/08/2020 00:00,16.3,5.2,10.75,0,2,10.7,9.7,76.2,52.4,100,1.7
28/08/2020 00:00,21.6,7.1,14.35,0,3.6,14.7,10.2,69.8,39.6,100,2.5
29/08/2020 00:00,19.4,10.8,15.1,1.1,3.3,5.5,10.6,64.5,47.1,81.9,1.1
30/08/2020 00:00,18.5,11.1,14.8,5.3,1.7,8,13.1,80.35,61.5,99.2,1.7
31/08/2020 00:00,17.1,10.8,13.95,4,2.3,11.8,14.3,86.7,73.4,100,2.1
01/09/2020 00:00,17.7,8.3,13,1.6,1.9,11.7,13.6,83.6,67.2,100,2
02/09/2020 00:00,16,5.2,10.6,0.6,2.3,16.3,11.5,81.65,63.3,100,2.7
03/09/2020 00:00,14.9,7.7,11.3,0.5,2.5,11.5,11.8,84.85,69.7,100,1.9
04/09/2020 00:00,16.4,8.5,12.45,2,1.6,12.1,11.7,81.4,62.8,100,2
05/09/2020 00:00,18.8,7.3,13.05,0,2.4,15.4,12.4,78.6,57.2,100,2.7
06/09/2020 00:00,21.6,5.6,13.6,0,2.5,17.1,12.5,74.25,48.5,100,3.1
07/09/2020 00:00,22.9,8.8,15.85,0,4.8,17.9,14.3,75.6,51.2,100,3.5
08/09/2020 00:00,17.5,14.4,15.95,0.2,3,8.2,14.6,81.05,73,89.1,2.1
09/09/2020 00:00,16.7,12.1,14.4,27.7,2.8,14,13.8,85.2,72.6,97.8,2.6
10/09/2020 00:00,15.3,9.5,12.4,1.3,1.7,7.5,10.8,76.6,62.2,91,1.6
11/09/2020 00:00,16.4,9.8,13.1,0.1,2,13.6,13.3,85.65,71.3,100,2.4
12/09/2020 00:00,11.5,9.5,10.5,1.5,2.3,8,11.8,93.2,87,99.4,1.5
13/09/2020 00:00,11.7,8.2,9.95,8.2,2.4,8.6,10.9,89.65,79.3,100,1.7
14/09/2020 00:00,13.7,7.9,10.8,7.5,0.8,8.2,11,85.1,70.2,100,1.7
15/09/2020 00:00,15.7,9.3,12.5,1.9,1.9,13,12.1,83.95,67.9,100,2.3
16/09/2020 00:00,17.2,6.8,12,0.7,3,15.8,12.6,82.1,64.2,100,2.8
17/09/2020 00:00,19.5,8.1,13.8,0,2.9,11,11.6,75.6,51.2,100,2
18/09/2020 00:00,14.2,7.8,11,0.2,2.3,13.4,10.6,82.75,65.5,100,2.3
