"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"BACILLARIOPHYCEAE","Amphora",97.00,"0.0485"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"BACILLARIOPHYCEAE","Centrales",49.00,"0.0097"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"BACILLARIOPHYCEAE","Naviculales",4.00,"0.0054"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales",97.00,"0.0291"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",49.00,"0.0121"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",1504.00,"0.1985"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",3154.00,"0.1892"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",1122003.00,"5.8905"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales",97.00,"0.1941"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",49.00,"0.0242"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",728.00,"0.0582"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",49.00,"0.0048"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",22/9/2021 0:00:00,"OTHER PHYTOPLANKTON","Raphidophytes",49.00,"0.3397"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",,"TOTAL_ALGAE",,1127929.00,"7.0045"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-46438"," 7171304","1.8km W of Salt Ck",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
