X,Y,Z,ID
358538.0250,6017914.5000,0.0000,1
368771.9750,6005693.9750,0.0000,2
300756.2910,6062565.1950,-17.6857,3
300968.5185,6062924.2350,-15.5463,4
301181.3430,6062325.5400,-19.0738,5
301173.9500,6063286.6800,-14.4428,6
301379.2388,6063649.0325,-13.7107,7
301402.9645,6062690.5575,-16.7305,8
301606.3950,6062085.8850,-19.6735,9
301935.0225,6064615.5300,-5.6281,10
302051.3357,6064820.0700,-4.4295,11
302149.0140,6064995.1225,-3.4163,12
302238.5393,6065159.0650,-1.9823,13
313396.5370,6055342.8825,-27.4258,14
301812.9965,6064401.5625,-7.7281,15
301555.5645,6063951.4675,-12.6162,16
301604.1980,6063065.7900,-14.7250,17
301805.0043,6063440.7500,-13.7286,18
301837.4105,6062456.8800,-17.5555,19
302031.4468,6061846.2275,-20.6775,20
302361.9868,6064424.1325,-5.0782,21
302477.6950,6064634.3775,-3.8442,22
302574.7975,6064813.9750,-3.0473,23
302663.5365,6064981.3950,-1.9666,24
301462.1543,6066638.1625,-2.1080,25
301394.5755,6066245.2500,-4.2943,26
313667.9655,6055815.9975,-23.7473,27
312970.8500,6055588.3475,-27.4304,28
302240.8065,6064205.5725,-7.7322,29
301690.1435,6064186.7650,-10.4665,30
301985.2343,6063748.0275,-12.3820,31
302034.4463,6062844.8975,-14.8405,32
302230.7700,6063232.4650,-13.5879,33
302271.8565,6062223.2000,-18.5690,34
302456.4965,6061606.5675,-22.2024,35
302788.9510,6064232.7350,-4.9282,36
302904.0543,6064448.6825,-3.7083,37
303000.5807,6064632.8275,-2.8637,38
303088.5335,6064803.7250,-1.3796,39
301768.4337,6066590.5125,-0.7961,40
301837.8833,6066807.4167,-0.1751,41
301428.1860,6066440.7375,-4.7243,42
302180.8920,6066843.2025,-0.4954,43
301717.6890,6066189.0800,-0.4370,44
313946.2477,6056285.1800,-18.7229,45
313231.6145,6056067.1025,-24.0644,46
312545.1630,6055833.8125,-27.2679,47
314224.6920,6056754.2800,-15.1464,48
302668.6165,6064009.5850,-7.9131,49
302118.8410,6063987.2200,-10.4288,50
302414.9040,6063544.5900,-12.2376,51
302464.6945,6062624.0050,-15.2687,52
302656.5358,6063024.1775,-13.6719,53
302706.2965,6061989.5100,-19.6311,54
302881.5400,6061366.8925,-23.9035,55
303215.9150,6064041.3350,-4.7668,56
303330.4138,6064262.9900,-3.7321,57
303426.3645,6064451.6825,-2.9207,58
303513.5305,6064626.0525,-1.3423,59
302204.2362,6066516.7225,-1.1491,60
301754.0590,6066373.0950,-2.3183,61
302582.8808,6066779.0525,-0.4041,62
302176.2577,6066079.8850,-0.2959,63
313512.9400,6056534.0600,-18.0965,64
312795.2635,6056318.2075,-24.2604,65
312119.5088,6056079.3325,-27.3293,66
313794.7505,6057000.7625,-15.0574,67
314453.4165,6057152.1150,-12.1963,68
303096.4263,6063813.5925,-7.5262,69
302547.5385,6063787.6775,-10.5005,70
302844.5737,6063341.1475,-12.2258,71
302894.9385,6062403.1075,-15.6337,72
303082.3013,6062815.8950,-13.7182,73
303140.7168,6061755.7775,-21.3658,74
303306.5787,6061127.2075,-25.1007,75
303632.9908,6063830.0350,-4.7916,76
303774.5007,6063939.5267,-4.1035,77
303765.7785,6064095.6725,-3.6109,78
303844.9828,6064255.5725,-2.9205,79
304263.6663,6064059.1725,-2.9876,80
304201.1775,6063928.9750,-3.5214,81
303945.6930,6064463.3475,-1.0122,82
302527.9420,6066509.9600,-0.9201,83
302222.1933,6066260.9075,-2.2009,84
302809.9730,6066367.6750,-0.8525,85
302876.3433,6066633.5500,-0.0059,86
302635.4170,6065978.5150,-0.4108,87
313079.6323,6056782.9400,-18.2514,88
312359.0100,6056569.4800,-24.7771,89
311694.0285,6056325.1525,-27.7021,90
313364.8090,6057247.2450,-15.0959,91
314016.9842,6057399.8425,-12.2601,92
314624.1410,6057448.8625,-9.5649,93
304050.2090,6063618.4225,-4.8131,94
304129.5403,6063781.7300,-4.0869,95
303524.2363,6063617.6025,-7.2324,96
302976.2360,6063588.1300,-10.4227,97
303274.2435,6063137.7075,-12.1645,98
303325.1508,6062182.1425,-16.2262,99
303508.0235,6062607.5200,-13.7917,100
303575.1227,6061522.0150,-23.2423,101
303731.6173,6060887.5250,-25.8094,102
303966.2363,6064329.5600,-2.4104,103
304689.7037,6063877.7500,-2.9108,104
304627.6055,6063744.5225,-3.4778,105
304320.7280,6064180.0550,-2.3823,106
304377.7900,6064300.9350,-0.2965,107
302685.8150,6066132.2550,-2.4282,108
303273.6410,6066247.4075,-0.6496,109
303146.9053,6065833.5375,-0.9244,110
312646.3897,6057031.9300,-18.7129,111
311923.2785,6056821.6475,-25.6715,112
311268.7810,6056571.3700,-28.2958,113
312934.8680,6057493.7250,-15.1351,114
313580.5505,6057647.5675,-12.3131,115
314185.3755,6057694.7750,-9.7171,116
314767.3500,6057697.8650,-7.4260,117
304477.4583,6063426.4000,-4.8932,118
304556.4360,6063593.8425,-4.0911,119
303952.0388,6063421.6000,-6.9903,120
303404.9335,6063388.5850,-10.2484,121
303703.8727,6062934.1825,-12.1323,122
303755.3345,6061961.1175,-17.0083,123
303933.7015,6062399.0500,-13.9232,124
304009.5285,6061288.2525,-24.2700,125
304156.6558,6060647.8400,-26.1463,126
305115.9877,6063696.9375,-3.0042,127
305054.0330,6063560.0675,-3.5765,128
304746.4865,6064001.5575,-2.2516,129
304803.2697,6064125.3625,-0.1547,130
304214.1910,6066149.8700,-0.1062,131
303863.8193,6066304.2233,0.1229,132
303767.4045,6066066.3200,-1.0018,133
303188.4963,6065968.8950,-2.4373,134
303672.0307,6065618.0425,-1.0231,135
312213.8733,6057282.1650,-19.1690,136
311488.2462,6057075.0125,-26.0937,137
310843.6253,6056817.7450,-28.6100,138
312505.8093,6057741.7200,-15.1675,139
313144.1158,6057895.2925,-12.3075,140
313746.6070,6057940.6825,-9.6203,141
314327.3742,6057943.7175,-7.3733,142
314915.3090,6057956.0000,-5.5238,143
304904.7078,6063234.3750,-5.1746,144
304983.3315,6063405.9525,-4.2256,145
304379.8332,6063225.5800,-7.1654,146
303833.6077,6063188.9925,-10.1041,147
304133.4605,6062730.5675,-12.1118,148
304185.5178,6061740.0900,-17.7553,149
304359.3783,6062190.5800,-14.0647,150
304443.9343,6061054.4875,-24.2107,151
304577.7605,6060410.0350,-26.4954,152
305542.3957,6063516.4350,-3.1005,153
305480.4605,6063375.6150,-3.7614,154
305172.9853,6063824.8900,-2.1284,155
305229.9830,6063952.8400,0.1232,156
305422.8192,6065351.1925,0.1402,157
305228.3028,6065473.6875,0.4128,158
304976.9500,6065560.9000,0.3680,159
304512.9687,6065926.7367,0.2441,160
304411.4660,6065725.0550,-0.6112,161
304120.5893,6065942.8467,-0.9161,162
303732.6283,6065784.6400,-2.4007,163
305174.0460,6065383.5575,0.5405,164
305361.6032,6065250.1950,0.2238,165
304181.5952,6065414.8750,-0.3292,166
311782.5715,6057534.4850,-20.1061,167
311053.4888,6057328.8500,-26.5861,168
310418.4695,6057064.1225,-28.7522,169
312078.4970,6057992.7125,-15.1920,170
312708.4948,6058144.4125,-12.3032,171
313307.8360,6058186.5875,-9.3602,172
313887.3970,6058189.5675,-7.1972,173
314474.2300,6058203.2600,-5.2033,174
315064.2577,6058216.6175,-4.1639,175
305331.9570,6063042.3475,-5.8732,176
305410.2267,6063218.0600,-4.5274,177
304807.6277,6063029.5550,-7.6089,178
304262.2580,6062989.3475,-10.0672,179
304563.0473,6062526.9525,-12.0971,180
304551.8953,6061644.6100,-17.3289,181
304785.0550,6061982.1075,-14.2325,182
304826.3397,6061413.4325,-18.4068,183
304866.5393,6060826.3675,-24.9841,184
304992.1985,6060174.9825,-27.2561,185
305968.5463,6063335.3050,-3.1643,186
305906.8885,6063191.1600,-3.8849,187
305599.8560,6063649.1425,-2.1429,188
