X,Y,Zorig,ID,pc0,pc10,pc25,pc33,pc37,pc50,pc50_parpc25,pc50_parpc37,Z,Parnka
337629.2083,6044711.192,-0.4695,1198,-1.576997995,-1.24768734,-1.064175844,-0.888893545,-0.847540975,-0.601471841,-0.601471841,-0.601471841,-0.4695,0
337768.9967,6044929.637,-1.5544,1199,-1.927451491,-1.753057241,-1.704759359,-1.641859174,-1.622982979,-1.552468061,-1.552468061,-1.552468061,-1.5544,0
338280.218,6044613.188,-1.2909,1200,-1.731884122,-1.626120448,-1.502772331,-1.467586279,-1.451218009,-1.368517995,-1.368517995,-1.368517995,-1.2909,0
338428.5927,6044865.603,0.0712,1201,-1.245217562,-0.677614689,-0.484663576,-0.433920503,-0.397509992,-0.285502702,-0.285502702,-0.285502702,0.0712,0
338624.712,6045018.71,0.2331,1202,-1.097412944,-0.487505406,-0.179410309,-0.099185683,-0.093918912,0.000382788,0.000382788,0.000382788,0.2331,0
338959.2597,6044976.11,-0.2764,1203,-1.154113173,-0.945536435,-0.702471852,-0.572519243,-0.545505762,-0.306260288,-0.306260288,-0.306260288,-0.2764,0
339406.0225,6044892.053,-0.2988,1204,-1.047762275,-0.894544721,-0.73365581,-0.651760161,-0.546031892,-0.380304545,-0.380304545,-0.380304545,-0.2988,0
337935.408,6044381.242,-0.5545,1205,-1.479055285,-1.277753472,-1.059954643,-0.962846935,-0.914869785,-0.64310503,-0.64310503,-0.64310503,-0.5545,0
338596.5253,6044401.967,-1.4571,1206,-1.485291362,-1.480278015,-1.459394813,-1.449839115,-1.449518561,-1.431575298,-1.431575298,-1.431575298,-1.4571,0
338992.3278,6044483.535,-1.3541,1207,-1.454200983,-1.424004555,-1.403623581,-1.394281507,-1.38799572,-1.370890021,-1.370890021,-1.370890021,-1.3541,0
339364.2173,6044556.347,-1.3674,1208,-1.379537106,-1.361383915,-1.317561984,-1.3064816,-1.277611971,-1.214804292,-1.214804292,-1.214804292,-1.3674,0
339748.211,6044746.863,0.1857,1209,-0.766863167,-0.50696373,-0.360129774,-0.26934281,-0.254090339,-0.157593966,-0.157593966,-0.157593966,0.1857,0
339944.621,6044393.66,-0.1932,1210,-1.471607924,-1.124875069,-0.84053582,-0.641064584,-0.572929382,-0.393756479,-0.393756479,-0.393756479,-0.1932,0
339562.8628,6044226.855,-1.5238,1211,-1.641957283,-1.536410809,-1.480413318,-1.470170975,-1.45611155,-1.424555302,-1.424555302,-1.424555302,-1.5238,0
338591.122,6044135.77,-1.3082,1212,-1.482023001,-1.425130725,-1.372431517,-1.357274532,-1.343351841,-1.318822145,-1.318822145,-1.318822145,-1.3082,0
338217.7492,6043973.897,-0.6907,1213,-1.400860548,-1.173916936,-1.075847387,-1.017144799,-0.987112284,-0.819240272,-0.819240272,-0.819240272,-0.6907,0
339219.0263,6044178.387,-1.2794,1214,-1.386306763,-1.338189602,-1.318277478,-1.306288481,-1.301022887,-1.288149714,-1.288149714,-1.288149714,-1.2794,0
339002.2172,6043933,-1.2069,1215,-1.392316341,-1.289764166,-1.254992723,-1.241982698,-1.232831359,-1.215488911,-1.215488911,-1.215488911,-1.2069,0
340155.0453,6044049.3,-0.2773,1216,-1.471607924,-0.997385085,-0.681816816,-0.572514474,-0.530286312,-0.379030228,-0.379030228,-0.379030228,-0.2773,0
340055.1412,6043743.753,-1.0996,1217,-1.471607924,-1.310288429,-1.236156225,-1.206267834,-1.190984368,-1.143746853,-1.143746853,-1.143746853,-1.0996,0
339657.344,6043754.07,-1.4367,1218,-1.515539765,-1.458803654,-1.43436408,-1.428719878,-1.427042127,-1.405920744,-1.405920744,-1.405920744,-1.4367,0
338773.8555,6043558.275,-0.8602,1219,-1.344481587,-1.239401579,-1.162629604,-1.133744121,-1.092806339,-1.044596314,-1.044596314,-1.044596314,-0.8602,0
338419.8423,6043629.993,-0.2427,1220,-1.073902369,-0.934881926,-0.762265921,-0.593287289,-0.586559474,-0.340780914,-0.340780914,-0.340780914,-0.2427,0
339340.3473,6043703.36,-1.3086,1221,-1.406491518,-1.376899004,-1.351306558,-1.350612044,-1.348701119,-1.323471189,-1.323471189,-1.323471189,-1.3086,0
339130.6803,6043398.085,-1.2035,1222,-1.357838869,-1.296437621,-1.237125874,-1.208134651,-1.20293498,-1.183338165,-1.183338165,-1.183338165,-1.2035,0
340482.6458,6043696.16,-0.4351,1223,-1.076429248,-0.786238968,-0.67446816,-0.598149776,-0.551995158,-0.449803323,-0.449803323,-0.449803323,-0.4351,0
340457.047,6044044.677,0.4292,1224,-0.44339475,-0.144955397,0.035473656,0.110673964,0.140378103,0.232653409,0.232653409,0.232653409,0.4292,0
340036.5927,6043446.27,-1.2702,1225,-1.420630455,-1.350132465,-1.312447071,-1.294030547,-1.294017792,-1.27268064,-1.27268064,-1.27268064,-1.2702,0
339722.7763,6043306.51,-1.4445,1226,-1.519946218,-1.471145511,-1.432635784,-1.418011308,-1.414568186,-1.394336343,-1.394336343,-1.394336343,-1.4445,0
338794.9735,6043174.13,-0.5768,1227,-1.072697759,-0.938761234,-0.832980275,-0.752473474,-0.720623314,-0.587935507,-0.587935507,-0.587935507,-0.5768,0
339379.9177,6043179.703,-1.2916,1228,-1.416259646,-1.370922089,-1.349265456,-1.330098969,-1.32308197,-1.284029126,-1.284029126,-1.284029126,-1.2916,0
340367.8075,6043318.077,-1.1706,1229,-1.420630455,-1.348221064,-1.261535406,-1.218706131,-1.207023263,-1.149115801,-1.149115801,-1.149115801,-1.1706,0
340792.0397,6043654.887,0.2959,1230,-0.618744731,-0.284492165,-0.108174197,-0.042712137,-0.005841309,0.080431975,0.080431975,0.080431975,0.2959,0
340266.675,6043061.257,-1.3236,1231,-1.481987,-1.441207528,-1.412593365,-1.39424324,-1.389817119,-1.352027297,-1.352027297,-1.352027297,-1.3236,0
339915.829,6042906.44,-1.533,1232,-1.660402298,-1.607311606,-1.564532876,-1.556434035,-1.550671458,-1.52217865,-1.52217865,-1.52217865,-1.533,0
338927.696,6042821.337,0.1149,1233,-0.97929126,-0.729826391,-0.572725236,-0.46450299,-0.434698552,-0.315840036,-0.315840036,-0.315840036,0.1149,0
339221.4933,6042851.413,-0.8743,1234,-1.365351319,-1.200404644,-1.099866152,-1.034603834,-1.009275079,-0.938456714,-0.938456714,-0.938456714,-0.8743,0
339450.8742,6042547.003,-0.8977,1235,-1.483862638,-1.36367321,-1.272831082,-1.228731394,-1.201029181,-1.118395567,-1.118395567,-1.118395567,-0.8977,0
340853.1922,6043122.115,-0.2833,1236,-0.997341692,-0.785439014,-0.598097205,-0.495310426,-0.467781693,-0.342815191,-0.342815191,-0.342815191,-0.2833,0
340958.6163,6043377.687,0.2963,1237,-0.618744731,-0.321391553,-0.09137246,-0.023071134,-0.014175267,0.076249532,0.076249532,0.076249532,0.2963,0
340611.9015,6042853.707,-0.8186,1238,-1.405308962,-1.256122947,-1.149944544,-1.091736197,-1.07649684,-0.982837439,-0.982837439,-0.982837439,-0.8186,0
340249.6347,6042578.598,-1.4399,1239,-1.572778463,-1.520823598,-1.487449288,-1.477833271,-1.475627542,-1.460449576,-1.460449576,-1.460449576,-1.4399,0
339804.4785,6042194.63,-0.9752,1240,-1.439624906,-1.338236213,-1.252475619,-1.198817134,-1.174079418,-1.049519062,-1.049519062,-1.049519062,-0.9752,0
341262.6203,6042942.29,0.7494,1241,-0.043105107,-0.015714666,0.079979673,0.080323838,0.097396202,0.118541688,0.118541688,0.118541688,0.7494,0
341301.3067,6042561.275,-0.4859,1242,-1.531949639,-1.150845289,-0.888118625,-0.774022818,-0.720683753,-0.583345771,-0.583345771,-0.583345771,-0.4859,0
340909.3913,6042601.383,-0.7716,1243,-1.426638842,-1.150775433,-1.024260998,-0.96394968,-0.929308653,-0.799127102,-0.799127102,-0.799127102,-0.7716,0
340662.4445,6042302.77,-1.539,1244,-1.809259892,-1.611638069,-1.582901955,-1.568282485,-1.565806031,-1.525846124,-1.525846124,-1.525846124,-1.539,0
340198.8262,6041876.52,-0.8423,1245,-1.45527482,-1.326534152,-1.180277824,-1.105988026,-1.06730628,-0.926652253,-0.926652253,-0.926652253,-0.8423,0
341729.8497,6042590.85,-0.3361,1246,-1.430956483,-0.940048873,-0.565024614,-0.374666363,-0.145008087,0.036462862,0.036462862,0.036462862,-0.3361,0
341091.1998,6042053.122,-1.6335,1247,-1.973749757,-1.824560642,-1.748752475,-1.723965049,-1.719993472,-1.674013734,-1.674013734,-1.674013734,-1.6335,0
341992.462,6042312.895,-0.7377,1248,-1.57324779,-1.309471607,-1.032422662,-0.90085566,-0.819636881,-0.615780652,-0.615780652,-0.615780652,-0.7377,0
340613.95,6041584.965,-0.6967,1249,-1.527472615,-1.41817224,-1.267161608,-1.168667793,-1.111292601,-0.874599397,-0.874599397,-0.874599397,-0.6967,0
341504.7128,6041783.585,-1.7482,1250,-1.838179708,-1.779314637,-1.748042464,-1.732290387,-1.727208614,-1.70646286,-1.70646286,-1.70646286,-1.7482,0
342329.355,6041970.445,-0.4306,1251,-1.406632543,-1.128086805,-0.904020607,-0.77625531,-0.708701491,-0.522729933,-0.522729933,-0.522729933,-0.4306,0
341039.2485,6041313.268,-0.5905,1252,-1.511803389,-1.368272066,-1.173548102,-1.052063584,-1.003993869,-0.755971551,-0.755971551,-0.755971551,-0.5905,0
341883.149,6041601.583,-1.6284,1253,-1.770431161,-1.723185897,-1.710393548,-1.694740891,-1.684980869,-1.637374997,-1.637374997,-1.637374997,-1.6284,0
342405.0023,6041277.763,-1.2298,1254,-2.080272913,-1.979413033,-1.654275179,-1.561685681,-1.439758539,-1.242289782,-1.242289782,-1.242289782,-1.2298,0
342636.166,6041587.03,-0.1985,1255,-1.223000646,-0.763164699,-0.530348718,-0.403939247,-0.351350626,-0.25473839,-0.25473839,-0.25473839,-0.1985,0
341925.1738,6041206.625,-1.6464,1256,-1.986513853,-1.792225361,-1.727636337,-1.712209582,-1.707339883,-1.674455047,-1.674455047,-1.674455047,-1.6464,0
341354.3287,6040942.652,-0.4191,1257,-1.4568187,-1.247705221,-1.03413868,-0.847009182,-0.753420055,-0.438029706,-0.438029706,-0.438029706,-0.4191,0
342534.6098,6040946.495,-1.0682,1258,-1.826928139,-1.394588113,-1.240194798,-1.204430938,-1.134493351,-1.109791636,-1.109791636,-1.109791636,-1.0682,0
342113.5232,6040756.465,-1.5101,1259,-1.871610522,-1.758167505,-1.662765145,-1.596150637,-1.591203809,-1.499501824,-1.499501824,-1.499501824,-1.5101,0
342906.0853,6040973.75,-0.23,1260,-0.848000824,-0.691247463,-0.514461458,-0.48541379,-0.418982089,-0.304547638,-0.304547638,-0.304547638,-0.23,0
342912.441,6041315.147,0.6415,1261,-0.360223264,-0.127741113,0.032599907,0.045762211,0.053267568,0.129762575,0.129762575,0.129762575,0.6415,0
342760.713,6040631.628,-1.024,1262,-1.327121735,-1.191748142,-1.135814071,-1.110007644,-1.095600247,-1.053827286,-1.053827286,-1.053827286,-1.024,0
341571.3567,6040483.157,-0.724,1263,-1.601826668,-1.259811401,-1.119737387,-1.049303532,-1.015387058,-0.94556421,-0.94556421,-0.94556421,-0.724,0
342415.6913,6040392.753,-1.3652,1264,-1.433530092,-1.405623198,-1.39218533,-1.383600473,-1.376292348,-1.361818075,-1.361818075,-1.361818075,-1.3652,0
343214.227,6040860.027,0.4316,1265,-0.569628656,-0.294794172,-0.159618556,-0.10922724,-0.108014926,-0.025838748,-0.025838748,-0.025838748,0.4316,0
343353.721,6040469.77,-0.1759,1266,-1.578280091,-1.086571097,-0.691122472,-0.559135079,-0.480608791,-0.300289661,-0.300289661,-0.300289661,-0.1759,0
343032.9733,6040381.997,-1.1989,1267,-1.578280091,-1.444786668,-1.356369376,-1.326279998,-1.29026556,-1.240354061,-1.240354061,-1.240354061,-1.1989,0
342802.7227,6040114.5,-1.4976,1268,-1.610882759,-1.54206419,-1.5001688,-1.486547589,-1.479759693,-1.446206212,-1.446206212,-1.446206212,-1.4976,0
341710.5143,6040101.673,-0.4185,1269,-1.169650555,-0.950923502,-0.849624038,-0.7799173,-0.749119639,-0.599432588,-0.599432588,-0.599432588,-0.4185,0
342096.6553,6039973.732,-0.5789,1270,-1.348536611,-1.287816644,-1.108718514,-0.968523204,-0.900736213,-0.664801121,-0.664801121,-0.664801121,-0.5789,0
343581.361,6040018.88,-0.5029,1271,-1.587384224,-1.480828404,-1.139981627,-0.952155769,-0.898592353,-0.65213418,-0.65213418,-0.65213418,-0.5029,0
343141.5833,6039809.04,-1.5668,1272,-1.659621358,-1.627577305,-1.608244777,-1.599552155,-1.590488672,-1.554830432,-1.554830432,-1.554830432,-1.5668,0
342517.8662,6039726.688,-0.4707,1273,-1.379439592,-1.279107809,-0.993913114,-0.841024458,-0.745919764,-0.46103403,-0.46103403,-0.46103403,-0.4707,0
343829.9838,6039591.128,-0.2641,1274,-1.195174098,-0.922809303,-0.759960949,-0.704955995,-0.656264782,-0.483535469,-0.483535469,-0.483535469,-0.2641,0
343358.375,6039387.968,-1.3242,1275,-1.846886754,-1.656572223,-1.467186928,-1.386122346,-1.380360246,-1.303534031,-1.303534031,-1.303534031,-1.3242,0
342857.6677,6039601.04,-0.4542,1276,-1.321075678,-1.113843679,-0.947921574,-0.843486845,-0.796032548,-0.643260777,-0.643260777,-0.643260777,-0.4542,0
343005.9275,6039259.593,-0.1134,1277,-1.278666377,-1.031010509,-0.738341033,-0.545309126,-0.46857208,-0.27053839,-0.27053839,-0.27053839,-0.1134,0
344001.8163,6039218.24,-0.4065,1278,-0.901079893,-0.791800201,-0.748999119,-0.722510278,-0.701031625,-0.627929866,-0.627929866,-0.627929866,-0.4065,0
343811.9977,6038861.51,-0.959,1279,-1.101635575,-1.022728086,-0.968220472,-0.962365806,-0.95407176,-0.938197911,-0.938197911,-0.938197911,-0.959,0
343470.9487,6039016.06,-0.9896,1280,-1.096650004,-1.034203291,-1.003960371,-0.993270636,-0.990319967,-0.981557906,-0.981557906,-0.981557906,-0.9896,0
343258.1357,6038854.77,-0.7673,1281,-1.096650004,-0.95903784,-0.789684594,-0.660242736,-0.638982534,-0.468405008,-0.468405008,-0.468405008,-0.7673,0
344410.7083,6039118.325,-0.1309,1282,-1.202386975,-0.898384452,-0.669323027,-0.493930429,-0.412948996,-0.177407578,-0.177407578,-0.177407578,-0.1309,0
344275.563,6038664.732,-1.1817,1283,-1.37124753,-1.267515659,-1.218382001,-1.19819808,-1.191298962,-1.15129447,-1.15129447,-1.15129447,-1.1817,0
343604.763,6038534.188,-0.4275,1284,-0.989083111,-0.91259408,-0.851637602,-0.796109557,-0.750908434,-0.607521117,-0.607521117,-0.607521117,-0.4275,0
344769.176,6038984.56,0.171,1285,-0.89982146,-0.469387144,-0.277204722,-0.227778703,-0.200628698,-0.136110485,-0.136110485,-0.136110485,0.171,0
344968.9845,6038647.518,-0.1754,1286,-1.033851266,-0.688415229,-0.542054355,-0.470178097,-0.409708679,-0.3159509,-0.3159509,-0.3159509,-0.1754,0
344709.518,6038407.258,-1.0672,1287,-1.437821507,-1.250006437,-1.183278084,-1.155589223,-1.143181801,-1.083999395,-1.083999395,-1.083999395,-1.0672,0
344038.4825,6038327.27,-0.2847,1288,-1.017139792,-0.907988667,-0.805605352,-0.741686523,-0.697933376,-0.545617402,-0.545617402,-0.545617402,-0.2847,0
345054.545,6038149.353,-0.7975,1289,-1.297674775,-0.989485627,-0.936241746,-0.914195001,-0.902663231,-0.834918559,-0.834918559,-0.834918559,-0.7975,0
345180.4777,6038356.877,0.0065,1290,-0.554300547,-0.416458905,-0.335630596,-0.290873677,-0.290873677,-0.209861606,-0.209861606,-0.209861606,0.0065,0
344476.1237,6038134.327,-0.0432,1291,-1.04284513,-0.808363497,-0.520729482,-0.437029749,-0.331605881,-0.189494193,-0.189494193,-0.189494193,-0.0432,0
345387.352,6038387.573,0.4286,1292,-0.554300547,-0.226255313,-0.074469477,-0.011275726,0.029491173,0.062442463,0.062442463,0.062442463,0.4286,0
345333.4898,6037951.497,-0.9965,1293,-1.156617999,-1.102548718,-1.063807368,-1.040620565,-1.014681935,-0.996549249,-0.996549249,-0.996549249,-0.9965,0
345596.9978,6038173.122,-0.485,1294,-1.121171951,-0.809180856,-0.721682847,-0.663195193,-0.639047861,-0.557959795,-0.557959795,-0.557959795,-0.485,0
344831.2492,6037914.855,-0.146,1295,-1.000749111,-0.687850296,-0.54490602,-0.431580245,-0.409948409,-0.279707402,-0.279707402,-0.279707402,-0.146,0
346002.6075,6038230.23,-0.1947,1296,-1.412025809,-1.100130916,-0.756637156,-0.627856314,-0.532610416,-0.33074078,-0.33074078,-0.33074078,-0.1947,0
345101.1242,6037671.505,-0.6771,1297,-1.156617999,-1.06180644,-0.912219763,-0.818757176,-0.797202229,-0.668013215,-0.668013215,-0.668013215,-0.6771,0
345666.5812,6037834.383,-1.2396,1298,-1.550978541,-1.442919612,-1.357272506,-1.29838407,-1.274538875,-1.192327499,-1.192327499,-1.192327499,-1.2396,0
344804.615,6037417.527,0.522,1299,-0.303636849,-0.157083616,-0.084421143,-0.050774612,-0.026276097,0.013292529,0.013292529,0.013292529,0.522,0
344664.0047,6037711.887,0.6769,1300,-0.165651858,-0.018845532,0.087346599,0.093452305,0.108483106,0.160962686,0.160962686,0.160962686,0.6769,0
346092.9368,6037776.418,-1.6461,1301,-1.723816276,-1.667986274,-1.651703,-1.644413352,-1.64167738,-1.627199411,-1.627199411,-1.627199411,-1.6461,0
346382.2633,6038247.683,-0.3312,1302,-1.421465993,-0.973215222,-0.593611836,-0.555717289,-0.446567982,-0.341384411,-0.341384411,-0.341384411,-0.3312,0
345366.3583,6037362.707,-1.1425,1303,-1.374273658,-1.314589262,-1.25470221,-1.226633549,-1.207233667,-1.141939282,-1.141939282,-1.141939282,-1.1425,0
345648.7333,6037537.933,-1.3524,1304,-1.550978541,-1.448883653,-1.387257576,-1.383984804,-1.376800299,-1.343466759,-1.343466759,-1.343466759,-1.3524,0
345977.976,6037369.982,-1.4514,1305,-1.620634079,-1.557340741,-1.514600754,-1.499615312,-1.485813737,-1.455097318,-1.455097318,-1.455097318,-1.4514,0
345055.3928,6037056.418,-0.016,1306,-1.030231833,-0.558502734,-0.32897833,-0.241704151,-0.229873717,-0.166853085,-0.166853085,-0.166853085,-0.016,0
346709.1665,6038026.08,-0.3899,1307,-1.638250589,-1.207247257,-0.908348858,-0.765391469,-0.693467021,-0.47462061,-0.47462061,-0.47462061,-0.3899,0
346466.4783,6037732.377,-1.7027,1308,-1.782295704,-1.69743824,-1.682452798,-1.674189925,-1.670100331,-1.646580219,-1.646580219,-1.646580219,-1.7027,0
346714.6478,6037440.803,-1.744,1309,-2.033674002,-1.861047745,-1.80726254,-1.779816628,-1.770433545,-1.743724108,-1.743724108,-1.743724108,-1.744,0
346359.0957,6037101.965,-1.4858,1310,-1.740145445,-1.652303696,-1.590861917,-1.56967032,-1.557554245,-1.53129065,-1.53129065,-1.53129065,-1.4858,0
345683.8475,6037066.69,-1.368,1311,-1.412807822,-1.397179842,-1.382913113,-1.374273658,-1.370512962,-1.348714828,-1.348714828,-1.348714828,-1.368,0
345386.8335,6036747.375,-0.2147,1312,-1.295058608,-0.95150578,-0.669398069,-0.520795405,-0.462341666,-0.25163582,-0.25163582,-0.25163582,-0.2147,0
347116.89,6037732.843,-0.7201,1313,-2.131813526,-1.831040144,-1.416405797,-1.217329621,-1.181654811,-0.98216331,-0.98216331,-0.98216331,-0.7201,0
346764.829,6036804.435,-1.7044,1314,-1.775804162,-1.743157387,-1.733847737,-1.723117232,-1.715868473,-1.702593684,-1.702593684,-1.702593684,-1.7044,0
346939.551,6037146.067,-1.6737,1315,-1.85399878,-1.782947302,-1.767047763,-1.757178187,-1.754246831,-1.735764623,-1.735764623,-1.735764623,-1.6737,0
346035.4393,6036768.785,-1.351,1316,-1.551361918,-1.470196605,-1.403815508,-1.385139942,-1.376324534,-1.33851397,-1.33851397,-1.33851397,-1.351,0
345719.6687,6036576.203,-0.2882,1317,-1.018575668,-0.786097705,-0.629210711,-0.559255362,-0.548338056,-0.388967842,-0.388967842,-0.388967842,-0.2882,0
347282.536,6037036.945,-1.4244,1318,-1.809338808,-1.612629175,-1.556558132,-1.532065153,-1.512994289,-1.46387887,-1.46387887,-1.46387887,-1.4244,0
347507.3325,6037421.043,-0.338,1319,-1.809338808,-1.31743443,-0.981013179,-0.854584813,-0.800786138,-0.582896411,-0.582896411,-0.582896411,-0.338,0
347193.8185,6036596.245,-1.6589,1320,-1.739692211,-1.693740964,-1.680732131,-1.671603441,-1.665352941,-1.654267192,-1.654267192,-1.654267192,-1.6589,0
346674.3415,6036337.202,-1.6245,1321,-1.702953219,-1.679681659,-1.657687783,-1.646078825,-1.642218828,-1.614230752,-1.614230752,-1.614230752,-1.6245,0
346268.8433,6036353.343,-1.2966,1322,-1.571542621,-1.465472579,-1.398002028,-1.368101716,-1.353959322,-1.301024675,-1.301024675,-1.301024675,-1.2966,0
345826.5428,6036236.975,-0.1883,1323,-1.018575668,-0.774343312,-0.601432502,-0.556984901,-0.516456306,-0.425030529,-0.425030529,-0.425030529,-0.1883,0
347889.1418,6037087.13,-0.1435,1324,-1.180446863,-0.981174111,-0.826945424,-0.727479339,-0.698266208,-0.494909614,-0.494909614,-0.494909614,-0.1435,0
347619.746,6036873.307,-1.2628,1325,-1.469237566,-1.388949275,-1.332610965,-1.304703832,-1.296777606,-1.247263432,-1.247263432,-1.247263432,-1.2628,0
347643.4173,6036518.39,-1.4937,1326,-1.716780424,-1.668908834,-1.62279737,-1.596419334,-1.585765362,-1.542352319,-1.542352319,-1.542352319,-1.4937,0
347103.2573,6036176.325,-1.7618,1327,-1.788503885,-1.757917523,-1.739447117,-1.731132984,-1.729261041,-1.713320017,-1.713320017,-1.713320017,-1.7618,0
347468.131,6035978.067,-1.8376,1328,-1.913943052,-1.881437898,-1.85816896,-1.852968335,-1.851038814,-1.835834503,-1.835834503,-1.835834503,-1.8376,0
347657.2057,6036176.24,-1.8095,1329,-1.903169513,-1.867396355,-1.834775686,-1.812138796,-1.805952549,-1.778708577,-1.778708577,-1.778708577,-1.8095,0
346511.1408,6035952.105,-1.4388,1330,-1.630886555,-1.545551896,-1.482308745,-1.456816554,-1.443377852,-1.407229781,-1.407229781,-1.407229781,-1.4388,0
346241.0098,6035635.69,-0.7283,1331,-1.363087773,-1.235897779,-1.044425726,-0.942946017,-0.917143583,-0.701287687,-0.701287687,-0.701287687,-0.7283,0
345931.437,6035885.737,0.0157,1332,-0.949727654,-0.671406865,-0.477243572,-0.425338566,-0.36773327,-0.261781216,-0.261781216,-0.261781216,0.0157,0
348259.4695,6036738.76,-0.1507,1333,-1.515548825,-1.18820703,-1.002109528,-0.863150835,-0.809424996,-0.576781094,-0.576781094,-0.576781094,-0.1507,0
348025.935,6036496.883,-1.5031,1334,-1.732662201,-1.622200847,-1.556690574,-1.535915136,-1.530761361,-1.457357287,-1.457357287,-1.457357287,-1.5031,0
348248.141,6036171.112,-1.9926,1335,-2.317887306,-2.248569965,-2.130429983,-2.074346066,-2.051974297,-1.976500034,-1.976500034,-1.976500034,-1.9926,0
347930.343,6036023.74,-1.9826,1336,-2.071687698,-2.039197445,-1.990222454,-1.965475559,-1.963951945,-1.933053851,-1.933053851,-1.933053851,-1.9826,0
347832.485,6035750.978,-1.984,1337,-2.099496126,-2.065580845,-2.021732092,-1.999907851,-1.992631912,-1.962204099,-1.962204099,-1.962204099,-1.984,0
347209.485,6035784.13,-1.7586,1338,-1.864180088,-1.811488032,-1.785023332,-1.776413918,-1.77336812,-1.75901866,-1.75901866,-1.75901866,-1.7586,0
346867.2085,6035589.86,-1.5101,1339,-1.706504107,-1.647072673,-1.601798296,-1.581421137,-1.571238279,-1.531298995,-1.531298995,-1.531298995,-1.5101,0
346583.9857,6035262.735,-0.9054,1340,-1.384270072,-1.242978334,-0.989863276,-0.839801013,-0.806370309,-0.49326992,-0.49326992,-0.49326992,-0.9054,0
348620.6358,6036401.247,-0.4768,1341,-2.257116079,-1.61904633,-1.245589137,-1.027548552,-0.956645966,-0.717565835,-0.717565835,-0.717565835,-0.4768,0
348179.7415,6035488.022,-1.9732,1342,-2.099496126,-2.05909586,-2.019494772,-2.000571489,-1.986670732,-1.966719747,-1.966719747,-1.966719747,-1.9732,0
348567.4078,6035780.447,-2.0838,1343,-2.248569965,-2.1383214,-2.072346926,-2.054485559,-2.047996044,-2.021634817,-2.021634817,-2.021634817,-2.0838,0
347558.7308,6035467.67,-1.8578,1344,-1.937861681,-1.907856226,-1.870290637,-1.851098776,-1.841851354,-1.823580384,-1.823580384,-1.823580384,-1.8578,0
347221.1817,6035213.103,-1.5925,1345,-1.783947945,-1.714984536,-1.669665813,-1.647739649,-1.632879615,-1.596075296,-1.596075296,-1.596075296,-1.5925,0
346917.2495,6034907.343,-0.8817,1346,-1.488309622,-1.399065018,-1.287855864,-1.213134646,-1.101012111,-0.84888947,-0.84888947,-0.84888947,-0.8817,0
348975.05,6036036.332,-0.6351,1347,-2.027088404,-1.597206831,-1.271544099,-1.037120581,-0.9924438,-0.65758425,-0.65758425,-0.65758425,-0.6351,0
348486.5878,6035113.705,-1.7659,1348,-1.965586185,-1.911640763,-1.873190165,-1.852827759,-1.851152897,-1.811945677,-1.811945677,-1.811945677,-1.7659,0
348753.6337,6035431.97,-1.9873,1349,-1.97977519,-1.952929616,-1.938637018,-1.93589005,-1.934852719,-1.926073432,-1.926073432,-1.926073432,-1.9873,0
347880.7333,6035250.287,-1.8203,1350,-1.938130498,-1.915330172,-1.862202406,-1.832933068,-1.832681894,-1.761858702,-1.761858702,-1.761858702,-1.8203,0
348814.5602,6034778.112,-1.6534,1351,-1.954592705,-1.872024298,-1.814878941,-1.780745387,-1.759872198,-1.707902431,-1.707902431,-1.707902431,-1.6534,0
349077.658,6035233.4,-1.9887,1352,-2.004787922,-1.96663332,-1.935914755,-1.913887858,-1.911118507,-1.860256076,-1.860256076,-1.860256076,-1.9887,0
347872.387,6034847.702,-1.0426,1353,-1.687476516,-1.502371788,-1.344862342,-1.252055883,-1.234746337,-1.047033787,-1.047033787,-1.047033787,-1.0426,0
347484.5087,6034915.23,-1.3549,1354,-1.730519533,-1.612096667,-1.547336936,-1.504096717,-1.496095896,-1.3773247,-1.3773247,-1.3773247,-1.3549,0
347308.5772,6034610.645,-0.4231,1355,-1.547336936,-1.303782225,-0.884015679,-0.766122758,-0.679853704,-0.46383822,-0.46383822,-0.46383822,-0.4231,0
349359.9498,6035663.122,-0.3169,1356,-1.808609843,-1.403389215,-1.116191983,-0.979077995,-0.858627267,-0.611538112,-0.611538112,-0.611538112,-0.3169,0
349427.834,6034883.063,-1.8981,1357,-2.043277264,-1.971042156,-1.888562441,-1.816553712,-1.770573854,-1.651174664,-1.651174664,-1.651174664,-1.8981,0
349128.3415,6034457.732,-1.7709,1358,-2.057864666,-1.97241354,-1.909383416,-1.87840724,-1.862588525,-1.816033483,-1.816033483,-1.816033483,-1.7709,0
348249.224,6034771.91,-1.086,1359,-1.630126834,-1.446133137,-1.316434264,-1.267758965,-1.256483197,-1.162818551,-1.162818551,-1.162818551,-1.086,0
348465.0038,6034428.513,-0.6848,1360,-1.368656874,-1.187856317,-1.028270364,-0.943671525,-0.910506368,-0.787014723,-0.787014723,-0.787014723,-0.6848,0
347753.2147,6034386.01,0.2605,1361,-0.63732326,-0.301298618,-0.149072289,-0.076366544,-0.037867207,0.109259479,0.109259479,0.109259479,0.2605,0
349725.6638,6035290.255,-0.1702,1362,-1.444339871,-1.090227246,-0.877519131,-0.741147816,-0.66522491,-0.474728346,-0.474728346,-0.474728346,-0.1702,0
