Site,X,Y,Num. Vars,Start Date,End Date,Total Samples at Site
ALS_Stoney_Well,365104.0000,6017790.0000,12,07-07-2020,22-09-2021,188
ALS_North_Jacks_Point,369342.0000,6010972.0000,13,07-07-2020,22-09-2021,190
ALS_Seagull_Island,372453.0000,6005680.0000,10,22-07-2020,08-09-2021,63
ALS_Snipe_Point,374406.0000,6002900.0000,13,07-07-2020,22-09-2021,194
ALS_Morella_Creek_at_Gauge,380179.0000,6001380.0000,11,07-07-2020,22-09-2021,158
ALS_Salt_Creek_Outlet,378834.7000,6001351.5000,12,07-07-2020,22-09-2021,199
ALS_18km_West_of_Salt_Creek,375882.0000,6000470.0000,13,07-07-2020,22-09-2021,199
ALS_32km_South_of_Salt_Creek,377570.0000,5997290.0000,12,07-07-2020,22-09-2021,192
ALS_Tilley_Swamp_Drain_US_Morella,383294.0000,5996921.0000,12,07-07-2020,22-09-2021,189
ALS_Murray_Mouth,308015.0000,6063155.0000,12,07-07-2020,23-09-2021,200
ALS_US_Tauwitchere,320218.0000,6059692.0000,11,07-07-2020,23-09-2021,196
ALS_DS_Tauwitchere,320218.0000,6059692.0000,12,07-07-2020,23-09-2021,208
ALS_Mark_Point,325762.0000,6054914.0000,13,07-07-2020,23-09-2021,215
ALS_Long_Point,333756.0000,6048260.0000,13,07-07-2020,23-09-2021,205
ALS_Noonameena,342849.0000,6041481.0000,13,07-07-2020,23-09-2021,191
ALS_Bonneys,347969.0000,6037304.0000,13,07-07-2020,23-09-2021,199
ALS_McGrath_Flat_North,354600.0000,6029390.0000,13,07-07-2020,22-09-2021,178
ALS_Parnka_Point,355237.0000,6025730.0000,12,07-07-2020,22-09-2021,183
ALS_Villa_de_Yumpa,359175.0000,6022894.0000,13,07-07-2020,22-09-2021,183
ALS_South_Policeman_Point,372453.0000,6005680.0000,12,07-07-2020,22-09-2021,131
ALS_Morella_Basin_at_Outlet_Regulator,380179.0000,6001380.0000,13,24-02-2021,22-09-2021,113
AWQC_Tilley_Swamp_Drain_DS_Northern_Outlet,386213.0000,5996496.0000,11,09-08-2021,22-09-2021,34
AWQC_Tilley_Swamp_Watercourse_Outlet_Channel,385976.0000,5996559.0000,11,24-08-2021,22-09-2021,30
ALS_Morella_Basin_at_Gauge,380179.0000,6001380.0000,13,24-02-2021,28-06-2021,54
ALS_Tauwitchere_US,320218.0000,6059692.0000,10,14-07-2021,14-07-2021,10
ALS_McGrath_Flat,354600.0000,6029390.0000,9,13-07-2021,13-07-2021,9
ALS_Tauwitchere_DS,320219.0000,6059690.0000,11,14-07-2021,14-07-2021,11
