X,Y,Z,ID
301938.646591338,6064998.54464244,-3.337,1
301914.801142287,6064956.19518963,-3.692,2
301889.671025835,6064911.56366841,-4.061,3
302035.30248447,6064966.55255233,-3.347,4
302012.141855787,6064923.55436605,-3.687,5
301959.19906535,6065034.92174759,-3.009,6
301835.28413524,6064814.96538439,-4.842,7
301805.878056865,6064762.73544596,-5.26,8
301863.192052492,6064864.52742179,-4.439,9
301987.729682591,6064878.24252553,-4.071,10
302150.339260764,6064924.90274803,-3.331,11
302127.564339801,6064881.45631863,-3.681,12
302055.368369604,6065003.69007409,-3.023,13
301976.897755824,6065066.46584802,-2.743,14
302012.290709195,6065129.53392117,-2.224,15
301994.596655524,6065098.00165058,-2.486,16
301774.88548037,6064707.69462881,-5.701,17
301934.894514827,6064780.15743746,-4.824,18
301906.3196521,6064727.1187964,-5.256,19
301962.006650196,6064830.48593696,-4.428,20
302103.561103626,6064835.66651637,-4.064,21
302283.437523573,6064872.60302734,-3.41,22
302260.766434766,6064828.92162067,-3.713,23
302170.168901239,6064962.66608175,-3.006,24
302072.682462823,6065036.16465259,-2.752,25
302107.303425431,6065101.07037475,-2.227,26
302089.993727029,6065068.62418619,-2.493,27
302029.984150851,6065161.06285637,-1.92,28
301707.809093343,6064588.56124175,-6.647,29
301671.536667991,6064524.14302146,-7.24,30
301742.225467507,6064649.69033531,-6.162,31
301876.204361723,6064671.21681611,-5.714,32
302051.59038693,6064736.5269795,-4.802,33
302023.479097217,6064682.90392454,-5.229,34
302078.260092355,6064787.40174681,-4.424,35
302236.867436774,6064782.8719206,-4.025,36
302426.774299951,6064814.00047715,-3.386,37
302404.038944618,6064770.21082743,-3.672,38
302303.304933898,6064910.84081118,-3.199,39
302187.332072457,6064996.00064662,-2.729,40
302221.647609669,6065062.61123092,-2.187,41
302204.49584182,6065029.31311975,-2.46,42
302124.60665055,6065133.5065666,-1.912,43
302047.677637779,6065192.58188564,-1.524,44
301633.311478855,6064456.25624193,-8.018,45
301811.009473145,6064550.20415573,-6.705,46
301775.748324056,6064484.75344125,-7.33,47
301844.464759018,6064612.30151761,-6.19,48
301993.845802461,6064626.3758817,-5.7,49
302185.102565139,6064683.14153514,-4.733,50
302157.089265727,6064629.17912039,-5.114,51
302211.66468413,6064734.32768866,-4.388,52
302380.070760525,6064724.03070578,-3.976,53
302570.02549447,6064755.10010207,-3.345,54
302547.240572197,6064711.20162718,-3.63,55
302446.77673507,6064852.64412568,-3.151,56
302320.558953107,6064944.94314856,-2.882,57
302355.050182123,6065013.09669416,-2.167,58
302337.805246061,6064979.02932279,-2.539,59
302238.793242419,6065095.89232708,-1.853,60
302141.907414493,6065165.92606356,-1.493,61
302065.370511832,6065224.09579624,-1.103,62
301550.573839329,6064309.31505853,-9.602,63
301505.832614686,6064229.85052814,-10.48,64
301593.027175374,6064384.71405087,-8.845,65
301738.583101862,6064415.76935958,-8.111,66
301929.67444524,6064503.97795673,-6.728,67
301894.960376416,6064437.75835944,-7.361,68
301962.60591,6064566.7910659,-6.2,69
302127.556054832,6064572.28012262,-5.622,70
302328.131908692,6064623.97645437,-4.699,71
302300.020476858,6064569.81354853,-5.112,72
302354.794048954,6064675.33085129,-4.35,73
302523.198313092,6064664.90227602,-3.932,74
302713.333799466,6064696.45702116,-3.306,75
302690.482299137,6064652.45242287,-3.579,76
302590.165726706,6064794.15345496,-3.105,77
302464.249860624,6064887.46509602,-2.824,78
302499.182564125,6064957.05705153,-2.133,79
302481.715657265,6064922.26981981,-2.49,80
302372.274035065,6065047.14672913,-1.782,81
302255.942560584,6065129.15467917,-1.43,82
302159.207964971,6065198.33052862,-1.058,83
302083.061430295,6065255.60966708,-0.732,84
301421.468812199,6066716.28836922,-1.692,85
301458.679656058,6064146.11050116,-11.354,86
301658.116206204,6064266.4203465,-9.728,87
301614.591100884,6064185.63216716,-10.682,88
301699.408808572,6064343.05997051,-8.986,89
301858.361849212,6064367.94695971,-8.173,90
302063.582248398,6064449.02934956,-6.755,91
302028.960529728,6064382.3276197,-7.406,92
302096.419047566,6064512.28468278,-6.167,93
302270.368966861,6064512.6926193,-5.634,94
302471.097844117,6064564.53329096,-4.679,95
302442.881267013,6064510.18246696,-5.098,96
302497.84379616,6064616.05768465,-4.316,97
302666.380945146,6064606.01889829,-3.88,98
302853.938594336,6064631.39406878,-3.311,99
302831.078719162,6064587.38101085,-3.579,100
302733.604199959,6064735.9181443,-3.049,101
302607.864153628,6064829.69083715,-2.792,102
302643.239683078,6064900.71667991,-2.082,103
302625.555705939,6064865.21189603,-2.431,104
302516.631820439,6064991.82947925,-1.729,105
302389.503741912,6065081.17761368,-1.36,106
302273.08679463,6065162.39770344,-0.996,107
302176.502888374,6065230.72494608,-0.633,108
302099.73631789,6065284.56136833,-0.43,109
301517.853600285,6066729.51047029,0.501,110
301415.647848773,6066671.65044896,-5.084,111
301342.72633851,6066222.23986091,-9.026,112
301332.116484851,6066162.05504226,-6.424,113
301356.615027626,6063964.84099222,-13.072,114
301301.420273396,6063866.81458191,-13.326,115
301408.98593071,6064057.85668206,-12.26,116
301568.712682786,6064100.47740893,-11.431,117
301779.098817798,6064216.76067213,-9.715,118
301736.211195403,6064134.95581395,-10.724,119
301819.777190733,6064294.35044923,-9.041,120
301992.451563919,6064311.98608577,-8.185,121
302206.117304733,6064388.90127215,-6.789,122
302171.328588471,6064321.8808224,-7.47,123
302239.096450895,6064452.44683178,-6.18,124
302413.118545793,6064452.84010482,-5.628,125
302614.107588819,6064505.33483652,-4.651,126
302585.791566491,6064450.78541005,-5.093,127
302640.94268622,6064557.02947218,-4.248,128
302806.947289613,6064540.93410872,-3.876,129
302993.815900018,6064564.25088348,-3.317,130
302970.953783177,6064520.26871644,-3.584,131
302874.303946025,6064671.15773795,-3.065,132
302751.524376482,6064772.17413902,-2.725,133
302787.356006864,6064844.63731057,-2.022,134
302769.440842707,6064808.41505813,-2.372,135
302660.908472274,6064936.2092487,-1.686,136
302534.077703937,6065026.58256302,-1.298,137
302406.743128458,6065115.18510714,-0.878,138
302290.229213015,6065195.6202643,-0.57,139
