X,Y,Z,ID
300809.948,6066173.4,-1.809,1
300594.843,6066079.313,-1.758,2
300821.954,6066260.982,-1.864,3
300379.738,6065985.227,-1.726,4
300608.861,6066204.277,-1.815,5
300833.96,6066348.565,-1.808,6
300164.633,6065891.143,-1.704,7
300395.769,6066147.572,-1.824,8
300622.88,6066329.242,-1.814,9
300845.966,6066436.145,-3.208,10
299949.528,6065797.055,-1.69,11
300182.676,6066090.87,-1.764,12
300411.799,6066309.92,-1.886,13
300636.898,6066454.205,-2.277,14
300857.972,6066523.722,-3.954,15
299734.422,6065702.967,-1.681,16
299969.583,6066034.167,-1.751,17
300200.719,6066290.6,-1.832,18
300427.83,6066472.265,-1.841,19
300650.917,6066579.167,-3.967,20
300869.978,6066611.3,-3.945,21
299519.318,6065608.882,-1.674,22
299756.491,6065977.462,-1.741,23
299989.639,6066271.28,-1.816,24
300218.763,6066490.328,-1.836,25
300443.861,6066634.61,-3.96,26
300664.935,6066704.13,-3.645,27
300881.985,6066698.88,-3.4,28
299304.213,6065514.798,-1.67,29
299543.398,6065920.758,-1.733,30
299778.559,6066251.957,-1.808,31
300009.694,6066508.39,-1.832,32
300236.806,6066690.055,-3.943,33
300459.892,6066796.957,-2.62,34
300678.954,6066829.09,-0.895,35
300893.991,6066786.463,-0.99,36
299089.108,6065420.71,-1.667,37
299330.306,6065864.055,-1.726,38
299567.478,6066232.635,-1.803,39
299800.627,6066526.45,-1.831,40
300029.75,6066745.5,-3.8,41
300254.849,6066889.785,-1.367,42
300475.923,6066959.303,-0.308,43
300692.972,6066954.055,-0.077,44
300905.997,6066874.045,0.015,45
299117.213,6065807.352,-1.721,46
299356.398,6066213.315,-1.799,47
299591.559,6066544.512,-1.806,48
299822.694,6066800.943,-3.757,49
300049.806,6066982.612,-0.732,50
300272.892,6067089.515,-0.244,51
300491.954,6067121.648,0.061,52
300706.991,6067079.02,0.21,53
299145.318,6066193.995,-1.799,54
299382.491,6066562.575,-1.806,55
299615.639,6066856.39,-3.741,56
299844.762,6067075.438,-0.621,57
300069.861,6067219.725,-0.284,58
300290.935,6067289.242,0.074,59
300507.985,6067283.992,0.162,60
299173.422,6066580.635,-1.827,61
299408.583,6066911.835,-3.256,62
299639.719,6067168.265,-0.581,63
299866.83,6067349.933,-0.118,64
300089.917,6067456.835,0.039,65
300308.978,6067488.97,0.292,66
299201.528,6066967.277,-3.187,67
299434.676,6067261.093,-0.563,68
299663.799,6067480.14,-0.12,69
299888.898,6067624.425,0.007,70
300109.972,6067693.945,0.293,71
299229.633,6067353.92,-2.033,72
299460.769,6067610.35,-0.127,73
299687.88,6067792.018,-0.022,74
299910.966,6067898.917,0.288,75
299257.738,6067740.56,-0.907,76
299486.861,6067959.61,-0.048,77
299711.96,6068103.895,0.279,78
299285.842,6068127.202,0.202,79
299512.954,6068308.87,0.27,80
299313.948,6068513.845,0.26,81
309942.07,6066046.38,0.092,82
310217.21,6065883.34,0.089,83
309977.01,6065818.74,0.091,84
310492.35,6065720.3,0.056,85
310196.03,6065688.82,0.084,86
310011.95,6065591.1,0.089,87
310767.49,6065557.26,0.046,88
310415.05,6065558.9,0.054,89
310174.85,6065494.3,0.049,90
310046.89,6065363.46,0.044,91
311042.63,6065394.22,0.033,92
310634.07,6065428.98,-0.029,93
310337.75,6065397.5,0.057,94
310153.67,6065299.78,0.049,95
310081.83,6065135.82,0.056,96
310853.09,6065299.06,0.029,97
310500.65,6065300.7,-0.272,98
310260.45,6065236.1,0.054,99
310132.49,6065105.26,0.051,100
310663.55,6065203.9,0.004,101
310367.23,6065172.42,-0.38,102
310183.15,6065074.7,-0.032,103
310474.01,6065108.74,-0.131,104
310233.81,6065044.14,-0.293,105
310284.47,6065013.58,-0.223,106
314519.475,6065047.325,0.989,107
315251.225,6064724.375,0.985,108
314697.092,6064557.808,0.989,109
315982.975,6064401.425,0.986,110
315317.675,6064280.625,0.984,111
314874.708,6064068.293,0.988,112
316714.725,6064078.475,-0.479,113
315938.258,6064003.443,0.985,114
315384.125,6063836.875,0.987,115
315052.325,6063578.775,0.989,116
317446.475,6063755.525,0.92,117
316558.842,6063726.258,-0.413,118
315893.542,6063605.458,0.964,119
315450.575,6063393.125,0.922,120
315229.942,6063089.257,0.923,121
318178.225,6063432.575,0.842,122
317179.425,6063449.075,0.881,123
316402.958,6063374.043,-0.323,124
315848.825,6063207.475,0.946,125
315517.025,6062949.375,0.642,126
317800.008,6063171.892,0.849,127
316912.375,6063142.625,0.942,128
316247.075,6063021.825,-0.147,129
315804.108,6062809.492,0.09,130
317421.792,6062911.207,0.889,131
316645.325,6062836.175,0.851,132
316091.192,6062669.607,-0.053,133
317043.575,6062650.525,0.897,134
316378.275,6062529.725,0.929,135
316665.358,6062389.843,0.876,136
319136.75,6062738.102,-0.011,137
319926,6062230.813,-0.85,138
319105.417,6062199.977,-0.296,139
320715.25,6061723.523,-0.928,140
319743.5,6061785.438,-0.822,141
319074.083,6061661.852,0.149,142
321504.5,6061216.227,0.726,143
320381.583,6061370.898,-0.894,144
319561,6061340.063,-0.301,145
319042.75,6061123.727,-0.464,146
322293.75,6060708.938,0.699,147
321019.667,6060956.352,0.777,148
320047.917,6061018.273,-0.959,149
319378.5,6060894.688,0.12,150
323083,6060201.648,0.688,151
321657.75,6060541.813,0.701,152
320534.833,6060696.477,-0.972,153
319714.25,6060665.648,-0.766,154
322295.833,6060127.273,0.707,155
321021.75,6060374.688,0.715,156
320050,6060436.602,-1.007,157
321508.667,6060052.898,0.701,158
320385.75,6060207.563,0.318,159
320721.5,6059978.523,0.735,160
340800,6049500,0,161
358538.025,6017914.5,0,162
368771.975,6005693.975,0,163
301938.608,6064998.608,-3.337,164
301914.764,6064956.263,-3.692,165
301959.067,6065034.998,-3.009,166
302035.243,6064966.598,-3.347,167
302012.082,6064923.603,-3.687,168
301889.638,6064911.635,-4.061,169
302012.163,6065129.605,-2.224,170
301994.466,6065098.075,-2.486,171
301976.767,6065066.54,-2.743,172
302055.179,6065003.77,-3.023,173
302150.302,6064924.93,-3.331,174
302127.526,6064881.485,-3.681,175
301987.673,6064878.293,-4.071,176
301863.16,6064864.605,-4.439,177
301835.257,6064815.048,-4.842,178
301805.851,6064762.825,-5.26,179
302029.858,6065161.132,-1.92,180
302107.117,6065101.145,-2.227,181
302089.808,6065068.7,-2.493,182
302072.495,6065036.242,-2.752,183
302169.973,6064962.752,-3.006,184
302283.401,6064872.617,-3.41,185
302260.726,6064828.938,-3.713,186
302103.522,6064835.697,-4.064,187
301961.949,6064830.54,-4.428,188
301934.837,6064780.215,-4.824,189
301906.264,6064727.18,-5.256,190
301774.863,6064707.79,-5.701,191
302047.553,6065192.65,-1.524,192
302124.42,6065133.58,-1.912,193
302221.455,6065062.692,-2.187,194
302204.299,6065029.398,-2.46,195
302187.138,6064996.085,-2.729,196
302303.065,6064910.938,-3.199,197
302426.752,6064814.01,-3.386,198
302404.016,6064770.22,-3.672,199
302236.823,6064782.89,-4.025,200
302078.219,6064787.435,-4.424,201
302051.549,6064736.563,-4.802,202
302023.436,6064682.942,-5.229,203
301876.149,6064671.282,-5.714,204
301742.208,6064649.792,-6.162,205
301707.793,6064588.673,-6.647,206
301671.525,6064524.262,-7.24,207
302065.248,6065224.162,-1.103,208
302141.721,6065165.997,-1.493,209
302238.601,6065095.973,-1.853,210
302354.802,6065013.192,-2.167,211
302337.561,6064979.125,-2.539,212
302320.316,6064945.04,-2.882,213
302446.555,6064852.74,-3.151,214
302569.994,6064755.112,-3.345,215
302547.202,6064711.218,-3.63,216
302380.042,6064724.043,-3.976,217
302211.621,6064734.345,-4.388,218
302185.051,6064683.162,-4.733,219
302157.038,6064629.2,-5.114,220
301993.801,6064626.418,-5.7,221
301844.409,6064612.372,-6.19,222
301810.956,6064550.28,-6.705,223
301775.696,6064484.835,-7.33,224
301633.304,6064456.385,-8.018,225
301421.595,6066716.485,-1.692,226
302082.94,6065255.675,-0.732,227
302159.024,6065198.4,-1.058,228
302255.746,6065129.235,-1.43,229
302372.029,6065047.24,-1.782,230
302498.959,6064957.15,-2.133,231
302481.495,6064922.362,-2.49,232
302464.027,6064887.56,-2.824,233
302589.936,6064794.248,-3.105,234
302713.309,6064696.468,-3.306,235
302690.458,6064652.463,-3.579,236
302523.16,6064664.918,-3.932,237
302354.761,6064675.345,-4.35,238
302328.099,6064623.99,-4.699,239
302299.982,6064569.83,-5.112,240
302127.501,6064572.303,-5.622,241
301962.561,6064566.835,-6.2,242
301929.629,6064504.025,-6.728,243
301894.913,6064437.81,-7.361,244
301738.531,6064415.857,-8.111,245
301593.025,6064384.853,-8.845,246
301550.575,6064309.465,-9.602,247
301505.839,6064230.013,-10.48,248
301415.808,6066671.808,-5.084,249
301517.928,6066729.385,0.501,250
302099.66,6065284.55,-0.43,251
302176.321,6065230.793,-0.633,252
302272.895,6065162.475,-0.996,253
302389.257,6065081.27,-1.36,254
302516.405,6064991.923,-1.729,255
302643.007,6064900.807,-2.082,256
302625.321,6064865.305,-2.431,257
302607.631,6064829.785,-2.792,258
