X,Y,Z,ID
300608.8612,6066204.2800,-5.0274,1
299969.5835,6066034.1675,-5.0280,2
300650.9167,6066579.1675,-5.0060,3
299330.3055,6065864.0550,-5.0381,4
300029.7503,6066745.5000,-5.0000,5
300692.9722,6066954.0550,-4.9561,6
299408.5835,6066911.8325,-5.0000,7
300089.9167,6067456.8325,-4.9630,8
299486.8612,6067959.6100,-4.9725,9
310854.3750,6065350.2075,-4.9578,10
310473.1667,6065143.7767,-4.9070,11
310638.1667,6065564.7767,-5.0000,12
310339.6250,6065655.3750,-5.0000,13
310241.1250,6065195.7500,-4.9039,14
310014.3750,6065848.2925,-4.9369,15
310073.5000,6065382.2233,-4.8505,16
314926.0280,6064730.3050,-4.9233,17
316315.4167,6064114.9175,-5.0000,18
315129.4167,6063952.5825,-4.8530,19
317704.8055,6063499.5300,-5.0000,20
316148.2500,6063489.7500,-5.0000,21
315332.8055,6063174.8600,-4.5764,22
317167.0833,6063026.9175,-4.9707,23
315981.0833,6062864.5825,-4.7681,24
316629.3610,6062554.3050,-4.6222,25
319513.5558,6062402.5025,-5.0000,26
321041.6667,6061418.8350,-5.0000,27
319371.0000,6061746.8350,-4.8955,28
322569.7778,6060435.1675,-4.9371,29
320496.0000,6061010.5025,-5.0000,30
319228.4443,6061091.1675,-4.6436,31
321621.0000,6060274.1675,-4.9249,32
319950.3333,6060602.1675,-4.7286,33
320672.2222,6060113.1650,-4.5868,34
300756.2910,6062565.1950,-17.6857,35
300968.5185,6062924.2350,-15.5463,36
301181.3430,6062325.5400,-19.0738,37
302051.3357,6064820.0700,-4.4295,38
302149.0140,6064995.1225,-3.4163,39
302238.5393,6065159.0650,-1.9823,40
301379.2388,6063649.0325,-13.7107,41
301173.9500,6063286.6800,-14.4428,42
301402.9645,6062690.5575,-16.7305,43
301606.3950,6062085.8850,-19.6735,44
301935.0225,6064615.5300,-5.6281,45
302477.6950,6064634.3775,-3.8442,46
302574.7975,6064813.9750,-3.0473,47
302663.5365,6064981.3950,-1.9666,48
313396.5370,6055342.8825,-27.4258,49
301812.9965,6064401.5625,-7.7281,50
301555.5645,6063951.4675,-12.6162,51
301805.0043,6063440.7500,-13.7286,52
301604.1980,6063065.7900,-14.7250,53
301837.4105,6062456.8800,-17.5555,54
302031.4468,6061846.2275,-20.6775,55
302361.9868,6064424.1325,-5.0782,56
301462.1543,6066638.1625,-2.1080,57
301394.5755,6066245.2500,-4.2943,58
302904.0543,6064448.6825,-3.7083,59
303000.5807,6064632.8275,-2.8637,60
303088.5335,6064803.7250,-1.3796,61
312970.8500,6055588.3475,-27.4304,62
313667.9655,6055815.9975,-23.7473,63
301690.1435,6064186.7650,-10.4665,64
302240.8065,6064205.5725,-7.7322,65
301985.2343,6063748.0275,-12.3820,66
302230.7700,6063232.4650,-13.5879,67
302034.4463,6062844.8975,-14.8405,68
302271.8565,6062223.2000,-18.5690,69
302456.4965,6061606.5675,-22.2024,70
302788.9510,6064232.7350,-4.9282,71
301428.1860,6066440.7375,-4.7243,72
301837.8833,6066807.4167,-0.1751,73
301768.4337,6066590.5125,-0.7961,74
302180.8920,6066843.2025,-0.4954,75
301717.6890,6066189.0800,-0.4370,76
303330.4138,6064262.9900,-3.7321,77
303426.3645,6064451.6825,-2.9207,78
303513.5305,6064626.0525,-1.3423,79
312545.1630,6055833.8125,-27.2679,80
313231.6145,6056067.1025,-24.0644,81
313946.2477,6056285.1800,-18.7229,82
302118.8410,6063987.2200,-10.4288,83
302668.6165,6064009.5850,-7.9131,84
302414.9040,6063544.5900,-12.2376,85
302656.5358,6063024.1775,-13.6719,86
302464.6945,6062624.0050,-15.2687,87
302706.2965,6061989.5100,-19.6311,88
302881.5400,6061366.8925,-23.9035,89
303215.9150,6064041.3350,-4.7668,90
314224.6920,6056754.2800,-15.1464,91
301754.0590,6066373.0950,-2.3183,92
302204.2362,6066516.7225,-1.1491,93
302582.8808,6066779.0525,-0.4041,94
302176.2577,6066079.8850,-0.2959,95
303765.7785,6064095.6725,-3.6109,96
303844.9828,6064255.5725,-2.9205,97
303945.6930,6064463.3475,-1.0122,98
312119.5088,6056079.3325,-27.3293,99
312795.2635,6056318.2075,-24.2604,100
313512.9400,6056534.0600,-18.0965,101
302547.5385,6063787.6775,-10.5005,102
303096.4263,6063813.5925,-7.5262,103
302844.5737,6063341.1475,-12.2258,104
303082.3013,6062815.8950,-13.7182,105
302894.9385,6062403.1075,-15.6337,106
303140.7168,6061755.7775,-21.3658,107
303306.5787,6061127.2075,-25.1007,108
303774.5007,6063939.5267,-4.1035,109
303632.9908,6063830.0350,-4.7916,110
304201.1775,6063928.9750,-3.5214,111
304263.6663,6064059.1725,-2.9876,112
313794.7505,6057000.7625,-15.0574,113
314453.4165,6057152.1150,-12.1963,114
302222.1933,6066260.9075,-2.2009,115
302527.9420,6066509.9600,-0.9201,116
302876.3433,6066633.5500,-0.0059,117
302809.9730,6066367.6750,-0.8525,118
302635.4170,6065978.5150,-0.4108,119
303966.2363,6064329.5600,-2.4104,120
304377.7900,6064300.9350,-0.2965,121
304320.7280,6064180.0550,-2.3823,122
311694.0285,6056325.1525,-27.7021,123
312359.0100,6056569.4800,-24.7771,124
313079.6323,6056782.9400,-18.2514,125
302976.2360,6063588.1300,-10.4227,126
303524.2363,6063617.6025,-7.2324,127
304129.5403,6063781.7300,-4.0869,128
