"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"BACILLARIOPHYCEAE","Centrales",48.00,"0.0097"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"BACILLARIOPHYCEAE","Chaetoceros",97.00,"0.0194"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",97.00,"0.0387"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales (small <20um)",97.00,"0.0243"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",18427.00,"2.4323"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"CHLOROPHYCEAE","Chlamydomonads",48.00,"0.0121"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",4364.00,"0.2618"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"CHLOROPHYCEAE","Monoraphidium",48.00,"0.0436"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"CYANOPHYCEAE","Pseudanabaena",48.00,"0.0006"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",229852.00,"1.2067"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales",48.00,"0.0969"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",97.00,"0.0484"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",1455.00,"0.1163"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",13/7/2021 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",6546.00,"0.6546"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",,"TOTAL_ALGAE",,261272.00,"4.9660"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-35420"," 7086221","McGrath Flat North",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
