Filename,Number of Cells,Total Area (m2),Min Cell Area (m2),Max Cell Area (m2), Mean Cell Area (m2), Min Depth (mAHD), Max Depth (mAHD), Mean Depth (mAHD)
C:\Users\00065525\Github\CDM\models\HCHB\hchb_tfvaed_v1\model\geo\mesh\CoorongBGC_mesh_000.2dm,26250.0000,271376866.1788,   67.4623,97990.7596,10338.1663,  -28.4651,    9.0126,   -1.7754
