Filename,Number of Cells,Total Area (m2),Min Cell Area (m2),Max Cell Area (m2), Mean Cell Area (m2), Min Depth (mAHD), Max Depth (mAHD), Mean Depth (mAHD)
C:\Users\00065525\Github\CDM\models\coorong-rapid\model\fast\geo\mesh\A10583_Coorong_fast_010.2dm, 2202.0000,295416858.9937, 3534.0982,1179297.5305,134158.4282,    0.0000,    0.0000,    0.0000
