"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",7176.00,"2.8705"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales",244.00,"0.0732"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",22066.00,"2.9127"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"CHLOROPHYCEAE","Chlamydomonads",2.00,"0.0004"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",19527.00,"1.1716"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",49.00,"0.0156"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",777192.00,"4.0802"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"DINOPHYCEAE","Dinoflagellates",49.00,"0.9763"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales",98.00,"0.1952"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",976.00,"0.4881"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"DINOPHYCEAE","Peridiniales",4.00,"0.0195"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",2441.00,"0.1952"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",21/6/2021 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",146.00,"0.0146"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",,"TOTAL_ALGAE",,829970.00,"13.013"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-31436"," 7056265","Sth Policeman Point",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
