TIME,Goolwa_Flow_m3_s,Mundoo_Flow_m3_s,BoundaryCk_Flow_m3_s,EweIsland_Flow_m3_s,Tauwitchere_Flow_m3_s,Mundoo_Boundary_Flow_m3_s,Goolwa_sal,LakeAlex_sal,temp,trace_1,trace_2,trace_3,trace_4,trace_5
16/05/1995 00:00,0,0,0,0,0,0,1.44065625,0.641072266,14.32,0,0,100,0,0
17/05/1995 00:00,0,0,0,0,0,0,1.43790625,0.638386719,14.32,0,0,100,0,0
18/05/1995 00:00,0,0,0,0,0,0,1.43515625,0.636925781,14.32,0,0,100,0,0
19/05/1995 00:00,0,0,0,0,0,0,1.43240625,0.632886719,14.32,0,0,100,0,0
20/05/1995 00:00,0,0,0,0,0,0,1.42965625,0.633037109,14.32,0,0,100,0,0
21/05/1995 00:00,0,0,0,0,0,0,1.42690625,0.635056641,14.32,0,0,100,0,0
22/05/1995 00:00,0,0,0,0,0,0,1.424693359,0.635787109,14.32,0,0,100,0,0
23/05/1995 00:00,0,0,0,0,0,0,1.421277344,0.636732422,14.32,0,0,100,0,0
24/05/1995 00:00,0,0,0,0,0,0,1.434941406,0.633423828,14.32,0,0,100,0,0
25/05/1995 00:00,0,0,0,0,0,0,1.532867188,0.635056641,14.32,0,0,100,0,0
26/05/1995 00:00,0,0,0,0,0,0,1.54378125,0.634927734,14.32,0,0,100,0,0
27/05/1995 00:00,0,0,0,0,0,0,1.513875,0.634145703,14.32,0,0,100,0,0
28/05/1995 00:00,0,0,0,0,0,0,1.480875,0.631778125,14.32,0,0,100,0,0
29/05/1995 00:00,0,0,0,0,0,0,1.447875,0.621689063,14.32,0,0,100,0,0
30/05/1995 00:00,0,0,0,0,0,0,1.384796875,0.635378906,14.32,0,0,100,0,0
31/05/1995 00:00,0,0,0,0,0,0,1.26878125,0.633423828,14.32,0,0,100,0,0
01/06/1995 00:00,0,0,0,0,0,0,1.336972656,0.63559375,11.91,0,0,100,0,0
02/06/1995 00:00,0,0,0,0,0,0,1.317923177,0.637269531,11.91,0,0,100,0,0
03/06/1995 00:00,0,0,0,0,0,0,1.318625,0.636410156,11.91,0,0,100,0,0
04/06/1995 00:00,0,0,0,0,0,0,1.322291667,0.640389063,11.91,0,0,100,0,0
05/06/1995 00:00,0,0,0,0,0,0,1.318796875,0.641789844,11.91,0,0,100,0,0
06/06/1995 00:00,0,0,0,0,0,0,1.303951172,0.638348047,11.91,0,0,100,0,0
07/06/1995 00:00,0,0,0,0,0,0,1.34509375,0.638322266,11.91,0,0,100,0,0
08/06/1995 00:00,0,0,0,0,0,0,1.377341797,0.638674609,11.91,0,0,100,0,0
09/06/1995 00:00,0,0,0,0,0,0,1.3550625,0.636096484,11.91,0,0,100,0,0
10/06/1995 00:00,0,0,0,0,0,0,1.3275625,0.636732422,11.91,0,0,100,0,0
11/06/1995 00:00,0,0,0,0,0,0,1.3000625,0.633423828,11.91,0,0,100,0,0
12/06/1995 00:00,0,0,0,0,0,0,1.2725625,0.635164063,11.91,0,0,100,0,0
13/06/1995 00:00,0,0,0,0,0,0,1.199945313,0.632968359,11.91,0,0,100,0,0
14/06/1995 00:00,194.6759259,0,0,0,0,0,0.981320313,0.625728125,11.91,0,0,100,0,0
15/06/1995 00:00,270.9722222,0,0,0,0,0,0.8353125,0.636302734,11.91,0,0,100,0,0
16/06/1995 00:00,259.837963,0,0,0,0,0,0.725026042,0.635980469,11.91,0,0,100,0,0
17/06/1995 00:00,273.4722222,0,0,0,0,0,0.7170625,0.637269531,11.91,0,0,100,0,0
18/06/1995 00:00,311.5972222,0,0,28.33333333,0,0,0.718895833,0.638128906,11.91,0,0,100,0,0
19/06/1995 00:00,324.8958333,0,0,0,28.18287037,0,0.714140625,0.648033203,11.91,0,0,100,0,0
20/06/1995 00:00,332.8819444,0,0,0,28.94675926,0,0.684182813,0.650074219,11.91,0,0,100,0,0
21/06/1995 00:00,347.4652778,0,0,0,33.33333333,0,0.656897656,0.653576172,11.91,0,0,100,0,0
22/06/1995 00:00,93.91203704,0,0,94.91898148,0,0,0.650203125,0.649257813,11.91,0,0,100,0,0
23/06/1995 00:00,83.47222222,0,0,0,81.77083333,0,0.638075195,0.639181641,11.91,0,0,100,0,0
24/06/1995 00:00,78.85416667,0,0,0,59.91898148,0,0.655703125,0.639344922,11.91,0,0,100,0,0
25/06/1995 00:00,75.38194444,0,0,0,59.17824074,0,0.676328125,0.640096875,11.91,0,0,100,0,0
26/06/1995 00:00,71.04166667,0,0,0,51.84027778,0,0.696953125,0.636582031,11.91,0,0,100,0,0
27/06/1995 00:00,0,0,0,0,0,0,0.713012695,0.630867188,11.91,0,0,100,0,0
28/06/1995 00:00,0,0,0,30.23148148,0,0,0.714054688,0.632306641,11.91,0,0,100,0,0
29/06/1995 00:00,80.20833333,0,0,40.39351852,0,0,5.815732352,0.6325,11.91,0,0,100,0,0
30/06/1995 00:00,120.162037,0,0,87.28009259,0,0,5.815732352,0.6325,11.91,0,0,100,0,0
01/07/1995 00:00,73.54166667,0,0,133.4027778,0,0,6.374859006,0.632822266,11.12,0,0,100,0,0
02/07/1995 00:00,35.86805556,0,0,101.8634259,101.8634259,0,6.374859006,0.634248828,11.12,0,0,100,0,0
03/07/1995 00:00,0,0,0,108.2291667,108.2291667,0,6.374859006,0.636246875,11.12,0,0,100,0,0
04/07/1995 00:00,79.18981481,0,0,110.6365741,177.0138889,0,6.374859006,0.638214844,11.12,0,0,100,0,0
05/07/1995 00:00,24.50231481,0,0,94.66435185,189.3287037,0,6.374859006,0.631060547,11.12,0,0,100,0,0
06/07/1995 00:00,49.16666667,0,0,91.43518519,146.2962963,0,6.374859006,0.632521484,11.12,0,0,100,0,0
07/07/1995 00:00,25.96064815,0,0,96.65509259,168.1712963,0,6.374859006,0.634382031,11.12,0,0,100,0,0
08/07/1995 00:00,27.84722222,0,0,111.4351852,207.2685185,0,6.374859006,0.638764844,11.12,0,0,100,0,0
09/07/1995 00:00,30.78703704,0,0,57.46527778,114.9305556,0,6.374859006,0.643650391,11.12,0,0,100,0,0
10/07/1995 00:00,0,0,0,24.40972222,48.81944444,0,6.374859006,0.643908203,11.12,0,0,100,0,0
11/07/1995 00:00,0,0,0,57.09490741,114.1782407,0,6.374859006,0.631726563,11.12,0,0,100,0,0
12/07/1995 00:00,0,0,0,0,0,0,6.374859006,0.616408203,11.12,0,0,100,0,0
13/07/1995 00:00,0,0,0,0,0,0,6.374859006,0.620919922,11.12,0,0,100,0,0
14/07/1995 00:00,0,0,0,0,0,0,6.374859006,0.620962891,11.12,0,0,100,0,0
15/07/1995 00:00,0,0,0,0,0,0,6.374859006,0.61840625,11.12,0,0,100,0,0
16/07/1995 00:00,0,0,0,0,256.412037,0,6.374859006,0.610822266,11.12,0,0,100,0,0
17/07/1995 00:00,65.625,0,0,32.17592593,96.52777778,0,6.374859006,0.586029297,11.12,0,0,100,0,0
18/07/1995 00:00,48.87731481,0,0,74.21296296,209.4675926,0,6.374859006,0.568717188,11.12,0,0,100,0,0
19/07/1995 00:00,28.86574074,0,0,155.9490741,350.0115741,0,6.374859006,0.570500391,11.12,0,0,100,0,0
20/07/1995 00:00,83.28703704,0,0,150.1157407,336.8402778,0,6.374859006,0.567423828,11.12,0,0,100,0,0
21/07/1995 00:00,0,0,0,0,0,0,6.374859006,0.569378906,11.12,0,0,100,0,0
22/07/1995 00:00,0,0,0,1.875,4.467592593,0,0.9295,0.570998828,11.12,0,0,100,0,0
23/07/1995 00:00,0,0,0,128.2291667,287.7314815,0,0.9735,0.566014453,11.12,0,0,100,0,0
24/07/1995 00:00,0,0,0,161.6666667,362.9861111,0,1.0175,0.543769531,11.12,0,0,100,0,0
25/07/1995 00:00,117.0138889,0,0,121.7361111,273.287037,0,1.016382813,0.538660547,11.12,0,0,100,0,0
26/07/1995 00:00,383.8541667,0,0,79.53703704,178.0671296,0,0.88,0.528928125,11.12,0,0,100,0,0
27/07/1995 00:00,444.2939815,0,0,19.3287037,43.28703704,0,0.854476563,0.530148438,11.12,0,0,100,0,0
28/07/1995 00:00,446.875,0,0,138.3912037,309.9652778,0,0.82465625,0.544242188,11.12,0,0,100,0,0
29/07/1995 00:00,437.1643519,0,0,170.6018519,382.7662037,0,0.76175,0.568064063,11.12,0,0,100,0,0
30/07/1995 00:00,420.2662037,0,0,27.5,61.49305556,0,0.69575,0.57055625,11.12,0,0,100,0,0
31/07/1995 00:00,281.1111111,0,0,53.47222222,138.7268519,0,0.638128906,0.566078906,11.12,0,0,100,0,0
01/08/1995 00:00,275.6944444,0,0,9.537037037,23.51851852,0,0.615879688,0.561051563,12.16,0,0,100,0,0
02/08/1995 00:00,253.2523148,0,0,76.74768519,198.8888889,0,0.613765625,0.537710938,12.16,0,0,100,0,0
03/08/1995 00:00,244.6296296,0,0,70.09259259,181.4236111,0,0.616292188,0.524197266,12.16,0,0,100,0,0
04/08/1995 00:00,263.2523148,0,0,64.66435185,168.7268519,0,0.593578906,0.520222656,12.16,0,0,100,0,0
05/08/1995 00:00,281.9560185,0,0,49.87268519,131.9328704,0,0.561275,0.494505859,12.16,0,0,100,0,0
06/08/1995 00:00,300.5439815,0,0,67.02546296,176.7476852,0,0.528275,0.464973438,12.16,0,0,100,0,0
07/08/1995 00:00,322.6736111,0,0,75.32407407,198.3796296,0,0.501935156,0.474555469,12.16,0,0,100,0,0
08/08/1995 00:00,360.7638889,0,0,96.84027778,255.6018519,0,0.502571094,0.504152344,12.16,0,0,100,0,0
09/08/1995 00:00,167.6388889,0,0,132.7083333,53.50694444,0,0.502132813,0.509768359,12.16,0,0,100,0,0
10/08/1995 00:00,178.6574074,0,0,139.7453704,0,0,0.465222656,0.511551563,12.16,0,0,100,0,0
11/08/1995 00:00,185.787037,0,0,144.6296296,0,0,0.43906901,0.520996094,12.16,0,0,100,0,0
12/08/1995 00:00,181.8055556,0,0,160.6134259,0,0,0.4235,0.520319336,12.16,0,0,100,0,0
13/08/1995 00:00,175.9027778,0,0,155.5671296,0,0,0.408833333,0.521915625,12.16,0,0,100,0,0
14/08/1995 00:00,168.8425926,0,0,129.3634259,0,0,0.394882813,0.524324023,12.16,0,0,100,0,0
15/08/1995 00:00,160.1388889,0,0,140.2777778,0,0,0.383625,0.524467969,12.16,0,0,100,0,0
16/08/1995 00:00,152.2453704,0,0,139.1319444,0,0,0.374773438,0.507289063,12.16,0,0,100,0,0
17/08/1995 00:00,150.0578704,0,0,140.2199074,0,0,0.374429688,0.4805625,12.16,0,0,100,0,0
18/08/1995 00:00,149.7685185,0,0,158.3333333,0,0,0.378086328,0.459507813,12.16,0,0,100,0,0
19/08/1995 00:00,149.0740741,0,0,145.7060185,0,0,0.38795625,0.461076172,12.16,0,0,100,0,0
20/08/1995 00:00,148.6805556,0,0,133.3912037,107.5810185,0,0.39840625,0.459980469,12.16,0,0,100,0,0
21/08/1995 00:00,148.1365741,0,0,132.9166667,107.1875,0,0.40885625,0.456435547,12.16,0,0,100,0,0
22/08/1995 00:00,76.8287037,0,0,65.71759259,52.99768519,0,0.419413672,0.434285156,12.16,0,0,100,0,0
23/08/1995 00:00,0,0,0,0,0,0,0.429300781,0.425347656,12.16,0,0,100,0,0
24/08/1995 00:00,458.2638889,0,0,146.4351852,177.1412037,0,0.433039063,0.427539063,12.16,0,0,100,0,0
25/08/1995 00:00,424.849537,0,0,101.6550926,122.962963,0,0.429520996,0.425498047,12.16,0,0,100,0,0
26/08/1995 00:00,386.8518519,0,0,90.15046296,109.0509259,0,0.429773438,0.430632813,12.16,0,0,100,0,0
27/08/1995 00:00,352.7662037,0,0,103.4953704,125.1967593,0,0.430460938,0.42865625,12.16,0,0,100,0,0
28/08/1995 00:00,356.1805556,0,0,116.4467593,140.8680556,0,0.431148438,0.426443359,12.16,0,0,100,0,0
29/08/1995 00:00,356.1689815,0,0,90.19675926,36.36574074,0,0.431970215,0.427861328,12.16,0,0,100,0,0
30/08/1995 00:00,337.2569444,0,0,66.68981481,26.88657407,0,0.433296875,0.434994141,12.16,0,0,100,0,0
31/08/1995 00:00,388.0902778,0,0,100.9953704,40.71759259,0,0.435746094,0.439613281,12.16,0,0,100,0,0
01/09/1995 00:00,480.4050926,0,0,120.1736111,116.3078704,0,0.442234375,0.440322266,14.47,0,0,100,0,0
02/09/1995 00:00,485.0462963,0,0,129.8263889,125.6365741,0,0.449109375,0.439707813,14.47,0,0,100,0,0
03/09/1995 00:00,460.3240741,0,0,70.20833333,67.93981481,0,0.455984375,0.434998438,14.47,0,0,100,0,0
04/09/1995 00:00,495.5439815,0,0,83.29861111,80.60185185,0,0.455286133,0.443089453,14.47,0,0,100,0,0
05/09/1995 00:00,569.2361111,0,0,138.0555556,133.599537,0,0.428869661,0.448400391,14.47,0,0,100,0,0
06/09/1995 00:00,603.587963,0,0,151.875,146.9791667,0,0.41009375,0.449732422,14.47,0,0,100,0,0
07/09/1995 00:00,407.025463,0,0,133.3912037,129.0972222,0,0.392310417,0.450183594,14.47,0,0,100,0,0
08/09/1995 00:00,390.0231481,0,0,99.83796296,96.62037037,0,0.377716039,0.458970703,14.47,0,0,100,0,0
09/09/1995 00:00,383.587963,0,0,96.99074074,93.85416667,0,0.375112132,0.425132813,14.47,0,0,100,0,0
10/09/1995 00:00,187.1759259,0,0,107.974537,69.65277778,0,0.37365625,0.383990234,14.47,0,0,100,0,0
11/09/1995 00:00,198.4953704,0,0,130.0694444,125.8796296,0,0.372200368,0.36196875,14.47,0,0,100,0,0
12/09/1995 00:00,196.6203704,0,0,138.75,67.1412037,0,0.370744485,0.351694922,14.47,0,0,100,0,0
13/09/1995 00:00,188.4259259,0,0,113.1018519,54.72222222,0,0.369288603,0.353864844,14.47,0,0,100,0,0
14/09/1995 00:00,193.1018519,0,0,148.1481481,0,0,0.367832721,0.346285156,14.47,0,0,100,0,0
15/09/1995 00:00,201.6550926,0,0,167.8587963,13.54166667,0,0.366376838,0.324414063,14.47,0,0,100,0,0
16/09/1995 00:00,204.7222222,0,0,202.5925926,16.34259259,0,0.364920956,0.326455078,14.47,0,0,100,0,0
17/09/1995 00:00,200.2430556,0,0,229.2939815,18.49537037,0,0.363465074,0.333652344,14.47,0,0,100,0,0
18/09/1995 00:00,189.9189815,0,0,202.7546296,16.35416667,0,0.362009191,0.329634766,14.47,0,0,100,0,0
19/09/1995 00:00,177.8009259,0,0,172.2800926,0,0,0.360553309,0.325239063,14.47,0,0,100,0,0
20/09/1995 00:00,183.3796296,0,0,157.7546296,76.33101852,0,0.359097426,0.320847656,14.47,0,0,100,0,0
21/09/1995 00:00,178.5532407,0,0,181.1226852,87.63888889,0,0.357641544,0.322171094,14.47,0,0,100,0,0
22/09/1995 00:00,169.2708333,0,0,176.5046296,85.40509259,0,0.356185662,0.325380859,14.47,0,0,100,0,0
23/09/1995 00:00,175,0,0,125.4282407,60.69444444,0,0.354729779,0.3306875,14.47,0,0,100,0,0
24/09/1995 00:00,203.3449074,0,0,210.1851852,101.7013889,0,0.353273897,0.346929688,14.47,0,0,100,0,0
25/09/1995 00:00,427.7083333,0,0,223.6111111,108.1944444,0,0.354895335,0.382722656,14.47,0,0,100,0,0
26/09/1995 00:00,420.2777778,0,0,222.8240741,107.8125,0,0.363575781,0.355411719,14.47,0,0,100,0,0
27/09/1995 00:00,398.8194444,0,0,216.3194444,104.6759259,0,0.355648047,0.361049219,14.47,0,0,100,0,0
28/09/1995 00:00,198.125,0,0,0,120.4513889,0,0.337467969,0.382525,14.47,0,0,100,0,0
29/09/1995 00:00,198.9467593,0,0,0,110.2893519,0,0.304725781,0.457926563,14.47,0,0,100,0,0
30/09/1995 00:00,280.3356481,0,0,0,144.1435185,0,0.29816875,0.457273438,14.47,0,0,100,0,0
01/10/1995 00:00,268.8310185,0,0,0,135.4861111,0,0.29431875,0.457574219,16.89,0,0,100,0,0
02/10/1995 00:00,282.7546296,0,0,0,148.7615741,0,0.29046875,0.461828125,16.89,0,0,100,0,0
03/10/1995 00:00,303.8541667,0,0,0,189.7106481,0,0.286403906,0.445083203,16.89,0,0,100,0,0
04/10/1995 00:00,313.3449074,0,0,0,158.3217593,0,0.281960938,0.378030469,16.89,0,0,100,0,0
05/10/1995 00:00,76.41203704,0,0,0,147.4884259,0,0.281956641,0.369453906,16.89,0,0,100,0,0
06/10/1995 00:00,150.462963,0,0,0,89.09722222,0,0.291007292,0.357639648,16.89,0,0,100,0,0
07/10/1995 00:00,163.2060185,0,0,0,103.0208333,0,0.2935625,0.359253125,16.89,0,0,100,0,0
08/10/1995 00:00,171.4467593,0,0,0,121.2962963,0,0.295395833,0.362278125,16.89,0,0,100,0,0
09/10/1995 00:00,88.10185185,0,0,0,0,0,0.297945313,0.365303125,16.89,0,0,100,0,0
10/10/1995 00:00,0,0,0,0,0,0,0.304261719,0.366125977,16.89,0,0,100,0,0
11/10/1995 00:00,0,0,0,0,0,0,0.314445313,0.359205859,16.89,0,0,100,0,0
12/10/1995 00:00,0,0,0,0,0,0,0.325333594,0.352653125,16.89,0,0,100,0,0
13/10/1995 00:00,0,0,0,0,0,0,0.340759375,0.347037109,16.89,0,0,100,0,0
14/10/1995 00:00,0,0,0,0,0,0,0.3471875,0.354552344,16.89,0,0,100,0,0
15/10/1995 00:00,0,0,0,0,0,0,0.3526875,0.352472656,16.89,0,0,100,0,0
16/10/1995 00:00,0,0,0,0,0,0,0.3581875,0.333416016,16.89,0,0,100,0,0
17/10/1995 00:00,0,0,0,0,0,0,0.362076172,0.3265625,16.89,0,0,100,0,0
18/10/1995 00:00,0,0,0,0,0,0,0.363236328,0.316658203,16.89,0,0,100,0,0
19/10/1995 00:00,0,0,0,0,0,0,0.372577734,0.31081875,16.89,0,0,100,0,0
20/10/1995 00:00,0,0,0,0,0,0,0.370950651,0.365475,16.89,0,0,100,0,0
21/10/1995 00:00,0,0,0,0,0,0,0.375375,0.363055859,16.89,0,0,100,0,0
22/10/1995 00:00,0,0,0,0,0,0,0.380508333,0.331989453,16.89,0,0,100,0,0
23/10/1995 00:00,0,0,0,0,0,0,0.384316797,0.311136719,16.89,0,0,100,0,0
24/10/1995 00:00,0,0,0,0,0,0,0.381639844,0.316378906,16.89,0,0,100,0,0
25/10/1995 00:00,246.2268519,0,0,0,32.51157407,0,0.373368359,0.294757031,16.89,0,0,100,0,0
26/10/1995 00:00,82.70833333,0,0,0,34.3287037,0,0.367649219,0.300536328,16.89,0,0,100,0,0
27/10/1995 00:00,80.63657407,0,0,0,29.47916667,0,0.3661625,0.303832031,16.89,0,0,100,0,0
28/10/1995 00:00,78.40277778,0,0,0,29.72222222,0,0.3650625,0.316400391,16.89,0,0,100,0,0
29/10/1995 00:00,156.7592593,0,0,0,96.2037037,0,0.3639625,0.285441406,16.89,0,0,100,0,0
30/10/1995 00:00,165.8217593,0,0,0,114.4444444,0,0.363077344,0.328603516,16.89,0,0,100,0,0
31/10/1995 00:00,88.71527778,0,0,0,52.55787037,0,0.364074219,0.371765625,16.89,0,0,100,0,0
01/11/1995 00:00,85.18518519,0,0,0,45.39351852,0,0.364890625,0.348927734,19.49,0,0,100,0,0
02/11/1995 00:00,42.16435185,0,0,0,44.67592593,0,0.3499375,0.353267578,19.49,0,0,100,0,0
03/11/1995 00:00,79.83796296,0,0,0,36.43518519,0,0.336731771,0.311931641,19.49,0,0,100,0,0
04/11/1995 00:00,81.9212963,0,0,0,28.65740741,0,0.3359125,0.298503906,19.49,0,0,100,0,0
05/11/1995 00:00,83.59953704,0,0,0,32.53472222,0,0.336279167,0.301705078,19.49,0,0,100,0,0
06/11/1995 00:00,97.10648148,0,0,0,50.18518519,0,0.337326172,0.315132813,19.49,0,0,100,0,0
07/11/1995 00:00,144.3865741,0,0,0,54.25925926,0,0.344153906,0.327666797,19.49,0,0,100,0,0
08/11/1995 00:00,84.1087963,0,0,0,38.91203704,0,0.359798828,0.303853516,19.49,0,0,100,0,0
09/11/1995 00:00,36.41203704,0,0,0,27.71990741,0,0.36499375,0.308657422,19.49,0,0,100,0,0
10/11/1995 00:00,39.54861111,0,0,0,35.32407407,0,0.37478418,0.296462891,19.49,0,0,100,0,0
11/11/1995 00:00,42.91666667,0,0,0,49.22453704,0,0.382971875,0.300166797,19.49,0,0,100,0,0
12/11/1995 00:00,42.89351852,0,0,0,48.42592593,0,0.390946875,0.308953906,19.49,0,0,100,0,0
13/11/1995 00:00,35.2662037,0,0,0,29.35185185,0,0.398921875,0.314810547,19.49,0,0,100,0,0
14/11/1995 00:00,38.75,0,0,0,41.31944444,0,0.404157617,0.313555859,19.49,0,0,100,0,0
15/11/1995 00:00,88.69212963,0,0,0,66.5625,0,0.39909375,0.313663281,19.49,0,0,100,0,0
16/11/1995 00:00,91.08796296,0,0,0,63.57638889,0,0.390787891,0.299105469,19.49,0,0,100,0,0
17/11/1995 00:00,88.72685185,0,0,0,47.66203704,0,0.376291667,0.308971094,19.49,0,0,100,0,0
18/11/1995 00:00,94.72222222,0,0,0,55.24305556,0,0.3696,0.311514844,19.49,0,0,100,0,0
19/11/1995 00:00,99.97685185,0,0,0,62.65046296,0,0.363733333,0.317805469,19.49,0,0,100,0,0
20/11/1995 00:00,47.08333333,0,0,0,0,0,0.359442188,0.314939453,19.49,0,0,100,0,0
21/11/1995 00:00,70.72916667,0,0,0,0,0,0.363760547,0.307050391,19.49,0,0,100,0,0
22/11/1995 00:00,0,0,0,0,0,0,0.372942969,0.297975391,19.49,0,0,100,0,0
23/11/1995 00:00,0,0,0,0,0,0,0.365041016,0.294653906,19.49,0,0,100,0,0
24/11/1995 00:00,0,0,0,0,0,0,0.368471354,0.296767969,19.49,0,0,100,0,0
25/11/1995 00:00,0,0,0,0,0,0,0.3705625,0.296570313,19.49,0,0,100,0,0
26/11/1995 00:00,0,0,0,0,0,0,0.372395833,0.297532813,19.49,0,0,100,0,0
27/11/1995 00:00,0,0,0,0,0,0,0.373871094,0.305997656,19.49,0,0,100,0,0
28/11/1995 00:00,0,0,0,0,0,0,0.374,0.302242188,19.49,0,0,100,0,0
29/11/1995 00:00,0,0,0,0,0,0,0.374,0.300291406,19.49,0,0,100,0,0
30/11/1995 00:00,0,0,0,0,0,0,0.377222656,0.306298438,19.49,0,0,100,0,0
01/12/1995 00:00,0,0,0,0,0,0,0.39005599,0.31920625,20.91,0,0,100,0,0
02/12/1995 00:00,0,0,0,0,0,0,0.394625,0.323954297,20.91,0,0,100,0,0
03/12/1995 00:00,0,0,0,0,0,0,0.398291667,0.322016406,20.91,0,0,100,0,0
04/12/1995 00:00,0,0,0,0,0,0,0.4076875,0.329802344,20.91,0,0,100,0,0
05/12/1995 00:00,0,0,0,0,0,0,0.432716797,0.332019531,20.91,0,0,100,0,0
06/12/1995 00:00,0,0,0,0,0,0,0.43759375,0.328313477,20.91,0,0,100,0,0
07/12/1995 00:00,0,0,0,0,0,0,0.438732422,0.319171875,20.91,0,0,100,0,0
08/12/1995 00:00,0,0,0,0,0,0,0.434528646,0.310674805,20.91,0,0,100,0,0
09/12/1995 00:00,0,0,0,0,0,0,0.4324375,0.307385547,20.91,0,0,100,0,0
10/12/1995 00:00,0,0,0,0,0,0,0.430604167,0.311682422,20.91,0,0,100,0,0
11/12/1995 00:00,0,0,0,0,0,0,0.432996094,0.324285156,20.91,0,0,100,0,0
12/12/1995 00:00,0,0,0,0,0,0,0.451060156,0.321728516,20.91,0,0,100,0,0
13/12/1995 00:00,0,0,0,0,0,0,0.465433203,0.329226563,20.91,0,0,100,0,0
14/12/1995 00:00,0,0,0,0,0,0,0.466744364,0.330214844,20.91,0,0,100,0,0
15/12/1995 00:00,0,0,0,0,0,0,0.479914286,0.3312375,20.91,0,0,100,0,0
16/12/1995 00:00,0,0,0,0,0,0,0.494371429,0.332552344,20.91,0,0,100,0,0
17/12/1995 00:00,0,0,0,0,0,0,0.508828571,0.322428906,20.91,0,0,100,0,0
18/12/1995 00:00,0,0,0,0,0,0,0.523285714,0.27836875,20.91,0,0,100,0,0
19/12/1995 00:00,0,0,0,0,0,0,0.537742857,0.286739063,20.91,0,0,100,0,0
20/12/1995 00:00,0,0,0,0,0,0,0.5522,0.333394531,20.91,0,0,100,0,0
21/12/1995 00:00,0,0,0,0,0,0,0.564087902,0.344115234,20.91,0,0,100,0,0
22/12/1995 00:00,0,0,0,0,0,0,0.566315461,0.339367188,20.91,0,0,100,0,0
23/12/1995 00:00,0,0,0,0,0,0,0.567618092,0.34134375,20.91,0,0,100,0,0
24/12/1995 00:00,0,0,0,0,0,0,0.568920724,0.343234375,20.91,0,0,100,0,0
25/12/1995 00:00,0,0,0,0,0,0,0.570223355,0.342001172,20.91,0,0,100,0,0
26/12/1995 00:00,0,0,0,0,0,0,0.571525987,0.3408625,20.91,0,0,100,0,0
27/12/1995 00:00,0,0,0,0,0,0,0.572828618,0.344489063,20.91,0,0,100,0,0
28/12/1995 00:00,0,0,0,0,0,0,0.57413125,0.361375781,20.91,0,0,100,0,0
29/12/1995 00:00,0,0,0,0,0,0,0.575433882,0.362248047,20.91,0,0,100,0,0
30/12/1995 00:00,0,0,0,0,0,0,0.576736513,0.359957813,20.91,0,0,100,0,0
31/12/1995 00:00,0,0,0,0,0,0,0.578039145,0.361384375,20.91,0,0,100,0,0
01/01/1996 00:00,0,0,0,0,0,0,0.579341776,0.3617625,22.19,0,0,100,0,0
02/01/1996 00:00,0,0,0,0,0,0,0.580644408,0.368723438,22.19,0,0,100,0,0
03/01/1996 00:00,0,0,0,0,0,0,0.581947039,0.372869922,22.19,0,0,100,0,0
04/01/1996 00:00,0,0,0,0,0,0,0.583249671,0.359798828,22.19,0,0,100,0,0
05/01/1996 00:00,0,0,0,0,0,0,0.584552303,0.353117188,22.19,0,0,100,0,0
06/01/1996 00:00,0,0,0,0,0,0,0.585854934,0.35509375,22.19,0,0,100,0,0
07/01/1996 00:00,0,0,0,0,0,0,0.587157566,0.358380859,22.19,0,0,100,0,0
08/01/1996 00:00,0,0,0,0,0,0,0.588460197,0.3636875,22.19,0,0,100,0,0
09/01/1996 00:00,0,0,0,0,0,0,0.590582627,0.367253906,22.19,0,0,100,0,0
10/01/1996 00:00,0,0,0,0,0,0,0.59406875,0.36526875,22.19,0,0,100,0,0
11/01/1996 00:00,0,0,0,0,0,0,0.591065234,0.367760938,22.19,0,0,100,0,0
12/01/1996 00:00,0,0,0,0,0,0,0.587010059,0.366132422,22.19,0,0,100,0,0
13/01/1996 00:00,0,0,0,0,0,0,0.585767188,0.364873438,22.19,0,0,100,0,0
14/01/1996 00:00,0,0,0,0,0,0,0.584804688,0.366020703,22.19,0,0,100,0,0
15/01/1996 00:00,0,0,0,0,0,0,0.583842188,0.37015,22.19,0,0,100,0,0
16/01/1996 00:00,0,0,0,0,0,0,0.58500127,0.375301953,22.19,0,0,100,0,0
17/01/1996 00:00,0,0,0,0,0,0,0.590270313,0.381347656,22.19,0,0,100,0,0
18/01/1996 00:00,0,0,0,0,0,0,0.584018359,0.380071484,22.19,0,0,100,0,0
19/01/1996 00:00,0,0,0,0,0,0,0.585142708,0.3768875,22.19,0,0,100,0,0
20/01/1996 00:00,0,0,0,0,0,0,0.58815625,0.373694922,22.19,0,0,100,0,0
21/01/1996 00:00,0,0,0,0,0,0,0.591272917,0.374128906,22.19,0,0,100,0,0
22/01/1996 00:00,0,0,0,0,0,0,0.586798438,0.385322266,22.19,0,0,100,0,0
23/01/1996 00:00,0,0,0,0,0,0,0.572042969,0.390383984,22.19,0,0,100,0,0
24/01/1996 00:00,0,0,0,0,0,0,0.612369141,0.388772656,22.19,0,0,100,0,0
25/01/1996 00:00,0,0,0,0,0,0,0.621160547,0.386280469,22.19,0,0,100,0,0
26/01/1996 00:00,0,0,0,0,0,0,0.63614375,0.370253125,22.19,0,0,100,0,0
