X,Y,ID,Comment
369924,6009190,101,Policeman Pt culvert zone
370157,6009282,101,Policeman Pt culvert zone
370341,6008817,101,Policeman Pt culvert zone
370109,6008725,101,Policeman Pt culvert zone
368625,6005720,102,Dummy offshore - Policeman Pt
368793,6005834,102,Dummy offshore - Policeman Pt
368919,6005666,102,Dummy offshore - Policeman Pt
368751,6005556,102,Dummy offshore - Policeman Pt
