ISOTime,FLOW,SAL,TEMP
01/01/2010 00:00,0.0000,0.0000,0.0000
02/01/2010 00:00,22.6082,0.2842,24.9401
03/01/2010 00:00,22.6850,0.2800,23.8631
04/01/2010 00:00,23.4562,0.2810,24.0978
05/01/2010 00:00,25.1532,0.2788,25.0172
06/01/2010 00:00,26.4265,0.2770,24.2278
07/01/2010 00:00,30.0522,0.2730,24.3104
08/01/2010 00:00,32.9448,0.2675,25.0152
09/01/2010 00:00,33.7958,0.2582,26.0579
10/01/2010 00:00,32.9092,0.2490,26.1883
11/01/2010 00:00,32.3305,0.2422,26.9922
12/01/2010 00:00,30.2099,0.2450,26.9475
13/01/2010 00:00,30.5551,0.2420,25.7999
14/01/2010 00:00,31.1721,0.2380,25.4547
15/01/2010 00:00,34.4495,0.2380,25.2151
16/01/2010 00:00,39.5010,0.2387,25.1667
17/01/2010 00:00,43.1308,0.2382,24.9481
18/01/2010 00:00,43.1710,0.2393,23.9171
19/01/2010 00:00,45.9474,0.2390,23.6264
20/01/2010 00:00,45.4089,0.2370,23.8883
21/01/2010 00:00,43.1720,0.2320,24.3123
22/01/2010 00:00,41.2817,0.2275,25.4692
23/01/2010 00:00,38.6963,0.2260,24.5205
24/01/2010 00:00,39.3512,0.2180,24.5271
25/01/2010 00:00,39.3130,0.2140,24.5962
26/01/2010 00:00,40.7403,0.2090,24.8478
27/01/2010 00:00,42.0515,0.2013,24.6238
28/01/2010 00:00,45.9475,0.1990,24.4355
29/01/2010 00:00,51.7331,0.1900,24.4083
30/01/2010 00:00,59.7936,0.1850,23.9630
31/01/2010 00:00,61.9961,0.1800,25.0437
01/02/2010 00:00,58.5674,0.1723,24.3142
02/02/2010 00:00,61.6881,0.1720,24.3000
03/02/2010 00:00,63.6166,0.1738,24.8205
04/02/2010 00:00,64.7369,0.1720,24.7700
05/02/2010 00:00,66.9361,0.1660,24.5552
06/02/2010 00:00,68.9415,0.1632,24.0911
07/02/2010 00:00,70.7154,0.1590,24.1621
08/02/2010 00:00,71.1413,0.1533,24.7530
09/02/2010 00:00,67.7469,0.1530,25.7182
10/02/2010 00:00,63.8504,0.1492,26.2324
11/02/2010 00:00,57.7179,0.1430,26.0617
12/02/2010 00:00,50.1227,0.1390,25.8363
13/02/2010 00:00,42.6341,0.1420,25.6881
14/02/2010 00:00,41.5510,0.1407,25.6242
15/02/2010 00:00,43.4010,0.1427,25.0239
16/02/2010 00:00,45.6786,0.1420,24.7804
17/02/2010 00:00,47.5291,0.1400,25.1164
18/02/2010 00:00,49.1119,0.1380,25.0338
19/02/2010 00:00,50.8869,0.1380,24.9221
20/02/2010 00:00,53.6630,0.1350,25.6525
21/02/2010 00:00,53.3563,0.1330,25.2491
22/02/2010 00:00,53.1247,0.1340,25.4286
23/02/2010 00:00,51.7358,0.1380,25.2726
24/02/2010 00:00,51.7743,0.1430,24.9601
25/02/2010 00:00,52.7380,0.1461,24.7401
26/02/2010 00:00,53.4714,0.1475,24.6534
27/02/2010 00:00,51.6201,0.1461,24.9987
28/02/2010 00:00,50.0396,0.1450,24.4500
01/03/2010 00:00,52.5446,0.1490,23.5890
02/03/2010 00:00,53.1629,0.1510,22.9880
03/03/2010 00:00,53.9343,0.1531,22.6694
04/03/2010 00:00,55.5925,0.1550,22.7825
05/03/2010 00:00,55.9022,0.1550,22.5906
06/03/2010 00:00,61.6487,0.1539,23.0847
07/03/2010 00:00,64.2724,0.1540,23.2283
08/03/2010 00:00,67.1292,0.1530,22.8125
09/03/2010 00:00,69.7894,0.1530,22.4341
