"time","Air Temperature_average_ºC","Apparent Temperature_average_ºC","Delta T_average_ºC","Dew Point_average_ºC","Rainfall_raw_mm","Relative Humidity_average_%RH","Soil Temperature_average_ºC","Solar Radiation_average_W/m^2","Voltage_average_V","Wind Direction_average_º","Wind Speed_average_km/h","Wind Speed_maximum_km/h","Wind Speed_minimum_km/h"
2015-12-31 22:30:00,21.5,20.606117,3.458692,16.410609,0,72.8,28.2,523,12.87,210.338452,15.624,20.916,6.66
2015-12-31 22:45:00,21.7,20.651538,3.640156,16.319562,0,71.5,28.2,579,12.98,206.048887,16.236,25.128,8.316
2015-12-31 23:00:00,21.9,21.039284,3.757912,16.334578,0,70.7,28.1,553,13.09,217.834691,15.3,25.128,4.968
2015-12-31 23:15:00,21.8,20.436947,3.777492,16.194257,0,70.5,27.9,673,13.2,214.898124,17.604,27.612,6.66
2015-12-31 23:30:00,21.8,20.462373,3.856191,16.060161,0,69.9,27.9,725,13.31,218.553245,17.208,21.78,9.18
2015-12-31 23:45:00,21.8,20.126012,3.974437,15.857106,0,69,27.9,794,13.31,207.897271,18.54,28.476,4.14
2016-01-01 00:00:00,22.1,20.484513,4.274763,15.659718,0,66.9,28.1,801,13.31,212.859752,17.856,27.612,10.008
2016-01-01 00:15:00,22.5,20.69491,4.481108,15.733211,0,65.6,28.2,923,13.42,200.905569,18.972,39.384,10.008
2016-01-01 00:30:00,22.8,21.227516,4.737496,15.607169,0,63.9,28.2,993,13.53,214.005223,17.532,28.476,11.7
2016-01-01 00:45:00,23,21.16581,4.906441,15.52504,0,62.8,28.2,1074,13.31,202.778189,18.72,30.96,11.7
2016-01-01 01:00:00,23.2,21.473529,4.994109,15.589004,0,62.3,28.2,1149,13.31,208.332237,18.288,25.128,8.316
2016-01-01 01:15:00,23.6,21.853768,5.341185,15.40432,0,60.1,28.4,1044,13.42,206.872539,18.036,30.132,10.008
2016-01-01 01:30:00,23.5,21.733029,5.17626,15.593451,0,61.2,28.6,1124,13.42,220.477546,18.504,33.48,12.528
2016-01-01 01:45:00,23.2,21.102386,5.077481,15.437889,0,61.7,28.6,1025,13.31,211.354049,19.908,30.132,11.7
2016-01-01 02:00:00,23.2,21.244815,5.021879,15.538775,0,62.1,28.9,1161,13.42,216.549301,19.368,31.824,8.316
2016-01-01 02:15:00,23.3,21.213399,5.18478,15.354073,0,61,29,1163,13.42,215.272421,19.692,32.652,11.7
2016-01-01 02:30:00,23.6,21.442598,5.369481,15.352325,0,59.9,29.1,1240,13.42,213.244937,20.052,30.96,10.008
2016-01-01 02:45:00,23.4,21.351389,5.335046,15.190477,0,60,29.3,1151,13.31,212.611537,19.188,25.128,10.836
2016-01-01 03:00:00,23.5,21.443112,5.387551,15.206302,0,59.7,29.5,1156,13.42,212.859752,19.26,25.956,13.356
2016-01-01 03:15:00,23.3,20.986262,5.324904,15.096542,0,60,29.7,1138,13.42,217.191008,20.376,30.96,11.7
2016-01-01 03:30:00,23.5,21.341417,5.486613,15.022697,0,59,29.9,1193,13.42,214.637541,19.44,26.784,10.008
2016-01-01 03:45:00,23.4,21.289212,5.490252,14.902587,0,58.9,30.1,1040,13.42,207.897271,18.972,25.128,11.7
2016-01-01 04:00:00,22.9,21.088996,5.104119,15.053872,0,61.3,30.4,1028,13.53,209.773572,17.712,22.608,10.836
2016-01-01 04:15:00,23.2,21.407671,5.300759,15.028508,0,60.1,30.5,1098,13.53,203.56314,17.568,24.3,10.836
2016-01-01 04:30:00,23.1,21.215739,5.388543,14.752556,0,59.4,30.7,697,13.53,215.272421,17.532,25.128,9.18
2016-01-01 04:45:00,22.5,20.340951,4.94239,14.903424,0,62.2,30.9,660,13.42,206.462186,19.224,33.48,10.836
2016-01-01 05:00:00,21.8,19.762781,4.489856,14.94937,0,65.1,31,476,13.53,214.005223,18.684,26.784,11.7
2016-01-01 05:15:00,21.5,19.400975,4.293548,14.971767,0,66.4,31.3,502,13.53,206.66682,19.044,25.956,12.528
2016-01-01 05:30:00,21.2,18.983365,4.074325,15.033442,0,67.9,31.3,467,13.53,201.005104,19.764,27.612,10.836
2016-01-01 05:45:00,21.4,19.154708,4.154656,15.109114,0,67.4,31.7,693,13.53,204.632179,20.052,25.128,14.22
2016-01-01 06:00:00,21.5,19.164614,4.214765,15.111721,0,67,31.8,640,13.53,202.602402,20.52,27.612,12.528
2016-01-01 06:15:00,20.9,18.628117,3.832884,15.131693,0,69.6,31.8,419,13.53,201.168099,20.232,25.956,13.356
2016-01-01 06:30:00,20.4,18.019088,3.506447,15.158571,0,71.9,31.8,262,13.64,201.590919,20.844,26.784,14.22
2016-01-01 06:45:00,20.1,17.988746,3.324433,15.149099,0,73.2,31.8,196,13.31,201.590919,19.44,25.956,11.7
2016-01-01 07:00:00,19.9,17.684884,3.162954,15.209614,0,74.4,31.8,145,13.09,202.602402,20.088,25.956,12.528
2016-01-01 07:15:00,19.8,17.636783,3.095242,15.217455,0,74.9,32.1,149,12.98,200.002353,19.836,25.128,2.448
2016-01-01 07:30:00,19.9,17.758129,3.10064,15.313999,0,74.9,32.2,201,13.2,200.582534,19.908,25.128,11.7
2016-01-01 07:45:00,19.9,17.661427,3.075724,15.355581,0,75.1,32.2,208,13.31,204.031492,20.484,26.784,15.048
2016-01-01 08:00:00,19.7,17.164176,2.965882,15.327546,0,75.9,32.1,204,13.53,201.590919,21.96,30.96,15.048
2016-01-01 08:15:00,19.4,16.739116,2.901322,15.11924,0,76.3,31.8,143,13.09,204.632179,22.212,29.304,15.876
2016-01-01 08:30:00,19.2,16.517571,2.91581,14.884915,0,76.1,31.8,138,12.98,193.981204,21.888,30.96,15.048
2016-01-01 08:45:00,19.3,16.951115,2.994541,14.858616,0,75.5,31.8,154,12.87,202.602402,20.124,32.652,13.356
2016-01-01 09:00:00,19.5,16.965885,3.079048,14.927816,0,74.9,31.8,148,12.87,204.031492,21.204,36,12.528
2016-01-01 09:15:00,18.8,15.925406,2.810644,14.639892,0,76.8,31.8,77,12.87,202.011283,22.428,29.304,15.048
2016-01-01 09:30:00,18.6,16.365195,2.607796,14.765907,0,78.4,31.8,63,12.87,199.577855,19.368,25.956,13.356
2016-01-01 09:45:00,18.4,16.103148,2.490862,14.748781,0,79.3,31.7,33,12.76,198.577475,19.656,25.956,13.356
2016-01-01 10:00:00,18.1,15.663628,2.359053,14.651326,0,80.3,31.3,13,12.87,199.577855,20.196,27.612,13.356
2016-01-01 10:15:00,17.8,15.501206,2.145922,14.683815,0,82,31.3,3,12.87,199.577855,19.548,31.824,10.008
2016-01-01 10:30:00,17.6,15.529647,2.021024,14.676477,0,83,31.3,0,12.87,198.577475,18.36,24.3,12.528
2016-01-01 10:45:00,17.5,15.421442,1.970723,14.653259,0,83.4,31.1,0,12.76,198.149187,18.36,23.436,13.356
2016-01-01 11:00:00,17.3,15.054097,1.95278,14.476163,0,83.5,30.9,0,12.76,199.151109,18.9,30.96,10.836
2016-01-01 11:15:00,17.3,15.055094,1.976224,14.439022,0,83.3,30.9,0,12.87,196.287363,18.828,25.128,13.356
2016-01-01 11:30:00,17.2,14.859074,1.996479,14.304016,0,83.1,30.9,0,12.87,196.720873,19.08,25.128,11.7
2016-01-01 11:45:00,17.3,14.848082,2.046546,14.327127,0,82.7,30.6,0,12.76,198.577475,19.692,27.612,12.528
2016-01-01 12:00:00,17.2,14.356698,2.183557,14.003617,0,81.5,30.5,0,12.76,196.720873,21.132,29.304,15.048
2016-01-01 12:15:00,17.2,14.500471,2.265381,13.870558,0,80.8,30.5,0,12.76,192.553367,20.16,26.784,13.356
2016-01-01 12:30:00,17.1,14.409,2.249936,13.792155,0,80.9,30.4,0,12.76,188.3856,19.98,29.304,13.356
2016-01-01 12:45:00,17.1,14.448681,2.203285,13.868172,0,81.3,30.1,0,12.76,185.643318,19.908,26.784,14.22
2016-01-01 13:00:00,17.1,14.244478,2.319905,13.677507,0,80.3,30.1,0,12.76,184.294783,20.628,27.612,10.836
2016-01-01 13:15:00,17.1,14.210058,2.331566,13.658325,0,80.2,30.1,0,12.76,183.844136,20.772,25.956,14.22
2016-01-01 13:30:00,17.1,14.546637,2.343226,13.639123,0,80.1,29.7,0,12.76,176.606989,19.008,25.956,10.008
2016-01-01 13:45:00,17.1,14.170913,2.529774,13.32898,0,78.5,29.7,0,12.65,177.058535,20.412,25.956,15.048
2016-01-01 14:00:00,17.1,14.611913,2.529774,13.32898,0,78.5,29.7,0,12.76,173.409391,18.144,25.128,11.7
2016-01-01 14:15:00,17.1,14.26829,2.658015,13.112513,0,77.4,29.5,0,12.76,171.168091,19.548,25.956,14.22
2016-01-01 14:30:00,17.1,14.44445,2.681331,13.072864,0,77.2,29.3,0,12.65,168.867179,18.576,25.956,11.7
2016-01-01 14:45:00,16.9,14.86653,2.52098,13.134733,0,78.5,29.3,0,12.65,172.959283,15.48,21.78,7.488
2016-01-01 15:00:00,16.9,15.032549,2.486167,13.193217,0,78.8,29.2,0,12.76,178.415146,14.724,22.608,4.968
2016-01-01 15:15:00,17.1,14.763551,2.62304,13.171816,0,77.7,29,0,12.76,178.86782,17.1,23.436,10.836
2016-01-01 15:30:00,17.2,14.914571,2.744514,13.070199,0,76.7,29,0,12.76,177.058535,16.668,20.916,10.836
2016-01-01 15:45:00,17.3,15.010967,2.749405,13.167051,0,76.7,29,0,12.65,183.393011,16.848,26.784,5.796
2016-01-01 16:00:00,17.2,14.817649,2.767888,13.030202,0,76.5,28.8,0,12.76,179.773536,17.1,25.128,10.008
2016-01-01 16:15:00,17.1,14.421044,2.914519,12.671327,0,75.2,28.6,0,12.76,183.393011,18.036,25.128,10.836
2016-01-01 16:30:00,17.1,14.715624,2.92618,12.651004,0,75.1,28.6,0,12.76,183.393011,16.488,22.608,9.18
2016-01-01 16:45:00,17.1,14.367943,2.972827,12.569474,0,74.7,28.6,0,12.65,182.489553,18.144,24.3,12.528
2016-01-01 17:00:00,17,14.218385,3.130273,12.184728,0,73.3,28.5,0,12.76,173.860318,17.784,23.436,11.7
2016-01-01 17:15:00,16.9,14.037103,3.321824,11.732119,0,71.6,28.2,0,12.76,173.860318,17.496,25.128,6.66
2016-01-01 17:30:00,16.9,14.261498,3.205687,11.942584,0,72.6,28.2,0,12.65,174.805571,16.668,21.78,9.18
2016-01-01 17:45:00,16.8,14.296924,3.025927,12.157084,0,74.1,28.2,0,12.65,180.226464,16.308,24.3,9.18
2016-01-01 18:00:00,16.8,14.033726,3.07224,12.07477,0,73.7,28.2,0,12.65,184.294783,17.532,28.476,10.836
2016-01-01 18:15:00,16.7,13.922084,3.12425,11.875002,0,73.2,27.9,0,12.65,176.155864,17.28,23.436,11.7
2016-01-01 18:30:00,16.7,14.440084,3.12425,11.875002,0,73.2,27.9,0,12.65,172.959283,14.616,20.088,2.448
2016-01-01 18:45:00,16.6,13.83434,3.210545,11.612115,0,72.4,27.9,0,12.65,162.713685,16.812,25.956,7.488
2016-01-01 19:00:00,16.6,13.93702,3.279694,11.486122,0,71.8,27.9,0,12.65,163.712637,16.092,20.916,8.316
2016-01-01 19:15:00,16.5,14.15711,3.250402,11.432089,0,72,27.9,0,12.65,165.141386,14.364,20.088,0.792
2016-01-01 19:30:00,16.3,14.948011,3.112135,11.469024,0,73.1,27.5,0,12.65,163.58472,9.324,17.568,0
2016-01-01 19:45:00,16.4,14.586475,3.118052,11.565333,0,73.1,27.5,3,12.54,163.1482,11.844,22.608,1.62
2016-01-01 20:00:00,16.3,14.05919,3.203614,11.302633,0,72.3,27.5,14,12.65,160.422145,13.644,19.26,6.66
2016-01-01 20:15:00,16.3,13.867677,3.260795,11.197813,0,71.8,27.5,25,12.65,165.141386,14.472,23.436,4.968
2016-01-01 20:30:00,16.4,13.305077,3.393243,11.060855,0,70.7,27.5,31,12.65,165.579227,17.676,24.3,11.7
2016-01-01 20:45:00,16.1,13.073668,3.498545,10.537318,0,69.6,27.2,26,12.54,164.705312,16.56,23.436,8.316
2016-01-01 21:00:00,16,13.125887,3.378074,10.65585,0,70.6,27.1,49,12.65,166.902947,15.948,27.612,7.488
2016-01-01 21:15:00,16.4,13.225963,3.645697,10.584977,0,68.5,27.1,116,12.65,170.202183,17.388,23.436,10.008
2016-01-01 21:30:00,16.8,13.470959,3.837491,10.656411,0,67.1,27.1,154,12.76,174.312009,18.288,23.436,12.528
2016-01-01 21:45:00,16.9,13.722768,3.950138,10.548735,0,66.2,27.1,215,12.76,173.409391,17.352,22.608,9.18
2016-01-01 22:00:00,17.2,14.023488,4.221466,10.349857,0,64.1,27,276,12.87,164.585395,17.064,23.436,9.18
2016-01-01 22:15:00,17.8,14.628785,4.550098,10.369356,0,61.8,26.8,554,12.98,170.124404,17.064,22.608,11.7
2016-01-01 22:30:00,18.2,14.98144,4.710014,10.501685,0,60.8,26.8,453,13.09,171.998797,17.496,23.436,11.7
2016-01-01 22:45:00,17.9,14.265924,4.607911,10.366302,0,61.4,26.8,401,13.2,183.844136,19.44,26.784,11.7
2016-01-01 23:00:00,18,14.323688,4.714568,10.263898,0,60.6,26.8,557,13.2,175.671125,19.512,24.3,14.22
2016-01-01 23:15:00,18.4,14.625863,4.988096,10.162581,0,58.7,26.8,707,13.31,182.509365,19.872,28.476,15.048
2016-01-01 23:30:00,18.7,14.729597,5.107122,10.26404,0,58,26.8,763,13.31,182.964861,21.024,32.652,12.528
2016-01-01 23:45:00,18.8,15.035798,5.255785,10.070834,0,56.9,26.8,818,13.31,187.549422,19.692,26.784,13.356
