ISOTIME,SaltCk_Q_m3_s,Sal_PSU,temp,trace_1,trace_2,trace_3,trace_4,trace_5,ss1,ret,oxy,rsi,amm,nit,frp,frp_ads,doc,poc,don,pon,dop,pop,grn,mag_ulva,mag_ulva_in,mag_ulva_ip
01/01/2012 00:00,0.0143319739623547,13.6202,16.3408,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2883.3333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
02/01/2012 00:00,0.0143319739623547,14.1152,26.5102,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2883.3333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
03/01/2012 00:00,0.0102371242588248,14.2056,27.1399,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2883.3333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
04/01/2012 00:00,0.0143319739623547,14.516,22.7223,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2883.3333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
05/01/2012 00:00,0.0225216733694145,13.5019,20.5519,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2883.3333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
06/01/2012 00:00,0.0266165230729444,12.9679,21.1097,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2883.3333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
07/01/2012 00:00,0.0225216733694145,13.0325,20.5301,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2013.7012,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
08/01/2012 00:00,0.0163793988141196,12.8553,21.5397,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2040.5689,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
09/01/2012 00:00,0.0122845491105897,12.8846,19.2422,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2067.4366,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
10/01/2012 00:00,0.0245690982211794,12.194,20.0293,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2094.3043,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
11/01/2012 00:00,0.0184268236658846,12.3874,18.4005,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2121.1719,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
12/01/2012 00:00,0.0266165230729444,12.0614,19.4297,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2148.0396,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
13/01/2012 00:00,0.0204742485176495,12.6359,19.9398,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2174.9073,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
14/01/2012 00:00,0.0163793988141196,12.8468,19.5301,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2201.775,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
15/01/2012 00:00,0.0204742485176495,12.7098,20.6497,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2228.6426,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
16/01/2012 00:00,0.0184268236658846,13.0284,23.8777,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2255.5103,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
17/01/2012 00:00,0.0081896994070598,13.8753,23.6203,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2282.378,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
18/01/2012 00:00,0.00614227455529485,13.9447,22.7908,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2309.2457,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
19/01/2012 00:00,0.0102371242588248,13.6779,20.9403,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2336.1133,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
20/01/2012 00:00,0.0163793988141196,13.3041,21.4198,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2362.981,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
21/01/2012 00:00,0.0143319739623547,13.5135,21.9795,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2389.8487,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
22/01/2012 00:00,0.0143319739623547,13.7196,24.5485,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2416.7164,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
23/01/2012 00:00,0.0081896994070598,14.3989,26.88,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2443.584,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
24/01/2012 00:00,0.0040948497035299,15.0716,26.1701,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2470.4517,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
25/01/2012 00:00,0.0040948497035299,15.2121,24.0122,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2497.3194,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
26/01/2012 00:00,0.0081896994070598,14.7583,22.1207,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2524.1871,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
27/01/2012 00:00,0.0143319739623547,14.4236,23.0091,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2551.0547,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
28/01/2012 00:00,0.0102371242588248,14.8621,26.8266,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2577.9224,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
29/01/2012 00:00,0.0040948497035299,16.1189,26.1101,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2604.7901,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
30/01/2012 00:00,0.0040948497035299,15.9928,23.6319,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2631.6578,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
