time,Air Temperature_average_ºC,Apparent Temperature_average_ºC,Delta T_average_ºC,Dew Point_average_ºC,Rainfall_raw_mm,Relative Humidity_average_%,Soil Temperature_average_ºC,Solar Radiation_average_W/m^2,Voltage_average_V,Wind Direction_average_º,Wind Speed_average_km/h,Wind Speed_maximum_km/h,Wind Speed_minimum_km/h
2023-01-02 01:15:00,21.8,,4.476573,14.973236,0.0,65.2,29.0,1028.0,13.91,203.669088,23.4,35.172,11.7
2023-01-02 01:30:00,21.6,,4.420217,14.854706,0.0,65.5,29.3,1058.0,13.9,203.001594,24.552,35.172,14.22
2023-01-02 01:45:00,21.9,,4.578227,14.900284,0.0,64.5,29.7,1080.0,13.9,204.338579,23.508,36.0,10.836
2023-01-02 02:00:00,22.1,,4.743147,14.822412,0.0,63.4,30.2,1097.0,13.89,197.484978,24.3,36.0,14.22
2023-01-02 02:15:00,22.1,,4.743147,14.822412,0.0,63.4,30.6,1110.0,13.89,199.382503,24.264,40.212,14.22
2023-01-02 02:30:00,22.3,,4.842278,14.863763,0.0,62.8,31.0,1119.0,13.89,194.064152,24.624,39.384,13.356
2023-01-02 02:45:00,22.4,,4.933018,14.809061,0.0,62.2,31.3,1125.0,13.89,193.419279,24.12,37.692,13.356
2023-01-02 03:00:00,22.5,,5.106474,14.601013,0.0,61.0,31.8,1126.0,13.89,198.434949,24.156,40.212,12.528
2023-01-02 03:15:00,22.6,,5.14375,14.644206,0.0,60.8,32.1,1124.0,13.89,196.777334,24.768,37.692,14.22
2023-01-02 03:30:00,22.6,,5.157501,14.618677,0.0,60.7,32.3,1117.0,13.89,199.716111,24.552,41.04,13.356
2023-01-02 03:45:00,22.5,,5.12018,14.575577,0.0,60.9,32.6,1107.0,13.89,200.339222,24.876,37.692,15.048
2023-01-02 04:00:00,22.3,,5.086897,14.412727,0.0,61.0,32.9,1090.0,13.89,199.953098,26.712,39.384,15.876
2023-01-02 04:15:00,22.2,,5.036336,14.394504,0.0,61.3,33.0,1063.0,13.89,195.864515,25.56,37.692,15.048
2023-01-02 04:30:00,22.3,,5.182456,14.234157,0.0,60.3,33.4,1058.0,13.89,198.215706,24.732,36.0,14.22
2023-01-02 04:45:00,22.0,,5.01697,14.206095,0.0,61.3,33.5,1032.0,13.89,196.721328,27.648,40.212,14.22
2023-01-02 05:00:00,22.1,,5.013106,14.325517,0.0,61.4,33.6,986.0,13.89,198.029126,26.208,43.56,12.528
2023-01-02 05:15:00,21.8,,4.93044,14.143124,0.0,61.8,33.9,968.0,13.88,196.041342,26.64,40.212,15.876
2023-01-02 05:30:00,21.8,,5.051418,13.916669,0.0,60.9,33.9,881.0,13.89,186.662147,26.316,41.04,15.048
2023-01-02 05:45:00,21.8,,5.132282,13.764057,0.0,60.3,33.9,869.0,13.87,198.871757,25.344,36.0,13.356
2023-01-02 06:00:00,21.8,,5.132282,13.764057,0.0,60.3,33.9,821.0,13.91,199.350139,26.46,38.52,14.22
2023-01-02 06:15:00,21.5,,4.968555,13.735034,0.0,61.3,33.9,772.0,13.92,197.744672,25.92,39.384,15.876
2023-01-02 06:30:00,21.3,,4.777041,13.869725,0.0,62.6,33.9,722.0,13.9,202.593269,27.0,40.212,13.356
2023-01-02 06:45:00,21.3,,4.763828,13.894335,0.0,62.7,33.9,668.0,13.9,197.009247,26.136,42.732,13.356
2023-01-02 07:00:00,21.0,,4.618404,13.830367,0.0,63.6,33.9,617.0,13.89,195.610989,26.784,39.384,13.356
2023-01-02 07:15:00,21.0,,4.513923,14.023169,0.0,64.4,33.9,565.0,13.88,197.560272,24.696,36.864,12.528
2023-01-02 07:30:00,20.9,,4.479277,13.976218,0.0,64.6,33.5,515.0,13.88,201.244533,25.884,38.52,15.876
2023-01-02 07:45:00,20.5,,4.290781,13.880377,0.0,65.8,33.5,458.0,13.87,200.394876,26.136,37.692,15.048
2023-01-02 08:00:00,19.8,,3.981954,13.675148,0.0,67.8,33.2,249.0,13.88,192.191336,25.596,41.904,15.048
2023-01-02 08:15:00,19.4,,3.802809,13.56311,0.0,69.0,32.9,203.0,13.9,189.557688,25.632,40.212,13.356
2023-01-02 08:30:00,19.2,,3.665138,13.593067,0.0,70.0,32.6,114.0,13.92,187.025272,25.272,38.52,15.876
2023-01-02 08:45:00,19.1,,3.670594,13.475321,0.0,69.9,32.2,108.0,13.91,188.308999,22.428,34.344,11.7
2023-01-02 09:00:00,19.0,,3.614658,13.467231,0.0,70.3,31.8,69.0,13.84,194.175717,23.508,40.212,14.22
2023-01-02 09:15:00,18.9,,3.473446,13.61007,0.0,71.4,31.4,27.0,13.46,186.911227,22.788,34.344,10.836
2023-01-02 09:30:00,18.9,,3.192828,14.098812,0.0,73.7,31.0,15.0,13.15,188.719747,20.772,33.48,13.356
2023-01-02 09:45:00,18.8,,3.272218,13.855243,0.0,73.0,30.7,9.0,13.02,184.619923,21.96,31.824,13.356
2023-01-02 10:00:00,18.5,,3.423578,13.268963,0.0,71.6,30.5,2.0,12.99,185.402247,20.484,31.824,11.7
2023-01-02 10:15:00,18.4,,3.344856,13.300944,0.0,72.2,30.1,0.0,12.99,182.759108,19.512,32.652,11.7
2023-01-02 10:30:00,18.2,,3.212562,13.319653,0.0,73.2,29.8,0.0,12.98,177.240892,21.708,35.172,10.836
2023-01-02 10:45:00,18.0,,3.35595,12.852676,0.0,71.9,29.6,0.0,12.97,176.76899,21.6,37.692,12.528
2023-01-02 11:00:00,17.7,,3.3727,12.500588,0.0,71.6,29.3,0.0,12.97,170.745956,20.016,30.132,10.836
2023-01-02 11:15:00,17.5,,3.643313,11.790263,0.0,69.2,29.1,0.0,12.97,175.653876,21.636,33.48,11.7
2023-01-02 11:30:00,17.4,,3.506636,11.933866,0.0,70.3,29.0,0.0,12.97,174.027003,20.484,31.824,10.836
2023-01-02 11:45:00,17.1,,3.136132,12.281059,0.0,73.3,28.6,0.0,12.97,165.796062,16.668,30.132,5.796
2023-01-02 12:00:00,16.4,,2.716851,12.275477,0.0,76.6,28.5,0.0,12.96,167.2467,13.86,22.608,4.14
2023-01-02 12:15:00,16.0,,2.515487,12.202283,0.0,78.2,28.2,0.0,12.95,168.330005,13.5,21.78,8.316
2023-01-02 12:30:00,15.8,,2.427388,12.143581,0.0,78.9,28.0,0.0,12.95,172.390163,13.464,22.608,7.488
2023-01-02 12:45:00,15.7,,2.400536,12.08487,0.0,79.1,27.9,0.0,12.95,166.214198,13.212,21.78,5.796
2023-01-02 13:00:00,15.5,,2.414522,11.851989,0.0,78.9,27.5,0.0,12.93,167.409049,13.644,21.78,7.488
2023-01-02 13:15:00,15.5,,2.493096,11.716819,0.0,78.2,27.4,0.0,12.93,165.769346,13.644,21.78,7.488
2023-01-02 13:30:00,15.5,,2.526762,11.658562,0.0,77.9,27.1,0.0,12.93,171.918715,12.492,19.26,5.796
2023-01-02 13:45:00,15.4,,2.634106,11.366031,0.0,76.9,27.1,0.0,12.92,161.31105,10.512,16.74,4.968
2023-01-02 14:00:00,15.6,,3.003338,10.917907,0.0,73.7,26.8,0.0,12.91,164.070371,12.312,23.436,6.66
2023-01-02 14:15:00,16.2,,3.437036,10.762162,0.0,70.2,26.8,0.0,12.95,167.508879,14.004,24.3,6.66
2023-01-02 14:30:00,16.4,,3.668661,10.541051,0.0,68.3,26.5,0.0,12.91,175.636489,17.172,25.128,8.316
2023-01-02 14:45:00,16.3,,3.707103,10.357385,0.0,67.9,26.4,0.0,12.91,180.0,15.876,25.128,7.488
2023-01-02 15:00:00,16.1,,3.714898,10.122271,0.0,67.7,26.4,0.0,12.91,172.98875,17.1,31.824,7.488
2023-01-02 15:15:00,15.7,,3.470687,10.154289,0.0,69.6,26.3,0.0,12.91,172.42049,12.672,18.396,6.66
2023-01-02 15:30:00,15.4,,3.338117,10.080317,0.0,70.6,26.1,0.0,12.89,176.330746,10.872,19.26,5.796
2023-01-02 15:45:00,15.1,,3.163042,10.086071,0.0,72.0,26.1,0.0,12.89,179.201107,10.044,15.876,5.796
2023-01-02 16:00:00,14.7,,2.929722,10.090687,0.0,73.9,25.9,0.0,12.88,174.743585,9.54,14.22,5.796
2023-01-02 16:15:00,14.5,,2.787336,10.13872,0.0,75.1,25.8,0.0,12.87,176.003793,8.892,13.356,4.968
2023-01-02 16:30:00,14.2,,2.619498,10.125004,0.0,76.5,25.8,0.0,12.86,174.970926,8.352,14.22,4.968
2023-01-02 16:45:00,13.9,,2.47537,10.067123,0.0,77.7,25.4,0.0,12.85,167.124998,6.372,11.7,2.448
2023-01-02 17:00:00,13.9,,2.399874,10.201404,0.0,78.4,25.4,0.0,12.84,170.065263,7.668,11.7,3.312
2023-01-02 17:15:00,13.9,,2.313518,10.35358,0.0,79.2,25.3,0.0,12.83,171.982907,10.26,18.396,5.796
2023-01-02 17:30:00,14.2,,2.47835,10.377529,0.0,77.8,25.1,0.0,12.82,172.080246,11.016,16.74,5.796
2023-01-02 17:45:00,14.2,,2.521799,10.300228,0.0,77.4,25.1,0.0,12.8,173.343679,10.836,18.396,6.66
2023-01-02 18:00:00,14.2,,2.565231,10.222573,0.0,77.0,25.1,0.0,12.8,163.991694,10.152,16.74,5.796
2023-01-02 18:15:00,14.2,,2.586941,10.183613,0.0,76.8,24.8,0.0,12.78,162.4342,10.368,15.876,4.968
2023-01-02 18:30:00,14.2,,2.662894,10.046542,0.0,76.1,24.8,0.0,12.77,161.601246,11.412,19.26,4.968
2023-01-02 18:45:00,14.3,,2.80925,9.885606,0.0,74.8,24.8,0.0,12.76,163.849865,11.592,20.088,5.796
2023-01-02 19:00:00,14.4,,2.836458,9.942173,0.0,74.6,24.7,0.0,12.75,155.944517,10.44,16.74,5.796
2023-01-02 19:15:00,14.3,,2.841837,9.825568,0.0,74.5,24.4,0.0,12.74,166.130314,10.188,18.396,5.796
2023-01-02 19:30:00,14.5,,2.929269,9.877537,0.0,73.8,24.4,0.0,12.73,164.905937,8.64,14.22,3.312
2023-01-02 19:45:00,14.7,,2.973604,10.00948,0.0,73.5,24.4,3.0,12.72,153.127461,9.144,15.876,4.968
2023-01-02 20:00:00,15.0,,3.145751,10.010675,0.0,72.1,24.4,15.0,12.73,153.588969,12.42,19.26,5.796
2023-01-02 20:15:00,15.3,,3.342595,9.963194,0.0,70.5,24.4,31.0,12.77,148.407981,11.376,20.088,5.796
2023-01-02 20:30:00,15.2,,3.247044,10.035978,0.0,71.3,24.4,52.0,12.88,125.279407,8.964,16.74,4.14
2023-01-02 20:45:00,15.1,,3.151961,10.106845,0.0,72.1,24.4,72.0,13.08,124.077195,7.524,15.876,3.312
2023-01-02 21:00:00,15.6,,3.430035,10.122902,0.0,69.9,24.4,90.0,13.37,130.462227,8.424,14.22,3.312
2023-01-02 21:15:00,15.9,,3.552549,10.216026,0.0,69.0,24.4,128.0,13.66,128.98669,8.172,15.048,3.312
2023-01-02 21:30:00,16.2,,3.676766,10.306002,0.0,68.1,24.4,167.0,13.75,150.572544,9.324,19.26,3.312
2023-01-02 21:45:00,16.7,,3.899283,10.426217,0.0,66.5,24.4,164.0,13.82,150.844147,10.152,17.568,4.14
2023-01-02 22:00:00,16.9,,3.99679,10.457729,0.0,65.8,24.4,392.0,13.95,152.810496,10.872,19.26,4.968
2023-01-02 22:15:00,17.9,,4.583754,10.415091,0.0,61.6,24.7,497.0,14.0,148.031862,13.824,25.956,6.66
2023-01-02 22:30:00,18.9,,5.166498,10.37354,0.0,57.7,24.8,488.0,13.97,144.407336,13.968,25.128,4.14
2023-01-02 22:45:00,18.0,,4.738847,10.214362,0.0,60.4,24.9,187.0,13.94,145.267714,15.48,25.128,5.796
2023-01-02 23:00:00,18.1,,4.992966,9.804633,0.0,58.4,25.1,301.0,13.97,154.325214,18.324,27.612,6.66
2023-01-02 23:15:00,18.7,,5.357269,9.739195,0.0,56.0,25.2,325.0,13.97,159.430095,17.712,30.96,7.488
2023-01-02 23:30:00,18.7,,5.432622,9.578517,0.0,55.4,25.4,280.0,13.96,169.302227,17.532,27.612,7.488
2023-01-02 23:45:00,19.1,,5.825304,9.206317,0.0,52.7,25.4,370.0,13.97,160.166075,16.38,29.304,8.316
2023-01-03 00:00:00,19.3,,5.79941,9.504103,0.0,53.1,25.7,454.0,13.98,174.498727,17.316,30.132,7.488
2023-01-03 00:15:00,19.6,,6.007594,9.41257,0.0,51.8,25.8,444.0,13.96,186.107178,18.756,34.344,10.008
2023-01-03 00:30:00,20.0,,6.220431,9.432659,0.0,50.6,26.0,830.0,13.95,189.286928,19.116,32.652,10.008
2023-01-03 00:45:00,20.7,,6.577399,9.506017,0.0,48.7,26.1,769.0,13.93,184.654733,21.096,33.48,10.008
2023-01-03 01:00:00,20.7,,6.481079,9.718812,0.0,49.4,26.5,616.0,13.94,189.615827,18.648,30.96,9.18
2023-01-03 01:15:00,20.5,,6.384378,9.685265,0.0,49.9,26.8,789.0,13.93,192.503422,22.752,35.172,10.836
2023-01-03 01:30:00,20.9,,6.551127,9.811501,0.0,49.1,27.1,849.0,13.93,191.356027,22.32,34.344,12.528
2023-01-03 01:45:00,21.3,,6.763422,9.839678,0.0,48.0,27.5,1032.0,13.92,198.172984,21.924,33.48,10.008
2023-01-03 02:00:00,20.9,,6.578827,9.75056,0.0,48.9,27.9,839.0,13.92,205.636848,23.4,33.48,15.048
2023-01-03 02:15:00,20.8,,6.53672,9.719723,0.0,49.1,28.3,864.0,13.92,200.103286,22.14,36.0,9.18
2023-01-03 02:30:00,21.5,,6.864283,9.866167,0.0,47.5,28.7,957.0,13.92,194.036243,21.6,34.344,10.008
2023-01-03 02:45:00,21.6,,7.022704,9.639839,0.0,46.5,29.0,1076.0,13.91,198.062904,22.212,36.0,13.356
2023-01-03 03:00:00,21.4,,6.581029,10.36168,0.0,49.4,29.3,862.0,13.91,199.803277,21.996,33.48,10.836
2023-01-03 03:15:00,21.7,,6.794418,10.268037,0.0,48.2,29.7,1098.0,13.9,190.512627,22.068,39.384,10.008
2023-01-03 03:30:00,21.5,,6.679911,10.270215,0.0,48.8,30.0,996.0,13.9,208.730017,26.064,37.692,15.876
2023-01-03 03:45:00,21.5,,6.83582,9.928958,0.0,47.7,30.4,1083.0,13.9,212.260353,26.352,38.52,15.048
2023-01-03 04:00:00,21.6,,6.765402,10.207528,0.0,48.3,30.7,1013.0,13.9,201.995267,23.868,36.864,10.008
