ISOTIME,Boundary_m3_s,sal,temp,trace_1,trace_2,trace_3,trace_4,trace_5,ss1,ret,oxy,rsi,amm,nit,frp,frp_ads,doc,poc,don,pon,dop,pop,grn,mag_ulva,mag_ulva_in,mag_ulva_ip
11/01/2013 00:00,0,0.3428,25.0949,0,0,100,0,0,0.0576,19124604,244.9055,155.9938,1.6672,0,0.0166,0.0001,575.6525,96.4934,60.3769,69.7694,1.5047,2.6219,325.2883,0,0,0
12/01/2013 00:00,0,0.3447,21.7186,0,0,100,0,0,0.0447,19124604,261.1349,155.9938,1.6672,0,0.0131,0,575.6525,96.4934,60.5238,69.6976,1.5047,2.6219,327.7034,0,0,0
13/01/2013 00:00,0,0.344,24.5543,0,0,100,0,0,0.0378,19124604,242.1571,155.9938,1.6672,0,0.0147,0,575.6525,96.4934,60.208,69.1612,1.5047,2.6219,326.8026,0,0,0
14/01/2013 00:00,0,0.3387,22.7985,0,0,100,0,0,0.0286,19124604,227.0598,155.9938,1.6672,0,0.0141,0,575.6525,96.4934,59.0798,67.6789,1.5047,2.6219,322.0732,0,0,0
15/01/2013 00:00,0,0.3382,27.9587,0,0,100,0,0,0.0218,19124604,209.1024,155.9938,1.6672,0,0.0189,0,575.6525,96.4934,58.7521,67.16,1.5047,2.6219,321.8536,0,0,0
16/01/2013 00:00,0,0.3406,30.1462,0,0,100,0,0,0.0178,19124604,194.1913,155.9938,1.6672,0,0.0234,0,575.6525,96.4934,58.8457,67.2352,1.5047,2.6219,325.5264,0,0,0
17/01/2013 00:00,0,0.3131,30.7928,0,0,100,0,0,0.2934,19124604,189.8224,155.9938,1.6672,0,0.0359,0.0007,575.6525,96.4934,55.6454,65.7086,1.5047,2.6219,301.9769,0,0,0
18/01/2013 00:00,0,0.3128,21.693,0,0,100,0,0,0.3562,19124604,264.7554,155.9938,1.6672,0,0.0142,0.0004,575.6525,96.4934,55.9674,67.1586,1.5047,2.6219,301.6586,0,0,0
19/01/2013 00:00,0.02,0.3169,20.8317,0,0,100,0,0,0.2527,19124604,269.617,155.9938,1.6672,0,0.0138,0.0002,575.6525,96.4934,56.5682,67.5778,1.5047,2.6219,305.8661,0,0,0
20/01/2013 00:00,0.02,0.3205,20.9863,0,0,100,0,0,0.1802,19124604,266.8778,155.9938,1.6672,0,0.0139,0.0002,575.6525,96.4934,57.0724,67.8749,1.5047,2.6219,309.4787,0,0,0
21/01/2013 00:00,0.02,0.3175,23.0812,0,0,100,0,0,2.5848,19124604,257.9522,155.9938,1.6672,0,0.015,0.0026,575.6525,96.4934,57.185,69.236,1.5047,2.6219,298.96,0,0,0
22/01/2013 00:00,0.02,0.3208,23.7029,0,0,100,0,0,1.8746,19124604,248.7276,155.9938,1.6672,0,0.0153,0.0019,575.6525,96.4934,57.5821,69.4342,1.5047,2.6219,302.7487,0,0,0
23/01/2013 00:00,0.04,0.3234,25.1304,0,0,100,0,0,1.3447,19124604,234.5547,155.9938,1.6672,0,0.0164,0.0014,575.6525,96.4934,57.8413,69.4833,1.5047,2.6219,305.9615,0,0,0
24/01/2013 00:00,0.03,0.3219,24.4868,0,0,100,0,0,1.9932,19124604,248.4689,155.9938,1.6672,0,0.0173,0.0022,575.6525,96.4934,57.6343,70.2291,1.5047,2.6219,299.0443,0,0,0
25/01/2013 00:00,0.02,0.3259,21.1956,0,0,100,0,0,1.3645,19124604,265.3271,155.9938,1.6672,0,0.0144,0.0014,575.6525,96.4934,58.1671,70.4934,1.5047,2.6219,303.8779,0,0,0
26/01/2013 00:00,0.02,0.3279,21.4285,0,0,100,0,0,0.9694,19124604,259.7581,155.9938,1.6672,0,0.0147,0.0011,575.6525,96.4934,58.3727,70.425,1.5047,2.6219,305.901,0,0,0
27/01/2013 00:00,0.01,0.3298,23.6001,0,0,100,0,0,0.6879,19124604,243.0769,155.9938,1.6672,0,0.015,0.0007,575.6525,96.4934,58.5264,70.3051,1.5047,2.6219,308.1957,0,0,0
28/01/2013 00:00,0.02,0.3276,25.1047,0,0,100,0,0,0.6107,19124604,234.4176,155.9938,1.6672,0,0.0182,0.0007,575.6525,96.4934,57.8583,69.8148,1.5047,2.6219,304.4844,0,0,0
29/01/2013 00:00,0.02,0.3269,26.6526,0,0,100,0,0,0.6572,19124604,239.3513,155.9938,1.6672,0,0.0198,0.0008,575.6525,96.4934,57.3067,69.8306,1.5047,2.6219,300.9567,0,0,0
30/01/2013 00:00,0.01,0.3333,28.3701,0,0,100,0,0,0.4717,19124604,224.7099,155.9938,1.6672,0,0.0225,0.0007,575.6525,96.4934,58.1174,70.6521,1.5047,2.6219,308.5782,0,0,0
31/01/2013 00:00,0,0.338,29.7345,0,0,100,0,0,0.3307,19124604,214.3488,155.9938,1.6672,0,0.0277,0.0006,575.6525,96.4934,58.5852,71.0392,1.5047,2.6219,315.4119,0,0,0
01/02/2013 00:00,0,0.3418,29.9943,0,0,100,0,0,0.2352,19124604,203.7935,155.9938,1.6672,0,0.0265,0.0004,575.6525,96.4934,58.8858,71.2653,1.5047,2.6219,322.2458,0,0,0
02/02/2013 00:00,0,0.3455,30.4896,0,0,100,0,0,0.1626,19124604,200.8175,155.9938,1.6672,0,0.0297,0.0003,575.6525,96.4934,59.1649,71.4209,1.5047,2.6219,329.361,0,0,0
03/02/2013 00:00,0,0.3509,23.8309,0,0,100,0,0,0.204,19124604,258.3787,155.9938,1.6672,0,0.0201,0.0003,575.6525,96.4934,59.7151,72.1698,1.5047,2.6219,336.9059,0,0,0
04/02/2013 00:00,0,0.356,22.3509,0,0,100,0,0,0.1465,19124604,264.7595,155.9938,1.6672,0,0.0158,0.0002,575.6525,96.4934,60.4188,72.3288,1.5047,2.6219,343.7574,0,0,0
05/02/2013 00:00,0,0.3581,21.8602,0,0,100,0,0,0.1467,19124604,258.436,155.9938,1.6672,0,0.0143,0.0001,575.6525,96.4934,60.6061,72.1383,1.5047,2.6219,346.0886,0,0,0
06/02/2013 00:00,0,0.3604,24.5219,0,0,100,0,0,0.1037,19124604,240.9401,155.9938,1.6672,0,0.0176,0.0001,575.6525,96.4934,60.7885,71.9807,1.5047,2.6219,348.7859,0,0,0
07/02/2013 00:00,0,0.3626,28.3362,0,0,100,0,0,2.3226,19124604,218.441,155.9938,1.6672,0,0.0219,0.0031,575.6525,96.4934,60.8967,71.8679,1.5047,2.6219,350.0411,0,0,0
08/02/2013 00:00,0,0.3653,30.2218,0,0,100,0,0,1.8596,19124604,196.4641,155.9938,1.6672,0,0.0286,0.0034,575.6525,96.4934,60.9921,71.8554,1.5047,2.6219,354.4977,0,0,0
09/02/2013 00:00,0,0.3565,26.9411,0,0,100,0,0,3.0341,19124604,230.7063,155.9938,1.6672,0,0.0237,0.0045,575.6525,96.4934,59.2284,71.1195,1.5047,2.6219,338.6537,0,0,0
10/02/2013 00:00,0,0.3615,21.7664,0,0,100,0,0,1.9542,19124604,257.2571,155.9938,1.6672,0,0.0152,0.002,575.6525,96.4934,59.8953,71.5968,1.5047,2.6219,344.7601,0,0,0
11/02/2013 00:00,0,0.3631,21.4163,0,0,100,0,0,1.3273,19124604,256.4323,155.9938,1.6672,0,0.014,0.0013,575.6525,96.4934,60.0049,71.3944,1.5047,2.6219,346.2328,0,0,0
12/02/2013 00:00,0,0.3636,17.6694,0,0,100,0,0,0.909,19124604,282.5192,155.9938,1.6672,0,0.0118,0.0008,575.6525,96.4934,59.9438,70.9351,1.5047,2.6219,346.5545,0,0,0
13/02/2013 00:00,0,0.365,19.7857,0,0,100,0,0,0.6254,19124604,271.4922,155.9938,1.6672,0,0.0128,0.0006,575.6525,96.4934,60.064,70.6909,1.5047,2.6219,347.3042,0,0,0
14/02/2013 00:00,0,0.368,22.3988,0,0,100,0,0,0.4299,19124604,253.5634,155.9938,1.6672,0,0.0149,0.0004,575.6525,96.4934,60.3943,70.7192,1.5047,2.6219,349.8055,0,0,0
15/02/2013 00:00,0,0.372,24.6359,0,0,100,0,0,0.2885,19124604,243.8322,155.9938,1.6672,0,0.0187,0.0004,575.6525,96.4934,60.8392,70.8264,1.5047,2.6219,354.4802,0,0,0
16/02/2013 00:00,0,0.377,22.5623,0,0,100,0,0,0.1802,19124604,260.2299,155.9938,1.6672,0,0.017,0.0002,575.6525,96.4934,61.4599,71.0697,1.5047,2.6219,360.3529,0,0,0
17/02/2013 00:00,0,0.3794,24.5511,0,0,100,0,0,0.1172,19124604,236.7369,155.9938,1.6672,0,0.0178,0.0001,575.6525,96.4934,61.6669,71.0304,1.5047,2.6219,362.403,0,0,0
18/02/2013 00:00,0,0.3816,27.5966,0,0,100,0,0,0.0785,19124604,220.1206,155.9938,1.6672,0,0.0229,0.0001,575.6525,96.4934,61.7631,70.8485,1.5047,2.6219,365.6609,0,0,0
19/02/2013 00:00,0,0.3643,24.292,0,0,100,0,0,0.0748,19124604,253.618,155.9938,1.6672,0,0.0214,0.0001,575.6525,96.4934,58.7916,67.3775,1.5047,2.6219,348.9955,0,0,0
20/02/2013 00:00,0,0.361,21.7401,0,0,100,0,0,0.0534,19124604,265.7481,155.9938,1.6672,0,0.0177,0.0001,575.6525,96.4934,58.1056,66.0631,1.5047,2.6219,347.1331,0,0,0
21/02/2013 00:00,0,0.3644,19.1882,0,0,100,0,0,0.0389,19124604,280.4228,155.9938,1.6672,0,0.0138,0,575.6525,96.4934,58.5423,66.1082,1.5047,2.6219,350.7637,0,0,0
22/02/2013 00:00,0,0.3674,19.754,0,0,100,0,0,0.03,19124604,277.0005,155.9938,1.6672,0,0.0137,0,575.6525,96.4934,58.9196,66.1464,1.5047,2.6219,353.2529,0,0,0
23/02/2013 00:00,0,0.3709,22.2625,0,0,100,0,0,0.0261,19124604,256.239,155.9938,1.6672,0,0.0155,0,575.6525,96.4934,59.3368,66.2899,1.5047,2.6219,356.1409,0,0,0
24/02/2013 00:00,0,0.3741,23.1176,0,0,100,0,0,0.02,19124604,244.3075,155.9938,1.6672,0,0.0168,0,575.6525,96.4934,59.66,66.3301,1.5047,2.6219,359.3797,0,0,0
25/02/2013 00:00,0,0.3784,21.7232,0,0,100,0,0,0.0134,19124604,257.3182,155.9938,1.6672,0,0.0162,0,575.6525,96.4934,60.1483,66.4901,1.5047,2.6219,363.9953,0,0,0
26/02/2013 00:00,0,0.3829,21.5695,0,0,100,0,0,0.0154,19124604,263.927,155.9938,1.6672,0,0.0162,0,575.6525,96.4934,60.7119,66.7178,1.5047,2.6219,368.372,0,0,0
27/02/2013 00:00,0,0.3872,22.1715,0,0,100,0,0,0.0263,19124604,260.0859,155.9938,1.6672,0,0.0159,0,575.6525,96.4934,61.2709,67.0638,1.5047,2.6219,371.9883,0,0,0
28/02/2013 00:00,0.04,0.3921,21.4263,0,0,100,0,0,0.0203,19124604,264.9932,155.9938,1.6672,0,0.0155,0,575.6525,96.4934,61.8776,67.4052,1.5047,2.6219,376.7215,0,0,0
01/03/2013 00:00,0.05,0.3974,19.8415,0,0,100,0,0,0.0129,19124604,275.2757,155.9938,1.6672,0,0.0148,0,575.6525,96.4934,62.5273,67.6986,1.5047,2.6219,381.7841,0,0,0
02/03/2013 00:00,0.05,0.4005,19.783,0,0,100,0,0,0.0136,19124604,269.5628,155.9938,1.6672,0,0.0143,0,575.6525,96.4934,62.9013,67.7525,1.5047,2.6219,384.1301,0,0,0
03/03/2013 00:00,0.04,0.4026,23.5989,0,0,100,0,0,0.0125,19124604,245.0711,155.9938,1.6672,0,0.0169,0,575.6525,96.4934,63.0654,67.6229,1.5047,2.6219,385.5106,0,0,0
04/03/2013 00:00,0.05,0.4058,24.3547,0,0,100,0,0,0.0094,19124604,235.3646,155.9938,1.6672,0,0.019,0,575.6525,96.4934,63.3302,67.6166,1.5047,2.6219,389.0748,0,0,0
05/03/2013 00:00,0.04,0.4121,19.9912,0,0,100,0,0,0.0057,19124604,275.3896,155.9938,1.6672,0,0.0153,0,575.6525,96.4934,64.0907,67.9777,1.5047,2.6219,395.8908,0,0,0
06/03/2013 00:00,0.04,0.4143,18.1592,0,0,100,0,0,0.0317,19124604,283.3706,155.9938,1.6672,0,0.0136,0,575.6525,96.4934,64.397,68.1011,1.5047,2.6219,396.6971,0,0,0
07/03/2013 00:00,0.05,0.4163,19.2525,0,0,100,0,0,0.0466,19124604,277.7625,155.9938,1.6672,0,0.0139,0,575.6525,96.4934,64.6134,68.0507,1.5047,2.6219,397.3489,0,0,0
08/03/2013 00:00,0.05,0.4146,21.2024,0,0,100,0,0,0.0529,19124604,259.4418,155.9938,1.6672,0,0.0143,0.0001,575.6525,96.4934,64.2173,67.371,1.5047,2.6219,394.738,0,0,0
09/03/2013 00:00,0.03,0.4051,20.8863,0,0,100,0,0,0.044,19124604,231.0291,155.9938,1.6672,0,0.0144,0,575.6525,96.4934,62.5932,65.385,1.5047,2.6219,385.3348,0,0,0
10/03/2013 00:00,0.04,0.4033,23.0817,0,0,100,0,0,0.0317,19124604,218.7262,155.9938,1.6672,0,0.0169,0,575.6525,96.4934,62.1366,64.6249,1.5047,2.6219,383.3277,0,0,0
11/03/2013 00:00,0.04,0.4061,21.8769,0,0,100,0,0,0.0208,19124604,244.1888,155.9938,1.6672,0,0.0159,0,575.6525,96.4934,62.3555,64.5253,1.5047,2.6219,386.3387,0,0,0
12/03/2013 00:00,0.01,0.4086,21.6883,0,0,100,0,0,0.0189,19124604,256.2758,155.9938,1.6672,0,0.016,0,575.6525,96.4934,62.5752,64.4848,1.5047,2.6219,388.4207,0,0,0
13/03/2013 00:00,0.02,0.3969,24.9096,0,0,100,0,0,0.1286,19124604,235.1781,155.9938,1.6672,0,0.0182,0.0002,575.6525,96.4934,61.0769,64.3087,1.5047,2.6219,372.3795,0,0,0
14/03/2013 00:00,0.03,0.3978,26.8828,0,0,100,0,0,0.0924,19124604,193.0567,155.9938,1.6672,0,0.0213,0.0001,575.6525,96.4934,60.9805,64.0982,1.5047,2.6219,373.6044,0,0,0
15/03/2013 00:00,0.01,0.3447,21.5785,0,0,100,0,0,0.1731,19124604,265.7254,155.9938,1.6672,0,0.0171,0.0002,575.6525,96.4934,54.499,63.8303,1.5047,2.6219,306.2294,0,0,0
16/03/2013 00:00,0.04,0.3489,19.0908,0,0,100,0,0,0.1091,19124604,282.6722,155.9938,1.6672,0,0.0156,0.0001,575.6525,96.4934,55.0291,63.9373,1.5047,2.6219,310.938,0,0,0
17/03/2013 00:00,0.04,0.3514,18.6966,0,0,100,0,0,0.0736,19124604,281.7312,155.9938,1.6672,0,0.0146,0.0001,575.6525,96.4934,55.3305,63.9997,1.5047,2.6219,312.9107,0,0,0
18/03/2013 00:00,0.04,0.353,18.6709,0,0,100,0,0,0.0503,19124604,274.5417,155.9938,1.6672,0,0.0141,0.0001,575.6525,96.4934,55.478,63.8544,1.5047,2.6219,314.0312,0,0,0
19/03/2013 00:00,0.06,0.3536,19.4618,0,0,100,0,0,0.0375,19124604,263.6758,155.9938,1.6672,0,0.0142,0,575.6525,96.4934,55.4773,63.724,1.5047,2.6219,313.8615,0,0,0
20/03/2013 00:00,0,0.3545,19.9913,0,0,100,0,0,0.0277,19124604,258.2137,155.9938,1.6672,0,0.0144,0,575.6525,96.4934,55.5042,63.5314,1.5047,2.6219,314.3444,0,0,0
21/03/2013 00:00,0.02,0.3394,20.6055,0,0,100,0,0,0.1682,19124604,272.7333,155.9938,1.6672,0,0.0161,0.0002,575.6525,96.4934,53.1402,65.5202,1.5047,2.6219,283.9883,0,0,0
22/03/2013 00:00,0.03,0.3396,20.5319,0,0,100,0,0,0.179,19124604,267.3561,155.9938,1.6672,0,0.0149,0.0002,575.6525,96.4934,53.068,65.1506,1.5047,2.6219,284.303,0,0,0
23/03/2013 00:00,0.02,0.3408,20.7951,0,0,100,0,0,0.1356,19124604,260.8956,155.9938,1.6672,0,0.0155,0.0002,575.6525,96.4934,53.1175,64.8449,1.5047,2.6219,285.7951,0,0,0
24/03/2013 00:00,0.03,0.334,19.7056,0,0,100,0,0,3.243,19124604,271.8209,155.9938,1.6672,0,0.0144,0.0035,575.6525,96.4934,52.2317,64.335,1.5047,2.6219,278.1592,0,0,0
25/03/2013 00:00,0.04,0.3353,18.9492,0,0,100,0,0,2.2047,19124604,276.199,155.9938,1.6672,0,0.0137,0.0023,575.6525,96.4934,52.3346,64.1553,1.5047,2.6219,279.4805,0,0,0
26/03/2013 00:00,0.03,0.3369,18.3825,0,0,100,0,0,1.5204,19124604,275.667,155.9938,1.6672,0,0.0133,0.0015,575.6525,96.4934,52.4901,63.9686,1.5047,2.6219,281.1747,0,0,0
27/03/2013 00:00,0,0.3383,19.0457,0,0,100,0,0,1.0432,19124604,269.2693,155.9938,1.6672,0,0.014,0.0011,575.6525,96.4934,52.5973,63.7096,1.5047,2.6219,282.5185,0,0,0
28/03/2013 00:00,0.03,0.3394,18.4467,0,0,100,0,0,0.7128,19124604,269.0739,155.9938,1.6672,0,0.0136,0.0007,575.6525,96.4934,52.6611,63.3916,1.5047,2.6219,283.7805,0,0,0
29/03/2013 00:00,0.03,0.3402,16.4993,0,0,100,0,0,0.4871,19124604,275.5738,155.9938,1.6672,0,0.0124,0.0005,575.6525,96.4934,52.6949,63.045,1.5047,2.6219,284.5899,0,0,0
30/03/2013 00:00,0.02,0.3407,20.1814,0,0,100,0,0,0.3356,19124604,251.9253,155.9938,1.6672,0,0.0147,0.0004,575.6525,96.4934,52.6622,62.6616,1.5047,2.6219,284.8536,0,0,0
31/03/2013 00:00,0.01,0.3419,20.5316,0,0,100,0,0,0.2339,19124604,248.3751,155.9938,1.6672,0,0.0152,0.0003,575.6525,96.4934,52.7348,62.4359,1.5047,2.6219,286.3349,0,0,0
01/04/2013 00:00,0.01,0.344,18.796,0,0,100,0,0,0.1641,19124604,271.0326,155.9938,1.6672,0,0.0144,0.0002,575.6525,96.4934,52.9376,62.3751,1.5047,2.6219,288.4203,0,0,0
02/04/2013 00:00,0.01,0.3344,18.7041,0,0,100,0,0,0.0972,19124604,272.1024,155.9938,1.6672,0,0.0145,0.0001,575.6525,96.4934,51.867,64.3781,1.5047,2.6219,269.179,0,0,0
03/04/2013 00:00,0.01,0.3366,16.2744,0,0,100,0,0,0.0677,19124604,295.2762,155.9938,1.6672,0,0.0132,0.0001,575.6525,96.4934,52.1203,64.4099,1.5047,2.6219,270.9144,0,0,0
04/04/2013 00:00,0.01,0.3335,16.1131,0,0,100,0,0,0.1315,19124604,296.5488,155.9938,1.6672,0,0.0128,0.0001,575.6525,96.4934,51.7756,65.6627,1.5047,2.6219,263.7169,0,0,0
05/04/2013 00:00,0.01,0.3328,16.9789,0,0,100,0,0,0.6586,19124604,287.8641,155.9938,1.6672,0,0.0131,0.0007,575.6525,96.4934,51.7271,66.0164,1.5047,2.6219,261.3822,0,0,0
06/04/2013 00:00,0.01,0.3275,16.957,0,0,100,0,0,0.9098,19124604,285.5757,155.9938,1.6672,0,0.0132,0.001,575.6525,96.4934,50.8727,67.4906,1.5047,2.6219,249.8556,0,0,0
07/04/2013 00:00,0.01,0.3276,18.0677,0,0,100,0,0,0.6788,19124604,281.3393,155.9938,1.6672,0,0.0136,0.0007,575.6525,96.4934,50.8111,67.389,1.5047,2.6219,249.1896,0,0,0
08/04/2013 00:00,0.01,0.3289,19.5872,0,0,100,0,0,0.4683,19124604,265.6328,155.9938,1.6672,0,0.0147,0.0005,575.6525,96.4934,50.911,67.0853,1.5047,2.6219,250.6731,0,0,0
09/04/2013 00:00,0.01,0.3299,21.4104,0,0,100,0,0,0.3222,19124604,245.277,155.9938,1.6672,0,0.0168,0.0004,575.6525,96.4934,50.9418,66.7159,1.5047,2.6219,252.256,0,0,0
10/04/2013 00:00,0.01,0.3256,18.8032,0,0,100,0,0,0.2064,19124604,280.7951,155.9938,1.6672,0,0.0147,0.0002,575.6525,96.4934,50.2196,65.209,1.5047,2.6219,251.0694,0,0,0
11/04/2013 00:00,0.03,0.317,16.8943,0,0,100,0,0,0.5948,19124604,297.028,155.9938,1.6672,0,0.0137,0.0006,575.6525,96.4934,48.8485,63.5764,1.5047,2.6219,244.0882,0,0,0
12/04/2013 00:00,0.01,0.3128,16.7365,0,0,100,0,0,5.6122,19124604,291.5985,155.9938,1.6672,0,0.0134,0.006,575.6525,96.4934,48.2158,63.868,1.5047,2.6219,237.7719,0,0,0
13/04/2013 00:00,0.01,0.3154,16.1953,0,0,100,0,0,1.775,19124604,295.9601,155.9938,1.6672,0,0.0131,0.0019,575.6525,96.4934,48.5698,65.6466,1.5047,2.6219,234.6205,0,0,0
14/04/2013 00:00,0.01,0.3182,15.0467,0,0,100,0,0,1.4449,19124604,304.7088,155.9938,1.6672,0,0.0125,0.0015,575.6525,96.4934,48.9162,66.4409,1.5047,2.6219,234.0739,0,0,0
15/04/2013 00:00,0.01,0.3195,14.5728,0,0,100,0,0,1.042,19124604,303.3825,155.9938,1.6672,0,0.012,0.001,575.6525,96.4934,48.9956,66.4304,1.5047,2.6219,233.7519,0,0,0
16/04/2013 00:00,0.01,0.32,15.2102,0,0,100,0,0,0.6948,19124604,287.9269,155.9938,1.6672,0,0.0127,0.0007,575.6525,96.4934,48.9056,66.5553,1.5047,2.6219,231.7541,0,0,0
17/04/2013 00:00,0.01,0.32,17.7779,0,0,100,0,0,0.6113,19124604,272.3806,155.9938,1.6672,0,0.0141,0.0007,575.6525,96.4934,48.6888,67.1219,1.5047,2.6219,228.5971,0,0,0
18/04/2013 00:00,0.01,0.3232,17.1544,0,0,100,0,0,0.4313,19124604,281.2511,155.9938,1.6672,0,0.0146,0.0005,575.6525,96.4934,48.9204,67.0606,1.5047,2.6219,231.4816,0,0,0
19/04/2013 00:00,0.01,0.325,17.0332,0,0,100,0,0,0.31,19124604,281.8214,155.9938,1.6672,0,0.0133,0.0003,575.6525,96.4934,49.0507,66.8388,1.5047,2.6219,233.0912,0,0,0
20/04/2013 00:00,0.01,0.3255,18.0508,0,0,100,0,0,0.221,19124604,268.1025,155.9938,1.6672,0,0.0141,0.0002,575.6525,96.4934,49.0291,66.3807,1.5047,2.6219,233.8156,0,0,0
21/04/2013 00:00,0,0.3268,18.0825,0,0,100,0,0,0.1579,19124604,284.1248,155.9938,1.6672,0,0.0144,0.0002,575.6525,96.4934,49.1227,66.0975,1.5047,2.6219,235.3188,0,0,0
22/04/2013 00:00,0,0.3255,18.4071,0,0,100,0,0,0.2658,19124604,273.0306,155.9938,1.6672,0,0.0152,0.0003,575.6525,96.4934,48.8632,66.3678,1.5047,2.6219,232.55,0,0,0
23/04/2013 00:00,0.01,0.3236,17.692,0,0,100,0,0,0.2589,19124604,270.4738,155.9938,1.6672,0,0.0144,0.0003,575.6525,96.4934,48.5201,66.3893,1.5047,2.6219,229.5359,0,0,0
24/04/2013 00:00,0.01,0.322,15.4737,0,0,100,0,0,0.1536,19124604,280.3089,155.9938,1.6672,0,0.0137,0.0002,575.6525,96.4934,48.3234,66.0511,1.5047,2.6219,228.0513,0,0,0
25/04/2013 00:00,0.01,0.3218,15.7858,0,0,100,0,0,0.1075,19124604,283.7126,155.9938,1.6672,0,0.0126,0.0001,575.6525,96.4934,48.2851,65.5887,1.5047,2.6219,228.1192,0,0,0
26/04/2013 00:00,0.01,0.3217,16.9776,0,0,100,0,0,0.1078,19124604,274.7639,155.9938,1.6672,0,0.0143,0.0001,575.6525,96.4934,48.2639,65.5704,1.5047,2.6219,227.1644,0,0,0
27/04/2013 00:00,0,0.3226,16.8629,0,0,100,0,0,0.095,19124604,285.4436,155.9938,1.6672,0,0.0137,0.0001,575.6525,96.4934,48.3363,65.4393,1.5047,2.6219,227.8796,0,0,0
28/04/2013 00:00,0.01,0.3242,16.5029,0,0,100,0,0,0.0681,19124604,295.3473,155.9938,1.6672,0,0.0132,0.0001,575.6525,96.4934,48.4926,65.2665,1.5047,2.6219,229.2414,0,0,0
29/04/2013 00:00,0.01,0.3245,16.1653,0,0,100,0,0,0.078,19124604,296.4328,155.9938,1.6672,0,0.0137,0.0001,575.6525,96.4934,48.5562,65.1022,1.5047,2.6219,229.2918,0,0,0
30/04/2013 00:00,0.01,0.3248,16.3985,0,0,100,0,0,0.1423,19124604,292.3607,155.9938,1.6672,0,0.0133,0.0002,575.6525,96.4934,48.536,65.1246,1.5047,2.6219,228.8079,0,0,0
01/05/2013 00:00,0.01,0.3226,16.8413,0,0,100,0,0,0.1011,19124604,271.591,155.9938,1.6672,0,0.0138,0.0001,575.6525,96.4934,48.1364,64.1906,1.5047,2.6219,227.6179,0,0,0
02/05/2013 00:00,0.01,0.3211,16.0922,0,0,100,0,0,0.3009,19124604,294.1535,155.9938,1.6672,0,0.0144,0.0004,575.6525,96.4934,47.7952,64.5741,1.5047,2.6219,224.4776,0,0,0
03/05/2013 00:00,0.01,0.3233,13.4006,0,0,100,0,0,0.1829,19124604,318.1369,155.9938,1.6672,0,0.014,0.0002,575.6525,96.4934,48.0475,64.2511,1.5047,2.6219,226.7913,0,0,0
04/05/2013 00:00,0.01,0.3241,14.3973,0,0,100,0,0,0.1284,19124604,308.8119,155.9938,1.6672,0,0.0126,0.0001,575.6525,96.4934,48.1106,63.8508,1.5047,2.6219,227.5959,0,0,0
05/05/2013 00:00,0.01,0.3247,15.0762,0,0,100,0,0,0.0882,19124604,297.9209,155.9938,1.6672,0,0.013,0.0001,575.6525,96.4934,48.1272,63.4204,1.5047,2.6219,228.1448,0,0,0
