X,Y,distance_from_Goolwa
351313.097,6031680.071,65000
351349.322,6031645.621,65050
351383.243,6031608.899,65100
351414.718,6031570.06,65150
351443.615,6031529.267,65200
351469.813,6031486.69,65250
351493.203,6031442.508,65300
351513.685,6031396.905,65350
351531.175,6031350.073,65400
351545.599,6031302.208,65450
351562.393,6031255.265,65500
351583.421,6031209.906,65550
351606.176,6031165.387,65600
351630.623,6031121.775,65650
351656.727,6031079.133,65700
351684.449,6031037.526,65750
351713.749,6030997.014,65800
351744.583,6030957.657,65850
351776.905,6030919.513,65900
351810.668,6030882.638,65950
351845.822,6030847.087,66000
351882.316,6030812.912,66050
351920.094,6030780.164,66100
351959.103,6030748.891,66150
351999.284,6030719.138,66200
352040.577,6030690.951,66250
352082.923,6030664.37,66300
352126.258,6030639.435,66350
352170.519,6030616.182,66400
352215.639,6030594.646,66450
352261.782,6030575.475,66500
352308.773,6030558.41,66550
352354.782,6030538.851,66600
352399.676,6030516.853,66650
352443.327,6030492.479,66700
352485.608,6030465.801,66750
352526.397,6030436.895,66800
352565.579,6030405.843,66850
352603.039,6030372.735,66900
352638.67,6030337.666,66950
352672.371,6030300.738,67000
352704.043,6030262.056,67050
352733.595,6030221.732,67100
352760.943,6030179.881,67150
352786.009,6030136.625,67200
352808.719,6030092.086,67250
352829.457,6030046.591,67300
352850.966,6030001.456,67350
352873.692,6029956.921,67400
352897.618,6029913.019,67450
352922.725,6029869.781,67500
352948.996,6029827.241,67550
352976.411,6029785.429,67600
353004.95,6029744.376,67650
353034.593,6029704.112,67700
353065.316,6029664.667,67750
353097.098,6029626.07,67800
353129.916,6029588.349,67850
353163.744,6029551.532,67900
353198.559,6029515.646,67950
353234.334,6029480.718,68000
353271.044,6029446.773,68050
353308.661,6029413.836,68100
353343.098,6029377.646,68150
353376.474,6029340.418,68200
353409.316,6029302.717,68250
353441.616,6029264.551,68300
353473.369,6029225.928,68350
353504.567,6029186.855,68400
353535.204,6029147.342,68450
353565.274,6029107.395,68500
353594.771,6029067.024,68550
353623.69,6029026.235,68600
353652.023,6028985.038,68650
353679.765,6028943.441,68700
353706.911,6028901.452,68750
353733.455,6028859.08,68800
353759.391,6028816.334,68850
353784.715,6028773.222,68900
353809.421,6028729.753,68950
353833.505,6028685.935,69000
353856.96,6028641.779,69050
353879.783,6028597.292,69100
353901.969,6028552.484,69150
353923.513,6028507.364,69200
353944.411,6028461.942,69250
353964.659,6028416.225,69300
353984.253,6028370.225,69350
354003.188,6028323.949,69400
354021.46,6028277.408,69450
354039.067,6028230.611,69500
354056.004,6028183.568,69550
354072.268,6028136.287,69600
354087.855,6028088.779,69650
354102.764,6028041.054,69700
354116.989,6027993.121,69750
354130.529,6027944.99,69800
354143.381,6027896.67,69850
354155.542,6027848.172,69900
354167.01,6027799.505,69950
354177.782,6027750.68,70000
354185.643,6027701.364,70050
354196.655,6027652.638,70100
354214.65,6027606.036,70150
354239.245,6027562.555,70200
354269.915,6027523.123,70250
354306.004,6027488.581,70300
354346.743,6027459.669,70350
354391.26,6027437.002,70400
354438.605,6027421.066,70450
354487.768,6027412.2,70500
354537.697,6027410.594,70550
354587.328,6027416.283,70600
354635.599,6027429.144,70650
354681.481,6027448.903,70700
354726.64,6027470.075,70750
354775.977,6027476.697,70800
354824.841,6027467.192,70850
354868.097,6027442.557,70900
354901.202,6027405.381,70950
354920.816,6027359.607,71000
354935.077,6027311.684,71050
354949.841,6027263.914,71100
354965.108,6027216.302,71150
354980.876,6027168.854,71200
354997.144,6027121.574,71250
355013.908,6027074.469,71300
355031.168,6027027.542,71350
355048.922,6026980.801,71400
355067.167,6026934.249,71450
355085.901,6026887.892,71500
355105.124,6026841.734,71550
355124.831,6026795.782,71600
355145.022,6026750.04,71650
355165.693,6026704.514,71700
355186.844,6026659.208,71750
355208.47,6026614.127,71800
355230.57,6026569.277,71850
355253.142,6026524.662,71900
355276.183,6026480.287,71950
355299.69,6026436.158,72000
355323.661,6026392.279,72050
355348.092,6026348.655,72100
355372.982,6026305.29,72150
355398.328,6026262.191,72200
355420.335,6026217.583,72250
355428.062,6026168.323,72300
355423.008,6026118.718,72350
355405.505,6026072.028,72400
355376.703,6026031.325,72450
355338.498,6025999.285,72500
355292.017,6025981.728,72550
355249.513,6025955.695,72600
355215.668,6025919.105,72650
355193.022,6025874.703,72700
355183.275,6025825.823,72750
355187.158,6025776.131,72800
355204.379,6025729.358,72850
355233.646,6025689.013,72900
355272.764,6025658.124,72950
355320.03,6025644.291,73000
355369.553,6025637.407,73050
355418.922,6025629.493,73100
355468.115,6025620.552,73150
355517.111,6025610.589,73200
355565.89,6025599.608,73250
355614.429,6025587.613,73300
355662.707,6025574.61,73350
355710.705,6025560.605,73400
355758.4,6025545.603,73450
355805.773,6025529.611,73500
355852.802,6025512.636,73550
355899.468,6025494.685,73600
355945.749,6025475.766,73650
355991.627,6025455.888,73700
356037.081,6025435.058,73750
356082.091,6025413.287,73800
356126.638,6025390.583,73850
356170.702,6025366.956,73900
356214.265,6025342.416,73950
356257.308,6025316.975,74000
356299.811,6025290.643,74050
356341.756,6025263.431,74100
356383.126,6025235.352,74150
356423.903,6025206.417,74200
356464.067,6025176.64,74250
356503.603,6025146.032,74300
356542.493,6025114.608,74350
356580.72,6025082.381,74400
356618.001,6025049.125,74450
356648.111,6025009.214,74500
356680.055,6024970.754,74550
356713.762,6024933.83,74600
356749.16,6024898.524,74650
356786.169,6024864.911,74700
356824.711,6024833.065,74750
356864.699,6024803.057,74800
356906.047,6024774.952,74850
356948.664,6024748.812,74900
356992.457,6024724.693,74950
357037.33,6024702.648,75000
357083.184,6024682.726,75050
357129.92,6024664.97,75100
357177.436,6024649.419,75150
357225.627,6024636.108,75200
357274.387,6024625.064,75250
357323.611,6024616.313,75300
357373.19,6024609.874,75350
357423.016,6024605.76,75400
357472.979,6024603.981,75450
357522.972,6024604.54,75500
357572.883,6024607.437,75550
357622.605,6024612.665,75600
357671.664,6024622.048,75650
357721.47,6024625.751,75700
357771.205,6024621.198,75750
357819.51,6024608.516,75800
357865.067,6024588.05,75850
357906.631,6024560.359,75900
357943.065,6024526.2,75950
357974.05,6024486.986,76000
358005.692,6024448.277,76050
358038.984,6024410.978,76100
358073.864,6024375.158,76150
358110.264,6024340.886,76200
358148.118,6024308.225,76250
358187.353,6024277.238,76300
358227.896,6024247.983,76350
358269.671,6024220.514,76400
358312.597,6024194.884,76450
358355.952,6024170.012,76500
358398.137,6024143.172,76550
358439.888,6024115.662,76600
358481.196,6024087.492,76650
358522.051,6024058.667,76700
358562.44,6024029.195,76750
358602.356,6023999.083,76800
358641.786,6023968.339,76850
358680.722,6023936.972,76900
358719.154,6023904.988,76950
358757.071,6023872.396,77000
358794.464,6023839.204,77050
358831.324,6023805.42,77100
358867.641,6023771.054,77150
358903.406,6023736.114,77200
358938.61,6023700.609,77250
358973.244,6023664.547,77300
359007.299,6023627.939,77350
359040.766,6023590.792,77400
359073.638,6023553.117,77450
359105.906,6023514.924,77500
359137.561,6023476.221,77550
359168.596,6023437.019,77600
359199.002,6023397.328,77650
359228.772,6023357.157,77700
359257.899,6023316.517,77750
359286.374,6023275.419,77800
359314.192,6023233.872,77850
359341.344,6023191.887,77900
359367.824,6023149.476,77950
359393.625,6023106.648,78000
359418.741,6023063.414,78050
359443.165,6023019.786,78100
359466.89,6022975.774,78150
359492.476,6022932.894,78200
359520.143,6022891.246,78250
359547.811,6022849.599,78300
359575.479,6022807.952,78350
359603.147,6022766.305,78400
359630.814,6022724.657,78450
359658.482,6022683.01,78500
359686.15,6022641.363,78550
359713.818,6022599.715,78600
359741.485,6022558.068,78650
359769.153,6022516.421,78700
359796.821,6022474.774,78750
359824.489,6022433.126,78800
359852.156,6022391.479,78850
359879.824,6022349.832,78900
359907.492,6022308.185,78950
359939.128,6022269.603,79000
359972.468,6022232.341,79050
360005.84,6022195.108,79100
360039.243,6022157.903,79150
360072.678,6022120.726,79200
360106.145,6022083.578,79250
360139.643,6022046.458,79300
360173.172,6022009.367,79350
360206.733,6021972.304,79400
360240.326,6021935.27,79450
360273.95,6021898.264,79500
360307.605,6021861.287,79550
360341.292,6021824.338,79600
360375.01,6021787.418,79650
360408.76,6021750.527,79700
360442.54,6021713.664,79750
360476.352,6021676.83,79800
360510.196,6021640.025,79850
360544.07,6021603.248,79900
360577.976,6021566.5,79950
360611.913,6021529.781,80000
360645.881,6021493.091,80050
360679.881,6021456.43,80100
360713.911,6021419.798,80150
360747.973,6021383.194,80200
360782.065,6021346.62,80250
360816.189,6021310.074,80300
360850.343,6021273.558,80350
360884.529,6021237.07,80400
360918.746,6021200.612,80450
360952.993,6021164.182,80500
360987.272,6021127.782,80550
361021.581,6021091.411,80600
361055.921,6021055.068,80650
361090.292,6021018.756,80700
361124.694,6020982.472,80750
361159.127,6020946.217,80800
361193.591,6020909.992,80850
361228.085,6020873.796,80900
361262.61,6020837.63,80950
361297.165,6020801.492,81000
361331.752,6020765.384,81050
361366.369,6020729.306,81100
361401.016,6020693.256,81150
361435.695,6020657.237,81200
361470.403,6020621.246,81250
361505.143,6020585.286,81300
361539.913,6020549.354,81350
361574.713,6020513.453,81400
361609.544,6020477.58,81450
361644.405,6020441.738,81500
361679.297,6020405.925,81550
361714.219,6020370.142,81600
361749.171,6020334.388,81650
361784.154,6020298.664,81700
361819.167,6020262.97,81750
361854.211,6020227.305,81800
361889.284,6020191.67,81850
361924.388,6020156.065,81900
361959.523,6020120.49,81950
361994.687,6020084.945,82000
362029.881,6020049.43,82050
362065.106,6020013.944,82100
362100.361,6019978.489,82150
362135.646,6019943.063,82200
362170.961,6019907.667,82250
362206.306,6019872.302,82300
362241.681,6019836.966,82350
362277.086,6019801.66,82400
362312.521,6019766.385,82450
362347.986,6019731.14,82500
362383.481,6019695.924,82550
362419.005,6019660.739,82600
362454.56,6019625.584,82650
362490.145,6019590.459,82700
362525.759,6019555.365,82750
362561.403,6019520.301,82800
362597.077,6019485.267,82850
362632.78,6019450.263,82900
362668.513,6019415.29,82950
362704.276,6019380.347,83000
362740.069,6019345.434,83050
362775.891,6019310.552,83100
362811.743,6019275.7,83150
362847.624,6019240.879,83200
362883.535,6019206.088,83250
362919.476,6019171.328,83300
362955.446,6019136.598,83350
362991.445,6019101.899,83400
363027.474,6019067.23,83450
363063.533,6019032.592,83500
363099.621,6018997.985,83550
363135.738,6018963.408,83600
363171.884,6018928.862,83650
363208.06,6018894.346,83700
363244.265,6018859.862,83750
363280.583,6018825.496,83800
363317.132,6018791.377,83850
363353.596,6018757.166,83900
363389.975,6018722.865,83950
363426.269,6018688.474,84000
363462.477,6018653.992,84050
363498.6,6018619.421,84100
363534.636,6018584.761,84150
363570.587,6018550.011,84200
363606.451,6018515.171,84250
363642.228,6018480.243,84300
363677.919,6018445.226,84350
363713.522,6018410.121,84400
363749.038,6018374.927,84450
363784.467,6018339.645,84500
363819.808,6018304.275,84550
363855.061,6018268.818,84600
363890.226,6018233.273,84650
363925.302,6018197.641,84700
363960.29,6018161.922,84750
363995.189,6018126.116,84800
364029.999,6018090.224,84850
364064.72,6018054.245,84900
364099.351,6018018.181,84950
364133.893,6017982.03,85000
364168.344,6017945.793,85050
364202.706,6017909.472,85100
364236.977,6017873.065,85150
364271.158,6017836.573,85200
364305.248,6017799.996,85250
364339.248,6017763.334,85300
364373.156,6017726.589,85350
364406.972,6017689.759,85400
364440.697,6017652.845,85450
364474.331,6017615.848,85500
364507.872,6017578.767,85550
364541.321,6017541.604,85600
364574.678,6017504.357,85650
364607.942,6017467.027,85700
364641.114,6017429.615,85750
364674.192,6017392.121,85800
364707.177,6017354.545,85850
364740.069,6017316.886,85900
364772.867,6017279.147,85950
364805.571,6017241.326,86000
364838.181,6017203.424,86050
364870.697,6017165.441,86100
364903.119,6017127.377,86150
364935.446,6017089.233,86200
364967.678,6017051.009,86250
364999.815,6017012.705,86300
365031.857,6016974.321,86350
365063.804,6016935.858,86400
365095.655,6016897.315,86450
365127.41,6016858.694,86500
365159.069,6016819.994,86550
365190.632,6016781.215,86600
365222.098,6016742.358,86650
365253.468,6016703.423,86700
365284.741,6016664.411,86750
365315.917,6016625.32,86800
365346.996,6016586.153,86850
365377.978,6016546.908,86900
365408.862,6016507.587,86950
365439.648,6016468.189,87000
365470.336,6016428.714,87050
365500.926,6016389.164,87100
365531.418,6016349.537,87150
365561.812,6016309.836,87200
365592.106,6016270.058,87250
365622.302,6016230.206,87300
365652.399,6016190.279,87350
365682.396,6016150.277,87400
365712.295,6016110.201,87450
365742.093,6016070.05,87500
365771.792,6016029.826,87550
365801.39,6015989.528,87600
365830.889,6015949.157,87650
365860.287,6015908.713,87700
365889.585,6015868.195,87750
365918.782,6015827.606,87800
365947.878,6015786.943,87850
365976.873,6015746.209,87900
366005.766,6015705.403,87950
366034.559,6015664.525,88000
366063.25,6015623.576,88050
366091.838,6015582.555,88100
366120.325,6015541.464,88150
366148.71,6015500.302,88200
366176.993,6015459.07,88250
366205.173,6015417.767,88300
366233.25,6015376.395,88350
366261.225,6015334.954,88400
366289.096,6015293.442,88450
366316.865,6015251.862,88500
366344.53,6015210.213,88550
366372.091,6015168.495,88600
366399.549,6015126.71,88650
366426.903,6015084.856,88700
366454.153,6015042.934,88750
366481.299,6015000.944,88800
366508.34,6014958.888,88850
366535.277,6014916.764,88900
366562.11,6014874.574,88950
366588.837,6014832.317,89000
366615.459,6014789.994,89050
366641.976,6014747.604,89100
366668.388,6014705.15,89150
366694.694,6014662.629,89200
366720.895,6014620.044,89250
366746.99,6014577.393,89300
366772.979,6014534.678,89350
366798.861,6014491.899,89400
366824.638,6014449.055,89450
366850.307,6014406.147,89500
366875.871,6014363.176,89550
366901.327,6014320.142,89600
366926.676,6014277.044,89650
366951.919,6014233.884,89700
366977.054,6014190.661,89750
367002.082,6014147.375,89800
367027.002,6014104.028,89850
367051.718,6014060.565,89900
367076.325,6014017.039,89950
367101.091,6013973.604,90000
367126.017,6013930.26,90050
367151.103,6013887.008,90100
367176.347,6013843.849,90150
367201.75,6013800.783,90200
367227.312,6013757.81,90250
367253.031,6013714.932,90300
367278.907,6013672.149,90350
367304.941,6013629.462,90400
367331.132,6013586.87,90450
367357.48,6013544.375,90500
367383.983,6013501.978,90550
367410.642,6013459.678,90600
367437.457,6013417.476,90650
367464.427,6013375.374,90700
367491.551,6013333.371,90750
367518.83,6013291.467,90800
367546.263,6013249.665,90850
367573.849,6013207.964,90900
367601.588,6013166.364,90950
367629.481,6013124.867,91000
367657.526,6013083.473,91050
367685.723,6013042.182,91100
367714.071,6013000.995,91150
367742.571,6012959.913,91200
367771.222,6012918.936,91250
367800.024,6012878.065,91300
367828.975,6012837.299,91350
367858.077,6012796.641,91400
367887.327,6012756.09,91450
367916.727,6012715.647,91500
367946.275,6012675.312,91550
367975.972,6012635.086,91600
368005.816,6012594.97,91650
368035.808,6012554.964,91700
368065.946,6012515.068,91750
368096.231,6012475.283,91800
368126.663,6012435.611,91850
368157.24,6012396.05,91900
368187.962,6012356.602,91950
368218.829,6012317.268,92000
368249.841,6012278.047,92050
368280.997,6012238.94,92100
368312.296,6012199.949,92150
368343.739,6012161.073,92200
368375.325,6012122.312,92250
368407.053,6012083.669,92300
368438.922,6012045.142,92350
368470.934,6012006.733,92400
368503.086,6011968.441,92450
368535.379,6011930.269,92500
368567.812,6011892.215,92550
368600.385,6011854.281,92600
368633.098,6011816.467,92650
368665.949,6011778.774,92700
368698.939,6011741.201,92750
368732.066,6011703.751,92800
368765.332,6011666.422,92850
368798.734,6011629.216,92900
368834.393,6011594.194,92950
368870.173,6011559.269,93000
368905.6,6011523.985,93050
368940.669,6011488.347,93100
368975.378,6011452.357,93150
369009.722,6011416.019,93200
369043.699,6011379.336,93250
369077.304,6011342.314,93300
369110.534,6011304.955,93350
369143.387,6011267.262,93400
369175.858,6011229.241,93450
369207.944,6011190.895,93500
369239.642,6011152.227,93550
369270.949,6011113.242,93600
369301.862,6011073.943,93650
369332.377,6011034.335,93700
369362.492,6010994.421,93750
369392.203,6010954.207,93800
369421.507,6010913.694,93850
369450.402,6010872.889,93900
369478.884,6010831.795,93950
369506.951,6010790.416,94000
369534.599,6010748.756,94050
369561.826,6010706.819,94100
369588.63,6010664.611,94150
369615.006,6010622.134,94200
369640.954,6010579.394,94250
369666.469,6010536.395,94300
369691.55,6010493.141,94350
369716.194,6010449.636,94400
369740.399,6010405.886,94450
369764.161,6010361.893,94500
369787.479,6010317.664,94550
369810.35,6010273.201,94600
369832.772,6010228.511,94650
369854.743,6010183.597,94700
369876.26,6010138.464,94750
369897.321,6010093.116,94800
369917.925,6010047.559,94850
369938.068,6010001.796,94900
369957.749,6009955.833,94950
369976.966,6009909.674,95000
369995.717,6009863.323,95050
370014.001,6009816.786,95100
370031.844,6009770.078,95150
370049.831,6009723.426,95200
370068.097,6009676.882,95250
370086.642,6009630.448,95300
370105.465,6009584.126,95350
370124.564,6009537.918,95400
370143.941,6009491.825,95450
370163.592,6009445.849,95500
370183.519,6009399.992,95550
370203.721,6009354.255,95600
370224.196,6009308.639,95650
370244.944,6009263.147,95700
370265.963,6009217.78,95750
370287.255,6009172.54,95800
370308.817,6009127.428,95850
370330.648,6009082.447,95900
370352.749,6009037.596,95950
370375.118,6008992.879,96000
370397.755,6008948.297,96050
370420.658,6008903.851,96100
370443.827,6008859.543,96150
370467.261,6008815.375,96200
370490.959,6008771.348,96250
370514.921,6008727.463,96300
370539.145,6008683.723,96350
370563.63,6008640.129,96400
370588.376,6008596.682,96450
370613.382,6008553.384,96500
370638.647,6008510.237,96550
370664.17,6008467.242,96600
370689.95,6008424.401,96650
370715.986,6008381.715,96700
370742.277,6008339.185,96750
370768.823,6008296.814,96800
370795.622,6008254.602,96850
370822.673,6008212.552,96900
370849.976,6008170.665,96950
370877.529,6008128.942,97000
370905.332,6008087.384,97050
370933.383,6008045.994,97100
370961.681,6008004.773,97150
370990.226,6007963.722,97200
371019.016,6007922.843,97250
371048.051,6007882.137,97300
371077.329,6007841.606,97350
371106.849,6007801.25,97400
371136.611,6007761.072,97450
371166.612,6007721.074,97500
371196.853,6007681.255,97550
371227.331,6007641.619,97600
371258.047,6007602.166,97650
371288.998,6007562.897,97700
371323.401,6007526.666,97750
371358.024,6007490.594,97800
371392.197,6007454.095,97850
371425.916,6007417.176,97900
371459.175,6007379.843,97950
371491.969,6007342.1,98000
371524.294,6007303.954,98050
371556.143,6007265.41,98100
371587.512,6007226.475,98150
371618.397,6007187.155,98200
371648.792,6007147.455,98250
371678.693,6007107.381,98300
371708.095,6007066.94,98350
371736.995,6007026.138,98400
371765.387,6006984.982,98450
371793.266,6006943.476,98500
371820.63,6006901.629,98550
371847.473,6006859.446,98600
371873.792,6006816.934,98650
371899.582,6006774.098,98700
371924.839,6006730.947,98750
371949.56,6006687.487,98800
371973.741,6006643.723,98850
371997.378,6006599.663,98900
372020.468,6006555.314,98950
372043.006,6006510.682,99000
372064.99,6006465.775,99050
372086.416,6006420.599,99100
372107.281,6006375.16,99150
372127.581,6006329.467,99200
372147.314,6006283.526,99250
372166.476,6006237.344,99300
372185.065,6006190.928,99350
372203.077,6006144.286,99400
372220.511,6006097.424,99450
372237.362,6006050.35,99500
372253.629,6006003.07,99550
372269.31,6005955.593,99600
372284.401,6005907.925,99650
372298.9,6005860.074,99700
372312.806,6005812.047,99750
372329.665,6005765.045,99800
372348.694,6005718.807,99850
372368.222,6005672.779,99900
372388.246,6005626.964,99950
372408.765,6005581.368,100000
372429.777,6005535.998,100050
372451.277,6005490.857,100100
372473.266,6005445.952,100150
372495.738,6005401.287,100200
372518.693,6005356.868,100250
372542.127,6005312.699,100300
372566.037,6005268.787,100350
372590.421,6005225.137,100400
372615.276,6005181.752,100450
372640.599,6005138.639,100500
372666.387,6005095.803,100550
372692.637,6005053.248,100600
372719.346,6005010.98,100650
372746.511,6004969.003,100700
372774.128,6004927.322,100750
372802.194,6004885.943,100800
372830.707,6004844.87,100850
372859.662,6004804.108,100900
372889.057,6004763.661,100950
372918.888,6004723.535,101000
372949.151,6004683.734,101050
372979.843,6004644.262,101100
373010.96,6004605.126,101150
373042.499,6004566.328,101200
373074.456,6004527.873,101250
373106.827,6004489.767,101300
373139.608,6004452.013,101350
373172.796,6004414.616,101400
373206.387,6004377.58,101450
373240.376,6004340.91,101500
373274.76,6004304.61,101550
373309.535,6004268.684,101600
373344.697,6004233.136,101650
373379.794,6004197.588,101700
373408.933,6004156.957,101750
373438.073,6004116.326,101800
373467.213,6004075.694,101850
373496.352,6004035.063,101900
373525.492,6003994.432,101950
373554.631,6003953.801,102000
373583.771,6003913.17,102050
373612.91,6003872.539,102100
373642.05,6003831.908,102150
373671.189,6003791.277,102200
373700.329,6003750.645,102250
373729.468,6003710.014,102300
373758.608,6003669.383,102350
373787.747,6003628.752,102400
373816.887,6003588.121,102450
373846.026,6003547.49,102500
373875.166,6003506.859,102550
373904.305,6003466.227,102600
373933.445,6003425.596,102650
373962.584,6003384.965,102700
373991.724,6003344.334,102750
374020.863,6003303.703,102800
374047.41,6003261.407,102850
374072.238,6003218.007,102900
374097.067,6003174.607,102950
374121.895,6003131.207,103000
374146.724,6003087.807,103050
374171.552,6003044.407,103100
374196.381,6003001.007,103150
374221.209,6002957.608,103200
374246.037,6002914.208,103250
374270.866,6002870.808,103300
374295.694,6002827.408,103350
374320.523,6002784.008,103400
374345.351,6002740.608,103450
374370.18,6002697.208,103500
374395.008,6002653.808,103550
374419.836,6002610.409,103600
374444.665,6002567.009,103650
374469.493,6002523.609,103700
374494.322,6002480.209,103750
374519.15,6002436.809,103800
374543.978,6002393.409,103850
374568.807,6002350.009,103900
374593.635,6002306.609,103950
374618.464,6002263.209,104000
374643.292,6002219.81,104050
374668.121,6002176.41,104100
374692.949,6002133.01,104150
374717.777,6002089.61,104200
374742.606,6002046.21,104250
374767.434,6002002.81,104300
374792.263,6001959.41,104350
374817.091,6001916.01,104400
374841.92,6001872.611,104450
374866.748,6001829.211,104500
374891.576,6001785.811,104550
374916.405,6001742.411,104600
374941.233,6001699.011,104650
374966.062,6001655.611,104700
374990.89,6001612.211,104750
375015.718,6001568.811,104800
375040.547,6001525.412,104850
375065.375,6001482.012,104900
375090.204,6001438.612,104950
375115.032,6001395.212,105000
375139.861,6001351.812,105050
375164.689,6001308.412,105100
375189.517,6001265.012,105150
375214.346,6001221.612,105200
375239.174,6001178.213,105250
375264.003,6001134.813,105300
375288.831,6001091.413,105350
375313.66,6001048.013,105400
375338.488,6001004.613,105450
375363.316,6000961.213,105500
375388.145,6000917.813,105550
375412.973,6000874.413,105600
375437.802,6000831.013,105650
375462.63,6000787.614,105700
375487.458,6000744.214,105750
375512.287,6000700.814,105800
375537.115,6000657.414,105850
375561.944,6000614.014,105900
375586.772,6000570.614,105950
375611.601,6000527.214,106000
375636.429,6000483.814,106050
375661.257,6000440.415,106100
375686.086,6000397.015,106150
375710.914,6000353.615,106200
375735.743,6000310.215,106250
375760.571,6000266.815,106300
375785.399,6000223.415,106350
375810.228,6000180.015,106400
375835.056,6000136.615,106450
375859.885,6000093.216,106500
375884.713,6000049.816,106550
375909.542,6000006.416,106600
375934.37,5999963.016,106650
375959.198,5999919.616,106700
375984.027,5999876.216,106750
376008.855,5999832.816,106800
376033.684,5999789.416,106850
376058.512,5999746.016,106900
376083.341,5999702.617,106950
376108.169,5999659.217,107000
376132.997,5999615.817,107050
376157.826,5999572.417,107100
376182.654,5999529.017,107150
376207.483,5999485.617,107200
376232.311,5999442.217,107250
376257.139,5999398.817,107300
376281.968,5999355.418,107350
376306.796,5999312.018,107400
376331.625,5999268.618,107450
376356.453,5999225.218,107500
376381.282,5999181.818,107550
376406.11,5999138.418,107600
376430.938,5999095.018,107650
376455.767,5999051.618,107700
376480.595,5999008.219,107750
376505.424,5998964.819,107800
376530.252,5998921.419,107850
376555.081,5998878.019,107900
376579.909,5998834.619,107950
376604.737,5998791.219,108000
376629.566,5998747.819,108050
376654.394,5998704.419,108100
376679.223,5998661.019,108150
376704.051,5998617.62,108200
376728.879,5998574.22,108250
376753.708,5998530.82,108300
376778.536,5998487.42,108350
376803.365,5998444.02,108400
376828.193,5998400.62,108450
376853.022,5998357.22,108500
376877.85,5998313.82,108550
376902.678,5998270.421,108600
376927.507,5998227.021,108650
376952.335,5998183.621,108700
376977.164,5998140.221,108750
377001.992,5998096.821,108800
377026.821,5998053.421,108850
377051.649,5998010.021,108900
377076.477,5997966.621,108950
377101.306,5997923.222,109000
377126.134,5997879.822,109050
377150.963,5997836.422,109100
377175.791,5997793.022,109150
377200.619,5997749.622,109200
377225.448,5997706.222,109250
377250.276,5997662.822,109300
377275.105,5997619.422,109350
377299.933,5997576.023,109400
377324.762,5997532.623,109450
377349.59,5997489.223,109500
377374.418,5997445.823,109550
377399.247,5997402.423,109600
377424.075,5997359.023,109650
377448.904,5997315.623,109700
377473.732,5997272.223,109750
377498.56,5997228.823,109800
377523.389,5997185.424,109850
377548.217,5997142.024,109900
377573.046,5997098.624,109950
377597.874,5997055.224,110000
377622.703,5997011.824,110050
377647.531,5996968.424,110100
377672.359,5996925.024,110150
377697.188,5996881.624,110200
377722.016,5996838.225,110250
377746.845,5996794.825,110300
377771.673,5996751.425,110350
377796.502,5996708.025,110400
377821.33,5996664.625,110450
377846.158,5996621.225,110500
377870.987,5996577.825,110550
377895.815,5996534.425,110600
377920.644,5996491.026,110650
377945.472,5996447.626,110700
377970.3,5996404.226,110750
377995.129,5996360.826,110800
378019.957,5996317.426,110850
378044.786,5996274.026,110900
378069.614,5996230.626,110950
378094.443,5996187.226,111000
378119.271,5996143.826,111050
378144.099,5996100.427,111100
378168.928,5996057.027,111150
378193.756,5996013.627,111200
378218.585,5995970.227,111250
378243.413,5995926.827,111300
378268.242,5995883.427,111350
378293.07,5995840.027,111400
378317.898,5995796.627,111450
378342.727,5995753.228,111500
378367.555,5995709.828,111550
378392.384,5995666.428,111600
378417.212,5995623.028,111650
378442.04,5995579.628,111700
378466.869,5995536.228,111750
378491.697,5995492.828,111800
378516.526,5995449.428,111850
378541.354,5995406.029,111900
378566.183,5995362.629,111950
378591.011,5995319.229,112000
378615.839,5995275.829,112050
378640.668,5995232.429,112100
378665.496,5995189.029,112150
378690.325,5995145.629,112200
378715.153,5995102.229,112250
378739.982,5995058.829,112300
378764.81,5995015.43,112350
378789.638,5994972.03,112400
378814.467,5994928.63,112450
378839.295,5994885.23,112500
378864.124,5994841.83,112550
378888.952,5994798.43,112600
378913.78,5994755.03,112650
378938.609,5994711.63,112700
378963.437,5994668.231,112750
378988.266,5994624.831,112800
379013.094,5994581.431,112850
379037.923,5994538.031,112900
379062.751,5994494.631,112950
379087.579,5994451.231,113000
379112.408,5994407.831,113050
379137.236,5994364.431,113100
379162.065,5994321.032,113150
379186.893,5994277.632,113200
379211.722,5994234.232,113250
379236.55,5994190.832,113300
379261.378,5994147.432,113350
379286.207,5994104.032,113400
379311.035,5994060.632,113450
379335.864,5994017.232,113500
379360.692,5993973.833,113550
379385.52,5993930.433,113600
379410.349,5993887.033,113650
379435.177,5993843.633,113700
379460.006,5993800.233,113750
379484.834,5993756.833,113800
379509.663,5993713.433,113850
379534.491,5993670.033,113900
379559.319,5993626.633,113950
379584.148,5993583.234,114000
379608.976,5993539.834,114050
379633.805,5993496.434,114100
379658.633,5993453.034,114150
379683.461,5993409.634,114200
379708.29,5993366.234,114250
379733.118,5993322.834,114300
379757.947,5993279.434,114350
379782.775,5993236.035,114400
379807.604,5993192.635,114450
379832.432,5993149.235,114500
379857.26,5993105.835,114550
379882.089,5993062.435,114600
379906.917,5993019.035,114650
379931.746,5992975.635,114700
379956.574,5992932.235,114750
379981.403,5992888.836,114800
380006.231,5992845.436,114850
