X,Y
350428.312,6032613.992
350446.407,6032567.381
350464.263,6032520.678
350481.878,6032473.884
350499.253,6032427
350516.387,6032380.028
350533.279,6032332.968
350549.93,6032285.821
350566.338,6032238.59
350573.985,6032189.376
350585.41,6032140.734
350602.953,6032093.949
350626.327,6032049.788
350655.151,6032008.973
350688.951,6031972.174
350727.174,6031939.994
350769.193,6031912.958
350814.322,6031891.511
350861.82,6031876.003
350911.063,6031867.706
350960.266,6031858.866
351008.795,6031846.862
351056.446,6031831.745
351103.019,6031813.577
351148.319,6031792.434
351192.157,6031768.406
351234.349,6031741.593
351274.719,6031712.107
351313.097,6031680.071
351349.322,6031645.621
351383.243,6031608.899
351414.718,6031570.06
351443.615,6031529.267
351469.813,6031486.69
351493.203,6031442.508
351513.685,6031396.905
351531.175,6031350.073
351545.599,6031302.208
351562.393,6031255.265
351583.421,6031209.906
351606.176,6031165.387
351630.623,6031121.775
351656.727,6031079.133
351684.449,6031037.526
351713.749,6030997.014
351744.583,6030957.657
351776.905,6030919.513
351810.668,6030882.638
351845.822,6030847.087
351882.316,6030812.912
351920.094,6030780.164
351959.103,6030748.891
351999.284,6030719.138
352040.577,6030690.951
352082.923,6030664.37
352126.258,6030639.435
352170.519,6030616.182
352215.639,6030594.646
352261.782,6030575.475
352308.773,6030558.41
352354.782,6030538.851
352399.676,6030516.853
352443.327,6030492.479
352485.608,6030465.801
352526.397,6030436.895
352565.579,6030405.843
352603.039,6030372.735
352638.67,6030337.666
352672.371,6030300.738
352704.043,6030262.056
352733.595,6030221.732
352760.943,6030179.881
352786.009,6030136.625
352808.719,6030092.086
352829.457,6030046.591
352850.966,6030001.456
352873.692,6029956.921
352897.618,6029913.019
352922.725,6029869.781
352948.996,6029827.241
352976.411,6029785.429
353004.95,6029744.376
353034.593,6029704.112
353065.316,6029664.667
353097.098,6029626.07
353129.916,6029588.349
353163.744,6029551.532
353198.559,6029515.646
353234.334,6029480.718
353271.044,6029446.773
353308.661,6029413.836
353343.098,6029377.646
353376.474,6029340.418
353409.316,6029302.717
353441.616,6029264.551
353473.369,6029225.928
353504.567,6029186.855
353535.204,6029147.342
353565.274,6029107.395
353594.771,6029067.024
353623.69,6029026.235
353652.023,6028985.038
353679.765,6028943.441
353706.911,6028901.452
353733.455,6028859.08
353759.391,6028816.334
353784.715,6028773.222
353809.421,6028729.753
353833.505,6028685.935
353856.96,6028641.779
353879.783,6028597.292
353901.969,6028552.484
353923.513,6028507.364
353944.411,6028461.942
353964.659,6028416.225
353984.253,6028370.225
354003.188,6028323.949
354021.46,6028277.408
354039.067,6028230.611
354056.004,6028183.568
354072.268,6028136.287
354087.855,6028088.779
354102.764,6028041.054
354116.989,6027993.121
354130.529,6027944.99
354143.381,6027896.67
354155.542,6027848.172
354167.01,6027799.505
354177.782,6027750.68
354185.643,6027701.364
354196.655,6027652.638
354214.65,6027606.036
354239.245,6027562.555
354269.915,6027523.123
354306.004,6027488.581
354346.743,6027459.669
354391.26,6027437.002
354438.605,6027421.066
354487.768,6027412.2
354537.697,6027410.594
354587.328,6027416.283
354635.599,6027429.144
354681.481,6027448.903
354726.64,6027470.075
354775.977,6027476.697
354824.841,6027467.192
354868.097,6027442.557
354901.202,6027405.381
354920.816,6027359.607
354935.077,6027311.684
354949.841,6027263.914
354965.108,6027216.302
354980.876,6027168.854
354997.144,6027121.574
355013.908,6027074.469
355031.168,6027027.542
355048.922,6026980.801
355067.167,6026934.249
355085.901,6026887.892
355105.124,6026841.734
355124.831,6026795.782
355145.022,6026750.04
355165.693,6026704.514
355186.844,6026659.208
355208.47,6026614.127
355230.57,6026569.277
355253.142,6026524.662
355276.183,6026480.287
355299.69,6026436.158
355323.661,6026392.279
355348.092,6026348.655
355372.982,6026305.29
355398.328,6026262.191
355420.335,6026217.583
355428.062,6026168.323
355423.008,6026118.718
355405.505,6026072.028
355376.703,6026031.325
355338.498,6025999.285
355292.017,6025981.728
355249.513,6025955.695
355215.668,6025919.105
355193.022,6025874.703
355183.275,6025825.823
355187.158,6025776.131
355204.379,6025729.358
355233.646,6025689.013
355272.764,6025658.124
355320.03,6025644.291
355369.553,6025637.407
355418.922,6025629.493
355468.115,6025620.552
355517.111,6025610.589
355565.89,6025599.608
355614.429,6025587.613
355662.707,6025574.61
355710.705,6025560.605
355758.4,6025545.603
355805.773,6025529.611
355852.802,6025512.636
355899.468,6025494.685
355945.749,6025475.766
355991.627,6025455.888
356037.081,6025435.058
356082.091,6025413.287
356126.638,6025390.583
356170.702,6025366.956
356214.265,6025342.416
356257.308,6025316.975
356299.811,6025290.643
356341.756,6025263.431
356383.126,6025235.352
356423.903,6025206.417
356464.067,6025176.64
356503.603,6025146.032
356542.493,6025114.608
356580.72,6025082.381
356618.001,6025049.125
356648.111,6025009.214
356680.055,6024970.754
356713.762,6024933.83
356749.16,6024898.524
356786.169,6024864.911
356824.711,6024833.065
356864.699,6024803.057
356906.047,6024774.952
356948.664,6024748.812
356992.457,6024724.693
357037.33,6024702.648
357083.184,6024682.726
357129.92,6024664.97
357177.436,6024649.419
357225.627,6024636.108
357274.387,6024625.064
357323.611,6024616.313
357373.19,6024609.874
357423.016,6024605.76
357472.979,6024603.981
357522.972,6024604.54
357572.883,6024607.437
357622.605,6024612.665
357671.664,6024622.048
357721.47,6024625.751
357771.205,6024621.198
357819.51,6024608.516
357865.067,6024588.05
357906.631,6024560.359
357943.065,6024526.2
357974.05,6024486.986
358005.692,6024448.277
358038.984,6024410.978
358073.864,6024375.158
358110.264,6024340.886
358148.118,6024308.225
358187.353,6024277.238
358227.896,6024247.983
358269.671,6024220.514
358312.597,6024194.884
358355.952,6024170.012
358398.137,6024143.172
358439.888,6024115.662
358481.196,6024087.492
358522.051,6024058.667
358562.44,6024029.195
358602.356,6023999.083
358641.786,6023968.339
358680.722,6023936.972
358719.154,6023904.988
358757.071,6023872.396
358794.464,6023839.204
358831.324,6023805.42
358867.641,6023771.054
358903.406,6023736.114
358938.61,6023700.609
358973.244,6023664.547
359007.299,6023627.939
359040.766,6023590.792
359073.638,6023553.117
359105.906,6023514.924
359137.561,6023476.221
359168.596,6023437.019
359199.002,6023397.328
359228.772,6023357.157
359257.899,6023316.517
359286.374,6023275.419
359314.192,6023233.872
359341.344,6023191.887
359367.824,6023149.476
359393.625,6023106.648
359418.741,6023063.414
359443.165,6023019.786
359466.89,6022975.774
359492.476,6022932.894
359520.143,6022891.246
359547.811,6022849.599
359575.479,6022807.952
359603.147,6022766.305
359630.814,6022724.657
359658.482,6022683.01
359686.15,6022641.363
359713.818,6022599.715
359741.485,6022558.068
359769.153,6022516.421
359796.821,6022474.774
359824.489,6022433.126
359852.156,6022391.479
359879.824,6022349.832
359907.492,6022308.185
359939.128,6022269.603
359972.468,6022232.341
360005.84,6022195.108
360039.243,6022157.903
360072.678,6022120.726
360106.145,6022083.578
360139.643,6022046.458
360173.172,6022009.367
360206.733,6021972.304
360240.326,6021935.27
360273.95,6021898.264
360307.605,6021861.287
360341.292,6021824.338
360375.01,6021787.418
360408.76,6021750.527
360442.54,6021713.664
360476.352,6021676.83
360510.196,6021640.025
360544.07,6021603.248
360577.976,6021566.5
360611.913,6021529.781
360645.881,6021493.091
360679.881,6021456.43
360713.911,6021419.798
360747.973,6021383.194
360782.065,6021346.62
360816.189,6021310.074
360850.343,6021273.558
360884.529,6021237.07
360918.746,6021200.612
360952.993,6021164.182
360987.272,6021127.782
361021.581,6021091.411
361055.921,6021055.068
361090.292,6021018.756
361124.694,6020982.472
361159.127,6020946.217
361193.591,6020909.992
361228.085,6020873.796
361262.61,6020837.63
361297.165,6020801.492
361331.752,6020765.384
361366.369,6020729.306
361401.016,6020693.256
361435.695,6020657.237
361470.403,6020621.246
361505.143,6020585.286
361539.913,6020549.354
361574.713,6020513.453
361609.544,6020477.58
361644.405,6020441.738
361679.297,6020405.925
361714.219,6020370.142
361749.171,6020334.388
361784.154,6020298.664
361819.167,6020262.97
361854.211,6020227.305
361889.284,6020191.67
361924.388,6020156.065
361959.523,6020120.49
361994.687,6020084.945
362029.881,6020049.43
362065.106,6020013.944
362100.361,6019978.489
362135.646,6019943.063
362170.961,6019907.667
362206.306,6019872.302
362241.681,6019836.966
362277.086,6019801.66
362312.521,6019766.385
362347.986,6019731.14
362383.481,6019695.924
362419.005,6019660.739
362454.56,6019625.584
362490.145,6019590.459
362525.759,6019555.365
362561.403,6019520.301
362597.077,6019485.267
362632.78,6019450.263
362668.513,6019415.29
362704.276,6019380.347
362740.069,6019345.434
362775.891,6019310.552
362811.743,6019275.7
362847.624,6019240.879
362883.535,6019206.088
362919.476,6019171.328
362955.446,6019136.598
362991.445,6019101.899
363027.474,6019067.23
363063.533,6019032.592
363099.621,6018997.985
363135.738,6018963.408
363171.884,6018928.862
363208.06,6018894.346
363244.265,6018859.862
363280.583,6018825.496
363317.132,6018791.377
363353.596,6018757.166
363389.975,6018722.865
363426.269,6018688.474
363462.477,6018653.992
363498.6,6018619.421
363534.636,6018584.761
363570.587,6018550.011
363606.451,6018515.171
363642.228,6018480.243
363677.919,6018445.226
363713.522,6018410.121
363749.038,6018374.927
363784.467,6018339.645
363819.808,6018304.275
363855.061,6018268.818
363890.226,6018233.273
363925.302,6018197.641
363960.29,6018161.922
363995.189,6018126.116
364029.999,6018090.224
364064.72,6018054.245
364099.351,6018018.181
364133.893,6017982.03
364168.344,6017945.793
364202.706,6017909.472
364236.977,6017873.065
364271.158,6017836.573
364305.248,6017799.996
364339.248,6017763.334
364373.156,6017726.589
364406.972,6017689.759
364440.697,6017652.845
364474.331,6017615.848
364507.872,6017578.767
364541.321,6017541.604
364574.678,6017504.357
364607.942,6017467.027
364641.114,6017429.615
364674.192,6017392.121
364707.177,6017354.545
364740.069,6017316.886
364772.867,6017279.147
364805.571,6017241.326
364838.181,6017203.424
364870.697,6017165.441
364903.119,6017127.377
364935.446,6017089.233
364967.678,6017051.009
364999.815,6017012.705
365031.857,6016974.321
365063.804,6016935.858
365095.655,6016897.315
365127.41,6016858.694
365159.069,6016819.994
365190.632,6016781.215
365222.098,6016742.358
365253.468,6016703.423
365284.741,6016664.411
365315.917,6016625.32
365346.996,6016586.153
365377.978,6016546.908
365408.862,6016507.587
365439.648,6016468.189
365470.336,6016428.714
365500.926,6016389.164
365531.418,6016349.537
365561.812,6016309.836
365592.106,6016270.058
365622.302,6016230.206
365652.399,6016190.279
365682.396,6016150.277
365712.295,6016110.201
365742.093,6016070.05
365771.792,6016029.826
365801.39,6015989.528
365830.889,6015949.157
365860.287,6015908.713
365889.585,6015868.195
365918.782,6015827.606
365947.878,6015786.943
365976.873,6015746.209
366005.766,6015705.403
366034.559,6015664.525
366063.25,6015623.576
366091.838,6015582.555
366120.325,6015541.464
366148.71,6015500.302
366176.993,6015459.07
366205.173,6015417.767
366233.25,6015376.395
366261.225,6015334.954
366289.096,6015293.442
366316.865,6015251.862
366344.53,6015210.213
366372.091,6015168.495
366399.549,6015126.71
366426.903,6015084.856
366454.153,6015042.934
366481.299,6015000.944
366508.34,6014958.888
366535.277,6014916.764
366562.11,6014874.574
366588.837,6014832.317
366615.459,6014789.994
366641.976,6014747.604
366668.388,6014705.15
366694.694,6014662.629
366720.895,6014620.044
366746.99,6014577.393
366772.979,6014534.678
366798.861,6014491.899
366824.638,6014449.055
366850.307,6014406.147
366875.871,6014363.176
366901.327,6014320.142
366926.676,6014277.044
366951.919,6014233.884
366977.054,6014190.661
367002.082,6014147.375
367027.002,6014104.028
367051.718,6014060.565
367076.325,6014017.039
367101.091,6013973.604
367126.017,6013930.26
367151.103,6013887.008
367176.347,6013843.849
367201.75,6013800.783
367227.312,6013757.81
367253.031,6013714.932
367278.907,6013672.149
367304.941,6013629.462
367331.132,6013586.87
367357.48,6013544.375
367383.983,6013501.978
367410.642,6013459.678
367437.457,6013417.476
367464.427,6013375.374
367491.551,6013333.371
367518.83,6013291.467
367546.263,6013249.665
367573.849,6013207.964
367601.588,6013166.364
367629.481,6013124.867
367657.526,6013083.473
367685.723,6013042.182
367714.071,6013000.995
367742.571,6012959.913
367771.222,6012918.936
367800.024,6012878.065
367828.975,6012837.299
367858.077,6012796.641
367887.327,6012756.09
367916.727,6012715.647
367946.275,6012675.312
367975.972,6012635.086
368005.816,6012594.97
368035.808,6012554.964
368065.946,6012515.068
368096.231,6012475.283
368126.663,6012435.611
368157.24,6012396.05
368187.962,6012356.602
368218.829,6012317.268
368249.841,6012278.047
368280.997,6012238.94
368312.296,6012199.949
368343.739,6012161.073
368375.325,6012122.312
368407.053,6012083.669
368438.922,6012045.142
368470.934,6012006.733
368503.086,6011968.441
368535.379,6011930.269
368567.812,6011892.215
368600.385,6011854.281
368633.098,6011816.467
368665.949,6011778.774
368698.939,6011741.201
368732.066,6011703.751
368765.332,6011666.422
368798.734,6011629.216
368834.393,6011594.194
368870.173,6011559.269
368905.6,6011523.985
368940.669,6011488.347
368975.378,6011452.357
369009.722,6011416.019
369043.699,6011379.336
369077.304,6011342.314
369110.534,6011304.955
369143.387,6011267.262
369175.858,6011229.241
369207.944,6011190.895
369239.642,6011152.227
369270.949,6011113.242
369301.862,6011073.943
369332.377,6011034.335
369362.492,6010994.421
369392.203,6010954.207
369421.507,6010913.694
369450.402,6010872.889
369478.884,6010831.795
369506.951,6010790.416
369534.599,6010748.756
369561.826,6010706.819
369588.63,6010664.611
369615.006,6010622.134
369640.954,6010579.394
369666.469,6010536.395
369691.55,6010493.141
369716.194,6010449.636
369740.399,6010405.886
369764.161,6010361.893
369787.479,6010317.664
369810.35,6010273.201
369832.772,6010228.511
369854.743,6010183.597
369876.26,6010138.464
369897.321,6010093.116
369917.925,6010047.559
369938.068,6010001.796
369957.749,6009955.833
369976.966,6009909.674
369995.717,6009863.323
370014.001,6009816.786
370031.844,6009770.078
370049.831,6009723.426
370068.097,6009676.882
370086.642,6009630.448
370105.465,6009584.126
370124.564,6009537.918
370143.941,6009491.825
370163.592,6009445.849
370183.519,6009399.992
370203.721,6009354.255
370224.196,6009308.639
370244.944,6009263.147
370265.963,6009217.78
370287.255,6009172.54
370308.817,6009127.428
370330.648,6009082.447
370352.749,6009037.596
370375.118,6008992.879
370397.755,6008948.297
370420.658,6008903.851
370443.827,6008859.543
370467.261,6008815.375
370490.959,6008771.348
370514.921,6008727.463
370539.145,6008683.723
370563.63,6008640.129
370588.376,6008596.682
370613.382,6008553.384
370638.647,6008510.237
370664.17,6008467.242
370689.95,6008424.401
370715.986,6008381.715
370742.277,6008339.185
370768.823,6008296.814
370795.622,6008254.602
370822.673,6008212.552
370849.976,6008170.665
370877.529,6008128.942
370905.332,6008087.384
370933.383,6008045.994
370961.681,6008004.773
370990.226,6007963.722
371019.016,6007922.843
371048.051,6007882.137
371077.329,6007841.606
371106.849,6007801.25
371136.611,6007761.072
371166.612,6007721.074
371196.853,6007681.255
371227.331,6007641.619
371258.047,6007602.166
371288.998,6007562.897
371323.401,6007526.666
371358.024,6007490.594
371392.197,6007454.095
371425.916,6007417.176
371459.175,6007379.843
371491.969,6007342.1
371524.294,6007303.954
371556.143,6007265.41
371587.512,6007226.475
371618.397,6007187.155
371648.792,6007147.455
371678.693,6007107.381
371708.095,6007066.94
371736.995,6007026.138
371765.387,6006984.982
371793.266,6006943.476
371820.63,6006901.629
371847.473,6006859.446
371873.792,6006816.934
371899.582,6006774.098
371924.839,6006730.947
371949.56,6006687.487
371973.741,6006643.723
371997.378,6006599.663
372020.468,6006555.314
372043.006,6006510.682
372064.99,6006465.775
372086.416,6006420.599
372107.281,6006375.16
372127.581,6006329.467
372147.314,6006283.526
372166.476,6006237.344
372185.065,6006190.928
372203.077,6006144.286
372220.511,6006097.424
372237.362,6006050.35
372253.629,6006003.07
372269.31,6005955.593
372284.401,6005907.925
372298.9,6005860.074
372312.806,6005812.047
372329.665,6005765.045
372348.694,6005718.807
372368.222,6005672.779
372388.246,6005626.964
372408.765,6005581.368
372429.777,6005535.998
372451.277,6005490.857
372473.266,6005445.952
372495.738,6005401.287
372518.693,6005356.868
372542.127,6005312.699
372566.037,6005268.787
372590.421,6005225.137
372615.276,6005181.752
372640.599,6005138.639
372666.387,6005095.803
372692.637,6005053.248
372719.346,6005010.98
372746.511,6004969.003
372774.128,6004927.322
372802.194,6004885.943
372830.707,6004844.87
372859.662,6004804.108
372889.057,6004763.661
372918.888,6004723.535
372949.151,6004683.734
372979.843,6004644.262
373010.96,6004605.126
373042.499,6004566.328
373074.456,6004527.873
373106.827,6004489.767
373139.608,6004452.013
373172.796,6004414.616
373206.387,6004377.58
373240.376,6004340.91
373274.76,6004304.61
373309.535,6004268.684
373344.697,6004233.136
373379.794,6004197.588
373408.933,6004156.957
373438.073,6004116.326
373467.213,6004075.694
373496.352,6004035.063
373525.492,6003994.432
373554.631,6003953.801
373583.771,6003913.17
373612.91,6003872.539
373642.05,6003831.908
373671.189,6003791.277
373700.329,6003750.645
373729.468,6003710.014
373758.608,6003669.383
373787.747,6003628.752
373816.887,6003588.121
373846.026,6003547.49
373875.166,6003506.859
373904.305,6003466.227
373933.445,6003425.596
373962.584,6003384.965
373991.724,6003344.334
374020.863,6003303.703
374047.41,6003261.407
374072.238,6003218.007
374097.067,6003174.607
374121.895,6003131.207
374146.724,6003087.807
374171.552,6003044.407
374196.381,6003001.007
374221.209,6002957.608
374246.037,6002914.208
374270.866,6002870.808
374295.694,6002827.408
374320.523,6002784.008
374345.351,6002740.608
374370.18,6002697.208
374395.008,6002653.808
374419.836,6002610.409
374444.665,6002567.009
374469.493,6002523.609
374494.322,6002480.209
374519.15,6002436.809
374543.978,6002393.409
374568.807,6002350.009
374593.635,6002306.609
374618.464,6002263.209
374643.292,6002219.81
374668.121,6002176.41
374692.949,6002133.01
374717.777,6002089.61
374742.606,6002046.21
374767.434,6002002.81
374792.263,6001959.41
374817.091,6001916.01
374841.92,6001872.611
374866.748,6001829.211
374891.576,6001785.811
374916.405,6001742.411
374941.233,6001699.011
374966.062,6001655.611
374990.89,6001612.211
375015.718,6001568.811
375040.547,6001525.412
375065.375,6001482.012
375090.204,6001438.612
375115.032,6001395.212
375139.861,6001351.812
375164.689,6001308.412
375189.517,6001265.012
375214.346,6001221.612
375239.174,6001178.213
375264.003,6001134.813
375288.831,6001091.413
375313.66,6001048.013
375338.488,6001004.613
375363.316,6000961.213
375388.145,6000917.813
375412.973,6000874.413
375437.802,6000831.013
375462.63,6000787.614
375487.458,6000744.214
375512.287,6000700.814
375537.115,6000657.414
375561.944,6000614.014
375586.772,6000570.614
375611.601,6000527.214
375636.429,6000483.814
375661.257,6000440.415
375686.086,6000397.015
375710.914,6000353.615
375735.743,6000310.215
375760.571,6000266.815
375785.399,6000223.415
375810.228,6000180.015
375835.056,6000136.615
375859.885,6000093.216
375884.713,6000049.816
375909.542,6000006.416
375934.37,5999963.016
375959.198,5999919.616
375984.027,5999876.216
376008.855,5999832.816
376033.684,5999789.416
376058.512,5999746.016
376083.341,5999702.617
376108.169,5999659.217
376132.997,5999615.817
376157.826,5999572.417
376182.654,5999529.017
376207.483,5999485.617
376232.311,5999442.217
376257.139,5999398.817
376281.968,5999355.418
376306.796,5999312.018
376331.625,5999268.618
376356.453,5999225.218
376381.282,5999181.818
376406.11,5999138.418
376430.938,5999095.018
376455.767,5999051.618
376480.595,5999008.219
376505.424,5998964.819
376530.252,5998921.419
376555.081,5998878.019
376579.909,5998834.619
376604.737,5998791.219
376629.566,5998747.819
376654.394,5998704.419
376679.223,5998661.019
376704.051,5998617.62
376728.879,5998574.22
376753.708,5998530.82
376778.536,5998487.42
376803.365,5998444.02
376828.193,5998400.62
376853.022,5998357.22
376877.85,5998313.82
376902.678,5998270.421
376927.507,5998227.021
376952.335,5998183.621
376977.164,5998140.221
377001.992,5998096.821
377026.821,5998053.421
377051.649,5998010.021
377076.477,5997966.621
377101.306,5997923.222
377126.134,5997879.822
377150.963,5997836.422
377175.791,5997793.022
377200.619,5997749.622
377225.448,5997706.222
377250.276,5997662.822
377275.105,5997619.422
377299.933,5997576.023
377324.762,5997532.623
377349.59,5997489.223
377374.418,5997445.823
377399.247,5997402.423
377424.075,5997359.023
377448.904,5997315.623
377473.732,5997272.223
377498.56,5997228.823
377523.389,5997185.424
377548.217,5997142.024
377573.046,5997098.624
377597.874,5997055.224
377622.703,5997011.824
377647.531,5996968.424
377672.359,5996925.024
377697.188,5996881.624
377722.016,5996838.225
377746.845,5996794.825
377771.673,5996751.425
377796.502,5996708.025
377821.33,5996664.625
377846.158,5996621.225
377870.987,5996577.825
377895.815,5996534.425
377920.644,5996491.026
377945.472,5996447.626
377970.3,5996404.226
377995.129,5996360.826
378019.957,5996317.426
378044.786,5996274.026
378069.614,5996230.626
378094.443,5996187.226
378119.271,5996143.826
378144.099,5996100.427
378168.928,5996057.027
378193.756,5996013.627
378218.585,5995970.227
378243.413,5995926.827
378268.242,5995883.427
378293.07,5995840.027
378317.898,5995796.627
378342.727,5995753.228
378367.555,5995709.828
378392.384,5995666.428
378417.212,5995623.028
378442.04,5995579.628
378466.869,5995536.228
378491.697,5995492.828
378516.526,5995449.428
378541.354,5995406.029
378566.183,5995362.629
378591.011,5995319.229
378615.839,5995275.829
378640.668,5995232.429
378665.496,5995189.029
378690.325,5995145.629
378715.153,5995102.229
378739.982,5995058.829
378764.81,5995015.43
378789.638,5994972.03
378814.467,5994928.63
378839.295,5994885.23
378864.124,5994841.83
378888.952,5994798.43
378913.78,5994755.03
378938.609,5994711.63
378963.437,5994668.231
378988.266,5994624.831
379013.094,5994581.431
379037.923,5994538.031
379062.751,5994494.631
379087.579,5994451.231
379112.408,5994407.831
379137.236,5994364.431
379162.065,5994321.032
379186.893,5994277.632
379211.722,5994234.232
379236.55,5994190.832
379261.378,5994147.432
379286.207,5994104.032
379311.035,5994060.632
379335.864,5994017.232
379360.692,5993973.833
379385.52,5993930.433
379410.349,5993887.033
379435.177,5993843.633
379460.006,5993800.233
379484.834,5993756.833
379509.663,5993713.433
379534.491,5993670.033
379559.319,5993626.633
379584.148,5993583.234
379608.976,5993539.834
379633.805,5993496.434
379658.633,5993453.034
379683.461,5993409.634
379708.29,5993366.234
379733.118,5993322.834
379757.947,5993279.434
379782.775,5993236.035
379807.604,5993192.635
379832.432,5993149.235
379857.26,5993105.835
379882.089,5993062.435
379906.917,5993019.035
379931.746,5992975.635
379956.574,5992932.235
379981.403,5992888.836
380006.231,5992845.436
380031.059,5992802.036
380055.888,5992758.636
380080.716,5992715.236
380105.545,5992671.836
380130.373,5992628.436
380155.201,5992585.036
380180.03,5992541.636
380204.858,5992498.237
380229.687,5992454.837
380254.515,5992411.437
380279.344,5992368.037
380304.172,5992324.637
380329,5992281.237
380353.829,5992237.837
380378.657,5992194.437
380403.486,5992151.038
380428.314,5992107.638
380453.143,5992064.238
380477.971,5992020.838
380502.799,5991977.438
380527.628,5991934.038
380552.456,5991890.638
380577.285,5991847.238
380602.113,5991803.839
380626.941,5991760.439
380651.77,5991717.039
380676.598,5991673.639
380701.427,5991630.239
380726.255,5991586.839
380751.084,5991543.439
380775.912,5991500.039
380800.74,5991456.639
380825.569,5991413.24
380850.397,5991369.84
380875.226,5991326.44
380900.054,5991283.04
380924.883,5991239.64
380949.711,5991196.24
380974.539,5991152.84
380999.368,5991109.44
381024.196,5991066.041
381049.025,5991022.641
381073.853,5990979.241
381098.681,5990935.841
381123.51,5990892.441
381148.338,5990849.041
381173.167,5990805.641
381197.995,5990762.241
381222.824,5990718.842
381247.652,5990675.442
381272.48,5990632.042
381297.309,5990588.642
381322.137,5990545.242
381346.966,5990501.842
381371.794,5990458.442
381396.623,5990415.042
381421.451,5990371.643
381446.279,5990328.243
381471.108,5990284.843
381495.936,5990241.443
381520.765,5990198.043
381545.593,5990154.643
381570.421,5990111.243
381595.25,5990067.843
381620.078,5990024.443
381644.907,5989981.044
381669.735,5989937.644
381694.564,5989894.244
381719.392,5989850.844
381744.22,5989807.444
381769.049,5989764.044
381793.877,5989720.644
381818.706,5989677.244
381843.534,5989633.845
381868.362,5989590.445
381893.191,5989547.045
381918.019,5989503.645
381942.848,5989460.245
381967.676,5989416.845
381992.505,5989373.445
382017.333,5989330.045
382042.161,5989286.646
382066.99,5989243.246
382091.818,5989199.846
382116.647,5989156.446
382141.475,5989113.046
382166.304,5989069.646
382191.132,5989026.246
382215.96,5988982.846
382240.789,5988939.446
382265.617,5988896.047
382290.446,5988852.647
382315.274,5988809.247
382340.102,5988765.847
382364.931,5988722.447
382389.759,5988679.047
382414.588,5988635.647
382439.416,5988592.247
382464.245,5988548.848
382489.073,5988505.448
382513.901,5988462.048
382538.73,5988418.648
382563.558,5988375.248
382588.387,5988331.848
382613.215,5988288.448
382638.044,5988245.048
382662.872,5988201.649
382687.7,5988158.249
382712.529,5988114.849
382737.357,5988071.449
382762.186,5988028.049
382787.014,5987984.649
382811.842,5987941.249
382836.671,5987897.849
382861.499,5987854.45
382886.328,5987811.05
382911.156,5987767.65
382935.985,5987724.25
382960.813,5987680.85
382985.641,5987637.45
383010.47,5987594.05
383035.298,5987550.65
383060.127,5987507.25
383084.955,5987463.851
383109.784,5987420.451
383134.612,5987377.051
383159.44,5987333.651
383184.269,5987290.251
383209.097,5987246.851
