time,Air Temperature_average_ºC,Apparent Temperature_average_ºC,Delta T_average_ºC,Dew Point_average_ºC,Rainfall_raw_mm,Relative Humidity_average_%RH,Soil Temperature_average_ºC,Solar Radiation_average_W/m^2,Voltage_average_V,Wind Direction_average_º,Wind Speed_average_km/h,Wind Speed_maximum_km/h,Wind Speed_minimum_km/h
2024-01-01 00:00:00,24.3,,4.909399,13.621695,0.0,51.4,22.4,844.13,13.825,90.6,5.256,14.796,0.0
2024-01-01 00:15:00,25.0,,5.108747,13.242923,0.0,49.6,22.6,870.99,13.83,120.9,3.852,10.62,0.0
2024-01-01 00:30:00,26.2,,5.397316,13.48543,0.0,48.6,22.9,914.12,13.831,17.2,5.976,13.14,0.0
2024-01-01 00:45:00,26.1,,6.1290075,13.2141495,0.0,49.0,23.450000000000003,951.945,13.831,16.5,4.896,13.14,0.0
2024-01-01 01:00:00,25.6,,6.34356,13.788633,0.0,46.6,23.85,995.775,13.831,109.7,5.652,12.276,0.54
2024-01-01 01:15:00,25.6,,7.176175,13.139903,0.0,48.8,24.1,997.54,13.831,110.6,11.376,21.528,3.888
2024-01-01 01:30:00,25.5,,7.404647,13.648754,0.0,50.1,24.5,1013.1,13.831,132.1,16.164,23.184,8.928
2024-01-01 01:45:00,24.9,,7.1847255,13.9079035,0.0,51.0,25.05,942.045,13.831,131.8,16.308,23.184,7.272
2024-01-01 02:00:00,23.9,,7.4750125,13.7501535,0.0,53.8,25.35,914.47,13.831,127.7,17.496,24.876,9.792
2024-01-01 02:15:00,24.0,,7.7383,13.830279,0.0,53.8,25.6,1109.95,13.831,132.4,16.92,24.876,9.792
2024-01-01 02:30:00,23.4,,7.8848,13.902907,0.0,55.0,25.9,853.32,13.771,136.3,18.36,25.704,9.792
2024-01-01 02:45:00,23.1,,7.928526,13.4448235,0.0,55.4,26.4,998.605,13.75,134.8,17.964,28.224,10.62
2024-01-01 03:00:00,22.5,,7.797438,13.465157,0.0,55.6,26.6,916.24,13.8135,146.5,19.296,28.224,12.276
2024-01-01 03:15:00,22.0,,7.919608,13.586436,0.0,56.3,26.8,834.23,13.697,142.7,19.692,29.088,11.448
2024-01-01 03:30:00,21.7,,7.338409,14.023494,0.0,57.2,27.0,639.81,13.637,144.9,20.916,31.572,13.968
2024-01-01 03:45:00,21.9,,6.440231,14.4214125,0.0,56.2,27.15,539.775,13.6695,148.7,21.636,29.916,9.792
2024-01-01 04:00:00,21.5,,6.579252,13.8550195,0.0,57.0,27.2,525.28,13.7755,151.9,21.852,29.916,12.276
2024-01-01 04:15:00,21.5,,6.711109,14.305678,0.0,55.2,27.2,667.38,13.686,147.6,21.528,32.436,13.14
