time,Air Temperature_average_ºC,Apparent Temperature_average_ºC,Delta T_average_ºC,Dew Point_average_ºC,Rainfall_raw_mm,Relative Humidity_average_%RH,Soil Temperature_average_ºC,Solar Radiation_average_W/m^2,Voltage_average_V,Wind Direction_average_º,Wind Speed_average_km/h,Wind Speed_maximum_km/h,Wind Speed_minimum_km/h
2017-01-01 00:00:00,19.4,,,,0.0,60.5,,,,228.878525,20.844,33.48,10.008
2017-01-01 00:15:00,19.4,,,,0.0,62.3,,,,228.270488,19.584,28.476,10.836
2017-01-01 00:30:00,18.7,,,,0.0,67.2,,,,228.576334,19.332,28.476,11.7
2017-01-01 00:45:00,19.2,,,,0.0,65.4,,,,224.674459,17.208,30.132,9.18
2017-01-01 01:00:00,20.0,,,,0.0,61.1,,,,228.878525,20.628,33.48,11.7
2017-01-01 01:15:00,20.1,,,,0.0,61.8,,,,229.272781,18.936,30.132,8.316
2017-01-01 01:30:00,20.4,,,,0.0,60.1,,,,220.477546,20.412,31.824,10.836
2017-01-01 01:45:00,20.6,,,,0.0,57.6,,,,220.426079,22.32,33.48,11.7
2017-01-01 02:00:00,21.3,,,,0.0,53.9,,,,222.072652,22.068,31.824,10.836
2017-01-01 02:15:00,20.9,,,,0.0,55.4,,,,219.776052,22.248,38.52,10.008
2017-01-01 02:30:00,21.0,,,,0.0,54.1,,,,220.426079,21.816,34.344,12.528
2017-01-01 02:45:00,21.0,,,,0.0,53.7,,,,217.191008,21.744,37.692,11.7
2017-01-01 03:00:00,21.1,,,,0.0,53.4,,,,224.674459,20.952,34.344,10.008
2017-01-01 03:15:00,20.8,,,,0.0,53.7,,,,219.834759,21.528,31.824,10.836
2017-01-01 03:30:00,21.2,,,,0.0,52.8,,,,224.023462,21.996,34.344,10.008
2017-01-01 03:45:00,20.8,,,,0.0,56.5,,,,217.752731,19.584,31.824,8.316
2017-01-01 04:00:00,20.3,,,,0.0,60.7,,,,223.372717,20.376,33.48,11.7
2017-01-01 04:15:00,19.9,,,,0.0,62.5,,,,217.834691,18.072,28.476,7.488
2017-01-01 04:30:00,19.6,,,,0.0,62.4,,,,222.072652,19.476,29.304,10.836
2017-01-01 04:45:00,20.1,,,,0.0,60.0,,,,217.191008,20.376,30.96,10.836
2017-01-01 05:00:00,20.4,,,,0.0,58.8,,,,219.776052,20.988,30.96,10.008
2017-01-01 05:15:00,20.3,,,,0.0,58.7,,,,225.0,21.168,30.96,11.7
2017-01-01 05:30:00,20.1,,,,0.0,59.8,,,,218.838522,22.104,36.0,12.528
2017-01-01 05:45:00,19.7,,,,0.0,62.0,,,,219.193273,23.832,36.0,13.356
2017-01-01 06:00:00,19.7,,,,0.0,62.6,,,,214.637541,22.86,33.48,13.356
2017-01-01 06:15:00,19.8,,,,0.0,60.3,,,,214.005223,24.804,38.52,14.22
2017-01-01 06:30:00,20.0,,,,0.0,58.8,,,,214.261103,20.628,31.824,10.008
2017-01-01 06:45:00,19.7,,,,0.0,61.2,,,,209.320476,23.58,36.864,11.7
2017-01-01 07:00:00,20.2,,,,0.0,58.5,,,,206.872539,25.56,36.864,14.22
2017-01-01 07:15:00,20.4,,,,0.0,56.5,,,,210.963757,23.112,36.0,12.528
2017-01-01 07:30:00,19.8,,,,0.0,60.6,,,,203.799783,23.652,36.0,13.356
2017-01-01 07:45:00,18.5,,,,0.0,67.0,,,,210.338452,23.76,36.0,15.876
2017-01-01 08:00:00,18.2,,,,0.0,68.8,,,,209.716698,21.636,33.48,10.008
2017-01-01 08:15:00,18.3,,,,0.0,67.6,,,,208.300756,22.752,33.48,11.7
2017-01-01 08:30:00,18.1,,,,0.0,70.9,,,,208.701204,20.952,31.824,11.7
2017-01-01 08:45:00,17.8,,,,0.0,69.0,,,,206.25866,21.888,30.96,13.356
2017-01-01 09:00:00,17.9,,,,0.0,68.4,,,,208.085821,21.492,32.652,12.528
2017-01-01 09:15:00,17.6,,,,0.0,68.5,,,,211.354049,19.764,29.304,9.18
2017-01-01 09:30:00,17.2,,,,0.0,70.5,,,,205.237579,21.708,34.344,10.836
2017-01-01 09:45:00,17.1,,,,0.0,70.8,,,,210.338452,19.404,30.132,10.836
2017-01-01 10:00:00,17.0,,,,0.0,72.1,,,,206.464001,16.956,25.956,9.18
