"time","Air Temperature_average_ºC","Apparent Temperature_average_ºC","Delta T_average_ºC","Dew Point_average_ºC","Rainfall_raw_mm","Relative Humidity_average_%RH","Soil Temperature_average_ºC","Solar Radiation_average_W/m^2","Voltage_average_V","Wind Direction_average_º","Wind Speed_average_km/h","Wind Speed_maximum_km/h","Wind Speed_minimum_km/h"
2017-12-31 22:30:00,18.6,16.138994,4.638477,11.099939,0,61.7,23.2,174,12.87,220.477546,14.472,21.78,7.488
2017-12-31 22:45:00,18.7,16.846576,4.734549,11.022138,0,61,23.2,198,12.87,231.881724,11.232,19.26,4.14
2017-12-31 23:00:00,19,17.261035,4.888837,11.055263,0,60,23.2,225,12.87,239.593268,10.692,19.26,4.968
2017-12-31 23:15:00,18.9,16.805071,4.878697,10.961232,0,60,23.2,237,12.98,232.247269,12.384,18.396,6.66
2017-12-31 23:30:00,19.1,17.238082,5.037179,10.870335,0,58.9,23.2,288,13.09,236.888658,11.052,16.74,4.14
2017-12-31 23:45:00,19.6,17.319722,5.281786,10.950091,0,57.4,23.2,342,13.09,232.247269,13.32,20.916,7.488
2018-01-01 00:00:00,19.9,17.817461,5.49663,10.858285,0,56,23.2,414,13.2,255.790309,12.168,21.78,4.968
2018-01-01 00:15:00,20.2,17.953931,5.74202,10.701298,0,54.4,23.2,443,13.31,247.979403,12.78,26.784,6.66
2018-01-01 00:30:00,20.5,17.873804,5.93897,10.644276,0,53.2,23.2,553,13.42,244.983107,14.652,23.436,6.66
2018-01-01 00:45:00,20.6,18.353729,5.804308,11.04519,0,54.3,23.2,507,13.31,250.628419,13.284,22.608,4.968
2018-01-01 01:00:00,20.6,18.789609,5.68426,11.293331,0,55.2,23.2,533,13.42,250.362167,11.412,20.088,4.968
2018-01-01 01:15:00,20.9,19.658239,5.760336,11.490024,0,54.9,23.2,590,13.42,245.136303,8.784,23.436,0
2018-01-01 01:30:00,21.2,19.544721,5.864338,11.630326,0,54.4,23.2,599,13.53,247.543061,11.124,20.916,0.792
2018-01-01 01:45:00,21.2,18.919594,5.445761,12.472709,0,57.5,23.2,721,13.53,235.479617,15.66,24.3,5.796
2018-01-01 02:00:00,21.7,20.196136,5.760489,12.426934,0,55.6,23.2,841,13.42,243.550232,11.592,22.608,1.62
2018-01-01 02:15:00,22,20.127659,5.976106,12.345332,0,54.3,23.2,1139,13.42,245.275579,13.356,23.436,4.14
2018-01-01 02:30:00,21.9,20.223404,5.784024,12.613168,0,55.6,23.3,614,13.42,231.911227,12.78,26.784,4.14
2018-01-01 02:45:00,21.5,19.603081,5.533067,12.646568,0,57.1,23.5,516,13.42,226.35586,13.968,28.476,7.488
2018-01-01 03:00:00,21.6,19.205079,5.50353,12.820092,0,57.4,23.5,870,13.42,221.382667,16.812,25.128,8.316
2018-01-01 03:15:00,21.9,19.224479,5.591567,12.993388,0,57,23.5,766,13.42,233.365886,18.54,30.96,8.316
2018-01-01 03:30:00,22,19.667164,5.906623,12.48505,0,54.8,23.8,1074,13.42,233.365886,15.948,26.784,4.14
2018-01-01 03:45:00,22.4,19.882173,6.067435,12.632088,0,54,23.8,1037,13.42,221.653181,17.136,27.612,4.968
2018-01-01 04:00:00,22.6,19.46486,6.12057,12.760911,0,53.8,23.8,1014,13.42,210.004921,20.52,32.652,5.796
2018-01-01 04:15:00,22.7,19.598296,5.962868,13.191501,0,55,24.1,1058,13.42,213.881265,21.06,33.48,9.18
2018-01-01 04:30:00,22.5,19.183279,5.995168,12.893818,0,54.6,24.1,1068,13.42,206.253099,21.672,38.52,7.488
2018-01-01 04:45:00,22.3,18.3254,5.789294,13.068025,0,55.9,24.2,1017,13.42,208.554416,25.344,36,14.22
2018-01-01 05:00:00,22.4,18.717664,5.983013,12.800919,0,54.6,24.4,1000,13.53,215.429675,23.4,35.172,13.356
2018-01-01 05:15:00,22.1,18.156542,5.821429,12.771872,0,55.5,24.4,963,13.53,207.684364,24.696,35.172,15.876
2018-01-01 05:30:00,22.5,18.826279,5.995168,12.893818,0,54.6,24.7,926,13.53,204.40591,23.508,35.172,15.048
2018-01-01 05:45:00,22.2,18.260865,6.028647,12.474739,0,54.1,24.8,885,13.42,205.84761,24.192,37.692,13.356
2018-01-01 06:00:00,22.2,18.332442,6.070696,12.389965,0,53.8,24.8,840,13.53,205.84761,23.688,36.864,14.22
2018-01-01 06:15:00,22,18.139267,5.865012,12.568343,0,55.1,25.1,790,13.53,204.217341,23.94,35.172,15.048
2018-01-01 06:30:00,21.8,18.19951,5.512064,13.033699,0,57.5,25.1,736,13.53,203.985904,23.364,32.652,13.356
2018-01-01 06:45:00,21.6,17.991554,5.462845,12.89983,0,57.7,25.1,679,13.42,212.995224,23.184,33.48,13.356
2018-01-01 07:00:00,21.4,17.370762,5.346663,12.897129,0,58.4,25.2,622,13.53,207.279935,25.344,38.52,15.048
2018-01-01 07:15:00,21,16.978549,5.065216,12.98637,0,60.2,25.4,565,13.53,208.701204,25.452,37.692,14.22
2018-01-01 07:30:00,20.9,17.002217,4.976161,13.044173,0,60.8,25.4,510,13.53,208.518728,24.912,36,15.876
2018-01-01 07:45:00,20.6,16.479939,5.024936,12.610257,0,60.2,25.4,456,13.53,206.25866,25.344,36,14.22
2018-01-01 08:00:00,20.5,16.877312,4.988805,12.566832,0,60.4,25.4,404,13.42,212.366638,22.716,33.48,14.22
2018-01-01 08:15:00,20.1,16.009141,4.730304,12.613585,0,62.1,25.4,358,13.2,206.058022,25.2,36,14.22
2018-01-01 08:30:00,19.8,15.395765,4.575063,12.573975,0,63.1,25.4,307,13.09,206.058022,26.748,36.864,17.568
2018-01-01 08:45:00,19.5,14.974387,4.876147,11.651068,0,60.5,25.4,250,12.98,213.752686,25.92,35.172,15.876
2018-01-01 09:00:00,19.2,15.061645,4.783483,11.493217,0,61,25.4,179,12.98,216.643433,23.688,32.652,15.048
2018-01-01 09:15:00,18.8,15.030998,4.459742,11.676039,0,63.3,25.4,107,12.98,214.380345,22.068,30.96,13.356
2018-01-01 09:30:00,18.5,15.3754,4.042196,12.140052,0,66.5,25.4,45,12.87,209.492972,19.476,26.784,12.528
2018-01-01 09:45:00,18.1,15.347922,3.854014,12.053186,0,67.8,25.4,21,12.76,209.716698,17.424,26.784,10.008
2018-01-01 10:00:00,17.7,15.229199,3.728784,11.849369,0,68.6,25.4,8,12.87,213.375604,15.66,22.608,9.18
2018-01-01 10:15:00,17.2,15.171998,3.622048,11.503257,0,69.2,25.4,1,12.87,208.484297,12.852,20.088,8.316
2018-01-01 10:30:00,16.9,15.101368,3.449635,11.497595,0,70.5,25.4,0,12.87,205.453632,11.664,19.26,7.488
2018-01-01 10:45:00,16.6,15.185359,3.314273,11.422778,0,71.5,25.4,0,12.76,203.435593,9.576,15.048,5.796
2018-01-01 11:00:00,16.2,14.950385,3.163246,11.268986,0,72.6,25.4,0,12.87,209.09861,8.496,14.22,4.968
2018-01-01 11:15:00,15.8,14.967138,3.093842,10.966823,0,73,25.3,0,12.87,220.822893,5.904,10.008,3.312
2018-01-01 11:30:00,15.5,14.960524,2.986394,10.841906,0,73.8,25.1,0,12.87,225,4.212,5.796,2.448
2018-01-01 11:45:00,15.2,14.96707,2.935907,10.613564,0,74.1,25.1,0,12.76,253.712637,2.304,4.14,0.792
2018-01-01 12:00:00,14.6,14.090502,2.715998,10.374458,0,75.8,25.1,0,12.87,249.471621,3.384,5.796,1.62
2018-01-01 12:15:00,14.9,14.33094,2.455169,11.153511,0,78.3,25.1,0,12.87,231.092772,4.824,7.488,2.448
2018-01-01 12:30:00,15.6,14.917773,2.565063,11.697113,0,77.6,24.9,0,12.76,232.994865,6.228,12.528,3.312
2018-01-01 12:45:00,16.3,15.151373,2.403055,12.706781,0,79.3,24.8,0,12.76,224.35985,10.224,16.74,4.968
2018-01-01 13:00:00,16.5,15.345386,2.342422,13.016665,0,79.9,24.8,0,12.76,223.71986,10.764,16.74,6.66
2018-01-01 13:15:00,16.5,15.193916,2.181375,13.282966,0,81.3,24.8,0,12.76,225.64015,11.988,18.396,5.796
2018-01-01 13:30:00,16.7,15.573416,2.130879,13.572311,0,81.8,24.6,0,12.76,224.681693,11.556,15.876,7.488
2018-01-01 13:45:00,16.5,15.660458,2.146853,13.339505,0,81.6,24.4,0,12.76,221.802442,9.684,14.22,5.796
2018-01-01 14:00:00,16.5,15.814012,2.238902,13.188325,0,80.8,24.4,0,12.76,227.559002,8.64,14.22,4.968
2018-01-01 14:15:00,16.3,15.352578,2.380165,12.745271,0,79.5,24.4,0,12.87,220.52787,9.252,14.22,4.14
2018-01-01 14:30:00,16.1,15.102435,2.257966,12.741599,0,80.5,24.3,0,12.65,214.380345,9.504,14.22,5.796
2018-01-01 14:45:00,15.7,14.93177,2.118267,12.558835,0,81.6,24.1,0,12.65,219.604735,8.028,12.528,4.968
2018-01-01 15:00:00,15.7,15.039023,2.140865,12.521391,0,81.4,24.1,0,12.76,217.9932,7.416,11.7,4.14
2018-01-01 15:15:00,15.9,15.284415,2.352317,12.375304,0,79.6,24.1,0,12.65,210.109818,6.948,10.836,4.968
2018-01-01 15:30:00,16.1,15.586054,2.428864,12.454475,0,79,24.1,0,12.65,210.109818,6.552,10.008,4.14
2018-01-01 15:45:00,16.3,15.719449,2.50604,12.532514,0,78.4,24,0,12.65,214.752136,7.02,10.836,4.14
2018-01-01 16:00:00,16.5,15.573784,2.698786,12.412063,0,76.8,23.8,0,12.65,211.118819,8.604,12.528,4.968
2018-01-01 16:15:00,16.6,15.690823,2.818843,12.309166,0,75.8,23.8,0,12.65,207.267416,8.352,12.528,4.14
2018-01-01 16:30:00,16.6,16.037665,2.565401,12.745663,0,78,23.8,0,12.65,209.716698,7.272,10.836,4.14
2018-01-01 16:45:00,16.4,15.809694,2.5334,12.590636,0,78.2,23.8,0,12.54,200.002353,7.164,11.7,4.14
2018-01-01 17:00:00,16,15.742803,2.424602,12.357267,0,79,23.8,0,12.65,194.308819,5.076,7.488,3.312
2018-01-01 17:15:00,15.7,15.738782,2.208641,12.408574,0,80.8,23.7,0,12.65,204.366476,3.636,5.796,1.62
2018-01-01 17:30:00,15.7,15.653896,2.129566,12.540123,0,81.5,23.5,0,12.65,229.47213,4.284,6.66,2.448
2018-01-01 17:45:00,15.8,15.714585,2.133166,12.637696,0,81.5,23.5,0,12.54,227.227047,4.644,6.66,2.448
2018-01-01 18:00:00,15.9,15.878344,2.114061,12.772727,0,81.7,23.5,0,12.65,220.52787,4.536,6.66,2.448
2018-01-01 18:15:00,16.1,15.955638,2.166769,12.89281,0,81.3,23.5,0,12.65,220.869144,5.364,8.316,3.312
2018-01-01 18:30:00,16.2,15.729538,2.421709,12.570986,0,79.1,23.5,0,12.65,219.544478,6.516,11.7,3.312
2018-01-01 18:45:00,16.6,15.635622,2.934036,12.107058,0,74.8,23.5,0,12.54,217.005135,8.316,13.356,4.14
2018-01-01 19:00:00,16.7,15.669123,3.078048,11.957747,0,73.6,23.4,0,12.65,217.278174,8.424,13.356,4.14
2018-01-01 19:15:00,16.8,16.000726,3.07224,12.07477,0,73.7,23.2,0,12.54,208.701204,7.416,13.356,4.14
2018-01-01 19:30:00,16.8,15.827827,3.106977,12.012775,0,73.4,23.2,0,12.54,204.031492,8.208,13.356,4.14
2018-01-01 19:45:00,16.7,15.519227,3.251328,11.645382,0,72.1,23.2,2,12.54,213.375604,8.712,14.22,4.14
2018-01-01 20:00:00,16.9,15.622405,3.379911,11.625913,0,71.1,23.2,8,12.54,219.544478,9.18,13.356,4.14
2018-01-01 20:15:00,17,14.739751,3.456325,11.593482,0,70.5,23.2,20,12.54,209.716698,14.184,23.436,4.14
2018-01-01 20:30:00,16.9,14.319089,3.973462,10.503293,0,66,23.2,45,12.54,212.74882,14.22,20.916,8.316
2018-01-01 20:45:00,17.1,14.650366,4.577966,9.514332,0,61,23.2,76,12.54,217.278174,12.168,18.396,6.66
2018-01-01 21:00:00,17.5,14.693093,4.748713,9.619693,0,59.9,23.1,85,12.65,219.193273,14.148,27.612,5.796
2018-01-01 21:15:00,17.6,14.065283,4.638884,9.961046,0,60.9,23,134,12.65,210.109818,18.36,27.612,11.7
2018-01-01 21:30:00,17.9,14.638658,4.692541,10.19443,0,60.7,22.9,187,12.65,210.338452,17.28,24.3,10.008
2018-01-01 21:45:00,18.1,14.220073,4.834154,10.133834,0,59.7,22.9,283,12.54,200.582534,20.376,29.304,12.528
2018-01-01 22:00:00,18.5,14.76551,5.023455,10.20524,0,58.5,22.9,352,12.65,202.181966,19.728,29.304,10.836
2018-01-01 22:15:00,18.9,15.130752,4.966092,10.784503,0,59.3,22.9,396,12.65,208.701204,20.736,29.304,13.356
2018-01-01 22:30:00,18.4,14.304385,5.185904,9.749396,0,57.1,22.9,318,12.65,202.602402,20.952,30.132,12.528
