time,Air Temperature_average_ºC,Apparent Temperature_average_ºC,Delta T_average_ºC,Dew Point_average_ºC,Rainfall_raw_mm,Relative Humidity_average_%RH,Soil Temperature_average_ºC,Solar Radiation_average_W/m^2,Voltage_average_V,Wind Direction_average_º,Wind Speed_average_km/h,Wind Speed_maximum_km/h,Wind Speed_minimum_km/h
2022-11-07 01:45:00,28.1,,,,0.0,34.1,,765.5,,13.414102,7.02,15.048,0.792
2022-11-07 02:00:00,28.2,,,,0.0,31.4,,630.5,,17.660729,6.516,15.048,0.0
2022-11-07 02:15:00,28.5,,,,0.0,28.5,,740.0,,17.487997,7.92,15.876,1.62
2022-11-07 02:30:00,28.7,,,,0.0,27.2,,792.5,,31.834206,7.02,14.22,1.62
2022-11-07 02:45:00,29.2,,,,0.0,26.2,,843.0,,12.346421,7.776,15.048,0.792
2022-11-07 03:00:00,29.3,,,,0.0,24.7,,955.5,,16.675018,7.632,17.568,0.0
2022-11-07 03:15:00,29.4,,,,0.0,23.4,,1064.0,,339.80266,5.796,14.22,0.0
2022-11-07 03:30:00,29.7,,,,0.0,23.0,,984.0,,2.66989,4.716,15.876,0.0
2022-11-07 03:45:00,29.8,,,,0.0,24.6,,904.5,,337.958055,6.624,15.048,0.0
2022-11-07 04:00:00,29.6,,,,0.0,26.1,,935.5,,300.379126,6.408,17.568,0.0
2022-11-07 04:15:00,29.9,,,,0.0,26.1,,914.5,,17.20486,5.508,15.048,0.0
2022-11-07 04:30:00,30.3,,,,0.0,25.3,,854.0,,3.366461,5.22,14.22,0.0
2022-11-07 04:45:00,30.3,,,,0.0,25.0,,839.0,,325.334503,6.516,15.048,0.0
2022-11-07 05:00:00,30.0,,,,0.0,24.7,,743.5,,332.831858,8.748,20.916,2.448
2022-11-07 05:15:00,30.6,,,,0.0,23.6,,791.5,,337.619865,7.236,16.74,1.62
2022-11-07 05:30:00,30.3,,,,0.0,23.5,,654.0,,353.949764,5.904,15.048,0.0
2022-11-07 05:45:00,30.3,,,,0.0,24.4,,489.0,,24.949763,3.924,32.652,0.0
2022-11-07 06:00:00,30.0,,,,0.0,24.9,,533.5,,111.893673,3.672,10.836,0.0
2022-11-07 06:15:00,29.5,,,,0.0,29.2,,570.0,,152.69364,8.028,25.128,0.0
2022-11-07 06:30:00,28.5,,,,0.0,31.1,,432.0,,129.419847,12.24,20.088,5.796
2022-11-07 06:45:00,28.1,,,,0.0,31.4,,419.5,,151.886791,14.076,23.436,5.796
2022-11-07 07:00:00,27.5,,,,0.0,32.9,,329.0,,169.140497,16.02,23.436,5.796
2022-11-07 07:15:00,26.9,,,,0.0,32.7,,326.0,,172.903306,15.768,24.3,8.316
2022-11-07 07:30:00,26.6,,,,0.0,35.1,,273.5,,168.690068,14.976,21.78,8.316
2022-11-07 07:45:00,26.3,,,,0.0,35.5,,278.0,,161.277857,14.832,22.608,7.488
2022-11-07 08:00:00,25.8,,,,0.0,38.1,,198.0,,157.988717,13.32,20.916,7.488
2022-11-07 08:15:00,25.3,,,,0.0,41.6,,148.5,,152.525568,11.448,20.088,6.66
2022-11-07 08:30:00,24.4,,,,0.0,46.7,,79.5,,139.177107,11.988,18.396,5.796
2022-11-07 08:45:00,23.8,,,,0.0,45.4,,48.0,,133.71986,13.14,20.088,7.488
2022-11-07 09:00:00,23.1,,,,0.0,48.2,,21.0,,132.440998,11.808,18.396,4.968
2022-11-07 09:15:00,22.4,,,,0.0,50.9,,8.5,,130.52787,10.692,18.396,5.796
2022-11-07 09:30:00,21.8,,,,0.0,53.3,,2.0,,134.045159,8.928,15.048,4.968
2022-11-07 09:45:00,21.3,,,,0.0,58.9,,0.0,,128.907228,8.316,13.356,4.968
2022-11-07 10:00:00,21.1,,,,0.0,59.5,,0.0,,124.380345,8.748,15.048,4.14
2022-11-07 10:15:00,20.9,,,,0.0,61.4,,0.0,,127.637407,8.964,14.22,4.968
2022-11-07 10:30:00,20.5,,,,0.0,63.5,,0.0,,127.554675,7.596,12.528,2.448
2022-11-07 10:45:00,20.2,,,,0.0,64.8,,0.0,,123.375604,7.524,14.22,2.448
2022-11-07 11:00:00,19.9,,,,0.0,65.9,,0.0,,119.884287,4.14,10.008,0.792
2022-11-07 11:15:00,19.4,,,,0.0,67.5,,0.0,,113.020285,4.5,9.18,1.62
2022-11-07 11:30:00,19.2,,,,0.0,67.6,,0.0,,102.206507,4.284,9.18,1.62
2022-11-07 11:45:00,18.9,,,,0.0,69.3,,0.0,,108.29099,5.544,10.008,2.448
2022-11-07 12:00:00,19.3,,,,0.0,66.1,,0.0,,103.981204,7.164,14.22,3.312
