time,Air Temperature_average_ºC,Apparent Temperature_average_ºC,Delta T_average_ºC,Dew Point_average_ºC,Rainfall_raw_mm,Relative Humidity_average_%RH,Soil Temperature_average_ºC,Solar Radiation_average_W/m^2,Voltage_average_V,Wind Direction_average_º,Wind Speed_average_km/h,Wind Speed_maximum_km/h,Wind Speed_minimum_km/h
2016-01-01 00:00:00,22.1,,,,0.0,66.9,,,,212.859752,17.856,27.612,10.008
2016-01-01 00:15:00,22.5,,,,0.0,65.6,,,,200.905569,18.972,39.384,10.008
2016-01-01 00:30:00,22.8,,,,0.0,63.9,,,,214.005223,17.532,28.476,11.7
2016-01-01 00:45:00,23.0,,,,0.0,62.8,,,,202.778189,18.72,30.96,11.7
2016-01-01 01:00:00,23.2,,,,0.0,62.3,,,,208.332237,18.288,25.128,8.316
2016-01-01 01:15:00,23.6,,,,0.0,60.1,,,,206.872539,18.036,30.132,10.008
2016-01-01 01:30:00,23.5,,,,0.0,61.2,,,,220.477546,18.504,33.48,12.528
2016-01-01 01:45:00,23.2,,,,0.0,61.7,,,,211.354049,19.908,30.132,11.7
2016-01-01 02:00:00,23.2,,,,0.0,62.1,,,,216.549301,19.368,31.824,8.316
2016-01-01 02:15:00,23.3,,,,0.0,61.0,,,,215.272421,19.692,32.652,11.7
2016-01-01 02:30:00,23.6,,,,0.0,59.9,,,,213.244937,20.052,30.96,10.008
2016-01-01 02:45:00,23.4,,,,0.0,60.0,,,,212.611537,19.188,25.128,10.836
2016-01-01 03:00:00,23.5,,,,0.0,59.7,,,,212.859752,19.26,25.956,13.356
2016-01-01 03:15:00,23.3,,,,0.0,60.0,,,,217.191008,20.376,30.96,11.7
2016-01-01 03:30:00,23.5,,,,0.0,59.0,,,,214.637541,19.44,26.784,10.008
2016-01-01 03:45:00,23.4,,,,0.0,58.9,,,,207.897271,18.972,25.128,11.7
2016-01-01 04:00:00,22.9,,,,0.0,61.3,,,,209.773572,17.712,22.608,10.836
2016-01-01 04:15:00,23.2,,,,0.0,60.1,,,,203.56314,17.568,24.3,10.836
2016-01-01 04:30:00,23.1,,,,0.0,59.4,,,,215.272421,17.532,25.128,9.18
2016-01-01 04:45:00,22.5,,,,0.0,62.2,,,,206.462186,19.224,33.48,10.836
2016-01-01 05:00:00,21.8,,,,0.0,65.1,,,,214.005223,18.684,26.784,11.7
2016-01-01 05:15:00,21.5,,,,0.0,66.4,,,,206.66682,19.044,25.956,12.528
2016-01-01 05:30:00,21.2,,,,0.0,67.9,,,,201.005104,19.764,27.612,10.836
2016-01-01 05:45:00,21.4,,,,0.0,67.4,,,,204.632179,20.052,25.128,14.22
2016-01-01 06:00:00,21.5,,,,0.0,67.0,,,,202.602402,20.52,27.612,12.528
2016-01-01 06:15:00,20.9,,,,0.0,69.6,,,,201.168099,20.232,25.956,13.356
