ISOTime,FLOW,SAL,TEMP
01/01/2010 00:00:00,0.0000,0.0000,0.0000
02/01/2010 00:00:00,22.6084,0.2842,24.9399
03/01/2010 00:00:00,22.6850,0.2800,23.8631
04/01/2010 00:00:00,23.4566,0.2810,24.0978
05/01/2010 00:00:00,25.1541,0.2788,25.0173
06/01/2010 00:00:00,26.4272,0.2770,24.2278
07/01/2010 00:00:00,30.0503,0.2730,24.3104
08/01/2010 00:00:00,32.9450,0.2675,25.0153
09/01/2010 00:00:00,33.7960,0.2582,26.0578
10/01/2010 00:00:00,32.9092,0.2490,26.1883
11/01/2010 00:00:00,32.3303,0.2422,26.9922
12/01/2010 00:00:00,30.2085,0.2450,26.9475
13/01/2010 00:00:00,30.5553,0.2420,25.7998
14/01/2010 00:00:00,31.1724,0.2380,25.4547
15/01/2010 00:00:00,34.4488,0.2380,25.2151
16/01/2010 00:00:00,39.5051,0.2387,25.1667
17/01/2010 00:00:00,43.1295,0.2382,24.9481
18/01/2010 00:00:00,43.1710,0.2393,23.9164
19/01/2010 00:00:00,45.9461,0.2390,23.6263
20/01/2010 00:00:00,45.4087,0.2370,23.8881
21/01/2010 00:00:00,43.1716,0.2320,24.3125
22/01/2010 00:00:00,41.2822,0.2275,25.4693
23/01/2010 00:00:00,38.6971,0.2260,24.5210
24/01/2010 00:00:00,39.3513,0.2180,24.5271
25/01/2010 00:00:00,39.3130,0.2140,24.5962
26/01/2010 00:00:00,40.7391,0.2090,24.8478
27/01/2010 00:00:00,42.0510,0.2013,24.6238
28/01/2010 00:00:00,45.9451,0.1990,24.4356
29/01/2010 00:00:00,51.7340,0.1900,24.4083
30/01/2010 00:00:00,59.7913,0.1850,23.9630
31/01/2010 00:00:00,61.9959,0.1800,25.0442
01/02/2010 00:00:00,58.5675,0.1723,24.3148
02/02/2010 00:00:00,61.6879,0.1720,24.3000
03/02/2010 00:00:00,63.6177,0.1738,24.8206
04/02/2010 00:00:00,64.7369,0.1720,24.7700
