X,Y,Z
350541.85,6032352.53,-1.39
350543.24,6032355.8,-1.4
350542.56,6032354.18,-1.4
350542.91,6032354.98,-1.4
350546.13,6032150.83,-1.15
350548.39,6032149.11,-1.15
350546.75,6032150.35,-1.16
350547.75,6032149.58,-1.16
350545.34,6032360.54,-1.36
350548.6,6032365.88,-1.38
350548.19,6032365.19,-1.38
350545.94,6032361.48,-1.38
350547.2,6032363.5,-1.39
350546.68,6032362.62,-1.39
350547.66,6032364.29,-1.4
350549.05,6032148.66,-1.13
350552.16,6032146.47,-1.13
350549.75,6032148.22,-1.14
350551.52,6032146.97,-1.15
350550.52,6032147.71,-1.16
350551.88,6032372.98,-1.38
350552.2,6032373.72,-1.38
350551.44,6032371.88,-1.38
350552.53,6032374.45,-1.38
350550.19,6032368.84,-1.39
350549.84,6032368.09,-1.39
350549.07,6032366.67,-1.39
350550.76,6032370.12,-1.39
350551.07,6032370.88,-1.4
350549.47,6032367.36,-1.4
350556.12,6032143.29,-1.11
350555.06,6032144.16,-1.12
350553.73,6032145.23,-1.13
350554.35,6032144.72,-1.13
350552.79,6032145.99,-1.14
350553.12,6032375.7,-1.39
350554.49,6032378.78,-1.39
350554.91,6032379.76,-1.39
350555.62,6032381.33,-1.4
350555.28,6032380.6,-1.4
350553.51,6032376.55,-1.41
350554.11,6032377.92,-1.41
350555.97,6032382.02,-1.43
350556.36,6032382.82,-1.44
350559.03,6032140.75,-1.1
350558.4,6032141.21,-1.1
350557.35,6032142.17,-1.12
350556.8,6032142.71,-1.13
350560.06,6032393.06,-1.39
350559.73,6032392.31,-1.4
350557.11,6032385.21,-1.4
350559.23,6032391.14,-1.4
350557.4,6032386.24,-1.41
350556.88,6032384.29,-1.42
350557.7,6032387.11,-1.42
350558.59,6032389.52,-1.43
350557.98,6032387.87,-1.43
350558.88,6032390.29,-1.43
350558.26,6032388.64,-1.43
350556.66,6032383.57,-1.46
350563.05,6032138.15,-1.07
350562.34,6032138.53,-1.1
350563.79,6032137.77,-1.1
350561.33,6032139.24,-1.11
350560.39,6032139.88,-1.12
350560.42,6032393.79,-1.4
350561.63,6032395.95,-1.42
350560.93,6032394.79,-1.42
350563.15,6032397.98,-1.43
350562.11,6032396.57,-1.44
350562.6,6032397.18,-1.44
350563.57,6032398.65,-1.44
350567.23,6032135.12,-1.09
350566.32,6032136.05,-1.12
350564.54,6032137.39,-1.13
350565.75,6032136.54,-1.14
350565.38,6032401.55,-1.42
350565.99,6032402.53,-1.42
350566.82,6032404.03,-1.43
350564.44,6032400.06,-1.43
350564.93,6032400.85,-1.43
350566.45,6032403.29,-1.44
350564.03,6032399.39,-1.44
350567.42,6032405.36,-1.44
350571.17,6032129.93,-1.08
350570.08,6032131.73,-1.09
350568.94,6032133.18,-1.09
350569.56,6032132.42,-1.09
350568.44,6032133.78,-1.1
350570.68,6032130.83,-1.1
350567.95,6032134.35,-1.1
350569.85,6032416.45,-1.41
350569.36,6032412.48,-1.41
350570.07,6032417.21,-1.41
350570.93,6032419.87,-1.42
350568.78,6032409.57,-1.42
350569.57,6032414.46,-1.42
350570.78,6032419.12,-1.42
350569.41,6032413.32,-1.42
350569,6032410.33,-1.42
350571.08,6032420.68,-1.43
350568.34,6032408.13,-1.43
350568.09,6032407.37,-1.43
350571.06,6032423.39,-1.43
350567.82,6032406.51,-1.43
350569.73,6032415.64,-1.44
350569.32,6032411.73,-1.44
350570.58,6032418.39,-1.44
350571.18,6032422.03,-1.45
350571.83,6032128.82,-1.05
350572.74,6032127.55,-1.07
350572.27,6032128.18,-1.07
350574.35,6032125.4,-1.07
350573.27,6032126.84,-1.07
350574.93,6032124.57,-1.08
350573.87,6032126.03,-1.08
350576.21,6032122.76,-1.04
350575.73,6032123.38,-1.06
350578.27,6032120.36,-1.06
350577.47,6032121.3,-1.07
350576.96,6032121.89,-1.07
350579.44,6032119.1,-1.04
350581.21,6032117.46,-1.05
350580.62,6032118,-1.06
350580.02,6032118.56,-1.06
350582.15,6032116.5,-1.06
350583.13,6032115.46,-1.03
350584.29,6032114.41,-1.03
350583.69,6032114.92,-1.04
350584.91,6032113.91,-1.05
350585.57,6032113.43,-1.07
350586.31,6032112.9,-1.08
350590.02,6032110.04,-1.05
350588.93,6032110.88,-1.06
350587.95,6032111.65,-1.06
350587.14,6032112.26,-1.07
350590.69,6032109.59,-1.04
350591.59,6032109,-1.05
350593.35,6032107.73,-1.06
350592.27,6032108.55,-1.06
350594.55,6032106.7,-1.02
350595.47,6032105.89,-1.02
350597.16,6032104.42,-1.03
350596.06,6032105.38,-1.03
350593.96,6032107.22,-1.06
350599.43,6031974.88,-0.2
350601.06,6031979.74,-0.22
350600.81,6031979.03,-0.23
350599.76,6031975.56,-0.34
350600.52,6031978.19,-0.38
350600.06,6031976.36,-0.46
350600.22,6031977.28,-0.47
350601.01,6032100.92,-1.01
350600.04,6032101.85,-1.02
350598.27,6032103.44,-1.03
350599.37,6032102.47,-1.03
350601.39,6031980.66,-0.24
350601.71,6031981.5,-0.31
350601.98,6031982.2,-0.43
350602.31,6031982.97,-0.54
350602.65,6031983.73,-0.55
350603.66,6031985.98,-0.56
350603.35,6031985.27,-0.56
350603.03,6031984.57,-0.56
350604.97,6031989.47,-0.56
350604.02,6031986.87,-0.57
350604.57,6031988.31,-0.57
350601.57,6032100.36,-1
350604.69,6032096.8,-1
350603.75,6032097.99,-1.01
350602.35,6032099.56,-1.01
350603.18,6032098.66,-1.02
350607.54,6031996.65,-0.54
350607.16,6031995.59,-0.54
350606.32,6031993.17,-0.54
350606.64,6031994.08,-0.54
350606.9,6031994.82,-0.55
350606.04,6031992.42,-0.55
350608.66,6031999.9,-0.55
350608.35,6031998.99,-0.55
350608.08,6031998.23,-0.55
350607.82,6031997.49,-0.55
350605.47,6031990.82,-0.56
350605.78,6031991.66,-0.57
350608.76,6032091.95,-0.96
350608.12,6032092.72,-0.97
350607.55,6032093.41,-0.98
350605.2,6032096.2,-0.99
350606.86,6032094.26,-1
350605.72,6032095.62,-1.01
350606.29,6032094.95,-1.01
350609.82,6031954.72,-0.25
350610.59,6031954.86,-0.28
350611.42,6031955.04,-0.34
350612.16,6031955.2,-0.42
350608.92,6032000.64,-0.54
350609.21,6032001.47,-0.54
350610.14,6032003.87,-0.55
350612.53,6032010.68,-0.55
350612.27,6032009.94,-0.56
350611.33,6032007.2,-0.56
350610.78,6032005.64,-0.56
350611.94,6032008.96,-0.56
350610.52,6032004.91,-0.56
350609.64,6032002.55,-0.56
350611.69,6032008.23,-0.57
350611.04,6032006.38,-0.57
350612.23,6032088.16,-0.93
350611.61,6032088.81,-0.94
350610.15,6032090.37,-0.95
350610.84,6032089.62,-0.95
350609.64,6032090.94,-0.96
350613.09,6031955.37,-0.29
350614.02,6031955.56,-0.35
350614.77,6031955.65,-0.4
350615.59,6031955.76,-0.47
350616.34,6031955.84,-0.54
350612.78,6032011.41,-0.55
350616.08,6032019.47,-0.56
350613.15,6032012.35,-0.56
350613.59,6032013.51,-0.56
350615.66,6032018.62,-0.56
350614.45,6032016.01,-0.57
350614.18,6032015.25,-0.57
350614.98,6032017.21,-0.57
350613.88,6032014.34,-0.57
350615.32,6032017.92,-0.57
350615.5,6032084.85,-0.9
350616.25,6032084.14,-0.91
350614.93,6032085.41,-0.92
350614.38,6032085.96,-0.92
350612.78,6032087.6,-0.92
350613.73,6032086.6,-0.92
350619.73,6031956.2,-0.44
350618.79,6031956.09,-0.48
350617.82,6031956,-0.51
350618.54,6032023.44,-0.56
350618.1,6032022.82,-0.56
350617.64,6032022.14,-0.56
350616.43,6032020.16,-0.56
350619.06,6032024.14,-0.57
350616.99,6032021.13,-0.57
350619.58,6032024.86,-0.58
350616.87,6032083.6,-0.92
350619.24,6032081.19,-0.94
350618.74,6032081.77,-0.94
350617.5,6032083.08,-0.95
350619.89,6032080.43,-0.96
350618.06,6032082.53,-0.97
350620.5,6031956.27,-0.21
350621.61,6031956.55,-0.22
350622.58,6031956.98,-0.22
350623.35,6031957.37,-0.25
350621.84,6032028.08,-0.58
350620.88,6032026.7,-0.59
350621.37,6032027.42,-0.59
350622.39,6032028.78,-0.6
350620.44,6032026.07,-0.6
350622.91,6032029.41,-0.62
350623.45,6032030.03,-0.62
350621.65,6032078.15,-0.94
350622.36,6032077.15,-0.94
350620.99,6032079.05,-0.95
350623.09,6032076.05,-0.95
350623.49,6032075.4,-0.95
350620.39,6032079.82,-0.96
350624.08,6031957.55,-0.3
350624.78,6031957.84,-0.36
350625.43,6031958.23,-0.4
350626.03,6031958.71,-0.45
350626.81,6032035.36,-0.59
350626.43,6032034.71,-0.6
350626.05,6032034.03,-0.61
350625.68,6032033.35,-0.61
350625.3,6032032.68,-0.62
350624.09,6032030.88,-0.62
350624.59,6032031.57,-0.62
350626.63,6031959.18,-0.64
350627.5,6031959.93,-0.82
350624.5,6032073.58,-0.92
350624.96,6032072.83,-0.93
350624.12,6032074.26,-0.93
350625.73,6032071.44,-0.94
350625.37,6032072.13,-0.94
350626.07,6032070.75,-0.94
350626.86,6032069.06,-0.95
350627.43,6032067.75,-0.96
350626.53,6032069.76,-0.96
350628.5,6032037.94,-0.59
350627.64,6032036.59,-0.59
350629.73,6032040.06,-0.59
350630.1,6032040.72,-0.59
350628.05,6032037.22,-0.6
350630.99,6032042.24,-0.6
350630.57,6032041.53,-0.6
350628.88,6032038.59,-0.61
350629.31,6032039.32,-0.61
350628.08,6031960.45,-0.62
350628.67,6031960.93,-0.85
350630.1,6031961.88,-0.86
350631.22,6032058.45,-0.87
350630.94,6031962.45,-0.87
350630.66,6032059.36,-0.88
350629.67,6032061.16,-0.88
350630.08,6032060.36,-0.88
350629.4,6032061.88,-0.91
350629.12,6032062.91,-0.93
350628.83,6032063.94,-0.94
350627.81,6032066.82,-0.96
350629.42,6031961.47,-0.96
350628.55,6032064.87,-0.96
350628.14,6032066,-0.96
350632.5,6032045.28,-0.6
350631.39,6032042.95,-0.6
350631.99,6032044.16,-0.61
350632.82,6032046.03,-0.62
350633.17,6032046.98,-0.67
350633.39,6032047.76,-0.7
350633.55,6032048.57,-0.72
350633.66,6032049.5,-0.78
350633.69,6032050.45,-0.8
350633.63,6032051.84,-0.83
350633.23,6032053.99,-0.86
350633.44,6032053.11,-0.86
350632.4,6032056.21,-0.87
350632.72,6032055.48,-0.87
350632.02,6032057.04,-0.88
350633.01,6032054.73,-0.89
350631.64,6032057.76,-0.9
350631.57,6031962.97,-0.92
350633.43,6031964.18,-0.93
350632.51,6031963.6,-0.95
350634.93,6031964.87,-0.95
350634.1,6031964.57,-0.96
350638.76,6031965.66,-0.84
350638.01,6031965.58,-0.88
350637.15,6031965.39,-0.9
350635.97,6031965.11,-0.93
350642.62,6031966.07,-0.71
350641.79,6031966.06,-0.74
350640.98,6031965.99,-0.78
350640.23,6031965.88,-0.78
350646.25,6031966.07,-0.6
350644.54,6031966.03,-0.64
350645.4,6031966.08,-0.65
350643.67,6031966.05,-0.67
350649.5,6031966.07,-0.58
350647.04,6031966.07,-0.59
350648.01,6031966.12,-0.6
350651.7,6031966.03,-0.56
350653.7,6031966.01,-0.56
350650.79,6031966.03,-0.57
350652.47,6031966.04,-0.57
350657.37,6031965.84,-0.54
350654.59,6031965.94,-0.55
350655.39,6031965.88,-0.55
350656.62,6031965.82,-0.55
350658.16,6031965.87,-0.54
350658.92,6031965.89,-0.55
350659.69,6031965.88,-0.56
350660.52,6031965.8,-0.57
350661.33,6031965.69,-0.57
350662.09,6031965.6,-0.56
350662.85,6031965.54,-0.58
350663.61,6031965.47,-0.6
350664.37,6031965.35,-0.62
350668.54,6031964.59,-0.53
350667.18,6031964.82,-0.55
350666.43,6031964.98,-0.59
350665.26,6031965.19,-0.61
350672.4,6031964.12,-0.49
350671.56,6031964.19,-0.5
350670.69,6031964.3,-0.52
350669.91,6031964.46,-0.56
350675.65,6031963.92,-0.5
350673.3,6031964,-0.51
350674.62,6031963.91,-0.52
350679.23,6031964.1,-0.47
350678.14,6031964.08,-0.48
350676.93,6031964.02,-0.49
350681.83,6031963.82,-0.45
350682.76,6031963.77,-0.45
350683.55,6031963.74,-0.46
350680.57,6031963.96,-0.47
350686.45,6031963.58,-0.42
350687.21,6031963.55,-0.44
350685.44,6031963.64,-0.44
350684.51,6031963.69,-0.44
350690.05,6031963.21,-0.42
350688.01,6031963.46,-0.42
350688.86,6031963.35,-0.43
350690.82,6031963.09,-0.43
350694.86,6031962.35,-0.38
350692.22,6031962.93,-0.38
350693.26,6031962.81,-0.39
350694.02,6031962.64,-0.41
350698.84,6031961.2,-0.34
350696.15,6031961.9,-0.36
350697.23,6031961.63,-0.37
350698.08,6031961.42,-0.37
350702.53,6031960.25,-0.24
350701.73,6031960.43,-0.25
350700.95,6031960.62,-0.28
350700.15,6031960.84,-0.31
350703.28,6031960.2,-0.27
350704.03,6031960.14,-0.28
350704.81,6031960.1,-0.3
350706.05,6031959.91,-0.31
350709.04,6031959.26,-0.25
350708.27,6031959.4,-0.25
350707.52,6031959.56,-0.27
350709.82,6031959.11,-0.28
350710.6,6031958.94,-0.29
350711.36,6031958.76,-0.3
350712.93,6031958.3,-0.31
350712.11,6031958.56,-0.32
350716.96,6031956.94,-0.31
350714.68,6031957.74,-0.31
350715.42,6031957.5,-0.32
350716.23,6031957.22,-0.33
350713.92,6031957.99,-0.33
350719.92,6031955.72,-0.26
350721.25,6031955.2,-0.26
350718.62,6031956.26,-0.3
350717.72,6031956.63,-0.31
350721.97,6031954.97,-0.23
350722.75,6031954.75,-0.27
350723.51,6031954.47,-0.31
350724.71,6031953.72,-0.31
350725.8,6031952.78,-0.28
350726.36,6031952.26,-0.29
350726.96,6031951.65,-0.29
350727.5,6031951.04,-0.3
350727.97,6031950.41,-0.35
350728.57,6031949.55,-0.37
350730.43,6031946.85,-0.29
350730.98,6031946.27,-0.29
350729.66,6031948.02,-0.32
350731.61,6031945.82,-0.32
350732.26,6031945.42,-0.32
350729.17,6031948.69,-0.34
350732.92,6031945.05,-0.33
350735.59,6031943.61,-0.34
350736.3,6031943.29,-0.34
350734.88,6031943.96,-0.34
350734.21,6031944.32,-0.36
350737.01,6031942.98,-0.34
350737.75,6031942.68,-0.35
350738.51,6031942.36,-0.37
350739.52,6031941.78,-0.4
350742.42,6031939.29,-0.37
350740.26,6031941.21,-0.37
350740.91,6031940.69,-0.37
350741.68,6031940,-0.37
350743.02,6031938.69,-0.37
350743.6,6031938.08,-0.38
350744.13,6031937.51,-0.39
350744.66,6031936.92,-0.4
350745.17,6031936.35,-0.4
350745.67,6031935.74,-0.42
350746.2,6031935.03,-0.42
350747.13,6031933.48,-0.45
350747.5,6031932.65,-0.45
350746.63,6031934.38,-0.46
350748.44,6031930.37,-0.45
350748.79,6031929.62,-0.45
350749.28,6031928.91,-0.47
350747.83,6031931.89,-0.48
350750.17,6031927.83,-0.48
350748.13,6031931.13,-0.48
350750.78,6031927.18,-0.49
350753.5,6031924.5,-0.46
350754.28,6031923.95,-0.46
350751.96,6031925.95,-0.47
350752.52,6031925.38,-0.47
350751.39,6031926.54,-0.48
350754.97,6031923.47,-0.51
350756.09,6031922.23,-0.48
350757.56,6031920.13,-0.5
350756.55,6031921.63,-0.51
350757.04,6031920.93,-0.51
350757.98,6031919.49,-0.51
350755.56,6031922.91,-0.52
350758.42,6031918.85,-0.52
350758.89,6031918.1,-0.51
350760.45,6031915.44,-0.51
350759.37,6031917.33,-0.52
350759.77,6031916.65,-0.52
350760.82,6031914.71,-0.52
350761.17,6031914,-0.52
350761.63,6031912.99,-0.52
350762.02,6031912.07,-0.52
350762.38,6031911.13,-0.52
350763,6031909.46,-0.51
350765.67,6031902.9,-0.51
350763.29,6031908.71,-0.52
350762.66,6031910.38,-0.52
350765.31,6031903.62,-0.52
350763.66,6031907.78,-0.52
350766.15,6031902.14,-0.52
350764.2,6031906.47,-0.54
350764.63,6031905.45,-0.54
350765.01,6031904.44,-0.55
350769.94,6031898.28,-0.44
350769.26,6031898.66,-0.46
350768.6,6031899.19,-0.46
350768.01,6031899.77,-0.47
350767.41,6031900.5,-0.54
350766.75,6031901.33,-0.54
350773.37,6031896.82,-0.43
350771.32,6031897.69,-0.47
350772.44,6031897.22,-0.48
350774.17,6031896.6,-0.41
350776.9,6031895.34,-0.47
350774.99,6031896.38,-0.48
350776.09,6031895.81,-0.48
350778.19,6031894.56,-0.47
350780.76,6031892.9,-0.47
350780.02,6031893.39,-0.48
350779.24,6031893.9,-0.48
350784.05,6031890.68,-0.45
350783.07,6031891.27,-0.45
350784.99,6031890.21,-0.46
350781.39,6031892.48,-0.47
350782.02,6031892.06,-0.47
350788.82,6031888.63,-0.43
350787.75,6031888.93,-0.44
350786.76,6031889.34,-0.44
350786.03,6031889.71,-0.46
350789.58,6031888.55,-0.45
350790.57,6031888.47,-0.47
350791.37,6031888.38,-0.47
350792.15,6031888.3,-0.48
350793.14,6031888.23,-0.46
350793.97,6031888.24,-0.47
350796.28,6031888.06,-0.51
350794.8,6031888.25,-0.53
350799.7,6031887.19,-0.49
350798.6,6031887.49,-0.5
350797.06,6031887.91,-0.52
350797.8,6031887.73,-0.52
350800.47,6031887.07,-0.5
350801.87,6031886.9,-0.5
350802.69,6031886.81,-0.51
350803.51,6031886.73,-0.51
350804.32,6031886.66,-0.52
350805.15,6031886.59,-0.52
350807.29,6031886.32,-0.52
350806.07,6031886.49,-0.52
350808.62,6031886.12,-0.49
350810.89,6031885.79,-0.5
350809.67,6031886,-0.5
350813.83,6031885.03,-0.49
350812.08,6031885.54,-0.5
350814.64,6031884.77,-0.51
350813.03,6031885.28,-0.51
350817.15,6031883.88,-0.5
350815.36,6031884.54,-0.5
350816.1,6031884.27,-0.5
350818.1,6031883.51,-0.51
350821.02,6031882.14,-0.51
350819.15,6031883.06,-0.51
350819.89,6031882.71,-0.52
350821.75,6031881.75,-0.52
350822.43,6031881.33,-0.53
350824.74,6031879.97,-0.5
350823.77,6031880.43,-0.51
350825.54,6031879.69,-0.52
350823.09,6031880.87,-0.53
350827.31,6031879.16,-0.51
350826.48,6031879.4,-0.52
350828.15,6031878.95,-0.52
350828.89,6031878.79,-0.52
350829.73,6031878.61,-0.54
350831.65,6031878.21,-0.53
350832.52,6031878.09,-0.54
350830.68,6031878.4,-0.55
350833.27,6031878.04,-0.55
350836.72,6031877.64,-0.55
350837.47,6031877.57,-0.55
350835.25,6031877.82,-0.56
350834.02,6031877.97,-0.56
350838.35,6031877.52,-0.54
350839.12,6031877.5,-0.56
350840.02,6031877.48,-0.57
350841.29,6031877.41,-0.57
350842.04,6031877.36,-0.57
350843.96,6031877.27,-0.57
350843.06,6031877.28,-0.57
350844.74,6031877.27,-0.6
350847.29,6031876.88,-0.58
350848.43,6031876.71,-0.59
350846.47,6031877.05,-0.6
350845.5,6031877.2,-0.61
350850.15,6031876.42,-0.6
350851.27,6031876.23,-0.6
350852.06,6031876.07,-0.6
350855.01,6031875.38,-0.58
350855.77,6031875.24,-0.59
350852.84,6031875.9,-0.61
350853.68,6031875.7,-0.61
350856.54,6031875.14,-0.59
350857.3,6031875.04,-0.6
350858.06,6031874.95,-0.64
350858.82,6031874.85,-0.64
350859.57,6031874.72,-0.65
