Site,X,Y,Num. Vars,Start Date,End Date,Total Samples at Site
B_2009,342921.3346,6041826.2260,14,06-10-2021,06-10-2021,14
B_2018,342916.8196,6041815.6046,12,06-10-2021,06-10-2021,12
B_2023,355461.3821,6025705.6160,1,14-12-2021,14-12-2021,1
B_2025,355461.4833,6025704.9519,1,14-12-2021,14-12-2021,1
B_2028,355465.2665,6025705.4577,1,14-12-2021,14-12-2021,1
B_2030,355469.7899,6025704.8662,1,14-12-2021,14-12-2021,1
B_2032,355468.4016,6025706.9516,1,14-12-2021,14-12-2021,1
B_2035,372682.9559,6008551.8783,1,14-12-2021,14-12-2021,1
B_2036,372684.6622,6008558.4491,1,08-02-2022,08-02-2022,1
B_2039,372685.3823,6008577.0991,1,08-02-2022,08-02-2022,1
B_2040,372679.3090,6008579.6736,1,08-02-2022,08-02-2022,1
B_2041,372675.1450,6008574.8423,12,18-10-2021,18-10-2021,12
B_2043,372674.1335,6008570.0568,12,18-10-2021,18-10-2021,12
B_2044,372673.2459,6008562.9431,12,18-10-2021,18-10-2021,12
B_2045,372669.5436,6008557.3419,1,18-10-2021,18-10-2021,1
B_2046,372661.8942,6008556.7869,1,18-10-2021,18-10-2021,1
B_2048,372663.0504,6008564.0155,12,18-10-2021,18-10-2021,12
B_2091,372664.8500,6008570.3657,1,14-12-2021,14-12-2021,1
B_2092,372665.6588,6008576.7016,1,14-12-2021,14-12-2021,1
B_2099,372661.7568,6008578.6420,1,14-12-2021,14-12-2021,1
B_2100,372660.2049,6008573.8486,1,14-12-2021,14-12-2021,1
B_2102,372658.1865,6008570.1580,1,14-12-2021,14-12-2021,1
B_2104,372656.1038,6008564.6912,1,14-12-2021,14-12-2021,1
B_2121,372650.1448,6008565.6032,1,08-02-2022,08-02-2022,1
B_2122,372651.2576,6008569.6135,1,08-02-2022,08-02-2022,1
B_2125,372653.3093,6008589.6142,1,08-02-2022,08-02-2022,1
B_2127,377419.9161,6001936.8051,1,08-02-2022,08-02-2022,1
B_2134,377417.9955,6001919.6922,1,08-02-2022,08-02-2022,1
B_2135,377422.0346,6001920.5254,1,08-02-2022,08-02-2022,1
B_2141,377346.0925,6001873.3062,1,05-01-2022,05-01-2022,1
B_2148,377343.2030,6001880.3664,1,19-01-2022,19-01-2022,1
B_2150,377343.1346,6001885.2471,1,05-01-2022,05-01-2022,1
B_2154,377341.0892,6001889.8783,1,05-01-2022,05-01-2022,1
B_2155,377338.7708,6001894.7275,1,05-01-2022,05-01-2022,1
B_2184,372681.6511,6008567.2813,1,05-01-2022,05-01-2022,1
B_2186,372684.1761,6008573.3093,12,18-10-2021,18-10-2021,12
B_2210,372650.7005,6008589.3544,1,05-01-2022,05-01-2022,1
B_2211,372653.9894,6008598.6110,1,05-01-2022,05-01-2022,1
B_2212,372659.5977,6008603.2415,1,05-01-2022,05-01-2022,1
B_2214,372659.3511,6008620.2132,1,05-01-2022,05-01-2022,1
B_2215,372660.0765,6008619.8908,1,19-01-2022,19-01-2022,1
B_2216,372657.5513,6008620.0761,1,05-01-2022,05-01-2022,1
B_2218,372651.6728,6008615.4417,1,05-01-2022,05-01-2022,1
B_2219,372647.9576,6008610.7279,1,05-01-2022,05-01-2022,1
B_2220,372636.2807,6008614.5524,1,05-01-2022,05-01-2022,1
B_2224,372637.2293,6008623.6640,1,05-01-2022,05-01-2022,1
B_2228,372644.2896,6008639.9653,1,05-01-2022,05-01-2022,1
B_2236,372649.2914,6008649.1358,1,05-01-2022,05-01-2022,1
B_2237,360390.6180,6024822.4293,1,05-01-2022,05-01-2022,1
B_2238,360387.2064,6024821.2657,1,05-01-2022,05-01-2022,1
B_2279,360386.5783,6024821.0338,1,19-01-2022,19-01-2022,1
B_230,360382.9101,6024818.9786,1,02-11-2021,02-11-2021,1
B_2323,360378.9841,6024821.8012,1,08-02-2022,08-02-2022,1
B_2341,360377.6522,6024826.1072,1,08-02-2022,08-02-2022,1
B_2343,360380.9010,6024860.3324,1,08-02-2022,08-02-2022,1
B_2345,360380.1539,6024856.2153,1,08-02-2022,08-02-2022,1
B_2358,360388.4078,6024853.6832,12,02-12-2021,02-12-2021,12
B_2375,360393.3956,6024852.2088,12,06-10-2021,06-10-2021,12
B_2391,354171.8459,6031205.3544,12,18-10-2021,18-10-2021,12
B_2392,354166.0279,6031207.5884,11,18-10-2021,18-10-2021,11
B_2393,354164.8923,6031205.2396,1,18-10-2021,18-10-2021,1
B_2394,354164.6062,6031200.6857,11,18-10-2021,18-10-2021,11
B_2396,354163.4354,6031195.0076,11,18-10-2021,18-10-2021,11
B_2397,354162.0857,6031189.2156,1,18-10-2021,18-10-2021,1
B_2399,354154.3578,6031186.7579,1,19-01-2022,19-01-2022,1
B_2401,354150.3349,6031189.6873,1,18-10-2021,18-10-2021,1
B_2402,354147.8935,6031195.3057,11,18-10-2021,18-10-2021,11
B_2441,354145.5978,6031164.7549,12,06-10-2021,06-10-2021,12
B_2442,354140.9092,6031164.2336,12,06-10-2021,06-10-2021,12
B_2444,354135.7746,6031163.3721,12,06-10-2021,06-10-2021,12
B_2445,354131.8708,6031159.0913,12,06-10-2021,06-10-2021,12
B_2461,354149.4907,6031169.7012,1,08-02-2022,08-02-2022,1
B_2471,354094.5221,6031150.7073,1,08-02-2022,08-02-2022,1
B_2472,354092.9712,6031140.6957,1,08-02-2022,08-02-2022,1
B_2586,342831.0607,6041729.7536,1,18-10-2021,18-10-2021,1
B_2587,342825.0715,6041725.7637,12,18-10-2021,18-10-2021,12
B_2588,342816.9772,6041723.1790,12,18-10-2021,18-10-2021,12
B_2636,342789.0284,6041718.1338,12,02-12-2021,02-12-2021,12
B_2637,342780.2009,6041716.0909,12,06-10-2021,06-10-2021,12
B_2640,342770.4102,6041717.3597,12,06-10-2021,06-10-2021,12
B_2655,355522.1440,6025688.6371,12,06-10-2021,06-10-2021,12
B_2688,354209.3458,6031193.6575,12,06-10-2021,06-10-2021,12
B_2690,354210.0712,6031204.4322,12,02-12-2021,02-12-2021,12
B_2693,354211.6406,6031213.3346,1,05-01-2022,05-01-2022,1
B_2711,354185.3395,6031197.8103,12,06-10-2021,06-10-2021,12
B_2717,354184.7444,6031217.4397,13,06-10-2021,06-10-2021,13
B_2718,354176.1506,6031218.1855,12,06-10-2021,06-10-2021,12
B_2730,354163.2619,6031210.9824,1,02-12-2021,02-12-2021,1
B_2731,354162.7169,6031216.6322,12,02-12-2021,02-12-2021,12
B_2735,360332.7622,6024976.0708,1,02-12-2021,02-12-2021,1
B_2757,360327.8886,6024970.3350,12,06-10-2021,06-10-2021,12
B_2759,360321.3895,6024970.3429,12,06-10-2021,06-10-2021,12
B_2761,360314.2927,6024973.8919,12,06-10-2021,06-10-2021,12
B_2781,360300.2562,6024976.7761,1,05-01-2022,05-01-2022,1
B_2783,360293.4178,6024981.1058,1,05-01-2022,05-01-2022,1
B_2789,360287.3312,6024983.5613,1,05-01-2022,05-01-2022,1
B_2790,360282.8390,6024987.9282,1,05-01-2022,05-01-2022,1
B_2797,354107.0361,6031153.2442,12,06-10-2021,06-10-2021,12
B_2799,354108.1064,6031148.6017,12,06-10-2021,06-10-2021,12
B_2824,354107.8777,6031146.0459,1,18-10-2021,18-10-2021,1
B_2829,354111.0475,6031145.5435,12,18-10-2021,18-10-2021,12
B_2830,354115.2864,6031145.9464,1,18-10-2021,18-10-2021,1
B_2833,354119.2531,6031151.8926,12,18-10-2021,18-10-2021,12
B_2836,354120.0938,6031155.6790,1,05-01-2022,05-01-2022,1
B_2837,354117.3425,6031158.1855,1,05-01-2022,05-01-2022,1
B_2839,354115.7761,6031160.0459,1,05-01-2022,05-01-2022,1
B_2840,342840.7329,6041765.7656,1,05-01-2022,05-01-2022,1
B_2857,342837.5192,6041763.3784,11,18-10-2021,18-10-2021,11
B_2858,342832.9649,6041760.0798,12,18-10-2021,18-10-2021,12
B_2860,342828.6956,6041756.0095,1,18-10-2021,18-10-2021,1
B_2861,342827.4082,6041752.1030,12,18-10-2021,18-10-2021,12
B_2862,342826.7380,6041749.0951,13,18-10-2021,18-10-2021,13
B_2864,342824.6506,6041744.3977,12,18-10-2021,18-10-2021,12
B_2867,342820.9808,6041742.2244,1,18-10-2021,18-10-2021,1
B_2868,342817.0379,6041740.1572,12,18-10-2021,18-10-2021,12
B_2870,342813.8772,6041739.8792,1,18-10-2021,18-10-2021,1
B_2889,355470.7102,6025692.7870,1,19-01-2022,19-01-2022,1
B_2899,355490.7826,6025685.3492,14,06-10-2021,06-10-2021,14
B_2903,355470.1850,6025691.7798,14,06-10-2021,06-10-2021,14
B_2971,355480.7092,6025683.0759,1,05-01-2022,05-01-2022,1
B_2972,355484.1551,6025682.1337,1,05-01-2022,05-01-2022,1
B_2983,355495.3224,6025683.7592,1,05-01-2022,05-01-2022,1
B_2984,355498.0765,6025686.4673,1,05-01-2022,05-01-2022,1
B_2986,355502.4896,6025687.0945,1,18-10-2021,18-10-2021,1
B_2987,342866.9713,6041821.3786,1,18-10-2021,18-10-2021,1
B_2988,342863.1461,6041827.9685,12,18-10-2021,18-10-2021,12
B_2989,342859.4173,6041834.2272,1,18-10-2021,18-10-2021,1
B_3073,355466.0445,6025691.0462,1,18-10-2021,18-10-2021,1
B_3077,355472.2808,6025690.5937,12,18-10-2021,18-10-2021,12
B_3078,355477.4650,6025688.2376,1,18-10-2021,18-10-2021,1
B_3079,355484.5190,6025687.4656,11,18-10-2021,18-10-2021,11
B_3080,355497.1831,6025685.8979,12,18-10-2021,18-10-2021,12
B_3081,355501.9681,6025685.8654,12,18-10-2021,18-10-2021,12
B_3082,     NaN,     NaN,11,18-10-2021,18-10-2021,11
B_3083,     NaN,     NaN,11,18-10-2021,18-10-2021,11
B_3084,     NaN,     NaN,12,18-10-2021,18-10-2021,12
B_3085,     NaN,     NaN,1,18-10-2021,18-10-2021,1
B_3106,     NaN,     NaN,12,18-10-2021,18-10-2021,12
B_3109,     NaN,     NaN,12,18-10-2021,18-10-2021,12
B_3110,     NaN,     NaN,12,18-10-2021,18-10-2021,12
B_3111,     NaN,     NaN,12,18-10-2021,18-10-2021,12
B_3114,     NaN,     NaN,1,18-10-2021,18-10-2021,1
B_3115,     NaN,     NaN,12,18-10-2021,18-10-2021,12
B_3117,     NaN,     NaN,12,18-10-2021,18-10-2021,12
B_316,342776.8845,6041734.7845,11,17-11-2021,17-11-2021,11
B_319,342770.1270,6041723.1246,1,17-11-2021,17-11-2021,1
B_3191,342765.6002,6041723.3772,12,18-10-2021,18-10-2021,12
B_3193,342761.2779,6041722.3019,12,18-10-2021,18-10-2021,12
B_3194,355483.4895,6025678.6832,12,18-10-2021,18-10-2021,12
B_3195,355484.6772,6025677.8150,12,18-10-2021,18-10-2021,12
B_3196,355487.2388,6025675.7488,12,18-10-2021,18-10-2021,12
B_320,355490.4448,6025672.9165,1,17-11-2021,17-11-2021,1
B_3200,355493.3957,6025674.6293,1,18-10-2021,18-10-2021,1
B_3202,355497.6120,6025676.2518,12,18-10-2021,18-10-2021,12
B_3215,355493.4667,6025670.3031,1,18-10-2021,18-10-2021,1
B_3216,355489.4327,6025668.5726,1,18-10-2021,18-10-2021,1
B_3217,355486.6532,6025667.4175,1,18-10-2021,18-10-2021,1
B_3218,355482.7040,6025666.0213,12,18-10-2021,18-10-2021,12
B_3219,377276.7121,6001890.9722,11,18-10-2021,18-10-2021,11
B_322,372614.0243,6008602.4683,12,17-11-2021,17-11-2021,12
B_3220,360241.4658,6024944.4441,11,18-10-2021,18-10-2021,11
B_3238,377305.1587,6001871.6225,1,05-01-2022,05-01-2022,1
B_3239,377304.1887,6001876.6016,1,05-01-2022,05-01-2022,1
B_3240,377301.8562,6001882.4491,1,05-01-2022,05-01-2022,1
B_3268,377290.9433,6001877.5252,12,06-10-2021,06-10-2021,12
B_3275,377295.9729,6001865.5024,1,08-02-2022,08-02-2022,1
B_3276,377271.5063,6001851.4015,1,05-01-2022,05-01-2022,1
B_3281,377265.0909,6001865.9567,1,08-02-2022,08-02-2022,1
B_3282,377263.5622,6001872.2593,1,05-01-2022,05-01-2022,1
B_3283,360327.1931,6024934.4859,1,08-02-2022,08-02-2022,1
B_3291,360326.7999,6024947.9051,1,08-02-2022,08-02-2022,1
B_3293,360326.1518,6024960.3216,1,08-02-2022,08-02-2022,1
B_3298,360330.7740,6024930.6593,1,08-02-2022,08-02-2022,1
B_3300,360309.0020,6024937.5262,1,08-02-2022,08-02-2022,1
B_3303,354218.7011,6031179.6095,1,08-02-2022,08-02-2022,1
B_3304,354218.8847,6031190.3753,1,08-02-2022,08-02-2022,1
B_3305,354218.1006,6031199.5717,1,08-02-2022,08-02-2022,1
B_3307,354215.0753,6031207.7325,12,06-10-2021,06-10-2021,12
B_3309,354213.2831,6031217.7999,12,06-10-2021,06-10-2021,12
B_3313,354187.2933,6031199.8398,1,05-01-2022,05-01-2022,1
B_3314,354186.2231,6031188.0608,1,05-01-2022,05-01-2022,1
B_3316,354163.4432,6031200.0007,1,05-01-2022,05-01-2022,1
B_3317,354158.4604,6031206.3539,1,05-01-2022,05-01-2022,1
B_332,354159.3683,6031217.0207,1,17-11-2021,17-11-2021,1
B_3322,354161.3244,6031224.3761,1,08-02-2022,08-02-2022,1
B_3327,377277.1247,6001893.6407,1,08-02-2022,08-02-2022,1
B_333,377277.9702,6001897.5358,12,17-11-2021,17-11-2021,12
B_3335,377275.9791,6001904.7195,1,08-02-2022,08-02-2022,1
B_3337,377276.7330,6001908.7242,1,05-01-2022,05-01-2022,1
B_3339,377275.2635,6001910.8116,1,05-01-2022,05-01-2022,1
B_3370,372608.0936,6008620.0231,1,05-01-2022,05-01-2022,1
B_340,360233.3665,6024937.2146,12,17-11-2021,17-11-2021,12
B_3441,354207.2637,6031215.8143,1,05-01-2022,05-01-2022,1
B_344333,354190.5619,6031209.7689,1,19-01-2022,19-01-2022,1
B_3445,354188.0322,6031198.8534,1,05-01-2022,05-01-2022,1
B_3447,354186.8797,6031192.0660,1,05-01-2022,05-01-2022,1
B_3448,354186.1988,6031184.0660,1,05-01-2022,05-01-2022,1
B_3450,354166.6835,6031184.2985,1,05-01-2022,05-01-2022,1
B_3451,354166.3710,6031192.2822,1,05-01-2022,05-01-2022,1
B_3452,354166.0914,6031198.2692,1,05-01-2022,05-01-2022,1
B_3453,354166.6228,6031204.3805,1,05-01-2022,05-01-2022,1
B_3454,354166.7948,6031210.3750,1,05-01-2022,05-01-2022,1
B_403,342866.7275,6041830.0293,1,14-12-2021,14-12-2021,1
B_404,342863.5136,6041837.8505,1,14-12-2021,14-12-2021,1
B_451,342842.7801,6041844.1406,1,17-11-2021,17-11-2021,1
B_458,342828.3505,6041836.6722,12,17-11-2021,17-11-2021,12
B_461,355464.3283,6025702.1137,12,17-11-2021,17-11-2021,12
B_476,355469.4835,6025701.5325,12,17-11-2021,17-11-2021,12
B_492,355483.5322,6025698.1012,1,14-12-2021,14-12-2021,1
B_548,355463.6918,6025696.8883,1,17-11-2021,17-11-2021,1
B_551,355475.4552,6025695.1949,1,14-12-2021,14-12-2021,1
B_561,372666.4104,6008617.9858,12,17-11-2021,17-11-2021,12
B_568,372646.3914,6008600.7196,1,17-11-2021,17-11-2021,1
B_575,372648.8961,6008639.1446,1,17-11-2021,17-11-2021,1
B_576,354137.4888,6031147.0899,1,17-11-2021,17-11-2021,1
B_577,354125.8930,6031149.1174,12,17-11-2021,17-11-2021,12
B_604,342844.3623,6041851.8250,12,17-11-2021,17-11-2021,12
B_611,342833.1520,6041871.9321,12,17-11-2021,17-11-2021,12
B_700,377294.2593,6001878.5703,1,17-11-2021,17-11-2021,1
B_822,360267.9560,6024947.4161,12,17-11-2021,17-11-2021,12
B_832,360249.8247,6024946.6848,12,17-11-2021,17-11-2021,12
B_835,360277.5748,6024949.8986,12,17-11-2021,17-11-2021,12
B_842,360236.3764,6024958.0107,12,17-11-2021,17-11-2021,12
B_846,354219.3418,6031190.0500,1,17-11-2021,17-11-2021,1
B_847,354220.9019,6031199.5070,12,17-11-2021,17-11-2021,12
B_904,342878.4171,6041828.7940,1,14-12-2021,14-12-2021,1
B_910,342877.1394,6041834.5414,1,17-11-2021,17-11-2021,1
B_934,342868.1842,6041809.0834,12,02-11-2021,02-11-2021,12
B_943,342809.4389,6041735.1401,1,02-11-2021,02-11-2021,1
B_945,342805.4664,6041734.7367,12,02-11-2021,02-11-2021,12
B_971,355522.3956,6025667.7815,12,17-11-2021,17-11-2021,12
B_976,355465.0951,6025704.9002,12,17-11-2021,17-11-2021,12
B_996,355483.8871,6025703.9877,12,03-12-2021,03-12-2021,12
B_998,355490.0943,6025705.3100,1,03-12-2021,03-12-2021,1
C_2460,355475.8228,6025700.3049,1,08-02-2022,08-02-2022,1
D_1217,355469.1213,6025696.0897,1,14-12-2021,14-12-2021,1
D_1310,372727.9951,6008626.6467,11,03-12-2021,03-12-2021,11
D_1317,372726.3780,6008657.3562,11,03-12-2021,03-12-2021,11
D_1688,372681.8860,6008625.5333,11,03-12-2021,03-12-2021,11
D_2072,360314.0553,6024988.8669,1,18-10-2021,18-10-2021,1
D_2081,360309.3037,6024964.0489,1,01-12-2021,01-12-2021,1
D_2082,360309.4883,6024969.4885,12,18-10-2021,18-10-2021,12
D_2085,354188.2086,6031193.6414,12,18-10-2021,18-10-2021,12
D_2167,354173.7973,6031202.0580,12,01-12-2021,01-12-2021,12
D_2168,354158.3287,6031197.9191,1,01-12-2021,01-12-2021,1
D_2169,354158.8327,6031205.6943,12,01-12-2021,01-12-2021,12
D_2179,354161.0419,6031219.6003,12,18-10-2021,18-10-2021,12
D_2180,354160.9082,6031227.6979,12,06-10-2021,06-10-2021,12
D_2182,342825.8626,6041793.3532,12,06-10-2021,06-10-2021,12
D_2251,355467.8135,6025704.2790,12,06-10-2021,06-10-2021,12
D_2256,355473.6531,6025700.4913,1,14-12-2021,14-12-2021,1
D_2368,372691.4126,6008620.9008,1,08-02-2022,08-02-2022,1
D_2457,360303.9414,6024972.0635,12,22-09-2021,22-09-2021,12
D_2507,354163.8228,6031198.8975,1,14-12-2021,14-12-2021,1
D_2532,342843.3917,6041819.8509,1,14-12-2021,14-12-2021,1
D_2563,342833.6187,6041815.0172,1,14-12-2021,14-12-2021,1
D_2590,342824.8464,6041794.5557,12,06-10-2021,06-10-2021,12
D_2595,342819.0181,6041806.9910,12,01-12-2021,01-12-2021,12
D_2610,355468.6192,6025699.1882,12,18-10-2021,18-10-2021,12
D_2612,355475.5448,6025700.7442,12,18-10-2021,18-10-2021,12
D_2614,355479.7144,6025699.7030,1,18-10-2021,18-10-2021,1
D_2620,355491.2016,6025698.3379,12,18-10-2021,18-10-2021,12
D_2631,355494.6584,6025696.7302,12,06-10-2021,06-10-2021,12
D_2666,355498.4998,6025693.6864,12,06-10-2021,06-10-2021,12
D_2738,372664.4917,6008613.6309,1,08-02-2022,08-02-2022,1
D_2744,372660.5555,6008630.3271,12,06-10-2021,06-10-2021,12
D_2800,377280.2851,6001867.2794,1,05-01-2022,05-01-2022,1
D_2856,360317.5708,6024932.2253,12,18-10-2021,18-10-2021,12
D_2863,360312.6310,6024936.3632,1,18-10-2021,18-10-2021,1
D_2865,360307.3091,6024941.8266,12,18-10-2021,18-10-2021,12
D_2874,360301.6797,6024932.5282,12,06-10-2021,06-10-2021,12
D_2881,360316.0760,6024918.3324,12,06-10-2021,06-10-2021,12
D_2892,360289.9836,6024930.1237,12,22-09-2021,22-09-2021,12
D_2909,342826.4974,6041798.3577,1,05-01-2022,05-01-2022,1
D_2911,342811.1658,6041785.6581,1,08-02-2022,08-02-2022,1
D_2919,342803.0476,6041799.7172,1,08-02-2022,08-02-2022,1
D_2923,342800.9265,6041807.1140,12,06-10-2021,06-10-2021,12
D_2940,354207.4684,6031181.5323,11,18-10-2021,18-10-2021,11
D_2945,354208.4525,6031198.5248,12,06-10-2021,06-10-2021,12
D_2951,354211.7107,6031214.5563,12,06-10-2021,06-10-2021,12
D_2995,354170.6282,6031191.5758,12,06-10-2021,06-10-2021,12
D_3047,355527.6359,6025695.0517,1,14-12-2021,14-12-2021,1
D_3070,360297.1612,6024938.5590,12,01-12-2021,01-12-2021,12
D_3093,360270.8244,6024948.6820,11,06-10-2021,06-10-2021,11
D_3094,360276.9444,6024944.1190,12,18-10-2021,18-10-2021,12
D_3098,372717.4383,6008596.7589,11,06-10-2021,06-10-2021,11
D_3099,372723.1609,6008599.7267,12,18-10-2021,18-10-2021,12
D_3178,377277.2174,6001867.7911,1,01-12-2021,01-12-2021,1
D_3182,360289.4035,6024932.5555,12,01-12-2021,01-12-2021,12
D_3201,360263.3251,6024943.4593,1,05-01-2022,05-01-2022,1
D_3204,360327.1022,6024945.9127,1,05-01-2022,05-01-2022,1
D_3227,360320.5276,6024950.6905,12,06-10-2021,06-10-2021,12
D_3228,360315.9985,6024957.3868,12,06-10-2021,06-10-2021,12
D_3231,360311.3968,6024962.9725,1,18-10-2021,18-10-2021,1
D_3246,360304.0944,6024945.3261,1,14-12-2021,14-12-2021,1
D_3264,377320.7682,6001888.2619,1,08-02-2022,08-02-2022,1
D_3267,377311.2275,6001907.4330,1,08-02-2022,08-02-2022,1
D_3340,377297.0920,6001894.8085,1,05-01-2022,05-01-2022,1
D_3343,377302.8794,6001867.2636,1,05-01-2022,05-01-2022,1
D_3344,377287.7864,6001858.7307,14,06-10-2021,06-10-2021,14
D_3347,377279.7651,6001872.2648,12,01-12-2021,01-12-2021,12
D_3349,377274.5820,6001882.3993,13,06-10-2021,06-10-2021,13
D_3351,372698.9715,6008640.0939,1,01-12-2021,01-12-2021,1
D_3353,372693.1527,6008625.1422,1,05-01-2022,05-01-2022,1
D_3354,372690.3849,6008617.2245,12,01-12-2021,01-12-2021,12
D_3358,372671.7776,6008614.4024,13,06-10-2021,06-10-2021,13
D_3362,372677.2776,6008638.8912,12,06-10-2021,06-10-2021,12
D_3365,372662.7505,6008646.6685,13,06-10-2021,06-10-2021,13
D_3368,372655.4876,6008625.7045,12,01-12-2021,01-12-2021,12
D_3369,355462.6747,6025703.8619,14,06-10-2021,06-10-2021,14
D_3415,355505.5163,6025689.6961,11,22-09-2021,22-09-2021,11
D_3423,354159.4994,6031220.0187,11,22-09-2021,22-09-2021,11
D_495,342888.7817,6041841.0726,11,03-12-2021,03-12-2021,11
D_497,342888.6422,6041833.6357,12,17-11-2021,17-11-2021,12
D_632,377305.7641,6001866.9712,12,17-11-2021,17-11-2021,12
D_762,377286.7038,6001884.5664,1,03-12-2021,03-12-2021,1
D_966,377272.7473,6001859.1853,1,14-12-2021,14-12-2021,1
E_2008,377269.6933,6001865.1337,12,06-10-2021,06-10-2021,12
E_2062,372651.1430,6008639.5101,11,22-09-2021,22-09-2021,11
E_2066,372640.1228,6008622.9294,12,22-09-2021,22-09-2021,12
E_2071,372637.8304,6008638.0962,11,06-10-2021,06-10-2021,11
E_2073,372641.4185,6008645.3601,11,22-09-2021,22-09-2021,11
E_2077,360359.9691,6024962.2999,12,22-09-2021,22-09-2021,12
E_2079,360360.4971,6024968.8545,13,06-10-2021,06-10-2021,13
