#Bulk Export - Points as recorded,,,,,
,A4261005,A4261006,A4260526,A4260570,A4260571
2011-05-26 00:00:00,137.3355,269.9582,37.3216,0,66.1567
2011-05-27 00:00:00,87.6767,258.4003,41.0567,0,61.0132
2011-05-28 00:00:00,58.5441,255.2261,47.5476,0,55.8699
2011-05-29 00:00:00,55.289,198.2899,47.7635,0.0003,51.5776
2011-05-30 00:00:00,51.3809,168.6869,41.4965,0.0062,59.0781
2011-05-31 00:00:00,34.9657,51.7487,39.5142,0.0132,62.0239
2011-06-01 00:00:00,20.5644,47.7243,37.8672,0.0108,28.2365
2011-06-02 00:00:00,22.2295,42.0674,30.327,0.0099,24.5155
2011-06-03 00:00:00,18.7962,30.0808,18.5854,0.0087,17.6564
2011-06-04 00:00:00,22.1535,30.1132,18.2561,0.0088,18.2325
2011-06-05 00:00:00,20.0158,24.7881,15.8419,0.0072,15.0078
2011-06-06 00:00:00,32.5135,34.3675,23.7691,0.0104,24.2664
2011-06-07 00:00:00,26.9203,25.1879,19.4745,0.0089,16.1652
2011-06-08 00:00:00,46.8848,37.7455,34.1763,0.0138,25.1144
2011-06-09 00:00:00,52.9784,54.0375,28.8614,0.0154,32.9943
2011-06-10 00:00:00,48.2829,60.1616,29.6797,0.0148,33.8731
2011-06-11 00:00:00,39.059,68.3754,29.675,0.0152,33.8663
2011-06-12 00:00:00,36.4421,65.0903,28.7434,0.0146,31.8175
2011-06-13 00:00:00,36.7425,65.5644,28.5294,0.0145,31.3709
2011-06-14 00:00:00,28.072,55.4341,23.9114,0.0142,22.0792
2011-06-15 00:00:00,20.0137,42.9112,18.2805,0.015,7.8982
2011-06-16 00:00:00,16.4222,39.0754,14.8535,0.0207,6.7528
2011-06-17 00:00:00,1.5813,9.3459,2.1025,0.0044,0.8786
2011-06-18 00:00:00,0.1602,20.637,0.0317,0.019,4.6063
2011-06-19 00:00:00,0.1795,25.7851,0.0323,0.0557,5.291
2011-06-20 00:00:00,0.1093,18.6757,0.0208,0.0618,3.3277
2011-06-21 00:00:00,0,0,0,0,0
2011-06-22 00:00:00,0.0664,4.2068,0.0147,0.0753,1.602
2011-06-23 00:00:00,3.3412,31.6273,13.5515,0.389,8.1916
2011-06-24 00:00:00,30.4111,42.2471,47.7768,0.5336,26.6036
2011-06-25 00:00:00,75.8427,49.3685,52.1589,0.6316,66.734
2011-06-26 00:00:00,60.031,40.1654,43.0776,0.3491,51.36
2011-06-27 00:00:00,70.3442,42.8958,48.8581,0.4279,59.0794
2011-06-28 00:00:00,76.3718,47.7132,51.9061,0.4978,65.1435
2011-06-29 00:00:00,78.3231,50.9493,52.9157,0.5249,68.5351
2011-06-30 00:00:00,76.7005,52.3827,53.0412,0.5514,69.4082
2011-07-01 00:00:00,74.8411,52.9538,50.9474,0.6302,68.6731
2011-07-02 00:00:00,61.3028,46.0916,42.578,0.4474,56.3313
2011-07-03 00:00:00,44.9324,37.1762,31.501,0.2893,40.275
2011-07-04 00:00:00,7.0554,13.5349,7.5583,0.0286,6.1796
2011-07-05 00:00:00,9.4556,7.7144,6.5706,0.0763,8.6781
2011-07-06 00:00:00,4.9874,23.0915,6.327,0.2555,26.2567
2011-07-07 00:00:00,46.1435,41.3526,43.4699,0.5492,50.4573
2011-07-08 00:00:00,49.8104,85.7502,60.1322,0.5255,71.5027
2011-07-09 00:00:00,11.7327,80.667,48.633,0.4214,91.7884
2011-07-10 00:00:00,19.7264,53.6382,24.2348,0.1561,45.8166
2011-07-11 00:00:00,23.3895,74.6418,25.1595,0.4889,93.2511
2011-07-12 00:00:00,27.2681,86.4856,20.1659,0.4898,101.4176
2011-07-13 00:00:00,72.9485,78.7037,54.6316,0.4513,96.0825
2011-07-14 00:00:00,53.1564,78.5174,58.8433,0.5133,103.9152
2011-07-15 00:00:00,26.5992,113.1399,62.0591,0.512,110.8017
2011-07-16 00:00:00,71.0034,166.979,58.5535,0.418,104.696
2011-07-17 00:00:00,54.7997,136.5031,48.6509,0.2796,79.8435
2011-07-18 00:00:00,31.4061,116.6182,30.3696,0.1262,65.6664
2011-07-19 00:00:00,0.3366,139.8972,17.4116,0.2718,94.1557
2011-07-20 00:00:00,0.3609,153.3504,56.2137,0.2562,97.5894
2011-07-21 00:00:00,0.3674,153.2984,38.8385,0.1808,87.811
2011-07-22 00:00:00,0.3318,144.5067,17.4075,0.1299,80.9235
2011-07-23 00:00:00,0.3318,156.0367,52.4217,0.1607,89.4391
2011-07-24 00:00:00,0.2082,107.7896,36.0939,0.0473,48.2728
2011-07-25 00:00:00,9.9963,103.0622,35.3396,0.041,59.3244
2011-07-26 00:00:00,20.8179,112.3665,37.4719,0.1424,88.4571
2011-07-27 00:00:00,0.3928,135.6528,59.0801,0.2333,102.4929
2011-07-28 00:00:00,0.3608,136.3167,55.4539,0.236,96.4977
2011-07-29 00:00:00,17.6717,153.9699,58.1726,0.4251,107.8112
2011-07-30 00:00:00,22.6925,129.7953,27.869,0.132,74.1431
2011-07-31 00:00:00,0.2902,129.1674,0.0405,0.186,77.3964
2011-08-01 00:00:00,9.1036,135.6117,13.733,0.1927,72.7506
2011-08-02 00:00:00,30.9711,147.9658,40.5636,0.2108,68.0402
2011-08-03 00:00:00,52.2697,143.6325,37.4702,0.2133,81.0406
2011-08-04 00:00:00,53.92,153.628,33.9913,0.1622,100.1786
2011-08-05 00:00:00,30.6538,148.7527,33.8722,0.2024,88.9135
2011-08-06 00:00:00,0.1745,157.4297,34.7462,0.2309,83.1965
2011-08-07 00:00:00,0.1835,132.2483,34.8534,0.1654,78.9268
2011-08-08 00:00:00,0.1482,97.5086,31.7458,0.0451,54.412
2011-08-09 00:00:00,0.2586,215.252,47.8901,0.1963,105.4032
2011-08-10 00:00:00,0.1885,126.5884,33.2627,0.1142,71.4511
2011-08-11 00:00:00,0.2224,157.9501,40.6346,0.2267,96.7022
2011-08-12 00:00:00,0.2769,226.6597,48.2778,0.2258,114.9401
2011-08-13 00:00:00,0.2841,216.4501,48.9503,0.1759,113.525
2011-08-14 00:00:00,0.294,223.8561,50.0337,0.1486,116.5467
2011-08-15 00:00:00,0.2645,217.3132,46.9568,0.0745,103.5599
2011-08-16 00:00:00,0.2654,238.4955,48.4125,0.1629,114.024
2011-08-17 00:00:00,0.0216,20.5724,2.9149,0.006,5.6402
2011-08-18 00:00:00,0.0352,0,0.0089,0.0025,0.4594
2011-08-19 00:00:00,24.5076,63.5066,16.4938,0.1105,41.806
2011-08-20 00:00:00,71.6329,207.7972,50.107,0.106,114.9365
2011-08-21 00:00:00,69.7424,223.9406,53.2022,0.0781,121.5248
2011-08-22 00:00:00,65.8325,230.908,53.9249,0.0432,123.0767
2011-08-23 00:00:00,55.3693,212.071,48.8134,0.0163,103.547
2011-08-24 00:00:00,46.6507,198.5238,44.1052,0.0138,85.7899
2011-08-25 00:00:00,30.3938,115.632,32.7694,0.0096,54.3086
2011-08-26 00:00:00,36.3494,146.3308,40.1215,0.012,62.7014
2011-08-27 00:00:00,36.2653,146.7752,38.2868,0.0111,60.1665
2011-08-28 00:00:00,30.5123,134.3484,32.4846,0.0098,54.8448
2011-08-29 00:00:00,31.8661,90.3632,32.3947,0.0093,51.6135
2011-08-30 00:00:00,48.6294,182.082,46.575,0.013,82.698
2011-08-31 00:00:00,53.0929,186.0278,47.9565,0.0137,89.0162
2011-09-01 00:00:00,56.8024,206.751,47.892,0.0144,98.9812
2011-09-02 00:00:00,60.0337,247.0233,52.3899,0.0299,115.3083
2011-09-03 00:00:00,47.2597,207.6507,41.4519,0.0266,86.3143
2011-09-04 00:00:00,24.8075,112.4437,24.7914,0.0098,41.8789
2011-09-05 00:00:00,16.8421,141.8566,30.0328,0.0114,47.7053
2011-09-06 00:00:00,0.0609,38.43,2.8619,0.0043,13.9085
2011-09-07 00:00:00,10.7841,86.3964,13.3991,0.023,38.9391
2011-09-08 00:00:00,27.1606,103.3107,34.7708,0.0334,46.5365
2011-09-09 00:00:00,9.0809,28.4639,11.9328,0.0086,11.5356
2011-09-10 00:00:00,0.2666,33.2097,0.0448,0.0359,6.5554
2011-09-11 00:00:00,0.3409,39.0233,0.047,0.1259,8.6126
2011-09-12 00:00:00,16.0405,120.5395,19.8449,0.2768,10.1203
2011-09-13 00:00:00,30.4565,245.8894,54.8747,0.278,35.0988
2011-09-14 00:00:00,0.2799,183.3453,46.8495,0.1136,65.6154
2011-09-15 00:00:00,0.2649,167.5561,45.2371,0.192,63.8197
2011-09-16 00:00:00,0.2641,120.5931,44.3975,0.1226,43.7064
2011-09-17 00:00:00,0.2384,96.979,41.2108,0.1451,31.2049
2011-09-18 00:00:00,0.2618,105.1341,45.8982,0.203,38.6534
2011-09-19 00:00:00,0.2275,99.2493,27.9002,0.3374,33.7148
2011-09-20 00:00:00,0.0607,24.2779,0.0089,0.0304,8.1597
2011-09-21 00:00:00,15.0333,79.0965,13.905,0.2329,30.6311
2011-09-22 00:00:00,33.3325,94.9024,23.0299,0.2917,31.3493
2011-09-23 00:00:00,19.4212,59.7637,18.6966,0.1474,22.8232
2011-09-24 00:00:00,32.1847,104.6776,36.4297,0.3285,42.7624
2011-09-25 00:00:00,35.8378,120.852,40.727,0.3687,48.3777
2011-09-26 00:00:00,32.3129,130.6121,45.9441,0.4527,46.9038
2011-09-27 00:00:00,14.4177,87.563,44.9204,0.5481,29.0226
2011-09-28 00:00:00,0.2768,40.9434,31.5576,0.3165,20.4557
2011-09-29 00:00:00,0.0387,11.243,1.0789,0.0522,2.1337
2011-09-30 00:00:00,0.1509,17.1329,0.0244,0.2005,8.2888
2011-10-01 00:00:00,0.2477,21.6111,0.0326,0.4044,9.895
2011-10-02 00:00:00,30.3465,87.8001,25.9114,1.1268,27.048
2011-10-03 00:00:00,91.9966,172.0326,76.672,1.138,42.7251
2011-10-04 00:00:00,90.7213,180.6661,77.2977,1.0665,42.8396
2011-10-05 00:00:00,87.85,177.8261,74.2448,1.0811,41.6703
2011-10-06 00:00:00,74.955,150.4633,63.2492,0.7927,34.7947
2011-10-07 00:00:00,72.1323,146.7674,62.9037,0.6489,33.5793
2011-10-08 00:00:00,74.0237,150.0138,64.4964,0.6467,34.4036
2011-10-09 00:00:00,71.6792,145.6305,63.8577,0.5723,33.4526
2011-10-10 00:00:00,49.4417,115.6379,52.8429,0.2784,26.2118
2011-10-11 00:00:00,31.3909,83.675,54.3164,0.357,27.7315
2011-10-12 00:00:00,33.3553,78.6631,57.4119,0.6099,33.8852
2011-10-13 00:00:00,22.5075,57.6246,49.5765,0.7639,38.647
2011-10-14 00:00:00,14.7022,56.8956,31.159,0.6879,31.1547
2011-10-15 00:00:00,0.2038,32.089,0.0332,0.1039,7.5004
2011-10-16 00:00:00,0.2581,33.0343,0.0364,0.2446,10.7741
2011-10-17 00:00:00,7.831,64.0644,0.0483,0.7791,18.8475
2011-10-18 00:00:00,15.7309,82.7106,17.0694,0.7932,19.8384
2011-10-19 00:00:00,0.4383,63.1055,41.4809,0.6897,19.4101
2011-10-20 00:00:00,0.3794,49.1301,13.2456,0.43,15.8959
2011-10-21 00:00:00,0.4218,55.724,0.0489,0.5912,18.063
2011-10-22 00:00:00,0.437,60.314,0.0494,0.4876,17.8361
2011-10-23 00:00:00,0.4282,61.2942,0.0493,0.5214,18.1222
2011-10-24 00:00:00,3.1429,50.5441,0.0485,0.4264,16.3764
2011-10-25 00:00:00,13.1698,57.8437,0.0493,0.5605,17.8598
2011-10-26 00:00:00,22.1071,62.7494,0.0502,0.6062,18.6886
2011-10-27 00:00:00,21.1983,62.4283,0.0501,0.5957,18.4865
2011-10-28 00:00:00,18.9252,57.4092,0.0491,0.4393,16.7779
2011-10-29 00:00:00,8.2524,36.8074,0.0427,0.1722,11.8277
2011-10-30 00:00:00,0.3556,34.1708,0.0476,0.3885,15.0921
2011-10-31 00:00:00,4.535,41.842,0.0499,0.5937,18.0568
2011-11-01 00:00:00,12.3769,41.8577,0.0497,0.4844,17.3731
2011-11-02 00:00:00,11.5214,39.565,0.0492,0.3489,16.186
2011-11-03 00:00:00,12.4728,41.3047,0.0496,0.4628,17.38
2011-11-04 00:00:00,14.3137,47.4702,0.0507,0.7178,19.9037
2011-11-05 00:00:00,13.8135,46.5704,0.0502,0.6831,19.5589
2011-11-06 00:00:00,11.1328,37.2847,0.0483,0.3902,15.9207
2011-11-07 00:00:00,14.1137,44.3862,0.0496,0.7882,19.7894
2011-11-08 00:00:00,13.2456,41.8433,0.049,0.6869,18.5608
2011-11-09 00:00:00,10.4412,33.0861,5.9774,0.4111,13.7146
2011-11-10 00:00:00,8.416,30.7058,17.6352,0.3008,12.5383
2011-11-11 00:00:00,7.4385,35.4736,30.0144,0.6019,16.4758
2011-11-12 00:00:00,0.3865,45.6851,30.6433,0.6512,27.0042
2011-11-13 00:00:00,0.3267,54.138,0.0462,0.4284,37.8918
2011-11-14 00:00:00,3.7795,51.3642,0.0461,0.2781,34.2087
2011-11-15 00:00:00,7.3287,46.2034,7.3839,0.415,30.7873
2011-11-16 00:00:00,0.3688,33.9021,22.0833,0.4667,16.0178
2011-11-17 00:00:00,0.401,39.5849,23.5704,0.544,17.6634
2011-11-18 00:00:00,0.3877,30.8231,18.8047,0.3684,16.1277
2011-11-19 00:00:00,1.528,11.6627,6.9232,0.2246,14.4125
2011-11-20 00:00:00,2.16,5.0856,0.0461,0.1211,11.9421
2011-11-21 00:00:00,0.3544,5.8791,0.0473,0.2141,13.3187
2011-11-22 00:00:00,4.5508,9.9181,12.0207,0.014,9.4476
2011-11-23 00:00:00,16.3973,19.6592,38.8226,0.0144,13.4163
2011-11-24 00:00:00,17.6435,25.2027,41.6692,0.0149,15.2104
2011-11-25 00:00:00,15.1623,25.7804,40.028,0.0148,14.3575
2011-11-26 00:00:00,10.9341,21.2636,32.6528,0.0141,10.7082
2011-11-27 00:00:00,14.3544,25.0385,38.161,0.0145,14.1638
2011-11-28 00:00:00,15.1606,24.0695,37.7316,0.0143,14.6339
2011-11-29 00:00:00,11.606,19.3915,29.5661,0.0135,11.1727
2011-11-30 00:00:00,1.0525,8.2322,4.5944,0.0075,0.2711
2011-12-01 00:00:00,5.4676,18.9135,12.7842,0.0405,4.5935
2011-12-02 00:00:00,16.5659,21.9402,39.564,0.1912,14.2934
2011-12-03 00:00:00,16.5032,25.1073,41.6555,0.1292,14.6598
2011-12-04 00:00:00,17.547,26.6245,43.2995,0.1629,15.2532
2011-12-05 00:00:00,17.3911,27.5757,45.1586,0.1807,15.4772
2011-12-06 00:00:00,16.0918,27.6631,43.6078,0.1192,15.3076
2011-12-07 00:00:00,13.7897,25.0149,39.4686,0.039,13.2797
2011-12-08 00:00:00,14.0017,24.8595,38.8196,0.0322,13.4317
2011-12-09 00:00:00,15.9692,26.6748,40.4512,0.1474,15.2656
2011-12-10 00:00:00,10.2758,19.9958,31.1083,0.0494,10.0341
2011-12-11 00:00:00,9.6487,17.8178,26.9957,0.0116,8.8776
2011-12-12 00:00:00,9.3506,18.0475,27.6879,0.0148,9.3902
2011-12-13 00:00:00,6.4083,16.9861,15.9149,0.0266,10.1182
2011-12-14 00:00:00,5.0301,21.7677,13.2579,0.1053,13.131
2011-12-15 00:00:00,14.7813,23.8077,39.0837,0.0697,13.5759
2011-12-16 00:00:00,14.7367,25.6649,41.2366,0.0601,14.1305
2011-12-17 00:00:00,18.6735,30.0378,45.1487,0.3044,17.4682
2011-12-18 00:00:00,13.252,23.6003,34.9949,0.1428,13.0062
2011-12-19 00:00:00,11.3511,18.3151,30.0279,0.0258,10.4238
2011-12-20 00:00:00,16.4911,24.6481,40.1426,0.16,14.9712
2011-12-21 00:00:00,16.0717,25.1018,40.568,0.13,14.5787
2011-12-22 00:00:00,10.8264,25.3398,43.8547,0.1238,14.5141
2011-12-23 00:00:00,0.3525,40.7402,36.5739,0.0863,23.7093
2011-12-24 00:00:00,0.3539,73.7154,0.0477,0.153,47.5228
2011-12-25 00:00:00,0.2303,47.5492,0.0389,0.0263,24.195
2011-12-26 00:00:00,0.2392,45.7238,0.0367,0.0111,26.9661
2011-12-27 00:00:00,0.2924,57.366,0.0455,0.0634,38.8828
2011-12-28 00:00:00,7.3578,45.6072,0.0453,0.0773,31.2896
2011-12-29 00:00:00,22.4728,24.3886,0.0453,0.0838,13.0753
2011-12-30 00:00:00,26.0588,29.9181,0.0472,0.1395,15.0991
2011-12-31 00:00:00,25.6113,30.577,0.0474,0.1176,15.0764
2012-01-01 00:00:00,26.1804,30.2767,0.0474,0.1002,15.2568
2012-01-02 00:00:00,19.6251,25.2016,0.0447,0.1002,12.1603
2012-01-03 00:00:00,19.6361,21.3499,0.0407,0.116,10.8865
2012-01-04 00:00:00,15.5177,15.4634,0.0364,0.0162,8.1686
2012-01-05 00:00:00,25.0153,25.5907,0.0464,0.1668,13.897
