#Bulk Export - Points as recorded,,,,,
,A4261005,A4261006,A4260526,A4260570,A4260571
,Lake Alexandrina at Goolwa Barrage Daily,Lake Alexandrina at Tauwitchere Barrage Daily,Lake Alexandrina at Mundoo Barrage Daily,Lake Alexandrina at Boundary Creek Barrage Daily,Lake Alexandrina at Ewe Island Barrage Daily
,Discharge.Total Barrage Flow--Daily Mean (ML/hr),Discharge.Total Barrage Flow--Daily Mean (ML/hr),Discharge.Total Barrage Flow--Daily Mean (ML/hr),Discharge.Total Barrage Flow--Daily Mean (ML/hr),Discharge.Total Barrage Flow--Daily Mean (ML/hr)
Timestamp (UTC+09:30),Value (ML/day),Value (ML/day),Value (ML/day),Value (ML/day),Value (ML/day)
2011-01-02 00:00:00,8375.3683306493,25251.1641591027,8649.91571231175,3.97573224621815,10361.2439985679
2011-01-03 00:00:00,8455.78549891172,27424.813565553,9048.34455517959,3.97728590445757,11041.6730069202
2011-01-04 00:00:00,8644.23861193987,32552.8523341679,9463.90185558953,4.14190270207772,10645.2968548166
2011-01-05 00:00:00,7873.62746001941,26805.8953285073,8686.08282087832,4.63629202952434,9813.65513695087
2011-01-06 00:00:00,8316.86576027727,36862.4572402767,9324.08094209462,4.77606735335979,10176.3195062008
2011-01-07 00:00:00,6974.47920391216,26917.8074246326,8258.62568079725,7.25498322901206,8527.92329895317
2011-01-08 00:00:00,6198.17784400224,19740.960565665,7443.81228114741,7.53498155760476,7833.73833731031
2011-01-09 00:00:00,7515.73539863341,23220.2006693008,8119.03814997014,3.95990282312206,9077.38548978714
2011-01-10 00:00:00,7521.14050873227,29640.350213142,8757.96461271458,4.09214819536898,9466.58429191476
2011-01-11 00:00:00,6880.71428795645,24214.1397556966,7727.07126003593,3.9233746865611,8284.85359194714
2011-01-12 00:00:00,5469.87000034491,26042.6174147636,7184.17554567232,3.81439988258198,7248.07819477293
2011-01-13 00:00:00,4734.16850738172,24119.8061895927,7320.02174036409,3.70009845946108,8020.19035455718
2011-01-14 00:00:00,4492.52379598962,26849.0116708678,7541.46102632071,3.73599832415144,8263.83346402224
2011-01-15 00:00:00,4380.94439112237,26936.4834719405,7983.22310350234,3.80031297506224,8510.04074699226
2011-01-16 00:00:00,3353.31666368811,18315.2008744022,6440.59900737083,4.91856829597794,6599.03602567323
2011-01-17 00:00:00,3044.32083146166,15993.9245762536,5343.34927036822,10.2735809962449,5924.9409030129
2011-01-18 00:00:00,4013.46495024778,21607.0506244081,6833.24024093837,12.7362483782653,8061.73502316754
2011-01-19 00:00:00,5110.82694912005,24705.1385141336,7791.03026678968,12.282261313228,9522.55748004217
2011-01-20 00:00:00,5207.92941157692,30609.4796407514,8369.71179918309,10.2005163358694,9461.75918936894
2011-01-21 00:00:00,3739.66886963448,12315.5669731271,3398.28104941811,17.7878315830466,6756.0746790542
2011-01-22 00:00:00,4750.81344443738,27162.0798482583,2903.89808028405,8.55123756344879,9332.74859973526
2011-01-23 00:00:00,5196.26976787501,29349.1238984843,2652.29675781365,3.89005800596162,9180.08334931572
2011-01-24 00:00:00,4519.49952344521,22239.8016805472,2590.63451547754,3.82100341716586,8102.91905764939
2011-01-25 00:00:00,4952.58351767125,21155.3982445453,2687.76819023761,3.39953670588818,7945.49863829571
2011-01-26 00:00:00,3748.59448289685,24402.3263787993,2662.72724775878,3.35102517524552,8635.48183055541
2011-01-27 00:00:00,3700.74016952414,23849.6290687964,2681.25872113526,3.38152739748398,8680.22801994455
2011-01-28 00:00:00,3681.88680563499,26118.1554042839,2842.27453895498,3.37717189981503,9121.50000979739
2011-01-29 00:00:00,4165.2163306149,29413.7204664114,3251.35840479004,3.50888704797249,8807.17899587765
2011-01-30 00:00:00,4308.3572670124,25726.9149125072,4269.68614553961,4.06501429633291,8196.83630758964
2011-01-31 00:00:00,3658.99083990878,22826.6310152299,3900.0356537783,5.2042775922226,7771.13554928118
2011-02-01 00:00:00,2581.55201644821,14117.6022821689,4233.08028077371,7.63008443775336,7453.59165367224
2011-02-02 00:00:00,3834.62595387909,26017.4298741989,4548.98537091308,5.15099787289291,9236.48043555298
2011-02-03 00:00:00,4070.98293780645,23878.8872244534,4325.61477578489,4.82038652806412,8994.47780657654
2011-02-04 00:00:00,3037.96941229998,19934.1569566167,4118.43176446386,5.26052203048416,7451.1646829107
2011-02-05 00:00:00,2700.94718670864,12696.2784585121,3893.47445579393,9.17671478919424,5789.41084828975
2011-02-06 00:00:00,3875.3634935327,18916.6945443394,4020.34112026705,7.875348632319,8820.67144141652
2011-02-07 00:00:00,5079.94673996936,26697.28212879,4600.50708489437,3.68173553180543,10137.0927597473
2011-02-08 00:00:00,4490.01866054299,25781.9554331617,4993.1594220208,3.94172182493408,7968.0935929621
2011-02-09 00:00:00,4245.42534289832,26629.2315238448,5698.39311110162,4.13287826518151,7871.64373066648
2011-02-10 00:00:00,3649.97462316709,22249.0971341842,5546.84504484162,4.31163583125959,7190.42070487665
2011-02-11 00:00:00,3360.21544231815,9234.16715992137,5172.27891258945,4.22333021408704,5603.58155870134
2011-02-12 00:00:00,5032.08792560624,2009.76098100401,6005.48293643055,4.60898024263064,5666.746148847
2011-02-13 00:00:00,5610.58720457212,2550.43658533111,5881.07469203941,4.744057725238,6625.25110681108
2011-02-14 00:00:00,5813.78879540444,5359.22519825472,5291.97360048912,4.73991216392015,7098.44098312137
2011-02-15 00:00:00,6102.79688815027,10717.8199675761,4166.38392696547,4.64631654219029,7672.82099989466
2011-02-16 00:00:00,6631.35110254063,12866.4411300613,4252.69930493943,4.51713004238577,9198.81040931248
