#Bulk Export - Points as recorded,,,,,
,A4261005,A4261006,A4260526,A4260570,A4260571
,Lake Alexandrina at Goolwa Barrage Daily,Lake Alexandrina at Tauwitchere Barrage Daily,Lake Alexandrina at Mundoo Barrage Daily,Lake Alexandrina at Boundary Creek Barrage Daily,Lake Alexandrina at Ewe Island Barrage Daily
,Discharge.Total Barrage Flow--Daily Totals (ML),Discharge.Total Barrage Flow--Daily Totals (ML),Discharge.Total Barrage Flow--Daily Totals (ML),Discharge.Total Barrage Flow--Daily Total (ML),Discharge.Total Barrage Flow--Daily Totals (ML)
Timestamp (UTC+09:30),Value (m^3/s),Value (m^3/s),Value (m^3/s),Value (m^3/s),Value (m^3/s)
2011-01-02 00:00:00,96.9358926652514,292.255103532821,100.1134837239,0.0460148305209288,119.920270544781
2011-01-03 00:00:00,97.8666350139315,317.41276075304,104.724869638193,0.0460328124463067,127.795505485624
2011-01-04 00:00:00,100.047777384719,376.764301608696,109.534499051313,0.0479380750682035,123.207877262186
2011-01-05 00:00:00,91.1287809943336,310.249446922975,100.532079159421,0.0536601005228735,113.582517622304
2011-01-06 00:00:00,96.2587882492616,426.643349564049,107.916222155561,0.0552778497672834,117.779968168147
2011-01-07 00:00:00,80.7221056812966,311.544709233797,95.5847218834121,0.0839686384898599,98.7015525681047
2011-01-08 00:00:00,71.7372512451355,228.480415302991,86.1541319520268,0.0872093184045075,90.6671072428294
2011-01-09 00:00:00,86.9865647862055,268.748882542631,93.9691461413701,0.0458316219505569,105.060987264174
2011-01-10 00:00:00,87.0491231301137,343.05521779946,101.364033693591,0.047362220093052,109.565545370643
2011-01-11 00:00:00,79.63687748953,280.25265990393,89.4325503916701,0.045408848003771,95.8882817842652
2011-01-12 00:00:00,63.3078702110295,301.415324888048,83.1491156078657,0.0441475816946726,83.8887201350569
2011-01-13 00:00:00,54.7929156275317,279.16085019747,84.7213894026116,0.0428246654901893,92.8250890792726
2011-01-14 00:00:00,51.9961376373732,310.748472275673,87.2843112954684,0.0432401678648833,95.6449963806989
2011-01-15 00:00:00,50.7047258705279,311.760864421937,92.3972328538612,0.0439845408705071,98.4945812363342
2011-01-16 00:00:00,38.811038673289,211.978778247467,74.5430158329554,0.0569271451215881,76.3767541467871
2011-01-17 00:00:00,35.2347437995337,185.112498317987,61.8435286541252,0.118905665449409,68.5748271297688
2011-01-18 00:00:00,46.4515460423704,250.078403414874,79.0874163859164,0.147408395310275,93.3059239964057
2011-01-19 00:00:00,59.1523325317643,285.935443164034,90.1728071981641,0.14215398264799,110.213374903894
2011-01-20 00:00:00,60.2761892395112,354.271850007705,96.8704243890611,0.118060020482386,109.509699991191
2011-01-21 00:00:00,43.2826504864135,142.539459888591,39.3314531430541,0.20587504513346,78.1943078886
2011-01-22 00:00:00,54.9855628960635,314.371900170704,33.6095012790228,0.0989713901384055,108.016540983049
2011-01-23 00:00:00,60.1412413869771,339.684586005793,30.6974862097661,0.0450232432103991,106.249604683158
2011-01-24 00:00:00,52.308352708755,257.40181726848,29.9838119845123,0.0442240105147989,93.7825849608489
2011-01-25 00:00:00,57.3208347778366,244.85101222586,31.1080299411443,0.0393459860180276,91.9606126879466
2011-01-26 00:00:00,43.3859548731598,282.430717940059,30.8182079277671,0.0387845171557932,99.9464270456214
2011-01-27 00:00:00,42.8320925949253,276.033840214366,31.0326898279334,0.0391375476165717,100.4643161271
2011-01-28 00:00:00,42.6138851578089,302.289595983386,32.8962749763577,0.0390871374091788,105.571565451052
2011-01-29 00:00:00,48.2079052779685,340.432221898081,37.630981337218,0.040611598777338,101.933637318834
2011-01-30 00:00:00,49.8646078728686,297.761407512154,49.4170311774518,0.0470481743555141,94.8695762548685
2011-01-31 00:00:00,42.3488889464804,264.193736519536,45.138723767149,0.0602339233528077,89.9425472113941
2011-02-01 00:00:00,29.8786918135202,163.396083072199,48.9933576101794,0.0883100320947348,86.2673176852358
2011-02-02 00:00:00,44.3816767456475,301.123806159285,52.6496197232252,0.0596172678279065,106.902340381733
2011-02-03 00:00:00,47.1172549698101,276.372471940682,50.0643450010757,0.0557907966124306,104.101419879966
2011-02-04 00:00:00,35.1612329446289,230.716456021113,47.6664241748375,0.060884892315019,86.2392281054162
2011-02-05 00:00:00,31.2605626700842,146.945786419767,45.0627849476895,0.106210617217834,67.0062123156021
2011-02-06 00:00:00,44.8531700120222,218.940421428519,46.5311303248308,0.0911487017150356,102.089797884067
2011-02-07 00:00:00,58.7949272784625,308.992365794818,53.2459282244458,0.0426121343257109,117.325960710361
2011-02-08 00:00:00,51.9671433852783,298.39844242116,57.7904572891749,0.0456211964242613,92.2221250195658
2011-02-09 00:00:00,49.1362384447664,308.204753133936,65.9527797673982,0.0478336269040393,91.1058214577448
2011-02-10 00:00:00,42.2445359217756,257.509402160327,64.1987736742158,0.0499025537326106,83.2213966178952
2011-02-11 00:00:00,38.8908846261357,106.875566700925,59.863573004991,0.0488805110605705,64.8554378829504
2011-02-12 00:00:00,58.2410129060985,23.2608247239094,69.5070146585064,0.0533439959244482,65.5865001704676
2011-02-13 00:00:00,64.9365207093253,29.5185641186028,68.0671228532898,0.0549073727024702,76.680165554031
2011-02-14 00:00:00,67.2883608697452,62.0272754674965,61.2489104565253,0.0548593922828541,82.1568301315687
2011-02-15 00:00:00,70.6333191273156,124.047254397216,48.2214189516419,0.0537761234899174,88.8046618993071
2011-02-16 00:00:00,76.7507664527562,148.915236575716,49.2204267426217,0.052280928510489,106.46635028838
2011-02-17 00:00:00,66.4285544684337,190.180534807516,44.3348004882235,0.0907199780739729,122.627223272299
2011-02-18 00:00:00,65.1046635377285,221.316842363017,44.1658510403663,0.0493513159558168,147.349792134208
2011-02-19 00:00:00,49.5907935506831,180.560312908586,52.4374153410134,0.120278157982612,106.002613100371
2011-02-20 00:00:00,53.8479446356881,140.87187843157,40.5065512541884,0.258598177207727,89.7555590662133
2011-02-21 00:00:00,90.1656257709245,201.691707015441,30.5881612125142,0.0408170050415977,122.280337152827
2011-02-22 00:00:00,109.291901154383,323.862379860541,56.0833182865745,0.0432580578126554,161.191431144232
2011-02-23 00:00:00,95.8138912461542,443.774397671526,53.1810092366447,0.0429739685581294,149.993398910177
2011-02-24 00:00:00,74.7546209835121,425.685889393768,51.0983922648917,0.0421565038614837,135.151951909907
2011-02-25 00:00:00,75.0522195246057,406.749689060613,52.8761694880834,0.0418380749245427,132.057612108361
2011-02-26 00:00:00,79.6935774408275,364.914468381112,52.244237988007,0.0409118118735574,129.970142151363
2011-02-27 00:00:00,68.9148713545684,240.094128687956,46.5606463638098,0.0471936093917119,122.002247090999
2011-02-28 00:00:00,76.1872142857408,304.346625640359,58.8396119933528,0.0408585588680579,122.613713132793
2011-03-01 00:00:00,63.8685218474902,266.560227805429,48.1870576722525,0.0381759111856688,120.304201597018
2011-03-02 00:00:00,83.3491163397989,423.214541130042,17.1337147162098,0.0362401150990785,140.37142632249
2011-03-03 00:00:00,61.1901688315481,358.401101756067,30.3111927685952,0.0368010292900764,123.787410287025
2011-03-04 00:00:00,53.6788330914429,329.875329048612,24.6957864572652,0.035010832665964,130.274914617297
2011-03-05 00:00:00,52.0221849683304,387.680156502953,23.9300980507979,0.0365521811355767,134.416730103641
2011-03-06 00:00:00,36.4185813032358,419.267716892484,31.7348336916645,0.0371933471446392,121.290087998884
2011-03-07 00:00:00,32.950254671801,377.458877634501,26.726470809013,0.0378214212066259,117.755295391779
2011-03-08 00:00:00,33.3300924019384,267.204082888668,37.2258180064664,0.120986035302833,104.891952422711
2011-03-09 00:00:00,29.8233792869395,236.62854530088,48.6438548472756,0.0901860225823641,113.001711462885
2011-03-10 00:00:00,46.7915140128621,300.028270037892,51.2927553482312,0.0385320986587244,130.845816120871
2011-03-11 00:00:00,46.0991459430764,427.089466443915,46.8563861579186,0.0384605703730632,137.08278007679
2011-03-12 00:00:00,31.2083052074514,410.580018653429,41.5105015987747,0.0370619307124295,126.439986965831
2011-03-13 00:00:00,34.77930845515,278.34142317136,49.07791108471,0.0371549939299206,119.151756485152
2011-03-14 00:00:00,57.0168435201253,372.471435004014,40.5433593732012,0.0391065966364653,144.378753251657
2011-03-15 00:00:00,38.3167132542418,339.94440461779,53.7981320795336,0.0403210787448677,117.590956133192
2011-03-16 00:00:00,38.6716739560315,347.76998556651,43.4642565177651,0.0401770731939296,134.953533339217
2011-03-17 00:00:00,40.153880679284,385.103915817487,32.6206273437873,0.0385402802405626,134.481677154734
2011-03-18 00:00:00,39.3943008102961,386.471831528807,48.1058771977669,0.041173212414099,132.806092393244
2011-03-19 00:00:00,29.3211206965228,372.223551491515,47.9642923907707,0.039899835065817,120.605771016707
2011-03-20 00:00:00,32.5933973428666,361.849571951387,51.9851025152052,0.0386774771570727,114.513518027094
2011-03-21 00:00:00,19.0675144289834,171.14972960798,45.6512510396589,0.134042442463472,90.5953233576452
2011-03-22 00:00:00,21.2789116164156,259.94182430074,52.358547100842,0.156098142545478,86.864003320843
2011-03-23 00:00:00,13.2052717432053,128.067350216891,26.056664033802,0.239485111218946,45.7458100029347
2011-03-24 00:00:00,27.2617691994348,186.373968308378,40.2679716777538,0.165002589429543,82.564250070925
2011-03-25 00:00:00,48.6571853627036,361.985015788712,52.3128039990714,0.0388349527215247,134.610112554488
2011-03-26 00:00:00,62.639985256673,380.01923413277,52.028736799569,0.0395934560248666,141.305469178754
2011-03-27 00:00:00,60.5739886941728,440.995191440445,53.5806072674774,0.0408198696755011,137.458542279824
2011-03-28 00:00:00,53.0894446673242,446.254144971313,54.6237170409618,0.04088788847932,126.049096614739
2011-03-29 00:00:00,51.8906409408515,409.776337615652,54.3675451747624,0.0406199380265158,118.154837370173
2011-03-30 00:00:00,32.9229199722614,333.551933690896,46.1425333877158,0.0356640172676945,116.918945589296
2011-03-31 00:00:00,68.4743842182489,368.592623845004,39.1905453597197,0.0384507631195482,124.145327730908
2011-04-01 00:00:00,82.3873035249771,378.069869186533,39.9007045946384,0.0405436184300347,117.45349777374
2011-04-02 00:00:00,124.930728632066,349.035915681575,47.6576059929698,0.0428426183369876,116.701096627794
2011-04-03 00:00:00,121.543737671461,359.762474854926,52.2021449711366,0.0434090350271229,116.215924461951
2011-04-04 00:00:00,116.899998164203,346.897947311815,50.8371613573206,0.0433243490748147,118.757638968329
2011-04-05 00:00:00,103.181273801402,390.915796352733,48.3500369131616,0.0440917309840218,118.311588186798
2011-04-06 00:00:00,97.0856764867089,391.982232882714,51.583481458059,0.0439834526784736,113.48589392857
2011-04-07 00:00:00,106.921667673896,387.87375156866,53.5565183990806,0.0438801538801238,110.206044010623
2011-04-08 00:00:00,103.655782765311,378.443529367823,52.0657557556685,0.118408533306859,108.02045949917
2011-04-09 00:00:00,48.9983210714314,180.211956972622,32.7185368901458,0.31039314395991,60.9313066253217
2011-04-10 00:00:00,60.2897862027381,71.9568537214706,6.33645400679679,0.343977587640592,70.1254231354181
