Site,X,Y,Num. Vars,Start Date,End Date,Total Samples at Site
Parnka_Point_A,355320.4793,6025660.6972,17,01-02-2021,01-02-2021,21
Parnka_Point_B,355320.4793,6025660.6972,17,01-02-2021,01-02-2021,21
Parnka_Point_C,355320.4793,6025660.6972,16,01-02-2021,01-02-2021,20
Parnka_Point_D,355320.4793,6025660.6972,17,01-02-2021,01-02-2021,21
Parnka_Point_E,355320.4793,6025660.6972,17,01-02-2021,01-02-2021,21
Policemans_Point_A,372471.2061,6008709.6769,5,01-02-2021,01-02-2021,5
Policemans_Point_B,372471.2061,6008709.6769,3,01-02-2021,01-02-2021,3
Policemans_Point_C,372471.2061,6008709.6769,5,01-02-2021,01-02-2021,5
Policemans_Point_D,372471.2061,6008709.6769,4,01-02-2021,01-02-2021,4
Policemans_Point_E,372471.2061,6008709.6769,3,01-02-2021,01-02-2021,3
Near_Swan_Island_A,363972.5664,6020368.4762,4,01-02-2021,01-02-2021,4
Near_Swan_Island_B,363972.5664,6020368.4762,4,01-02-2021,01-02-2021,4
Near_Swan_Island_C,363972.5664,6020368.4762,5,01-02-2021,01-02-2021,5
Near_Swan_Island_D,363972.5664,6020368.4762,3,01-02-2021,01-02-2021,3
Near_Swan_Island_E,363972.5664,6020368.4762,5,01-02-2021,01-02-2021,5
South_of_Salt_Creek_A,375055.1868,6000429.0423,5,01-02-2021,01-02-2021,5
South_of_Salt_Creek_B,375055.1868,6000429.0423,4,01-02-2021,01-02-2021,4
South_of_Salt_Creek_C,375055.1868,6000429.0423,5,01-02-2021,01-02-2021,5
South_of_Salt_Creek_D,375055.1868,6000429.0423,5,01-02-2021,01-02-2021,5
South_of_Salt_Creek_E,375055.1868,6000429.0423,5,01-02-2021,01-02-2021,5
Policemans_Point,372471.2061,6008709.6769,20,01-02-2021,01-02-2021,24
Parnka_Point,355320.4793,6025660.6972,20,01-02-2021,01-02-2021,24
Villa_de_Yumpa,359174.9998,6022889.9998,8,01-02-2021,01-02-2021,8
