QC-4558487-001_EM2216763,03-Sep-22 08:55,,,,,WATER,MB,,,,ALSE-Melbourne,QC-4558487-001,,EM2216763
QC-4558487-002_EM2216763,03-Sep-22 08:55,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-4558487-002,,EM2216763
QC-4558487-004_EM2216763,30-Aug-22 11:17,,,,,WATER,LAB_D,EM2216763001,,,ALSE-Melbourne,QC-4558487-004,,EM2216763,
QC-4558487-006_EM2216763,30-Aug-22 12:37,,,,,WATER,MS,EM2216763002,,,ALSE-Melbourne,QC-4558487-006,,EM2216763,
QC-4558487-015_EM2216763,31-Aug-22 08:15,,,,,WATER,LAB_D,EM2216763010,,,ALSE-Melbourne,QC-4558487-015,,EM2216763,
QC-4558495-001_EM2216763,03-Sep-22 08:56,,,,,WATER,MB,,,,ALSE-Melbourne,QC-4558495-001,,EM2216763
QC-4558495-002_EM2216763,03-Sep-22 08:56,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-4558495-002,,EM2216763
QC-4558495-004_EM2216763,30-Aug-22 11:17,,,,,WATER,LAB_D,EM2216763001,,,ALSE-Melbourne,QC-4558495-004,,EM2216763,
QC-4558495-006_EM2216763,30-Aug-22 12:37,,,,,WATER,MS,EM2216763002,,,ALSE-Melbourne,QC-4558495-006,,EM2216763,
QC-4558495-015_EM2216763,31-Aug-22 08:15,,,,,WATER,LAB_D,EM2216763010,,,ALSE-Melbourne,QC-4558495-015,,EM2216763,
QC-4558551-004_EM2216763,30-Aug-22 11:17,,,,,WATER,LAB_D,EM2216763001,,,ALSE-Melbourne,QC-4558551-004,,EM2216763,
QC-4558551-006_EM2216763,30-Aug-22 12:37,,,,,WATER,MS,EM2216763002,,,ALSE-Melbourne,QC-4558551-006,,EM2216763,
QC-4558552-004_EM2216763,30-Aug-22 11:17,,,,,WATER,LAB_D,EM2216763001,,,ALSE-Melbourne,QC-4558552-004,,EM2216763,
QC-4558552-006_EM2216763,30-Aug-22 12:37,,,,,WATER,MS,EM2216763002,,,ALSE-Melbourne,QC-4558552-006,,EM2216763,
QC-4559796-002_EM2216763,05-Sep-22 12:15,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-4559796-002,,EM2216763
QC-4559796-006_EM2216763,30-Aug-22 12:37,,,,,WATER,MS,EM2216763002,,,ALSE-Melbourne,QC-4559796-006,,EM2216763,
QC-4559797-002_EM2216763,05-Sep-22 12:15,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-4559797-002,,EM2216763
QC-4559797-006_EM2216763,30-Aug-22 12:37,,,,,WATER,MS,EM2216763002,,,ALSE-Melbourne,QC-4559797-006,,EM2216763,
QC-4561737-003_EM2216763,06-Sep-22 07:01,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-4561737-003,,EM2216763
QC-4561737-016_EM2216763,30-Aug-22 12:09,,,,,WATER,LAB_D,EM2216764002_EM2216763,,,ALSE-Melbourne,QC-4561737-016,,EM2216763,
QC-4561737-027_EM2216763,06-Sep-22 07:01,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-4561737-027,,EM2216763
QC-4561737-029_EM2216763,30-Aug-22 14:30,,,,,WATER,LAB_D,EM2216817009_EM2216763,,,ALSE-Melbourne,QC-4561737-029,,EM2216763,
QC-4561737-040_EM2216763,31-Aug-22 08:45,,,,,WATER,LAB_D,EM2216829003_EM2216763,,,ALSE-Melbourne,QC-4561737-040,,EM2216763,
QC-4563687-001_EM2216763,06-Sep-22 16:49,,,,,WATER,MB,,,,ALSE-Melbourne,QC-4563687-001,,EM2216763
QC-4563687-002_EM2216763,06-Sep-22 16:49,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-4563687-002,,EM2216763
QC-4563689-001_EM2216763,06-Sep-22 16:49,,,,,WATER,MB,,,,ALSE-Melbourne,QC-4563689-001,,EM2216763
QC-4564623-003_EM2216763,07-Sep-22 07:47,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-4564623-003,,EM2216763
QC-4564623-005_EM2216763,31-Aug-22 10:56,,,,,WATER,LAB_D,EM2216763003,,,ALSE-Melbourne,QC-4564623-005,,EM2216763,
QC-4564623-016_EM2216763,31-Aug-22 08:37,,,,,WATER,LAB_D,EM2216764009_EM2216763,,,ALSE-Melbourne,QC-4564623-016,,EM2216763,
QC-4564623-027_EM2216763,07-Sep-22 07:47,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-4564623-027,,EM2216763
QC-4564623-029_EM2216763,31-Aug-22 14:30,,,,,WATER,LAB_D,EM2216817008_EM2216763,,,ALSE-Melbourne,QC-4564623-029,,EM2216763,
QC-4564623-040_EM2216763,31-Aug-22 09:00,,,,,WATER,LAB_D,EM2216871004_EM2216763,,,ALSE-Melbourne,QC-4564623-040,,EM2216763,
QC-4565013-001_EM2216763,07-Sep-22 10:13,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-4565013-001,,EM2216763
QC-4565013-015_EM2216763,30-Aug-22 12:07,,,,,WATER,LAB_D,EM2216764001_EM2216763,,,ALSE-Melbourne,QC-4565013-015,,EM2216763,
QC-MRG2-4556429002_EM2216763,02-Sep-22 09:24,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-MRG2-4556429002,,EM2216763
QC-MRG2-4556430002_EM2216763,02-Sep-22 09:24,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-MRG2-4556430002,,EM2216763
QC-MRG2-4556430003_EM2216763,02-Sep-22 09:24,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-MRG2-4556430003,,EM2216763
QC-MRG2-4558551001_EM2216763,06-Sep-22 07:55,,,,,WATER,MB,,,,ALSE-Melbourne,QC-MRG2-4558551001,,EM2216763
QC-MRG2-4558551002_EM2216763,06-Sep-22 07:55,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-MRG2-4558551002,,EM2216763
QC-MRG2-4558552015_EM2216763,31-Aug-22 08:15,,,,,WATER,LAB_D,EM2216763010,,,ALSE-Melbourne,QC-MRG2-4558552015,,EM2216763,
QC-MRG2-4559796001_EM2216763,05-Sep-22 12:15,,,,,WATER,MB,,,,ALSE-Melbourne,QC-MRG2-4559796001,,EM2216763
QC-MRG2-4559796004_EM2216763,30-Aug-22 11:17,,,,,WATER,LAB_D,EM2216763001,,,ALSE-Melbourne,QC-MRG2-4559796004,,EM2216763,
QC-MRG2-4559796015_EM2216763,31-Aug-22 08:15,,,,,WATER,LAB_D,EM2216763010,,,ALSE-Melbourne,QC-MRG2-4559796015,,EM2216763,
QC-MRG2-4561737002_EM2216763,06-Sep-22 07:01,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-MRG2-4561737002,,EM2216763
QC-MRG2-4561737005_EM2216763,30-Aug-22 14:30,,,,,WATER,LAB_D,EM2216685001_EM2216763,,,ALSE-Melbourne,QC-MRG2-4561737005,,EM2216763,
QC-MRG2-4561737026_EM2216763,06-Sep-22 07:01,,,,,WATER,MB,,,,ALSE-Melbourne,QC-MRG2-4561737026,,EM2216763
QC-MRG2-4564623002_EM2216763,07-Sep-22 07:47,,,,,WATER,LCS,,,,ALSE-Melbourne,QC-MRG2-4564623002,,EM2216763
QC-MRG2-4564623026_EM2216763,07-Sep-22 07:47,,,,,WATER,MB,,,,ALSE-Melbourne,QC-MRG2-4564623026,,EM2216763
QC-MRG2-4565014004_EM2216763,26-Aug-22 14:30,,,,,WATER,LAB_D,EM2216493005_EM2216763,,,ALSE-Melbourne,QC-MRG2-4565014004,,EM2216763,
QC-MRG3-4556428004_EM2216763,30-Aug-22 11:17,,,,,WATER,LAB_D,EM2216763001,,,ALSE-Melbourne,QC-MRG3-4556428004,,EM2216763,
QC-MRG3-4561737001_EM2216763,06-Sep-22 07:01,,,,,WATER,MB,,,,ALSE-Melbourne,QC-MRG3-4561737001,,EM2216763
QC-MRG3-4564623001_EM2216763,07-Sep-22 07:47,,,,,WATER,MB,,,,ALSE-Melbourne,QC-MRG3-4564623001,,EM2216763
QC-MRG5-4556428001_EM2216763,02-Sep-22 09:24,,,,,WATER,MB,,,,ALSE-Melbourne,QC-MRG5-4556428001,,EM2216763
EM2216493005_EM2216763,26-Aug-22 14:30,,,,,WATER,NCP,,26-Aug-22,,ALSE-Melbourne,EM2216493005,,EM2216763
EM2216685001_EM2216763,30-Aug-22 14:30,,,,,WATER,NCP,,30-Aug-22,,ALSE-Melbourne,EM2216685001,,EM2216763
EM2216764001_EM2216763,30-Aug-22 12:07,,,,,WATER,NCP,,01-Sep-22,,ALSE-Melbourne,EM2216764001,,EM2216763
EM2216764002_EM2216763,30-Aug-22 12:09,,,,,WATER,NCP,,01-Sep-22,,ALSE-Melbourne,EM2216764002,,EM2216763
EM2216764009_EM2216763,31-Aug-22 08:37,,,,,WATER,NCP,,01-Sep-22,,ALSE-Melbourne,EM2216764009,,EM2216763
EM2216817008_EM2216763,31-Aug-22 14:30,,,,,WATER,NCP,,02-Sep-22,,ALSE-Melbourne,EM2216817008,,EM2216763
EM2216817009_EM2216763,30-Aug-22 14:30,,,,,WATER,NCP,,02-Sep-22,,ALSE-Melbourne,EM2216817009,,EM2216763
EM2216829003_EM2216763,31-Aug-22 08:45,,,,,WATER,NCP,,01-Sep-22,,ALSE-Melbourne,EM2216829003,,EM2216763
EM2216871004_EM2216763,31-Aug-22 09:00,,,,,WATER,NCP,,01-Sep-22,,ALSE-Melbourne,EM2216871004,,EM2216763
