ISOTime, GHI, cloudsAve, cloudsMedian,cloudsLinear, cloudsMin
29/11/2017 10:00:00,905.4116, 0.0128, 0.0128, 0.0128, 0.0128
29/11/2017 11:00:00,1029.3937, 0.0031, 0.0031, 0.0031, 0.0031
29/11/2017 12:00:00,1094.7663, 0.0031, 0.0031, 0.0031, 0.0031
29/11/2017 13:00:00,1096.5943, 0.0253, 0.0253, 0.0253, 0.0253
29/11/2017 14:00:00,1034.7403, 0.0626, 0.0626, 0.0626, 0.0626
29/11/2017 15:00:00,913.8718, 0.5754, 0.5754, 0.5754, 0.5754
29/11/2017 16:00:00,743.2165, 0.5532, 0.5532, 0.5532, 0.5532
29/11/2017 17:00:00,536.1496, 0.3669, 0.3669, 0.3669, 0.3669
29/11/2017 18:00:00,310.0315, 0.5901, 0.5901, 0.5901, 0.5901
29/11/2017 19:00:00,89.8371, 0.8818, 0.8818, 0.8818, 0.8818
29/11/2017 20:00:00,0.0000, 0.3176, 0.2733, 0.8180, 0.0031
29/11/2017 21:00:00,0.0000, 0.3176, 0.2733, 0.7542, 0.0031
29/11/2017 22:00:00,0.0000, 0.3176, 0.2733, 0.6903, 0.0031
29/11/2017 23:00:00,0.0000, 0.3176, 0.2733, 0.6265, 0.0031
30/11/2017 00:00:00,0.0000, 0.3176, 0.2733, 0.5627, 0.0031
30/11/2017 01:00:00,0.0000, 0.3176, 0.2733, 0.4988, 0.0031
30/11/2017 02:00:00,0.0000, 0.3176, 0.2733, 0.4350, 0.0031
30/11/2017 03:00:00,0.0000, 0.3176, 0.2733, 0.3712, 0.0031
30/11/2017 04:00:00,0.0000, 0.3176, 0.2733, 0.3073, 0.0031
30/11/2017 05:00:00,0.0000, 0.3176, 0.2733, 0.2435, 0.0031
30/11/2017 06:00:00,79.1954, 0.1797, 0.1797, 0.1797, 0.1797
30/11/2017 07:00:00,297.5829, 0.4389, 0.4389, 0.4389, 0.4389
30/11/2017 08:00:00,524.0767, 0.1190, 0.1190, 0.1190, 0.1190
30/11/2017 09:00:00,732.7408, 0.0031, 0.0031, 0.0031, 0.0031
30/11/2017 10:00:00,905.9758, 0.0176, 0.0176, 0.0176, 0.0176
30/11/2017 11:00:00,1030.1779, 0.0031, 0.0031, 0.0031, 0.0031
30/11/2017 12:00:00,1095.8573, 0.6302, 0.6302, 0.6302, 0.6302
30/11/2017 13:00:00,1098.0570, 0.0225, 0.0225, 0.0225, 0.0225
30/11/2017 14:00:00,1036.6117, 0.0313, 0.0313, 0.0313, 0.0313
30/11/2017 15:00:00,916.1565, 0.0943, 0.0943, 0.0943, 0.0943
30/11/2017 16:00:00,745.8838, 0.1056, 0.1056, 0.1056, 0.1056
30/11/2017 17:00:00,539.1288, 0.2718, 0.2718, 0.2718, 0.2718
30/11/2017 18:00:00,313.1931, 0.7954, 0.7954, 0.7954, 0.7954
30/11/2017 19:00:00,92.7904, 0.9682, 0.9682, 0.9682, 0.9682
30/11/2017 20:00:00,0.0000, 0.4253, 0.4299, 0.9508, 0.0225
30/11/2017 21:00:00,0.0000, 0.4253, 0.4299, 0.9333, 0.0225
30/11/2017 22:00:00,0.0000, 0.4253, 0.4299, 0.9159, 0.0225
30/11/2017 23:00:00,0.0000, 0.4253, 0.4299, 0.8985, 0.0225
01/12/2017 00:00:00,0.0000, 0.4253, 0.4299, 0.8811, 0.0225
01/12/2017 01:00:00,0.0000, 0.4253, 0.4299, 0.8636, 0.0225
01/12/2017 02:00:00,0.0000, 0.4253, 0.4299, 0.8462, 0.0225
01/12/2017 03:00:00,0.0000, 0.4253, 0.4299, 0.8288, 0.0225
01/12/2017 04:00:00,0.0000, 0.4253, 0.4299, 0.8114, 0.0225
01/12/2017 05:00:00,0.0000, 0.4253, 0.4299, 0.7939, 0.0225
01/12/2017 06:00:00,79.7155, 0.7765, 0.7765, 0.7765, 0.7765
01/12/2017 07:00:00,297.9938, 0.6689, 0.6689, 0.6689, 0.6689
01/12/2017 08:00:00,524.4074, 0.7103, 0.7103, 0.7103, 0.7103
01/12/2017 09:00:00,733.0919, 0.5205, 0.5205, 0.5205, 0.5205
01/12/2017 10:00:00,906.4556, 0.1294, 0.1294, 0.1294, 0.1294
01/12/2017 11:00:00,1030.8887, 0.4816, 0.4816, 0.4816, 0.4816
01/12/2017 12:00:00,1096.8857, 0.3781, 0.3781, 0.3781, 0.3781
01/12/2017 13:00:00,1099.4666, 0.2225, 0.2225, 0.2225, 0.2225
01/12/2017 14:00:00,1038.4375, 0.1741, 0.1741, 0.1741, 0.1741
01/12/2017 15:00:00,918.4008, 0.4498, 0.4498, 0.4498, 0.4498
01/12/2017 16:00:00,748.5133, 0.7126, 0.7126, 0.7126, 0.7126
01/12/2017 17:00:00,542.0701, 0.8691, 0.8691, 0.8691, 0.8691
01/12/2017 18:00:00,316.3155, 0.8429, 0.8429, 0.8429, 0.8429
01/12/2017 19:00:00,95.7163, 0.9682, 0.9682, 0.9682, 0.9682
01/12/2017 20:00:00,0.0000, 0.4896, 0.4756, 0.8989, 0.0776
01/12/2017 21:00:00,0.0000, 0.4896, 0.4756, 0.8296, 0.0776
01/12/2017 22:00:00,0.0000, 0.4896, 0.4756, 0.7604, 0.0776
01/12/2017 23:00:00,0.0000, 0.4896, 0.4756, 0.6911, 0.0776
02/12/2017 00:00:00,0.0000, 0.4896, 0.4756, 0.6218, 0.0776
02/12/2017 01:00:00,0.0000, 0.4896, 0.4756, 0.5525, 0.0776
02/12/2017 02:00:00,0.0000, 0.4896, 0.4756, 0.4832, 0.0776
02/12/2017 03:00:00,0.0000, 0.4896, 0.4756, 0.4140, 0.0776
02/12/2017 04:00:00,0.0000, 0.4896, 0.4756, 0.3447, 0.0776
02/12/2017 05:00:00,0.0000, 0.4896, 0.4756, 0.2754, 0.0776
02/12/2017 06:00:00,80.1376, 0.2061, 0.2061, 0.2061, 0.2061
02/12/2017 07:00:00,298.2971, 0.5693, 0.5693, 0.5693, 0.5693
02/12/2017 08:00:00,524.6356, 0.5949, 0.5949, 0.5949, 0.5949
02/12/2017 09:00:00,733.3491, 0.2698, 0.2698, 0.2698, 0.2698
02/12/2017 10:00:00,906.8520, 0.3960, 0.3960, 0.3960, 0.3960
02/12/2017 11:00:00,1031.5270, 0.0776, 0.0776, 0.0776, 0.0776
02/12/2017 12:00:00,1097.8521, 0.5015, 0.5015, 0.5015, 0.5015
02/12/2017 13:00:00,1100.8234, 0.1417, 0.1417, 0.1417, 0.1417
02/12/2017 14:00:00,1040.2176, 0.2169, 0.2169, 0.2169, 0.2169
02/12/2017 15:00:00,920.6041, 0.1849, 0.1849, 0.1849, 0.1849
02/12/2017 16:00:00,751.1038, 0.2699, 0.2699, 0.2699, 0.2699
02/12/2017 17:00:00,544.9720, 0.5859, 0.5859, 0.5859, 0.5859
02/12/2017 18:00:00,319.3968, 0.5775, 0.5775, 0.5775, 0.5775
02/12/2017 19:00:00,98.6117, 0.9682, 0.9682, 0.9682, 0.9682
02/12/2017 20:00:00,0.0000, 0.3372, 0.2878, 0.8805, 0.0031
02/12/2017 21:00:00,0.0000, 0.3372, 0.2878, 0.7927, 0.0031
02/12/2017 22:00:00,0.0000, 0.3372, 0.2878, 0.7050, 0.0031
02/12/2017 23:00:00,0.0000, 0.3372, 0.2878, 0.6173, 0.0031
03/12/2017 00:00:00,0.0000, 0.3372, 0.2878, 0.5295, 0.0031
03/12/2017 01:00:00,0.0000, 0.3372, 0.2878, 0.4418, 0.0031
03/12/2017 02:00:00,0.0000, 0.3372, 0.2878, 0.3541, 0.0031
03/12/2017 03:00:00,0.0000, 0.3372, 0.2878, 0.2663, 0.0031
03/12/2017 04:00:00,0.0000, 0.3372, 0.2878, 0.1786, 0.0031
03/12/2017 05:00:00,0.0000, 0.3372, 0.2878, 0.0909, 0.0031
03/12/2017 06:00:00,80.4618, 0.0031, 0.0031, 0.0031, 0.0031
03/12/2017 07:00:00,298.4935, 0.4768, 0.4768, 0.4768, 0.4768
03/12/2017 08:00:00,524.7622, 0.4264, 0.4264, 0.4264, 0.4264
03/12/2017 09:00:00,733.5134, 0.3058, 0.3058, 0.3058, 0.3058
03/12/2017 10:00:00,907.1660, 0.0031, 0.0031, 0.0031, 0.0031
03/12/2017 11:00:00,1032.0937, 0.3691, 0.3691, 0.3691, 0.3691
03/12/2017 12:00:00,1098.7571, 0.1916, 0.1916, 0.1916, 0.1916
03/12/2017 13:00:00,1102.1275, 0.0134, 0.0134, 0.0134, 0.0134
03/12/2017 14:00:00,1041.9519, 0.0509, 0.0509, 0.0509, 0.0509
03/12/2017 15:00:00,922.7658, 0.0418, 0.0418, 0.0418, 0.0418
03/12/2017 16:00:00,753.6542, 0.4965, 0.4965, 0.4965, 0.4965
03/12/2017 17:00:00,547.8330, 0.2162, 0.2162, 0.2162, 0.2162
03/12/2017 18:00:00,322.4352, 0.6068, 0.6068, 0.6068, 0.6068
03/12/2017 19:00:00,101.4736, 0.8270, 0.8270, 0.8270, 0.8270
03/12/2017 20:00:00,0.0000, 0.2233, 0.0959, 0.7521, 0.0031
03/12/2017 21:00:00,0.0000, 0.2233, 0.0959, 0.6772, 0.0031
03/12/2017 22:00:00,0.0000, 0.2233, 0.0959, 0.6023, 0.0031
03/12/2017 23:00:00,0.0000, 0.2233, 0.0959, 0.5274, 0.0031
04/12/2017 00:00:00,0.0000, 0.2233, 0.0959, 0.4525, 0.0031
04/12/2017 01:00:00,0.0000, 0.2233, 0.0959, 0.3776, 0.0031
04/12/2017 02:00:00,0.0000, 0.2233, 0.0959, 0.3027, 0.0031
04/12/2017 03:00:00,0.0000, 0.2233, 0.0959, 0.2278, 0.0031
04/12/2017 04:00:00,0.0000, 0.2233, 0.0959, 0.1529, 0.0031
04/12/2017 05:00:00,0.0000, 0.2233, 0.0959, 0.0780, 0.0031
04/12/2017 06:00:00,80.6882, 0.0031, 0.0031, 0.0031, 0.0031
04/12/2017 07:00:00,298.5836, 0.4404, 0.4404, 0.4404, 0.4404
04/12/2017 08:00:00,524.7879, 0.1409, 0.1409, 0.1409, 0.1409
04/12/2017 09:00:00,733.5860, 0.2794, 0.2794, 0.2794, 0.2794
04/12/2017 10:00:00,907.3985, 0.0031, 0.0031, 0.0031, 0.0031
04/12/2017 11:00:00,1032.5896, 0.0031, 0.0031, 0.0031, 0.0031
04/12/2017 12:00:00,1099.6013, 0.0031, 0.0031, 0.0031, 0.0031
04/12/2017 13:00:00,1103.3794, 0.0031, 0.0031, 0.0031, 0.0031
04/12/2017 14:00:00,1043.6402, 0.0599, 0.0599, 0.0599, 0.0599
04/12/2017 15:00:00,924.8854, 0.0330, 0.0330, 0.0330, 0.0330
04/12/2017 16:00:00,756.1636, 0.0521, 0.0521, 0.0521, 0.0521
04/12/2017 17:00:00,550.6516, 0.1238, 0.1238, 0.1238, 0.1238
04/12/2017 18:00:00,325.4288, 0.1615, 0.1615, 0.1615, 0.1615
04/12/2017 19:00:00,104.2989, 0.7950, 0.7950, 0.7950, 0.7950
04/12/2017 20:00:00,0.0000, 0.0894, 0.0039, 0.7230, 0.0031
04/12/2017 21:00:00,0.0000, 0.0894, 0.0039, 0.6511, 0.0031
04/12/2017 22:00:00,0.0000, 0.0894, 0.0039, 0.5791, 0.0031
04/12/2017 23:00:00,0.0000, 0.0894, 0.0039, 0.5071, 0.0031
05/12/2017 00:00:00,0.0000, 0.0894, 0.0039, 0.4351, 0.0031
05/12/2017 01:00:00,0.0000, 0.0894, 0.0039, 0.3631, 0.0031
05/12/2017 02:00:00,0.0000, 0.0894, 0.0039, 0.2911, 0.0031
05/12/2017 03:00:00,0.0000, 0.0894, 0.0039, 0.2191, 0.0031
05/12/2017 04:00:00,0.0000, 0.0894, 0.0039, 0.1471, 0.0031
05/12/2017 05:00:00,0.0000, 0.0894, 0.0039, 0.0751, 0.0031
05/12/2017 06:00:00,80.8172, 0.0031, 0.0031, 0.0031, 0.0031
05/12/2017 07:00:00,298.5683, 0.0031, 0.0031, 0.0031, 0.0031
05/12/2017 08:00:00,524.7139, 0.0031, 0.0031, 0.0031, 0.0031
05/12/2017 09:00:00,733.5678, 0.0031, 0.0031, 0.0031, 0.0031
05/12/2017 10:00:00,907.5507, 0.0031, 0.0031, 0.0031, 0.0031
05/12/2017 11:00:00,1033.0157, 0.0046, 0.0046, 0.0046, 0.0046
05/12/2017 12:00:00,1100.3853, 0.0031, 0.0031, 0.0031, 0.0031
05/12/2017 13:00:00,1104.5792, 0.0031, 0.0031, 0.0031, 0.0031
05/12/2017 14:00:00,1045.2824, 0.0027, 0.0027, 0.0027, 0.0027
05/12/2017 15:00:00,926.9621, 0.0402, 0.0402, 0.0402, 0.0402
05/12/2017 16:00:00,758.6308, 0.3147, 0.3147, 0.3147, 0.3147
05/12/2017 17:00:00,553.4263, 0.3080, 0.3080, 0.3080, 0.3080
05/12/2017 18:00:00,328.3756, 0.6188, 0.6188, 0.6188, 0.6188
05/12/2017 19:00:00,107.0849, 0.7491, 0.7491, 0.7491, 0.7491
05/12/2017 20:00:00,0.0000, 0.2556, 0.2566, 0.6941, 0.0027
05/12/2017 21:00:00,0.0000, 0.2556, 0.2566, 0.6391, 0.0027
05/12/2017 22:00:00,0.0000, 0.2556, 0.2566, 0.5841, 0.0027
05/12/2017 23:00:00,0.0000, 0.2556, 0.2566, 0.5290, 0.0027
06/12/2017 00:00:00,0.0000, 0.2556, 0.2566, 0.4740, 0.0027
06/12/2017 01:00:00,0.0000, 0.2556, 0.2566, 0.4190, 0.0027
06/12/2017 02:00:00,0.0000, 0.2556, 0.2566, 0.3640, 0.0027
06/12/2017 03:00:00,0.0000, 0.2556, 0.2566, 0.3090, 0.0027
06/12/2017 04:00:00,0.0000, 0.2556, 0.2566, 0.2539, 0.0027
06/12/2017 05:00:00,0.0000, 0.2556, 0.2566, 0.1989, 0.0027
06/12/2017 06:00:00,80.8490, 0.1439, 0.1439, 0.1439, 0.1439
06/12/2017 07:00:00,298.4482, 0.2349, 0.2349, 0.2349, 0.2349
06/12/2017 08:00:00,524.5411, 0.2783, 0.2783, 0.2783, 0.2783
06/12/2017 09:00:00,733.4599, 0.1547, 0.1547, 0.1547, 0.1547
06/12/2017 10:00:00,907.6235, 0.0031, 0.0031, 0.0031, 0.0031
06/12/2017 11:00:00,1033.3728, 0.3521, 0.3521, 0.3521, 0.3521
06/12/2017 12:00:00,1101.1098, 0.3747, 0.3747, 0.3747, 0.3747
06/12/2017 13:00:00,1105.7271, 0.0005, 0.0005, 0.0005, 0.0005
06/12/2017 14:00:00,1046.8782, 0.0138, 0.0138, 0.0138, 0.0138
06/12/2017 15:00:00,928.9953, 0.0292, 0.0292, 0.0292, 0.0292
06/12/2017 16:00:00,761.0547, 0.0552, 0.0552, 0.0552, 0.0552
06/12/2017 17:00:00,556.1555, 0.1047, 0.1047, 0.1047, 0.1047
06/12/2017 18:00:00,331.2737, 0.1533, 0.1533, 0.1533, 0.1533
06/12/2017 19:00:00,109.8286, 0.8162, 0.8162, 0.8162, 0.8162
06/12/2017 20:00:00,0.0000, 0.3395, 0.3225, 0.7629, 0.0005
06/12/2017 21:00:00,0.0000, 0.3395, 0.3225, 0.7097, 0.0005
06/12/2017 22:00:00,0.0000, 0.3395, 0.3225, 0.6565, 0.0005
06/12/2017 23:00:00,0.0000, 0.3395, 0.3225, 0.6033, 0.0005
07/12/2017 00:00:00,0.0000, 0.3395, 0.3225, 0.5500, 0.0005
07/12/2017 01:00:00,0.0000, 0.3395, 0.3225, 0.4968, 0.0005
07/12/2017 02:00:00,0.0000, 0.3395, 0.3225, 0.4436, 0.0005
07/12/2017 03:00:00,0.0000, 0.3395, 0.3225, 0.3904, 0.0005
07/12/2017 04:00:00,0.0000, 0.3395, 0.3225, 0.3372, 0.0005
07/12/2017 05:00:00,0.0000, 0.3395, 0.3225, 0.2839, 0.0005
07/12/2017 06:00:00,80.7842, 0.2307, 0.2307, 0.2307, 0.2307
07/12/2017 07:00:00,298.2242, 0.4993, 0.4993, 0.4993, 0.4993
07/12/2017 08:00:00,524.2705, 0.4926, 0.4926, 0.4926, 0.4926
07/12/2017 09:00:00,733.2634, 0.5473, 0.5473, 0.5473, 0.5473
07/12/2017 10:00:00,907.6180, 0.4143, 0.4143, 0.4143, 0.4143
07/12/2017 11:00:00,1033.6618, 0.4272, 0.4272, 0.4272, 0.4272
07/12/2017 12:00:00,1101.7753, 0.9682, 0.9682, 0.9682, 0.9682
07/12/2017 13:00:00,1106.8235, 0.8235, 0.8235, 0.8235, 0.8235
07/12/2017 14:00:00,1048.4274, 0.2880, 0.2880, 0.2880, 0.2880
07/12/2017 15:00:00,930.9844, 0.7371, 0.7371, 0.7371, 0.7371
07/12/2017 16:00:00,763.4342, 0.4328, 0.4328, 0.4328, 0.4328
07/12/2017 17:00:00,558.8377, 0.7295, 0.7295, 0.7295, 0.7295
07/12/2017 18:00:00,334.1214, 0.7052, 0.7052, 0.7052, 0.7052
07/12/2017 19:00:00,112.5274, 0.7196, 0.7196, 0.7196, 0.7196
07/12/2017 20:00:00,0.0000, 0.3863, 0.3604, 0.6545, 0.0031
07/12/2017 21:00:00,0.0000, 0.3863, 0.3604, 0.5894, 0.0031
07/12/2017 22:00:00,0.0000, 0.3863, 0.3604, 0.5242, 0.0031
07/12/2017 23:00:00,0.0000, 0.3863, 0.3604, 0.4591, 0.0031
08/12/2017 00:00:00,0.0000, 0.3863, 0.3604, 0.3939, 0.0031
08/12/2017 01:00:00,0.0000, 0.3863, 0.3604, 0.3288, 0.0031
08/12/2017 02:00:00,0.0000, 0.3863, 0.3604, 0.2637, 0.0031
08/12/2017 03:00:00,0.0000, 0.3863, 0.3604, 0.1985, 0.0031
08/12/2017 04:00:00,0.0000, 0.3863, 0.3604, 0.1334, 0.0031
08/12/2017 05:00:00,0.0000, 0.3863, 0.3604, 0.0683, 0.0031
08/12/2017 06:00:00,80.6233, 0.0031, 0.0031, 0.0031, 0.0031
08/12/2017 07:00:00,297.8972, 0.0031, 0.0031, 0.0031, 0.0031
08/12/2017 08:00:00,523.9031, 0.5100, 0.5100, 0.5100, 0.5100
08/12/2017 09:00:00,732.9794, 0.2240, 0.2240, 0.2240, 0.2240
08/12/2017 10:00:00,907.5353, 0.0031, 0.0031, 0.0031, 0.0031
08/12/2017 11:00:00,1033.8835, 0.2182, 0.2182, 0.2182, 0.2182
08/12/2017 12:00:00,1102.3824, 0.0111, 0.0111, 0.0111, 0.0111
08/12/2017 13:00:00,1107.8684, 0.0101, 0.0101, 0.0101, 0.0101
08/12/2017 14:00:00,1049.9299, 0.0106, 0.0106, 0.0106, 0.0106
08/12/2017 15:00:00,932.9287, 0.0494, 0.0494, 0.0494, 0.0494
08/12/2017 16:00:00,765.7682, 0.0473, 0.0473, 0.0473, 0.0473
08/12/2017 17:00:00,561.4715, 0.1104, 0.1104, 0.1104, 0.1104
08/12/2017 18:00:00,336.9166, 0.1540, 0.1540, 0.1540, 0.1540
08/12/2017 19:00:00,115.1785, 0.8358, 0.8358, 0.8358, 0.8358
08/12/2017 20:00:00,0.0000, 0.0885, 0.0066, 0.7601, 0.0031
08/12/2017 21:00:00,0.0000, 0.0885, 0.0066, 0.6844, 0.0031
08/12/2017 22:00:00,0.0000, 0.0885, 0.0066, 0.6087, 0.0031
08/12/2017 23:00:00,0.0000, 0.0885, 0.0066, 0.5330, 0.0031
09/12/2017 00:00:00,0.0000, 0.0885, 0.0066, 0.4573, 0.0031
09/12/2017 01:00:00,0.0000, 0.0885, 0.0066, 0.3816, 0.0031
09/12/2017 02:00:00,0.0000, 0.0885, 0.0066, 0.3059, 0.0031
09/12/2017 03:00:00,0.0000, 0.0885, 0.0066, 0.2302, 0.0031
09/12/2017 04:00:00,0.0000, 0.0885, 0.0066, 0.1545, 0.0031
09/12/2017 05:00:00,0.0000, 0.0885, 0.0066, 0.0788, 0.0031
09/12/2017 06:00:00,80.3670, 0.0031, 0.0031, 0.0031, 0.0031
09/12/2017 07:00:00,297.4681, 0.0031, 0.0031, 0.0031, 0.0031
09/12/2017 08:00:00,523.4401, 0.0031, 0.0031, 0.0031, 0.0031
09/12/2017 09:00:00,732.6091, 0.0031, 0.0031, 0.0031, 0.0031
09/12/2017 10:00:00,907.3763, 0.0031, 0.0031, 0.0031, 0.0031
09/12/2017 11:00:00,1034.0388, 0.0031, 0.0031, 0.0031, 0.0031
09/12/2017 12:00:00,1102.9317, 0.0031, 0.0031, 0.0031, 0.0031
09/12/2017 13:00:00,1108.8622, 0.0031, 0.0031, 0.0031, 0.0031
09/12/2017 14:00:00,1051.3854, 0.0103, 0.0103, 0.0103, 0.0103
09/12/2017 15:00:00,934.8275, 0.0210, 0.0210, 0.0210, 0.0210
09/12/2017 16:00:00,768.0556, 0.0600, 0.0600, 0.0600, 0.0600
09/12/2017 17:00:00,564.0554, 0.1119, 0.1119, 0.1119, 0.1119
09/12/2017 18:00:00,339.6576, 0.1565, 0.1565, 0.1565, 0.1565
09/12/2017 19:00:00,117.7794, 0.7876, 0.7876, 0.7876, 0.7876
09/12/2017 20:00:00,0.0000, 0.0926, 0.0067, 0.7163, 0.0031
09/12/2017 21:00:00,0.0000, 0.0926, 0.0067, 0.6450, 0.0031
09/12/2017 22:00:00,0.0000, 0.0926, 0.0067, 0.5737, 0.0031
09/12/2017 23:00:00,0.0000, 0.0926, 0.0067, 0.5024, 0.0031
10/12/2017 00:00:00,0.0000, 0.0926, 0.0067, 0.4310, 0.0031
10/12/2017 01:00:00,0.0000, 0.0926, 0.0067, 0.3597, 0.0031
10/12/2017 02:00:00,0.0000, 0.0926, 0.0067, 0.2884, 0.0031
10/12/2017 03:00:00,0.0000, 0.0926, 0.0067, 0.2171, 0.0031
10/12/2017 04:00:00,0.0000, 0.0926, 0.0067, 0.1458, 0.0031
10/12/2017 05:00:00,0.0000, 0.0926, 0.0067, 0.0744, 0.0031
10/12/2017 06:00:00,80.0161, 0.0031, 0.0031, 0.0031, 0.0031
10/12/2017 07:00:00,296.9378, 0.1273, 0.1273, 0.1273, 0.1273
10/12/2017 08:00:00,522.8826, 0.0031, 0.0031, 0.0031, 0.0031
10/12/2017 09:00:00,732.1536, 0.0031, 0.0031, 0.0031, 0.0031
10/12/2017 10:00:00,907.1421, 0.0031, 0.0031, 0.0031, 0.0031
10/12/2017 11:00:00,1034.1285, 0.0031, 0.0031, 0.0031, 0.0031
10/12/2017 12:00:00,1103.4236, 0.0031, 0.0031, 0.0031, 0.0031
10/12/2017 13:00:00,1109.8048, 0.0031, 0.0031, 0.0031, 0.0031
10/12/2017 14:00:00,1052.7936, 0.0111, 0.0111, 0.0111, 0.0111
10/12/2017 15:00:00,936.6801, 0.0258, 0.0258, 0.0258, 0.0258
10/12/2017 16:00:00,770.2952, 0.0609, 0.0609, 0.0609, 0.0609
10/12/2017 17:00:00,566.5877, 0.1094, 0.1094, 0.1094, 0.1094
10/12/2017 18:00:00,342.3425, 0.1434, 0.1434, 0.1434, 0.1434
10/12/2017 19:00:00,120.3275, 0.9000, 0.9000, 0.9000, 0.9000
10/12/2017 20:00:00,0.0000, 0.0911, 0.0031, 0.8184, 0.0031
10/12/2017 21:00:00,0.0000, 0.0911, 0.0031, 0.7369, 0.0031
10/12/2017 22:00:00,0.0000, 0.0911, 0.0031, 0.6554, 0.0031
10/12/2017 23:00:00,0.0000, 0.0911, 0.0031, 0.5738, 0.0031
11/12/2017 00:00:00,0.0000, 0.0911, 0.0031, 0.4923, 0.0031
11/12/2017 01:00:00,0.0000, 0.0911, 0.0031, 0.4108, 0.0031
11/12/2017 02:00:00,0.0000, 0.0911, 0.0031, 0.3293, 0.0031
11/12/2017 03:00:00,0.0000, 0.0911, 0.0031, 0.2477, 0.0031
11/12/2017 04:00:00,0.0000, 0.0911, 0.0031, 0.1662, 0.0031
11/12/2017 05:00:00,0.0000, 0.0911, 0.0031, 0.0847, 0.0031
11/12/2017 06:00:00,79.5714, 0.0031, 0.0031, 0.0031, 0.0031
11/12/2017 07:00:00,296.3074, 0.0031, 0.0031, 0.0031, 0.0031
11/12/2017 08:00:00,522.2316, 0.0031, 0.0031, 0.0031, 0.0031
11/12/2017 09:00:00,731.6139, 0.0031, 0.0031, 0.0031, 0.0031
11/12/2017 10:00:00,906.8338, 0.0031, 0.0031, 0.0031, 0.0031
11/12/2017 11:00:00,1034.1534, 0.0031, 0.0031, 0.0031, 0.0031
11/12/2017 12:00:00,1103.8587, 0.0031, 0.0031, 0.0031, 0.0031
11/12/2017 13:00:00,1110.6966, 0.0031, 0.0031, 0.0031, 0.0031
11/12/2017 14:00:00,1054.1542, 0.0031, 0.0031, 0.0031, 0.0031
11/12/2017 15:00:00,938.4858, 0.0093, 0.0093, 0.0093, 0.0093
11/12/2017 16:00:00,772.4859, 0.0430, 0.0430, 0.0430, 0.0430
11/12/2017 17:00:00,569.0670, 0.0905, 0.0905, 0.0905, 0.0905
11/12/2017 18:00:00,344.9695, 0.1198, 0.1198, 0.1198, 0.1198
11/12/2017 19:00:00,122.8202, 0.7708, 0.7708, 0.7708, 0.7708
11/12/2017 20:00:00,0.0000, 0.0758, 0.0031, 0.7010, 0.0031
11/12/2017 21:00:00,0.0000, 0.0758, 0.0031, 0.6313, 0.0031
11/12/2017 22:00:00,0.0000, 0.0758, 0.0031, 0.5615, 0.0031
11/12/2017 23:00:00,0.0000, 0.0758, 0.0031, 0.4917, 0.0031
12/12/2017 00:00:00,0.0000, 0.0758, 0.0031, 0.4219, 0.0031
12/12/2017 01:00:00,0.0000, 0.0758, 0.0031, 0.3521, 0.0031
12/12/2017 02:00:00,0.0000, 0.0758, 0.0031, 0.2823, 0.0031
12/12/2017 03:00:00,0.0000, 0.0758, 0.0031, 0.2125, 0.0031
12/12/2017 04:00:00,0.0000, 0.0758, 0.0031, 0.1427, 0.0031
12/12/2017 05:00:00,0.0000, 0.0758, 0.0031, 0.0729, 0.0031
12/12/2017 06:00:00,79.0340, 0.0031, 0.0031, 0.0031, 0.0031
12/12/2017 07:00:00,295.5780, 0.0031, 0.0031, 0.0031, 0.0031
12/12/2017 08:00:00,521.4884, 0.0031, 0.0031, 0.0031, 0.0031
12/12/2017 09:00:00,730.9913, 0.0031, 0.0031, 0.0031, 0.0031
12/12/2017 10:00:00,906.4524, 0.0031, 0.0031, 0.0031, 0.0031
12/12/2017 11:00:00,1034.1144, 0.0031, 0.0031, 0.0031, 0.0031
12/12/2017 12:00:00,1104.2376, 0.0031, 0.0031, 0.0031, 0.0031
12/12/2017 13:00:00,1111.5376, 0.1624, 0.1624, 0.1624, 0.1624
12/12/2017 14:00:00,1055.4670, 0.0603, 0.0603, 0.0603, 0.0603
12/12/2017 15:00:00,940.2439, 0.0712, 0.0712, 0.0712, 0.0712
12/12/2017 16:00:00,774.6266, 0.0643, 0.0643, 0.0643, 0.0643
12/12/2017 17:00:00,571.4918, 0.1082, 0.1082, 0.1082, 0.1082
12/12/2017 18:00:00,347.5367, 0.3053, 0.3053, 0.3053, 0.3053
12/12/2017 19:00:00,125.2553, 0.7788, 0.7788, 0.7788, 0.7788
12/12/2017 20:00:00,0.0000, 0.1492, 0.0680, 0.7083, 0.0031
12/12/2017 21:00:00,0.0000, 0.1492, 0.0680, 0.6378, 0.0031
12/12/2017 22:00:00,0.0000, 0.1492, 0.0680, 0.5672, 0.0031
12/12/2017 23:00:00,0.0000, 0.1492, 0.0680, 0.4967, 0.0031
13/12/2017 00:00:00,0.0000, 0.1492, 0.0680, 0.4262, 0.0031
13/12/2017 01:00:00,0.0000, 0.1492, 0.0680, 0.3557, 0.0031
13/12/2017 02:00:00,0.0000, 0.1492, 0.0680, 0.2852, 0.0031
13/12/2017 03:00:00,0.0000, 0.1492, 0.0680, 0.2147, 0.0031
13/12/2017 04:00:00,0.0000, 0.1492, 0.0680, 0.1442, 0.0031
