Site,X,Y,Num. Vars,Start Date,End Date,Total Samples at Site
N39E,325955.5513,6055543.0792,7,19-05-2019,19-05-2019,7
S06E,360044.6702,6025133.3818,7,19-05-2019,19-05-2019,7
S02E,357106.5800,6028192.9784,7,19-05-2019,19-05-2019,7
N04E,353974.6739,6031925.3085,7,19-05-2019,19-05-2019,7
SC,377571.6537,6000364.1300,7,19-05-2019,19-05-2019,7
S21E,370146.1051,6013449.7398,7,19-05-2019,19-05-2019,7
N52E,314020.9660,6063025.8788,7,19-05-2019,19-05-2019,7
