Name,NC An Flow
Weight,1
Pool code,
Type,2
1984,1
1985,0.15141
1986,1.17041
1987,0.52537
1988,1.21617
1989,3.13495
1990,3.20976
1991,0.77509
1992,2.7896
1993,3.19325
1994,0.14116
1995,1.08793
1996,2.23209
1997,0.11971
1998,0.85006
1999,0.25858
2000,1.33701
2001,0.15482
2002,0.0001
2003,0.07383
2004,0.03237
2005,0.24454
2006,0.03077
2007,0.0001
2008,0.0001
2009,0.0001
2010,2.6883
2011,1.77577
2012,1.27333
2013,0.51283
2014,0.35702
2015,0.30185
2016,1.95594
2017,0.32299
2018,0.14967
2019,0.18992
2020,0.35523
