Plot Title: Logger1,,,,,,,,
#,"Date Time, GMT+09:30","DO conc, mg/L (LGR S/N: 20158049, SEN S/N: 20158049, LBL: DOLogger1)","Temp, °C (LGR S/N: 20158049, SEN S/N: 20158049, LBL: TempLogger1)","DO Adj Conc, mg/L (LGR S/N: 20158049)","DO Percent Sat, % (LGR S/N: 20158049)",Coupler Attached (LGR S/N: 20158049),Stopped (LGR S/N: 20158049),End Of File (LGR S/N: 20158049)
918,10/02/2021 6:15,5.51,14.58,4.25,53.6,,,
919,10/02/2021 6:30,5.03,14.56,3.88,48.9,,,
920,10/02/2021 6:45,5.42,14.54,4.18,52.6,,,
921,10/02/2021 7:00,5.17,14.52,3.99,50.2,,,
922,10/02/2021 7:15,4.97,14.52,3.84,48.3,,,
923,10/02/2021 7:30,5.52,14.52,4.26,53.6,,,
924,10/02/2021 7:45,5.91,14.52,4.56,57.4,,,
925,10/02/2021 8:00,5.84,14.54,4.51,56.7,,,
926,10/02/2021 8:15,5.73,14.58,4.42,55.7,,,
927,10/02/2021 8:30,5.57,14.62,4.3,54.2,,,
928,10/02/2021 8:45,5.48,14.66,4.23,53.4,,,
929,10/02/2021 9:00,5.33,14.7,4.12,52,,,
930,10/02/2021 9:15,6.2,14.78,4.79,60.5,,,
931,10/02/2021 9:30,6.26,14.88,4.84,61.3,,,
932,10/02/2021 9:45,7.32,15.08,5.66,71.9,,,
933,10/02/2021 10:00,8.34,15.28,6.45,82.3,,,
934,10/02/2021 10:15,8.57,15.5,6.63,85,,,
935,10/02/2021 10:30,8.69,15.78,6.73,86.7,,,
936,10/02/2021 10:45,8.68,16.06,6.72,87.1,,,
937,10/02/2021 11:00,9.36,16.32,7.25,94.5,,,
938,10/02/2021 11:15,9.9,16.6,7.68,100.5,,,
939,10/02/2021 11:30,10.61,16.88,8.23,108.3,,,
940,10/02/2021 11:45,11.19,17.14,8.68,114.9,,,
941,10/02/2021 12:00,11.7,17.44,9.09,120.9,,,
942,10/02/2021 12:15,11.92,17.7,9.26,123.8,,,
943,10/02/2021 12:30,12.16,17.94,9.45,126.9,,,
944,10/02/2021 12:45,13.64,18.18,10.61,143.1,,,
945,10/02/2021 13:00,13.38,18.38,10.41,140.9,,,
946,10/02/2021 13:15,14.26,18.6,11.1,150.9,,,
947,10/02/2021 13:30,14.52,18.84,11.31,154.4,,,
948,10/02/2021 13:45,15,19.04,11.68,160.1,,,
949,10/02/2021 14:00,15.22,19.24,11.86,163.1,,,
950,10/02/2021 14:15,15.7,19.42,12.24,168.9,,,
951,10/02/2021 14:30,15.63,19.6,12.19,168.7,,,
952,10/02/2021 14:45,16.07,19.74,12.53,173.9,,,
953,10/02/2021 15:00,16.96,19.88,13.23,184.1,,,
954,10/02/2021 15:15,15.72,19.96,12.27,170.9,,,
955,10/02/2021 15:30,17.32,20.04,13.52,188.6,,,
956,10/02/2021 15:45,17.13,20.08,13.37,186.7,,,
957,10/02/2021 16:00,17,20.12,13.27,185.4,,,
958,10/02/2021 16:15,18.13,20.14,14.15,197.8,,,
959,10/02/2021 16:30,18.98,20.12,14.82,207,,,
960,10/02/2021 16:45,18.55,20.1,14.48,202.2,,,
961,10/02/2021 17:00,18.34,20.08,14.31,199.9,,,
962,10/02/2021 17:15,18.42,20.02,14.38,200.5,,,
963,10/02/2021 17:30,17.78,19.96,13.87,193.3,,,
964,10/02/2021 17:45,17.11,19.88,13.35,185.7,,,
965,10/02/2021 18:00,16.95,19.82,13.22,183.8,,,
966,10/02/2021 18:15,16.96,19.72,13.23,183.5,,,
967,10/02/2021 18:30,17.22,19.64,13.43,186,,,
968,10/02/2021 18:45,17.09,19.56,13.33,184.3,,,
969,10/02/2021 19:00,17.28,19.48,13.47,186.1,,,
970,10/02/2021 19:15,18.02,19.4,14.05,193.7,,,
971,10/02/2021 19:30,16.24,19.3,12.66,174.2,,,
972,10/02/2021 19:45,16.4,19.22,12.78,175.7,,,
973,10/02/2021 20:00,16.33,19.14,12.72,174.7,,,
974,10/02/2021 20:15,15.8,19.08,12.31,168.8,,,
975,10/02/2021 20:30,15.28,19.02,11.9,163,,,
976,10/02/2021 20:45,15.57,18.92,12.13,165.8,,,
977,10/02/2021 21:00,15.29,18.82,11.91,162.5,,,
978,10/02/2021 21:15,14.8,18.72,11.52,157,,,
979,10/02/2021 21:30,14.21,18.66,11.06,150.5,,,
980,10/02/2021 21:45,13.49,18.58,10.5,142.7,,,
981,10/02/2021 22:00,13.24,18.52,10.3,139.8,,,
982,10/02/2021 22:15,12.99,18.46,10.11,137,,,
983,10/02/2021 22:30,12.7,18.4,9.88,133.8,,,
984,10/02/2021 22:45,12,18.34,9.34,126.3,,,
985,10/02/2021 23:00,13.06,18.3,10.16,137.3,,,
986,10/02/2021 23:15,12.2,18.22,9.49,128.1,,,
987,10/02/2021 23:30,11.94,18.16,9.29,125.2,,,
988,10/02/2021 23:45,10,18.1,7.78,104.7,,,
989,10/03/2021 0:00,10.14,18.02,7.88,106,,,
990,10/03/2021 0:15,10.51,17.94,8.17,109.7,,,
991,10/03/2021 0:30,11.75,17.88,9.13,122.5,,,
992,10/03/2021 0:45,11.2,17.8,8.7,116.6,,,
993,10/03/2021 1:00,9.5,17.72,7.38,98.7,,,
994,10/03/2021 1:15,9.68,17.66,7.52,100.5,,,
995,10/03/2021 1:30,9.63,17.6,7.48,99.8,,,
996,10/03/2021 1:45,8.2,17.56,6.37,84.9,,,
997,10/03/2021 2:00,8.48,17.5,6.59,87.7,,,
998,10/03/2021 2:15,7.13,17.44,5.54,73.7,,,
999,10/03/2021 2:30,9.54,17.36,7.41,98.4,,,
1000,10/03/2021 2:45,10.99,17.26,8.53,113.1,,,
1001,10/03/2021 3:00,10.56,17.2,8.2,108.5,,,
1002,10/03/2021 3:15,10.52,17.12,8.16,108,,,
1003,10/03/2021 3:30,10.52,16.96,8.16,107.6,,,
1004,10/03/2021 3:45,11.12,16.86,8.63,113.5,,,
1005,10/03/2021 4:00,10.96,16.76,8.5,111.6,,,
1006,10/03/2021 4:15,10.32,16.64,8,104.8,,,
1007,10/03/2021 4:30,10.12,16.6,7.85,102.7,,,
1008,10/03/2021 4:45,10.13,16.56,7.85,102.7,,,
1009,10/03/2021 5:00,9.76,16.54,7.57,98.9,,,
1010,10/03/2021 5:15,9.27,16.54,7.19,94,,,
1011,10/03/2021 5:30,8.65,16.52,6.7,87.7,,,
1012,10/03/2021 5:45,9.23,16.48,7.15,93.5,,,
1013,10/03/2021 6:00,9.7,16.4,7.52,98.1,,,
1014,10/03/2021 6:15,9.55,16.34,7.4,96.4,,,
1015,10/03/2021 6:30,9.41,16.3,7.29,94.9,,,
1016,10/03/2021 6:45,9.25,16.28,7.17,93.3,,,
1017,10/03/2021 7:00,8.95,16.22,6.93,90.1,,,
1018,10/03/2021 7:15,8.99,16.2,6.96,90.5,,,
1019,10/03/2021 7:30,8.96,16.2,6.94,90.2,,,
1020,10/03/2021 7:45,8.9,16.2,6.89,89.6,,,
1021,10/03/2021 8:00,8.8,16.22,6.82,88.6,,,
1022,10/03/2021 8:15,8.71,16.18,6.75,87.6,,,
1023,10/03/2021 8:30,9.06,16.2,7.02,91.2,,,
1024,10/03/2021 8:45,9.05,16.24,7.01,91.2,,,
1025,10/03/2021 9:00,8.82,16.3,6.83,89,,,
1026,10/03/2021 9:15,8.78,16.4,6.8,88.8,,,
1027,10/03/2021 9:30,8.65,16.5,6.7,87.6,,,
1028,10/03/2021 9:45,10.02,16.72,7.77,102,,,
1029,10/03/2021 10:00,10.84,16.94,8.41,110.8,,,
1030,10/03/2021 10:15,11.79,17.3,9.15,121.4,,,
1031,10/03/2021 10:30,12.28,17.5,9.54,127,,,
1032,10/03/2021 10:45,12.86,17.56,9.99,133.2,,,
1033,10/03/2021 11:00,13.11,17.64,10.18,136,,,
1034,10/03/2021 11:15,13.65,17.8,10.61,142.1,,,
1035,10/03/2021 11:30,13.74,17.94,10.68,143.4,,,
1036,10/03/2021 11:45,14.08,17.98,10.95,147.1,,,
1037,10/03/2021 12:00,14.23,18,11.06,148.7,,,
1038,10/03/2021 12:15,14.49,18,11.26,151.4,,,
1039,10/03/2021 12:30,14.77,18.04,11.48,154.5,,,
1040,10/03/2021 12:45,14.95,18.1,11.62,156.6,,,
1041,10/03/2021 13:00,15.24,18.14,11.85,159.7,,,
1042,10/03/2021 13:15,15.14,18.14,11.77,158.7,,,
1043,10/03/2021 13:30,15.17,18.14,11.8,159,,,
1044,10/03/2021 13:45,15.06,18.12,11.71,157.8,,,
1045,10/03/2021 14:00,15.12,18.14,11.76,158.5,,,
1046,10/03/2021 14:15,15.14,18.14,11.77,158.7,,,
1047,10/03/2021 14:30,14.88,18.1,11.57,155.8,,,
1048,10/03/2021 14:45,14.59,18,11.34,152.5,,,
1049,10/03/2021 15:00,14.35,17.94,11.15,149.8,,,
1050,10/03/2021 15:15,14.26,17.88,11.08,148.7,,,
1051,10/03/2021 15:30,14.03,17.8,10.9,146,,,
1052,10/03/2021 15:45,13.97,17.74,10.85,145.2,,,
1053,10/03/2021 16:00,14.02,17.72,10.89,145.7,,,
1054,10/03/2021 16:15,14.01,17.72,10.89,145.6,,,
1055,10/03/2021 16:30,13.97,17.68,10.85,145,,,
1056,10/03/2021 16:45,13.75,17.62,10.68,142.6,,,
1057,10/03/2021 17:00,13.57,17.54,10.54,140.5,,,
1058,10/03/2021 17:15,13.42,17.46,10.42,138.7,,,
1059,10/03/2021 17:30,13.23,17.36,10.27,136.4,,,
1060,10/03/2021 17:45,13.03,17.26,10.11,134.1,,,
1061,10/03/2021 18:00,12.74,17.14,9.89,130.8,,,
1062,10/03/2021 18:15,12.42,17.02,9.64,127.2,,,
1063,10/03/2021 18:30,12.12,16.9,9.4,123.8,,,
1064,10/03/2021 18:45,11.81,16.76,9.16,120.3,,,
1065,10/03/2021 19:00,11.54,16.62,8.95,117.2,,,
1066,10/03/2021 19:15,11.22,16.5,8.7,113.7,,,
1067,10/03/2021 19:30,10.97,16.4,8.5,110.9,,,
1068,10/03/2021 19:45,10.68,16.3,8.27,107.7,,,
1069,10/03/2021 20:00,10.49,16.18,8.13,105.5,,,
1070,10/03/2021 20:15,10.22,16.1,7.92,102.7,,,
1071,10/03/2021 20:30,10.1,16,7.82,101.2,,,
1072,10/03/2021 20:45,9.93,15.9,7.69,99.3,,,
1073,10/03/2021 21:00,9.72,15.82,7.52,97.1,,,
1074,10/03/2021 21:15,9.53,15.72,7.37,95,,,
1075,10/03/2021 21:30,9.35,15.62,7.23,93,,,
1076,10/03/2021 21:45,9.22,15.52,7.13,91.5,,,
1077,10/03/2021 22:00,9.17,15.42,7.09,90.8,,,
1078,10/03/2021 22:15,9.08,15.32,7.02,89.7,,,
1079,10/03/2021 22:30,8.92,15.24,6.9,88,,,
1080,10/03/2021 22:45,8.75,15.18,6.76,86.2,,,
1081,10/03/2021 23:00,8.73,15.1,6.75,85.8,,,
1082,10/03/2021 23:15,8.62,15.06,6.66,84.7,,,
1083,10/03/2021 23:30,8.62,15.02,6.66,84.6,,,
1084,10/03/2021 23:45,8.48,14.98,6.55,83.2,,,
1085,10/04/2021 0:00,8.42,14.94,6.51,82.5,,,
1086,10/04/2021 0:15,8.24,14.92,6.37,80.7,,,
1087,10/04/2021 0:30,8.34,14.82,6.44,81.5,,,
1088,10/04/2021 0:45,8.31,14.84,6.42,81.2,,,
1089,10/04/2021 1:00,8.31,14.8,6.42,81.2,,,
1090,10/04/2021 1:15,8.32,14.76,6.43,81.2,,,
1091,10/04/2021 1:30,8.34,14.74,6.44,81.4,,,
1092,10/04/2021 1:45,8.44,14.7,6.52,82.3,,,
1093,10/04/2021 2:00,8.45,14.66,6.52,82.3,,,
1094,10/04/2021 2:15,8.44,14.6,6.52,82.1,,,
1095,10/04/2021 2:30,8.34,14.54,6.44,81,,,
1096,10/04/2021 2:45,8.26,14.44,6.38,80.1,,,
1097,10/04/2021 3:00,8.35,14.28,6.44,80.7,,,
1098,10/04/2021 3:15,8.36,14.18,6.45,80.6,,,
1099,10/04/2021 3:30,8.41,14.1,6.49,80.9,,,
1100,10/04/2021 3:45,8.44,14,6.51,81,,,
1101,10/04/2021 4:00,8.47,13.86,6.53,81.1,,,
1102,10/04/2021 4:15,8.62,13.7,6.64,82.2,,,
1103,10/04/2021 4:30,8.69,13.7,6.7,82.9,,,
1104,10/04/2021 4:45,8.58,13.66,6.61,81.8,,,
1105,10/04/2021 5:00,8.67,13.56,6.68,82.4,,,
1106,10/04/2021 5:15,8.7,13.42,6.7,82.5,,,
1107,10/04/2021 5:30,8.94,13.22,6.88,84.4,,,
1108,10/04/2021 5:45,9.19,13.02,7.07,86.3,,,
1109,10/04/2021 6:00,9.17,12.94,7.05,86,,,
1110,10/04/2021 6:15,9.24,12.84,7.11,86.5,,,
1111,10/04/2021 6:30,9.5,12.7,7.31,88.6,,,
1112,10/04/2021 6:45,9.8,12.54,7.53,91.1,,,
1113,10/04/2021 7:00,10.06,12.42,7.73,93.2,,,
1114,10/04/2021 7:15,10.42,12.32,8.01,96.4,,,
1115,10/04/2021 7:30,10.62,12.3,8.16,98.2,,,
1116,10/04/2021 7:45,10.84,12.3,8.33,100.2,,,
1117,10/04/2021 8:00,11.06,12.36,8.5,102.4,,,
1118,10/04/2021 8:15,11.36,12.4,8.73,105.2,,,
1119,10/04/2021 8:30,11.6,12.44,8.91,107.6,,,
1120,10/04/2021 8:45,11.92,12.48,9.16,110.6,,,
1121,10/04/2021 9:00,12.3,12.5,9.45,114.2,,,
1122,10/04/2021 9:15,12.56,12.56,9.66,116.8,,,
1123,10/04/2021 9:30,12.71,12.64,9.77,118.4,,,
1124,10/04/2021 9:45,12.85,12.76,9.88,120,,,
1125,10/04/2021 10:00,12.98,12.88,9.98,121.6,,,
1126,10/04/2021 10:15,13.11,13.04,10.09,123.2,,,
1127,10/04/2021 10:30,13.36,13.2,10.28,126,,,
1128,10/04/2021 10:45,13.3,13.38,10.24,125.9,,,
1129,10/04/2021 11:00,13.53,13.56,10.42,128.6,,,
1130,10/04/2021 11:15,13.55,13.74,10.44,129.3,,,
1131,10/04/2021 11:30,13.53,13.88,10.43,129.5,,,
1132,10/04/2021 11:45,13.49,14.06,10.4,129.7,,,
1133,10/04/2021 12:00,13.61,14.22,10.5,131.3,,,
1134,10/04/2021 12:15,13.72,14.42,10.59,132.9,,,
1135,10/04/2021 12:30,13.8,14.62,10.66,134.3,,,
1136,10/04/2021 12:45,13.8,14.82,10.66,134.9,,,
1137,10/04/2021 13:00,13.87,15.02,10.72,136.1,,,
1138,10/04/2021 13:15,13.74,15.22,10.62,135.4,,,
1139,10/04/2021 13:30,13.25,15.36,10.25,131,,,
1140,10/04/2021 13:45,13.06,15.52,10.1,129.6,,,
1141,10/04/2021 14:00,12.65,15.66,9.79,125.9,,,
1142,10/04/2021 14:15,13.09,15.7,10.13,130.4,,,
1143,10/04/2021 14:30,12.85,15.86,9.95,128.4,,,
1144,10/04/2021 14:45,12.53,15.98,9.7,125.5,,,
1145,10/04/2021 15:00,12.51,16.04,9.69,125.5,,,
1146,10/04/2021 15:15,12.52,16.08,9.7,125.7,,,
1147,10/04/2021 15:30,12.5,16.16,9.68,125.7,,,
1148,10/04/2021 15:45,12.55,16.18,9.72,126.3,,,
1149,10/04/2021 16:00,12.43,16.24,9.63,125.2,,,
1150,10/04/2021 16:15,12.34,16.26,9.56,124.4,,,
1151,10/04/2021 16:30,12.11,16.26,9.38,122.1,,,
1152,10/04/2021 16:45,12.07,16.26,9.35,121.6,,,
1153,10/04/2021 17:00,11.8,16.32,9.14,119.1,,,
1154,10/04/2021 17:15,11.67,16.28,9.04,117.7,,,
1155,10/04/2021 17:30,11.5,16.24,8.91,115.9,,,
1156,10/04/2021 17:45,11.37,16.16,8.81,114.4,,,
1157,10/04/2021 18:00,11.21,16.1,8.68,112.6,,,
1158,10/04/2021 18:15,10.91,16.04,8.45,109.4,,,
1159,10/04/2021 18:30,10.76,15.96,8.33,107.8,,,
1160,10/04/2021 18:45,10.6,15.9,8.21,106,,,
1161,10/04/2021 19:00,10.4,15.84,8.05,103.9,,,
1162,10/04/2021 19:15,10.38,15.78,8.03,103.6,,,
1163,10/04/2021 19:30,10.22,15.7,7.91,101.8,,,
1164,10/04/2021 19:45,10.17,15.62,7.87,101.1,,,
1165,10/04/2021 20:00,10.09,15.56,7.81,100.2,,,
1166,10/04/2021 20:15,10.02,15.46,7.75,99.3,,,
1167,10/04/2021 20:30,9.91,15.38,7.66,98,,,
1168,10/04/2021 20:45,9.86,15.32,7.62,97.4,,,
1169,10/04/2021 21:00,9.8,15.24,7.58,96.6,,,
1170,10/04/2021 21:15,9.7,15.18,7.5,95.5,,,
1171,10/04/2021 21:30,9.7,15.06,7.5,95.3,,,
1172,10/04/2021 21:45,9.67,14.96,7.47,94.8,,,
1173,10/04/2021 22:00,9.61,14.86,7.42,94,,,
1174,10/04/2021 22:15,9.61,14.76,7.42,93.8,,,
1175,10/04/2021 22:30,9.59,14.64,7.4,93.4,,,
1176,10/04/2021 22:45,9.54,14.54,7.36,92.7,,,
1177,10/04/2021 23:00,9.52,14.4,7.35,92.2,,,
1178,10/04/2021 23:15,9.49,14.28,7.32,91.7,,,
1179,10/04/2021 23:30,9.5,14.14,7.33,91.5,,,
1180,10/04/2021 23:45,9.5,14.02,7.33,91.2,,,
1181,10/05/2021 0:00,9.52,13.94,7.34,91.3,,,
1182,10/05/2021 0:15,9.55,13.82,7.36,91.3,,,
1183,10/05/2021 0:30,9.59,13.74,7.39,91.5,,,
1184,10/05/2021 0:45,9.53,13.68,7.34,90.8,,,
1185,10/05/2021 1:00,9.54,13.6,7.35,90.8,,,
1186,10/05/2021 1:15,9.63,13.48,7.42,91.4,,,
1187,10/05/2021 1:30,9.66,13.38,7.44,91.5,,,
1188,10/05/2021 1:45,9.65,13.3,7.43,91.2,,,
1189,10/05/2021 2:00,9.65,13.22,7.43,91.1,,,
1190,10/05/2021 2:15,9.66,13.16,7.44,91,,,
1191,10/05/2021 2:30,9.63,13.12,7.41,90.7,,,
1192,10/05/2021 2:45,9.52,13.1,7.33,89.6,,,
1193,10/05/2021 3:00,9.51,13.12,7.32,89.5,,,
1194,10/05/2021 3:15,9.57,13.06,7.36,90,,,
1195,10/05/2021 3:30,9.59,12.98,7.38,90,,,
1196,10/05/2021 3:45,9.54,12.92,7.34,89.4,,,
1197,10/05/2021 4:00,9.49,12.9,7.3,88.9,,,
1198,10/05/2021 4:15,9.57,12.82,7.36,89.5,,,
1199,10/05/2021 4:30,9.63,12.74,7.41,89.9,,,
1200,10/05/2021 4:45,9.68,12.64,7.44,90.2,,,
1201,10/05/2021 5:00,9.67,12.58,7.43,89.9,,,
1202,10/05/2021 5:15,9.67,12.52,7.43,89.8,,,
1203,10/05/2021 5:30,9.65,12.48,7.42,89.6,,,
1204,10/05/2021 5:45,9.67,12.4,7.43,89.6,,,
1205,10/05/2021 6:00,9.7,12.34,7.45,89.7,,,
1206,10/05/2021 6:15,9.74,12.3,7.48,90,,,
1207,10/05/2021 6:30,9.78,12.28,7.51,90.4,,,
1208,10/05/2021 6:45,9.79,12.26,7.52,90.4,,,
1209,10/05/2021 7:00,9.91,12.22,7.61,91.4,,,
1210,10/05/2021 7:15,10.05,12.22,7.72,92.7,,,
1211,10/05/2021 7:30,10.23,12.24,7.86,94.4,,,
1212,10/05/2021 7:45,10.35,12.28,7.95,95.6,,,
1213,10/05/2021 8:00,10.5,12.32,8.07,97.1,,,
1214,10/05/2021 8:15,10.74,12.4,8.25,99.5,,,
1215,10/05/2021 8:30,10.88,12.5,8.36,101,,,
1216,10/05/2021 8:45,11.1,12.58,8.53,103.2,,,
1217,10/05/2021 9:00,11.13,12.68,8.56,103.8,,,
1218,10/05/2021 9:15,11.53,12.78,8.87,107.7,,,
1219,10/05/2021 9:30,12.11,12.98,9.32,113.7,,,
1220,10/05/2021 9:45,12.25,13.14,9.43,115.4,,,
1221,10/05/2021 10:00,12.25,13.26,9.43,115.7,,,
1222,10/05/2021 10:15,12.24,13.38,9.43,115.9,,,
1223,10/05/2021 10:30,12.46,13.46,9.6,118.2,,,
1224,10/05/2021 10:45,12.43,13.52,9.58,118.1,,,
1225,10/05/2021 11:00,12.5,13.66,9.63,119.1,,,
1226,10/05/2021 11:15,12.62,13.86,9.73,120.8,,,
1227,10/05/2021 11:30,13.11,14.08,10.11,126.1,,,
1228,10/05/2021 11:45,13.43,14.34,10.36,129.9,,,
1229,10/05/2021 12:00,13.09,14.58,10.11,127.3,,,
1230,10/05/2021 12:15,13.19,14.82,10.19,128.9,,,
1231,10/05/2021 12:30,13.42,15,10.37,131.7,,,
1232,10/05/2021 12:45,13.63,15.28,10.54,134.5,,,
1233,10/05/2021 13:00,14.06,15.5,10.88,139.4,,,
1234,10/05/2021 13:15,15.18,15.68,11.75,151.1,,,
1235,10/05/2021 13:30,19.32,15.88,14.96,193.2,,,
1236,10/05/2021 13:45,21.69,16.04,16.8,217.6,,,
1237,10/05/2021 14:00,23.7,16.18,18.36,238.5,,,
1238,10/05/2021 14:15,23.91,16.34,18.53,241.4,,,
1239,10/05/2021 14:30,24.49,16.48,18.98,248,,,
1240,10/05/2021 14:45,25.45,16.56,19.73,258.1,,,
1241,10/05/2021 15:00,23.42,16.56,18.15,237.5,,,
1242,10/05/2021 15:15,22.9,16.62,17.75,232.6,,,
1243,10/05/2021 15:30,22.08,16.78,17.12,225,,,
1244,10/05/2021 15:45,22.21,16.96,17.23,227.2,,,
1245,10/05/2021 16:00,22.36,17.14,17.35,229.6,,,
1246,10/05/2021 16:15,21.77,17.26,16.9,224.1,,,
1247,10/05/2021 16:30,19.15,17.32,14.87,197.3,,,
1248,10/05/2021 16:45,19.45,17.32,15.1,200.4,,,
1249,10/05/2021 17:00,18.24,17.34,14.16,188,,,
1250,10/05/2021 17:15,16.06,17.32,12.47,165.5,,,
1251,10/05/2021 17:30,14.64,17.24,11.36,150.6,,,
1252,10/05/2021 17:45,11.83,17.18,9.18,121.5,,,
1253,10/05/2021 18:00,12.02,17.12,9.33,123.3,,,
1254,10/05/2021 18:15,10.58,17.08,8.21,108.5,,,
1255,10/05/2021 18:30,9.92,17.08,7.7,101.7,,,
1256,10/05/2021 18:45,9.85,17.08,7.64,101,,,
1257,10/05/2021 19:00,9.91,17.08,7.69,101.6,,,
1258,10/05/2021 19:15,10.42,17.1,8.09,106.9,,,
1259,10/05/2021 19:30,9.11,17.1,7.07,93.4,,,
1260,10/05/2021 19:45,9.75,17.1,7.57,100,,,
1261,10/05/2021 20:00,9.65,17.08,7.49,98.9,,,
1262,10/05/2021 20:15,6.51,17.1,5.05,66.8,,,
1263,10/05/2021 20:30,6.96,17.1,5.4,71.4,,,
1264,10/05/2021 20:45,6.01,17.08,4.66,61.6,,,
1265,10/05/2021 21:00,6.17,17.04,4.79,63.2,,,
1266,10/05/2021 21:15,5.23,17.04,4.06,53.6,,,
1267,10/05/2021 21:30,3.54,16.98,2.75,36.2,,,
1268,10/05/2021 21:45,2.55,16.94,1.98,26.1,,,
1269,10/05/2021 22:00,4.71,16.94,3.65,48.2,,,
1270,10/05/2021 22:15,6.77,16.94,5.25,69.2,,,
1271,10/05/2021 22:30,9.28,16.94,7.2,94.9,,,
1272,10/05/2021 22:45,8.01,16.88,6.21,81.8,,,
1273,10/05/2021 23:00,8.27,16.82,6.41,84.3,,,
1274,10/05/2021 23:15,8.34,16.76,6.47,84.9,,,
1275,10/05/2021 23:30,3.44,16.7,2.67,35,,,
1276,10/05/2021 23:45,2.19,16.64,1.7,22.2,,,
1277,10/06/2021 0:00,2.36,16.58,1.83,23.9,,,
1278,10/06/2021 0:15,2.62,16.5,2.03,26.5,,,
1279,10/06/2021 0:30,3.24,16.4,2.51,32.8,,,
1280,10/06/2021 0:45,4.2,16.3,3.25,42.4,,,
1281,10/06/2021 1:00,5.29,16.2,4.1,53.2,,,
1282,10/06/2021 1:15,10.44,16.08,8.09,104.8,,,
1283,10/06/2021 1:30,14.85,15.94,11.5,148.7,,,
1284,10/06/2021 1:45,16.22,15.84,12.56,162,,,
1285,10/06/2021 2:00,17.19,15.72,13.3,171.3,,,
1286,10/06/2021 2:15,14.62,15.54,11.31,145.1,,,
1287,10/06/2021 2:30,13.79,15.36,10.66,136.3,,,
1288,10/06/2021 2:45,15.78,15.24,12.2,155.6,,,
1289,10/06/2021 3:00,16.93,15.16,13.09,166.7,,,
1290,10/06/2021 3:15,15.98,15.1,12.35,157.1,,,
1291,10/06/2021 3:30,15.27,14.96,11.8,149.7,,,
1292,10/06/2021 3:45,14.96,14.82,11.56,146.2,,,
1293,10/06/2021 4:00,14.47,14.7,11.17,141,,,
1294,10/06/2021 4:15,13.39,14.52,10.34,130,,,
1295,10/06/2021 4:30,10.43,14.4,8.05,101,,,
1296,10/06/2021 4:45,11.45,14.34,8.84,110.7,,,
1297,10/06/2021 5:00,12.17,14.28,9.39,117.5,,,
1298,10/06/2021 5:15,12.33,14.18,9.51,118.8,,,
1299,10/06/2021 5:30,8.85,14.18,6.83,85.3,,,
1300,10/06/2021 5:45,4.95,14.08,3.82,47.6,,,
1301,10/06/2021 6:00,4.13,13.98,3.18,39.6,,,
1302,10/06/2021 6:15,7.24,13.88,5.58,69.3,,,
1303,10/06/2021 6:30,8.69,13.78,6.7,83,,,
1304,10/06/2021 6:45,8.9,13.58,6.86,84.7,,,
1305,10/06/2021 7:00,8.24,13.48,6.35,78.2,,,
1306,10/06/2021 7:15,7.81,13.4,6.01,74,,,
1307,10/06/2021 7:30,8.04,13.3,6.19,76,,,
1308,10/06/2021 7:45,10.33,13.26,7.95,97.6,,,
1309,10/06/2021 8:00,11.34,13.28,8.73,107.1,,,
1310,10/06/2021 8:15,12.72,13.34,9.79,120.3,,,
1311,10/06/2021 8:30,12.32,13.42,9.49,116.8,,,
1312,10/06/2021 8:45,11.6,13.52,8.94,110.2,,,
1313,10/06/2021 9:00,12.13,13.66,9.35,115.6,,,
1314,10/06/2021 9:15,12.13,13.7,9.35,115.7,,,
1315,10/06/2021 9:30,13.28,13.8,10.24,126.9,,,
1316,10/06/2021 9:45,12.5,13.94,9.64,119.8,,,
1317,10/06/2021 10:00,12.5,14.14,9.64,120.4,,,
1318,10/06/2021 10:15,12.43,14.34,9.59,120.2,,,
1319,10/06/2021 10:30,13.2,14.78,10.2,128.9,,,
1320,10/06/2021 10:45,13.68,15.08,10.57,134.4,,,
1321,10/06/2021 11:00,14.09,15.3,10.89,139.1,,,
1322,10/06/2021 11:15,13.78,15.42,10.66,136.4,,,
1323,10/06/2021 11:30,14.15,15.56,10.95,140.5,,,
1324,10/06/2021 11:45,14.09,15.7,10.9,140.3,,,
1325,10/06/2021 12:00,14.62,15.88,11.32,146.2,,,
1326,10/06/2021 12:15,14.55,15.96,11.27,145.7,,,
1327,10/06/2021 12:30,14.28,16,11.06,143.1,,,
1328,10/06/2021 12:45,13.75,16.04,10.65,137.9,,,
1329,10/06/2021 13:00,14.17,16.1,10.97,142.3,,,
1330,10/06/2021 13:15,14.05,16.14,10.88,141.2,,,
1331,10/06/2021 13:30,14.21,16.16,11.01,142.9,,,
1332,10/06/2021 13:45,14.92,16.32,11.56,150.6,,,
1333,10/06/2021 14:00,13.84,16.3,10.72,139.6,,,
1334,10/06/2021 14:15,13.83,16.3,10.72,139.5,,,
1335,10/06/2021 14:30,13.82,16.32,10.71,139.5,,,
1336,10/06/2021 14:45,13.91,16.34,10.78,140.4,,,
1337,10/06/2021 15:00,14.02,16.44,10.87,141.8,,,
1338,10/06/2021 15:15,14.06,16.46,10.9,142.3,,,
1339,10/06/2021 15:30,14.03,16.4,10.87,141.8,,,
1340,10/06/2021 15:45,14.14,16.4,10.96,142.9,,,
