ND,1,3.00594000e+005,6.06327300e+006,-2.28822994e+001
ND,2,3.00772109e+005,6.06318172e+006,-2.20000000e+001
ND,3,3.00950219e+005,6.06309044e+006,-2.20000000e+001
ND,4,3.01128328e+005,6.06299916e+006,-2.20000000e+001
ND,5,3.01306437e+005,6.06290788e+006,-2.20000000e+001
ND,6,3.01484546e+005,6.06281659e+006,-2.19999943e+001
ND,7,3.01662656e+005,6.06272531e+006,-2.10000000e+001
ND,8,3.01840765e+005,6.06263403e+006,-2.21078148e+001
ND,9,3.02018874e+005,6.06254275e+006,-2.40000000e+001
ND,10,3.02196984e+005,6.06245147e+006,-2.40000000e+001
ND,11,3.02375093e+005,6.06236019e+006,-2.40000000e+001
ND,12,3.02553202e+005,6.06226891e+006,-2.40000000e+001
ND,13,3.02731312e+005,6.06217763e+006,-2.39152012e+001
ND,14,3.02909421e+005,6.06208635e+006,-2.40000000e+001
ND,15,3.03087530e+005,6.06199507e+006,-2.40000000e+001
ND,16,3.03265639e+005,6.06190378e+006,-2.40000000e+001
ND,17,3.03443749e+005,6.06181250e+006,-2.30000000e+001
ND,18,3.03621858e+005,6.06172122e+006,-2.30000000e+001
ND,19,3.03799967e+005,6.06162994e+006,-2.42305489e+001
ND,20,3.03978077e+005,6.06153866e+006,-2.60000000e+001
ND,21,3.04156186e+005,6.06144738e+006,-2.60000000e+001
ND,22,3.04334295e+005,6.06135610e+006,-2.50000000e+001
ND,23,3.04512854e+005,6.06126570e+006,-2.50000000e+001
ND,24,3.04691469e+005,6.06117541e+006,-2.47999077e+001
ND,25,3.04870084e+005,6.06108513e+006,-2.50000000e+001
ND,26,3.05048699e+005,6.06099484e+006,-2.42618637e+001
ND,27,3.05227314e+005,6.06090455e+006,-2.36390076e+001
ND,28,3.05405929e+005,6.06081426e+006,-2.38914490e+001
ND,29,3.05584544e+005,6.06072397e+006,-2.50000000e+001
ND,30,3.05763158e+005,6.06063369e+006,-2.50000000e+001
ND,31,3.05941773e+005,6.06054340e+006,-2.36783276e+001
ND,32,3.06120388e+005,6.06045311e+006,-2.69999638e+001
ND,33,3.06299003e+005,6.06036282e+006,-2.70000000e+001
ND,34,3.06477618e+005,6.06027254e+006,-2.63458252e+001
ND,35,3.06656233e+005,6.06018225e+006,-2.70000000e+001
ND,36,3.06834848e+005,6.06009196e+006,-2.53344173e+001
ND,37,3.07013463e+005,6.06000167e+006,-2.67132034e+001
