ISOTIME,Mundoo_m3_s,sal,temp,trace_1,trace_2,trace_3,trace_4,trace_5,ss1,ret,oxy,rsi,amm,nit,frp,frp_ads,doc,poc,don,pon,dop,pop,grn,mag_ulva,mag_ulva_in,mag_ulva_ip
01/01/2014 00:00,0.252373360210593,NaN,NaN,0,0,100,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
02/01/2014 00:00,0.22247351191926,0.7474,16.2558,0,0,100,0,0,0,14235466,197.9788,133.3181,1.8701,0,0.0124,0,420.1095,4.693,40.0919,2.7916,1.0935,0.0212,170.1922,0,0,0
03/01/2014 00:00,0.11222086732185,0.7474,16.2558,0,0,100,0,0,0,14235466,197.9788,133.3181,1.8701,0,0.0124,0,420.1095,4.1404,40.0919,2.463,1.0935,0.0174,170.1922,0,0,0
04/01/2014 00:00,0.0840420592278174,1.7066,13.8917,0,0,100,0,0,7.1293,20349806,493.7767,171.2083,2.6915,0,0.0518,0.0169,570.1833,97.7822,51.759,59.7104,1.4223,2.4118,240.1458,0,0,0
05/01/2014 00:00,0.0840420592278174,3.6368,14.1155,0,0,100,0,0,6.6287,19750792,497.9449,167.1002,2.5071,0,0.0407,0.0134,598.1516,96.5691,51.4046,60.7194,1.3925,2.4304,245.413,0,0,0
06/01/2014 00:00,0.11222086732185,4.4065,14.6043,0,0,100,0,0,10.473,19101952,432.7877,161.4317,2.3125,0,0.0262,0.014,603.9714,94.0315,51.1381,60.901,1.3822,2.4325,245.7012,0,0,0
07/01/2014 00:00,0.22419455211656,3.3955,18.3212,0,0,100,0,0,10.8873,20425516,81.4286,170.4896,2.3315,0,0.0276,0.0097,602.6895,99.6951,52.3151,62.2162,1.4224,2.4961,249.9889,0,0,0
08/01/2014 00:00,4.46600511714746,3.3082,18.2913,0,0,100,0,0,0.0617,20435848,129.7777,170.4471,2.3263,0,0.0244,0.0072,600.468,88.6224,52.2292,55.21,1.4244,2.0639,248.7942,0,0,0
09/01/2014 00:00,0.196262926549668,3.2726,18.2915,0,0,100,0,0,0.0004,20216198,128.386,168.6152,2.3013,0,0.0241,0.0056,594.0141,77.3361,51.6679,48.1789,1.4091,1.6704,246.1201,0,0,0
10/01/2014 00:00,6.4416553308929,3.2546,18.2627,0,0,100,0,0,0,20105078,127.6583,167.7626,2.2899,0,0.024,0.0043,590.9209,67.6753,51.4054,42.1606,1.4019,1.3557,244.7697,0,0,0
11/01/2014 00:00,0.168331300982776,3.2511,18.2626,0,0,100,0,0,0,20083650,127.5222,167.5839,2.2875,0,0.0239,0.0033,590.291,59.6473,51.3506,37.1593,1.4004,1.1083,244.5087,0,0,0
12/01/2014 00:00,0.196262926549668,3.1783,18.204,0,0,100,0,0,0,19633818,124.6248,163.9743,2.2388,0,0.0234,0.0025,577.4026,51.1611,50.2422,31.873,1.3701,0.8816,239.0371,0,0,0
13/01/2014 00:00,0.22419455211656,2.8565,17.8189,0,0,100,0,0,0,17644108,111.7872,148.1662,2.026,0.0001,0.0207,0.0017,520.7699,39.186,45.385,24.4147,1.2373,0.6258,214.8408,0,0,0
14/01/2014 00:00,0.22419455211656,1.9226,16.2619,0,0,100,0,0,0,11868136,77.2521,101.3843,1.3928,0.0003,0.0134,0.0008,354.3258,20.6778,31.0262,12.8873,0.845,0.3055,144.5711,0,0,0
15/01/2014 00:00,0.22419455211656,1.7063,15.6234,0,0,100,0,0,0,10529931,96.2817,90.3497,1.2441,0.0003,0.012,0.0005,315.3118,15.6621,27.6426,9.7622,0.7526,0.2145,128.2829,0,0,0
16/01/2014 00:00,0.22419455211656,1.7063,15.6233,0,0,100,0,0,0,10529780,96.2839,90.3485,1.2441,0.0003,0.012,0.0004,315.3074,13.8191,27.6422,8.6135,0.7525,0.1755,128.2811,0,0,0
17/01/2014 00:00,0.168331300982776,1.7063,15.6233,0,0,100,0,0,0,10529780,96.2839,90.3485,1.2441,0.0003,0.012,0.0003,315.3074,12.1934,27.6422,7.6002,0.7525,0.1437,128.2811,0,0,0
18/01/2014 00:00,0.140152492888743,1.7063,15.6233,0,0,100,0,0,0,10529780,96.2839,90.3485,1.2441,0.0003,0.012,0.0003,315.3074,10.7589,27.6422,6.7061,0.7525,0.1176,128.2811,0,0,0
19/01/2014 00:00,0.168331300982776,1.7063,15.6233,0,0,100,0,0,0,10529780,96.2839,90.3485,1.2441,0.0003,0.012,0.0002,315.3074,9.4933,27.6422,5.9172,0.7525,0.0962,128.2811,0,0,0
20/01/2014 00:00,0.140152492888743,1.7063,15.6233,0,0,100,0,0,0,10529780,96.2839,90.3485,1.2441,0.0003,0.012,0.0002,315.3074,8.3764,27.6422,5.221,0.7525,0.0788,128.2811,0,0,0
21/01/2014 00:00,0.140152492888743,1.7063,15.6233,0,0,100,0,0,0,10529780,96.2839,90.3485,1.2441,0.0003,0.012,0.0001,315.3074,7.3909,27.6422,4.6067,0.7525,0.0645,128.2811,0,0,0
22/01/2014 00:00,0.168331300982776,1.7063,15.6233,0,0,100,0,0,0,10529780,96.2839,90.3485,1.2441,0.0003,0.012,0.0001,315.3074,6.5214,27.6422,4.0648,0.7525,0.0528,128.2811,0,0,0
23/01/2014 00:00,0.140152492888743,1.7063,15.6233,0,0,100,0,0,0,10529780,96.2839,90.3485,1.2441,0.0003,0.012,0.0001,315.3074,5.7542,27.6422,3.5866,0.7525,0.0432,128.2811,0,0,0
24/01/2014 00:00,0.0840420592278174,1.7063,15.6233,0,0,100,0,0,0,10529780,96.2839,90.3485,1.2441,0.0003,0.012,0.0001,315.3074,5.0773,27.6422,3.1647,0.7525,0.0353,128.2811,0,0,0
25/01/2014 00:00,0.11222086732185,1.7054,15.6233,0,0,100,0,0,0,10524197,96.2328,90.3006,1.2434,0.0003,0.012,0,315.1404,4.4775,27.6276,2.7909,0.7521,0.0289,128.2131,0,0,0
26/01/2014 00:00,0.168331300982776,1.6843,15.5692,0,0,100,0,0,0,10393950,98.8425,89.2375,1.2292,0.0003,0.0119,0,311.3699,3.8825,27.3014,2.42,0.7432,0.0232,126.6282,0,0,0
27/01/2014 00:00,0.140152492888743,1.6703,15.5424,0,0,100,0,0,0,10307202,99.8883,88.5196,1.2195,0.0003,0.0118,0,308.8348,3.3885,27.0813,2.1121,0.7372,0.0188,125.5722,0,0,0
28/01/2014 00:00,0.0840420592278174,1.6684,15.5423,0,0,100,0,0,0,10295426,99.7744,88.4184,1.2181,0.0003,0.0118,0,308.4821,2.9862,27.0504,1.8614,0.7364,0.0154,125.4287,0,0,0
29/01/2014 00:00,0.0840420592278174,1.6684,15.5423,0,0,100,0,0,0,10295425,99.7743,88.4184,1.2181,0.0003,0.0118,0,308.482,2.6348,27.0504,1.6423,0.7364,0.0126,125.4287,0,0,0
30/01/2014 00:00,0.0840420592278174,1.6684,15.5423,0,0,100,0,0,0,10295425,99.7743,88.4184,1.2181,0.0003,0.0118,0,308.482,2.3248,27.0504,1.4491,0.7364,0.0103,125.4287,0,0,0
31/01/2014 00:00,0.0840420592278174,1.6684,15.5423,0,0,100,0,0,0,10295425,99.7743,88.4184,1.2181,0.0003,0.0118,0,308.482,2.0512,27.0504,1.2785,0.7364,0.0084,125.4287,0,0,0
01/02/2014 00:00,0.11222086732185,1.6684,15.5423,0,0,100,0,0,0,10295425,99.7743,88.4184,1.2181,0.0003,0.0118,0,308.482,1.8098,27.0504,1.1281,0.7364,0.0069,125.4287,0,0,0
02/02/2014 00:00,0.11222086732185,1.6684,15.5423,0,0,100,0,0,0,10295425,99.7743,88.4184,1.2181,0.0003,0.0118,0,308.482,1.5968,27.0504,0.9953,0.7364,0.0056,125.4287,0,0,0
03/02/2014 00:00,0.0279316255668923,1.6675,15.5424,0,0,100,0,0,0,10289966,99.7215,88.3715,1.2175,0.0003,0.0118,0,308.3186,1.4082,27.036,0.8778,0.736,0.0046,125.3622,0,0,0
04/02/2014 00:00,0.11222086732185,1.6516,15.5166,0,0,100,0,0,0,10192569,100.6172,87.5566,1.2064,0.0003,0.0117,0,305.4503,1.2428,26.787,0.7751,0.7292,0.0041,124.1788,0,0,0
05/02/2014 00:00,0.11222086732185,1.6474,15.5168,0,0,100,0,0,0,10166639,100.3613,87.3338,1.2034,0.0003,0.0116,0,304.6734,1.0934,26.7188,0.682,0.7273,0.0034,123.8629,0,0,0
06/02/2014 00:00,0.0561104336609252,1.6374,15.4895,0,0,100,0,0,0,10104676,101.5556,86.8275,1.1966,0.0003,0.0116,0,302.8783,0.9566,26.5635,0.5966,0.7231,0.0027,123.109,0,0,0
07/02/2014 00:00,0.0840420592278174,1.6355,15.4895,0,0,100,0,0,0,10093063,101.4392,86.7277,1.1952,0.0003,0.0116,0,302.5301,0.8428,26.533,0.5256,0.7223,0.0022,122.9676,0,0,0
08/02/2014 00:00,0.11222086732185,1.6355,15.4895,0,0,100,0,0,0,10093061,101.4392,86.7277,1.1952,0.0003,0.0116,0,302.5301,0.7434,26.533,0.4637,0.7223,0.0018,122.9676,0,0,0
09/02/2014 00:00,0.0279316255668923,1.6355,15.4895,0,0,100,0,0,0,10093061,101.4392,86.7277,1.1952,0.0003,0.0116,0,302.5301,0.6557,26.533,0.409,0.7223,0.0015,122.9676,0,0,0
10/02/2014 00:00,0.11222086732185,1.6299,15.4896,0,0,100,0,0,0,10058357,101.0904,86.4295,1.1911,0.0003,0.0115,0,301.49,0.5764,26.4418,0.3595,0.7198,0.0012,122.5447,0,0,0
11/02/2014 00:00,0.11222086732185,1.5126,15.2468,0,0,100,0,0,0,9332870,108.6119,80.4079,1.1096,0.0003,0.0108,0,280.2501,0.4626,24.596,0.2885,0.6694,0.0009,113.7129,0,0,0
12/02/2014 00:00,0.11222086732185,1.3382,14.8806,0,0,100,0,0,0,8254101.5,115.5195,71.3931,0.9872,0.0003,0.0096,0,248.5254,0.3502,21.8338,0.2185,0.594,0.0006,100.5784,0,0,0
13/02/2014 00:00,0.11222086732185,1.2946,14.7793,0,0,100,0,0,0,7984688,116.936,69.1374,0.9565,0.0003,0.0093,0,240.5927,0.2963,21.1427,0.1849,0.5752,0.0005,97.298,0,0,0
14/02/2014 00:00,0.140152492888743,1.2946,14.7793,0,0,100,0,0,0,7984671,116.9361,69.1373,0.9565,0.0003,0.0093,0,240.5922,0.2614,21.1427,0.1631,0.5752,0.0004,97.2978,0,0,0
15/02/2014 00:00,0.0561104336609252,1.2946,14.7793,0,0,100,0,0,0,7984671,116.9361,69.1373,0.9565,0.0003,0.0093,0,240.5922,0.2306,21.1427,0.1439,0.5752,0.0003,97.2978,0,0,0
16/02/2014 00:00,0.0561104336609252,1.2946,14.7793,0,0,100,0,0,0,7984671,116.9361,69.1373,0.9565,0.0003,0.0093,0,240.5922,0.2035,21.1427,0.1269,0.5752,0.0003,97.2978,0,0,0
17/02/2014 00:00,0.11222086732185,1.2939,14.7792,0,0,100,0,0,0,7980447,116.8742,69.1007,0.956,0.0003,0.0093,0,240.4648,0.1794,21.1315,0.1119,0.5749,0.0002,97.2463,0,0,0
18/02/2014 00:00,0.0840420592278174,1.1975,14.5525,0,0,100,0,0,0,7383907.5,118.6511,64.0867,0.8877,0.0003,0.0087,0,222.8542,0.1437,19.5956,0.0897,0.533,0.0002,89.9823,0,0,0
19/02/2014 00:00,0,0.6388,13.1041,0,0,100,0,0,0.0162,3253667.25,82.0999,29.1553,0.3993,0.0003,0.004,0,100.4006,0.1589,8.7872,0.1537,0.2397,0.0059,39.6657,0,0,0
20/02/2014 00:00,0.0561104336609252,0.5958,13.2154,0,0,100,0,0,0.0012,2583536.75,69.614,23.5383,0.3164,0.0003,0.0032,0.0001,80.5814,0.37,6.9969,0.311,0.1917,0.0127,31.4767,0,0,0
21/02/2014 00:00,0.0840420592278174,0.6004,13.1949,0,0,100,0,0,0.0001,2579194.25,69.7646,23.5177,0.3156,0.0003,0.0032,0.0001,80.4837,0.3519,6.9848,0.2927,0.1914,0.0111,31.4235,0,0,0
