Date and Time,Wind Speed (m/s),Wind Direction (deg),Site
3/12/2020 4:50,0.78,99.2,Policeman Point Boat Ramp 1
3/12/2020 4:55,0.83,117.5,Policeman Point Boat Ramp 1
3/12/2020 5:00,1.04,103.8,Policeman Point Boat Ramp 1
3/12/2020 5:05,1.07,112,Policeman Point Boat Ramp 1
3/12/2020 5:10,1.13,101.8,Policeman Point Boat Ramp 1
3/12/2020 5:15,1.12,102.4,Policeman Point Boat Ramp 1
3/12/2020 5:20,0.92,89.8,Policeman Point Boat Ramp 1
3/12/2020 5:25,0.72,82.7,Policeman Point Boat Ramp 1
3/12/2020 5:30,0.64,91.6,Policeman Point Boat Ramp 1
3/12/2020 5:35,0.72,98.2,Policeman Point Boat Ramp 1
3/12/2020 5:40,0.73,78,Policeman Point Boat Ramp 1
3/12/2020 5:45,0.83,79.6,Policeman Point Boat Ramp 1
3/12/2020 5:50,1.31,72.8,Policeman Point Boat Ramp 1
3/12/2020 5:55,0.89,74.9,Policeman Point Boat Ramp 1
3/12/2020 6:00,0.62,87.9,Policeman Point Boat Ramp 1
3/12/2020 6:05,0.69,97.8,Policeman Point Boat Ramp 1
3/12/2020 6:10,0.72,107.1,Policeman Point Boat Ramp 1
3/12/2020 6:15,0.79,112.5,Policeman Point Boat Ramp 1
3/12/2020 6:20,0.91,103.3,Policeman Point Boat Ramp 1
3/12/2020 6:25,0.79,161.3,Policeman Point Boat Ramp 1
3/12/2020 6:30,1.08,166,Policeman Point Boat Ramp 1
3/12/2020 6:40,1.27,144.6,Policeman Point Boat Ramp 1
3/12/2020 6:45,1.26,143.4,Policeman Point Boat Ramp 1
3/12/2020 6:50,1.19,142.3,Policeman Point Boat Ramp 1
3/12/2020 6:55,1.29,139.7,Policeman Point Boat Ramp 1
3/12/2020 7:00,1.38,108.3,Policeman Point Boat Ramp 1
3/12/2020 7:05,1.3,116.1,Policeman Point Boat Ramp 1
3/12/2020 7:10,1.34,113.4,Policeman Point Boat Ramp 1
3/12/2020 7:15,1.47,112.9,Policeman Point Boat Ramp 1
3/12/2020 7:20,1.84,106.4,Policeman Point Boat Ramp 1
3/12/2020 7:25,1.74,110.3,Policeman Point Boat Ramp 1
3/12/2020 7:30,1.96,107.1,Policeman Point Boat Ramp 1
3/12/2020 7:35,2.15,108.9,Policeman Point Boat Ramp 1
3/12/2020 7:40,2.03,105.3,Policeman Point Boat Ramp 1
3/12/2020 7:45,2.34,91.6,Policeman Point Boat Ramp 1
3/12/2020 7:50,2.38,92.6,Policeman Point Boat Ramp 1
3/12/2020 7:55,2.19,105.9,Policeman Point Boat Ramp 1
3/12/2020 8:00,2.64,80.7,Policeman Point Boat Ramp 1
3/12/2020 8:05,2.66,71,Policeman Point Boat Ramp 1
3/12/2020 8:10,2.4,91.2,Policeman Point Boat Ramp 1
3/12/2020 8:15,2.71,83,Policeman Point Boat Ramp 1
3/12/2020 8:20,2.73,81,Policeman Point Boat Ramp 1
3/12/2020 8:25,2.44,78.1,Policeman Point Boat Ramp 1
3/12/2020 8:30,2.2,90.7,Policeman Point Boat Ramp 1
3/12/2020 8:40,2.49,86.9,Policeman Point Boat Ramp 1
3/12/2020 8:45,2.99,71.2,Policeman Point Boat Ramp 1
3/12/2020 8:50,3.04,63.8,Policeman Point Boat Ramp 1
3/12/2020 8:55,3.04,64.9,Policeman Point Boat Ramp 1
3/12/2020 9:00,3.5,60.1,Policeman Point Boat Ramp 1
3/12/2020 9:05,2.76,68.4,Policeman Point Boat Ramp 1
3/12/2020 9:10,3.03,56.5,Policeman Point Boat Ramp 1
3/12/2020 9:15,2.49,68.1,Policeman Point Boat Ramp 1
3/12/2020 9:20,3.29,49.5,Policeman Point Boat Ramp 1
3/12/2020 9:25,2.53,70.6,Policeman Point Boat Ramp 1
3/12/2020 9:30,2.96,43.2,Policeman Point Boat Ramp 1
3/12/2020 9:35,3.28,43.2,Policeman Point Boat Ramp 1
3/12/2020 9:40,2.76,37.1,Policeman Point Boat Ramp 1
3/12/2020 9:45,2.39,66.7,Policeman Point Boat Ramp 1
3/12/2020 9:50,2.98,14.1,Policeman Point Boat Ramp 1
3/12/2020 9:55,2.7,17,Policeman Point Boat Ramp 1
3/12/2020 10:00,2.95,31.6,Policeman Point Boat Ramp 1
3/12/2020 10:05,2.59,26.3,Policeman Point Boat Ramp 1
3/12/2020 10:10,2.4,33.9,Policeman Point Boat Ramp 1
3/12/2020 10:15,2.8,17.6,Policeman Point Boat Ramp 1
3/12/2020 10:20,2.29,31.9,Policeman Point Boat Ramp 1
3/12/2020 10:30,4.12,19.2,Policeman Point Boat Ramp 1
3/12/2020 10:40,2.56,49.5,Policeman Point Boat Ramp 1
3/12/2020 10:45,4.03,25.1,Policeman Point Boat Ramp 1
3/12/2020 10:50,3.18,354.5,Policeman Point Boat Ramp 1
3/12/2020 10:55,3.86,352.5,Policeman Point Boat Ramp 1
3/12/2020 11:00,3.77,356.7,Policeman Point Boat Ramp 1
3/12/2020 11:05,3.15,347.7,Policeman Point Boat Ramp 1
3/12/2020 11:10,3.62,353.2,Policeman Point Boat Ramp 1
3/12/2020 11:15,2.68,358.4,Policeman Point Boat Ramp 1
3/12/2020 11:20,3.48,325.5,Policeman Point Boat Ramp 1
3/12/2020 11:25,2.82,279.4,Policeman Point Boat Ramp 1
3/12/2020 11:30,3.64,298,Policeman Point Boat Ramp 1
3/12/2020 11:35,4.14,288,Policeman Point Boat Ramp 1
3/12/2020 11:45,3.41,291.3,Policeman Point Boat Ramp 1
3/12/2020 11:50,3.11,278.4,Policeman Point Boat Ramp 1
3/12/2020 11:55,3.58,283.5,Policeman Point Boat Ramp 1
3/12/2020 12:00,4.11,287.5,Policeman Point Boat Ramp 1
3/12/2020 12:05,3.64,275.2,Policeman Point Boat Ramp 1
3/12/2020 12:10,3.89,285.8,Policeman Point Boat Ramp 1
3/12/2020 12:15,3.54,293.3,Policeman Point Boat Ramp 1
3/12/2020 12:20,3.66,291.7,Policeman Point Boat Ramp 1
3/12/2020 12:25,3.82,291.6,Policeman Point Boat Ramp 1
3/12/2020 12:30,3.77,291,Policeman Point Boat Ramp 1
3/12/2020 12:40,4.95,243.2,Policeman Point Boat Ramp 1
3/12/2020 12:45,4.24,239.1,Policeman Point Boat Ramp 1
3/12/2020 12:50,4.13,243.1,Policeman Point Boat Ramp 1
3/12/2020 12:55,4.53,245.7,Policeman Point Boat Ramp 1
3/12/2020 13:00,4.55,243.2,Policeman Point Boat Ramp 1
3/12/2020 13:05,5.02,234.7,Policeman Point Boat Ramp 1
3/12/2020 13:10,5.04,236.4,Policeman Point Boat Ramp 1
3/12/2020 13:15,5.07,235.6,Policeman Point Boat Ramp 1
3/12/2020 13:20,4.72,238.2,Policeman Point Boat Ramp 1
3/12/2020 13:25,4.08,243.1,Policeman Point Boat Ramp 1
3/12/2020 13:30,3.9,250.9,Policeman Point Boat Ramp 1
3/12/2020 13:35,4.29,251.5,Policeman Point Boat Ramp 1
3/12/2020 13:40,4.39,248.3,Policeman Point Boat Ramp 1
3/12/2020 13:45,4.19,240.7,Policeman Point Boat Ramp 1
3/12/2020 13:50,4.61,240.5,Policeman Point Boat Ramp 1
3/12/2020 13:55,4.47,237.6,Policeman Point Boat Ramp 1
3/12/2020 14:00,4.38,235.6,Policeman Point Boat Ramp 1
3/12/2020 14:05,4.28,242.9,Policeman Point Boat Ramp 1
3/12/2020 14:10,4.47,245.4,Policeman Point Boat Ramp 1
3/12/2020 14:15,4.52,251.4,Policeman Point Boat Ramp 1
3/12/2020 14:20,4.39,245.7,Policeman Point Boat Ramp 1
3/12/2020 14:25,4.32,240.1,Policeman Point Boat Ramp 1
3/12/2020 14:30,4.11,243.2,Policeman Point Boat Ramp 1
3/12/2020 14:40,4.17,250.3,Policeman Point Boat Ramp 1
3/12/2020 14:45,4.33,244.5,Policeman Point Boat Ramp 1
3/12/2020 14:50,4.05,243.9,Policeman Point Boat Ramp 1
3/12/2020 14:55,4.14,233.5,Policeman Point Boat Ramp 1
3/12/2020 15:00,4.53,228.3,Policeman Point Boat Ramp 1
3/12/2020 15:05,4.21,224.6,Policeman Point Boat Ramp 1
3/12/2020 15:10,4.15,224.9,Policeman Point Boat Ramp 1
3/12/2020 15:15,4.53,220.5,Policeman Point Boat Ramp 1
3/12/2020 15:20,4.45,217.6,Policeman Point Boat Ramp 1
3/12/2020 15:25,4.24,221.3,Policeman Point Boat Ramp 1
3/12/2020 15:30,4.38,217.7,Policeman Point Boat Ramp 1
3/12/2020 15:35,4.58,211.1,Policeman Point Boat Ramp 1
3/12/2020 15:40,4.69,216.8,Policeman Point Boat Ramp 1
3/12/2020 15:45,4.7,208.1,Policeman Point Boat Ramp 1
3/12/2020 15:50,4.42,210.2,Policeman Point Boat Ramp 1
3/12/2020 15:55,4.42,205.2,Policeman Point Boat Ramp 1
3/12/2020 16:00,4.38,202.1,Policeman Point Boat Ramp 1
3/12/2020 16:05,4.5,207.5,Policeman Point Boat Ramp 1
3/12/2020 16:10,4.66,206.3,Policeman Point Boat Ramp 1
3/12/2020 16:15,5.1,203.8,Policeman Point Boat Ramp 1
3/12/2020 16:20,5.59,200.1,Policeman Point Boat Ramp 1
3/12/2020 16:25,5.55,201.7,Policeman Point Boat Ramp 1
3/12/2020 16:30,5.39,202.4,Policeman Point Boat Ramp 1
3/12/2020 16:40,5.08,199.2,Policeman Point Boat Ramp 1
3/12/2020 16:45,4.78,198.8,Policeman Point Boat Ramp 1
3/12/2020 16:50,4.76,201,Policeman Point Boat Ramp 1
3/12/2020 16:55,4.78,199.9,Policeman Point Boat Ramp 1
3/12/2020 17:00,5.45,206,Policeman Point Boat Ramp 1
3/12/2020 17:05,5.35,202.3,Policeman Point Boat Ramp 1
3/12/2020 17:10,5.28,204,Policeman Point Boat Ramp 1
3/12/2020 17:15,4.85,199,Policeman Point Boat Ramp 1
3/12/2020 17:20,5.27,200.4,Policeman Point Boat Ramp 1
3/12/2020 17:25,5.31,201.2,Policeman Point Boat Ramp 1
3/12/2020 17:30,6.3,205.5,Policeman Point Boat Ramp 1
3/12/2020 17:35,5.86,202.8,Policeman Point Boat Ramp 1
3/12/2020 17:40,6.11,209.1,Policeman Point Boat Ramp 1
3/12/2020 17:45,6.48,205.7,Policeman Point Boat Ramp 1
3/12/2020 17:50,6.72,211.9,Policeman Point Boat Ramp 1
3/12/2020 17:55,6.94,212.4,Policeman Point Boat Ramp 1
3/12/2020 18:00,6.56,205.2,Policeman Point Boat Ramp 1
3/12/2020 18:05,6.29,201.7,Policeman Point Boat Ramp 1
3/12/2020 18:10,6.67,200.4,Policeman Point Boat Ramp 1
3/12/2020 18:15,6.1,197.8,Policeman Point Boat Ramp 1
3/12/2020 18:20,5.98,196.3,Policeman Point Boat Ramp 1
3/12/2020 18:25,5.59,196.6,Policeman Point Boat Ramp 1
3/12/2020 18:30,5.7,197.1,Policeman Point Boat Ramp 1
3/12/2020 18:40,5.37,197.2,Policeman Point Boat Ramp 1
3/12/2020 18:45,5.53,194.8,Policeman Point Boat Ramp 1
3/12/2020 18:50,3.94,194.2,Policeman Point Boat Ramp 1
3/12/2020 18:55,4.4,195,Policeman Point Boat Ramp 1
3/12/2020 19:00,5.5,194.6,Policeman Point Boat Ramp 1
3/12/2020 19:05,6.31,196,Policeman Point Boat Ramp 1
3/12/2020 19:10,6.4,195.2,Policeman Point Boat Ramp 1
3/12/2020 19:15,6.57,197.4,Policeman Point Boat Ramp 1
3/12/2020 19:20,5.73,195.6,Policeman Point Boat Ramp 1
3/12/2020 19:25,6.76,196.3,Policeman Point Boat Ramp 1
3/12/2020 19:30,5.97,192.9,Policeman Point Boat Ramp 1
3/12/2020 19:35,4.68,184.2,Policeman Point Boat Ramp 1
3/12/2020 19:40,4.81,193.7,Policeman Point Boat Ramp 1
3/12/2020 19:45,2.78,176.1,Policeman Point Boat Ramp 1
3/12/2020 19:50,3.04,177.1,Policeman Point Boat Ramp 1
3/12/2020 19:55,4.79,192.3,Policeman Point Boat Ramp 1
3/12/2020 20:00,3.35,188.2,Policeman Point Boat Ramp 1
3/12/2020 20:05,3.97,188.9,Policeman Point Boat Ramp 1
3/12/2020 20:10,3.96,187.6,Policeman Point Boat Ramp 1
3/12/2020 20:15,7.02,197.3,Policeman Point Boat Ramp 1
3/12/2020 20:20,7.19,197.2,Policeman Point Boat Ramp 1
3/12/2020 20:25,7.99,197.1,Policeman Point Boat Ramp 1
3/12/2020 20:30,5.61,195.3,Policeman Point Boat Ramp 1
3/12/2020 20:40,6.33,194.8,Policeman Point Boat Ramp 1
3/12/2020 20:45,6.14,193.2,Policeman Point Boat Ramp 1
3/12/2020 20:50,5.68,193.2,Policeman Point Boat Ramp 1
3/12/2020 20:55,5.44,198.2,Policeman Point Boat Ramp 1
3/12/2020 21:00,6.23,198,Policeman Point Boat Ramp 1
3/12/2020 21:05,6.64,196.3,Policeman Point Boat Ramp 1
3/12/2020 21:10,6.84,199.5,Policeman Point Boat Ramp 1
3/12/2020 21:15,6.68,196,Policeman Point Boat Ramp 1
3/12/2020 21:20,7.49,198.1,Policeman Point Boat Ramp 1
3/12/2020 21:25,7.18,196.2,Policeman Point Boat Ramp 1
3/12/2020 21:30,6.11,196.5,Policeman Point Boat Ramp 1
3/12/2020 21:35,6.31,196.1,Policeman Point Boat Ramp 1
3/12/2020 21:40,6.96,197.8,Policeman Point Boat Ramp 1
3/12/2020 21:45,6.4,198.2,Policeman Point Boat Ramp 1
3/12/2020 21:50,6.15,197.4,Policeman Point Boat Ramp 1
3/12/2020 21:55,5.89,195.5,Policeman Point Boat Ramp 1
3/12/2020 22:00,5.74,194.9,Policeman Point Boat Ramp 1
3/12/2020 22:05,5.64,195.9,Policeman Point Boat Ramp 1
3/12/2020 22:10,5.11,199.5,Policeman Point Boat Ramp 1
3/12/2020 22:15,4.58,196.4,Policeman Point Boat Ramp 1
3/12/2020 22:20,4.95,191.5,Policeman Point Boat Ramp 1
3/12/2020 22:25,4.61,194.2,Policeman Point Boat Ramp 1
3/12/2020 22:30,3.79,191.6,Policeman Point Boat Ramp 1
3/12/2020 22:40,3.22,184.8,Policeman Point Boat Ramp 1
3/12/2020 22:45,3.21,191.9,Policeman Point Boat Ramp 1
3/12/2020 22:50,4.48,196.6,Policeman Point Boat Ramp 1
3/12/2020 22:55,3.83,193.2,Policeman Point Boat Ramp 1
3/12/2020 23:00,2.91,190.3,Policeman Point Boat Ramp 1
3/12/2020 23:05,2.31,190.9,Policeman Point Boat Ramp 1
3/12/2020 23:10,2.74,196.2,Policeman Point Boat Ramp 1
3/12/2020 23:15,2.2,174.8,Policeman Point Boat Ramp 1
3/12/2020 23:20,2.63,194.6,Policeman Point Boat Ramp 1
3/12/2020 23:25,2.2,181.7,Policeman Point Boat Ramp 1
3/12/2020 23:30,1.91,179.5,Policeman Point Boat Ramp 1
3/12/2020 23:35,2.01,175.8,Policeman Point Boat Ramp 1
3/12/2020 23:40,2.02,177.4,Policeman Point Boat Ramp 1
3/12/2020 23:45,1.83,178.7,Policeman Point Boat Ramp 1
3/12/2020 23:50,1.93,172.5,Policeman Point Boat Ramp 1
3/12/2020 23:55,2.06,179.5,Policeman Point Boat Ramp 1
4/12/2020 0:00,2.18,188.3,Policeman Point Boat Ramp 1
4/12/2020 0:05,1.84,177.5,Policeman Point Boat Ramp 1
4/12/2020 0:10,2.12,175.9,Policeman Point Boat Ramp 1
4/12/2020 0:15,2.05,181.6,Policeman Point Boat Ramp 1
4/12/2020 0:20,2.35,186.4,Policeman Point Boat Ramp 1
4/12/2020 0:25,2.27,189,Policeman Point Boat Ramp 1
4/12/2020 0:30,1.7,184.5,Policeman Point Boat Ramp 1
4/12/2020 0:40,2.03,185,Policeman Point Boat Ramp 1
4/12/2020 0:45,1.88,178,Policeman Point Boat Ramp 1
4/12/2020 0:50,1.3,100.3,Policeman Point Boat Ramp 1
4/12/2020 0:55,1.23,101.2,Policeman Point Boat Ramp 1
4/12/2020 1:00,0.94,108.4,Policeman Point Boat Ramp 1
4/12/2020 1:05,0.89,113.2,Policeman Point Boat Ramp 1
4/12/2020 1:10,0.83,101.3,Policeman Point Boat Ramp 1
4/12/2020 1:15,0.83,100.2,Policeman Point Boat Ramp 1
4/12/2020 1:20,0.73,99.1,Policeman Point Boat Ramp 1
4/12/2020 1:25,0.68,103,Policeman Point Boat Ramp 1
4/12/2020 1:30,0.7,68.5,Policeman Point Boat Ramp 1
4/12/2020 1:35,0.69,75.8,Policeman Point Boat Ramp 1
4/12/2020 1:40,0.68,60.8,Policeman Point Boat Ramp 1
4/12/2020 1:45,0.65,64.5,Policeman Point Boat Ramp 1
4/12/2020 1:50,0.63,70.3,Policeman Point Boat Ramp 1
4/12/2020 1:55,0.63,71.3,Policeman Point Boat Ramp 1
4/12/2020 2:00,0.72,73.1,Policeman Point Boat Ramp 1
4/12/2020 2:05,0.83,61.1,Policeman Point Boat Ramp 1
4/12/2020 2:10,0.6,58.2,Policeman Point Boat Ramp 1
4/12/2020 2:15,0.61,56.7,Policeman Point Boat Ramp 1
4/12/2020 2:20,0.65,80.6,Policeman Point Boat Ramp 1
4/12/2020 2:25,0.95,77.1,Policeman Point Boat Ramp 1
4/12/2020 2:30,0.8,65.9,Policeman Point Boat Ramp 1
4/12/2020 2:40,0.81,62.8,Policeman Point Boat Ramp 1
4/12/2020 2:45,0.64,52.9,Policeman Point Boat Ramp 1
4/12/2020 2:50,0.66,61.9,Policeman Point Boat Ramp 1
4/12/2020 2:55,0.84,73.8,Policeman Point Boat Ramp 1
4/12/2020 3:00,0.9,77.3,Policeman Point Boat Ramp 1
4/12/2020 3:05,1.01,81.9,Policeman Point Boat Ramp 1
4/12/2020 3:10,0.9,72.8,Policeman Point Boat Ramp 1
4/12/2020 3:15,0.83,62.4,Policeman Point Boat Ramp 1
4/12/2020 3:20,0.85,74.7,Policeman Point Boat Ramp 1
4/12/2020 3:25,0.84,65.6,Policeman Point Boat Ramp 1
4/12/2020 3:30,0.78,64.1,Policeman Point Boat Ramp 1
4/12/2020 3:35,0.8,68.3,Policeman Point Boat Ramp 1
4/12/2020 3:40,0.7,69.7,Policeman Point Boat Ramp 1
4/12/2020 3:45,0.41,66.6,Policeman Point Boat Ramp 1
4/12/2020 3:50,0.66,63.4,Policeman Point Boat Ramp 1
4/12/2020 3:55,0.97,66.2,Policeman Point Boat Ramp 1
4/12/2020 4:00,1.13,57,Policeman Point Boat Ramp 1
4/12/2020 4:05,1.07,63.1,Policeman Point Boat Ramp 1
4/12/2020 4:10,1.11,67.8,Policeman Point Boat Ramp 1
4/12/2020 4:15,1.26,61.2,Policeman Point Boat Ramp 1
4/12/2020 4:20,1.27,56.9,Policeman Point Boat Ramp 1
4/12/2020 4:25,1.47,55.5,Policeman Point Boat Ramp 1
4/12/2020 4:30,1.33,57.9,Policeman Point Boat Ramp 1
4/12/2020 4:40,1.38,52.5,Policeman Point Boat Ramp 1
4/12/2020 4:45,1.12,51.6,Policeman Point Boat Ramp 1
4/12/2020 4:50,0.93,62.5,Policeman Point Boat Ramp 1
4/12/2020 4:55,0.59,56.9,Policeman Point Boat Ramp 1
4/12/2020 5:00,0.54,46.5,Policeman Point Boat Ramp 1
4/12/2020 5:05,0.18,30.4,Policeman Point Boat Ramp 1
4/12/2020 5:10,0.6,37.6,Policeman Point Boat Ramp 1
4/12/2020 5:15,1.06,56.1,Policeman Point Boat Ramp 1
4/12/2020 5:20,1.15,57.9,Policeman Point Boat Ramp 1
4/12/2020 5:25,1.59,59.4,Policeman Point Boat Ramp 1
4/12/2020 5:30,1.83,55.1,Policeman Point Boat Ramp 1
4/12/2020 5:35,1.56,64.4,Policeman Point Boat Ramp 1
4/12/2020 5:40,1.42,53.3,Policeman Point Boat Ramp 1
4/12/2020 5:45,1.25,59,Policeman Point Boat Ramp 1
4/12/2020 5:50,1.42,64.1,Policeman Point Boat Ramp 1
4/12/2020 5:55,1.36,69.7,Policeman Point Boat Ramp 1
4/12/2020 6:00,1.54,69.5,Policeman Point Boat Ramp 1
4/12/2020 6:05,1.24,75.2,Policeman Point Boat Ramp 1
4/12/2020 6:10,1.08,73.2,Policeman Point Boat Ramp 1
4/12/2020 6:15,1.32,45.7,Policeman Point Boat Ramp 1
4/12/2020 6:20,2.14,47.1,Policeman Point Boat Ramp 1
4/12/2020 6:25,2.24,52.7,Policeman Point Boat Ramp 1
4/12/2020 6:30,2.17,46.7,Policeman Point Boat Ramp 1
4/12/2020 6:40,1.65,55.8,Policeman Point Boat Ramp 1
4/12/2020 6:45,1.72,52.5,Policeman Point Boat Ramp 1
4/12/2020 6:50,1.85,51.4,Policeman Point Boat Ramp 1
4/12/2020 6:55,1.94,50,Policeman Point Boat Ramp 1
4/12/2020 7:00,2.15,50.3,Policeman Point Boat Ramp 1
4/12/2020 7:05,2.16,52.1,Policeman Point Boat Ramp 1
4/12/2020 7:10,2.05,50.9,Policeman Point Boat Ramp 1
4/12/2020 7:15,2.05,61.7,Policeman Point Boat Ramp 1
4/12/2020 7:20,2.14,64.6,Policeman Point Boat Ramp 1
4/12/2020 7:25,2.2,58.4,Policeman Point Boat Ramp 1
4/12/2020 7:30,2.22,63.4,Policeman Point Boat Ramp 1
4/12/2020 7:35,2.59,60.2,Policeman Point Boat Ramp 1
4/12/2020 7:40,2.6,64,Policeman Point Boat Ramp 1
4/12/2020 7:45,2.48,60.6,Policeman Point Boat Ramp 1
4/12/2020 7:50,2.36,56.1,Policeman Point Boat Ramp 1
4/12/2020 7:55,2.28,56.5,Policeman Point Boat Ramp 1
4/12/2020 8:00,2.64,53.6,Policeman Point Boat Ramp 1
4/12/2020 8:05,2.25,59.5,Policeman Point Boat Ramp 1
4/12/2020 8:10,2.11,67.5,Policeman Point Boat Ramp 1
4/12/2020 8:15,2.2,71.5,Policeman Point Boat Ramp 1
4/12/2020 8:20,1.97,79.7,Policeman Point Boat Ramp 1
4/12/2020 8:25,1.82,66,Policeman Point Boat Ramp 1
4/12/2020 8:30,2.1,65,Policeman Point Boat Ramp 1
4/12/2020 8:40,1.95,67,Policeman Point Boat Ramp 1
4/12/2020 8:45,1.43,96.5,Policeman Point Boat Ramp 1
4/12/2020 8:50,1.47,85.8,Policeman Point Boat Ramp 1
4/12/2020 8:55,1.35,124,Policeman Point Boat Ramp 1
4/12/2020 9:00,1.32,164.2,Policeman Point Boat Ramp 1
4/12/2020 9:05,1.55,164,Policeman Point Boat Ramp 1
4/12/2020 9:10,1.62,179.8,Policeman Point Boat Ramp 1
4/12/2020 9:15,1.56,184.7,Policeman Point Boat Ramp 1
4/12/2020 9:20,1.7,127.8,Policeman Point Boat Ramp 1
4/12/2020 9:25,1.46,123.9,Policeman Point Boat Ramp 1
4/12/2020 9:30,1.79,192.4,Policeman Point Boat Ramp 1
4/12/2020 9:35,1.83,217,Policeman Point Boat Ramp 1
4/12/2020 9:40,2.1,210.7,Policeman Point Boat Ramp 1
4/12/2020 9:45,2.08,227.4,Policeman Point Boat Ramp 1
4/12/2020 9:50,3.13,233.3,Policeman Point Boat Ramp 1
4/12/2020 9:55,2.57,216.9,Policeman Point Boat Ramp 1
4/12/2020 10:00,1.68,226.4,Policeman Point Boat Ramp 1
4/12/2020 10:05,2.48,229,Policeman Point Boat Ramp 1
4/12/2020 10:10,3.43,228,Policeman Point Boat Ramp 1
4/12/2020 10:15,3.45,219.2,Policeman Point Boat Ramp 1
4/12/2020 10:20,2.36,232.9,Policeman Point Boat Ramp 1
4/12/2020 10:25,3.14,226.1,Policeman Point Boat Ramp 1
4/12/2020 10:30,2.53,234.1,Policeman Point Boat Ramp 1
4/12/2020 10:40,2.61,230.6,Policeman Point Boat Ramp 1
4/12/2020 10:45,2.51,239.2,Policeman Point Boat Ramp 1
4/12/2020 10:50,2.26,228.7,Policeman Point Boat Ramp 1
4/12/2020 10:55,2.25,235.8,Policeman Point Boat Ramp 1
4/12/2020 11:00,2.27,248.3,Policeman Point Boat Ramp 1
4/12/2020 11:05,2.52,257.9,Policeman Point Boat Ramp 1
4/12/2020 11:10,2.84,254,Policeman Point Boat Ramp 1
4/12/2020 11:15,2.96,252.9,Policeman Point Boat Ramp 1
4/12/2020 11:20,2.78,242.8,Policeman Point Boat Ramp 1
4/12/2020 11:25,2.64,239.7,Policeman Point Boat Ramp 1
4/12/2020 11:30,2.5,241.1,Policeman Point Boat Ramp 1
4/12/2020 11:35,2.76,236.4,Policeman Point Boat Ramp 1
4/12/2020 11:40,2.76,236.3,Policeman Point Boat Ramp 1
4/12/2020 11:45,3.01,234,Policeman Point Boat Ramp 1
4/12/2020 11:50,3.18,225.8,Policeman Point Boat Ramp 1
4/12/2020 11:55,2.96,229.8,Policeman Point Boat Ramp 1
4/12/2020 12:00,3.76,230.8,Policeman Point Boat Ramp 1
4/12/2020 12:05,3.56,231.4,Policeman Point Boat Ramp 1
4/12/2020 12:10,3.99,228.7,Policeman Point Boat Ramp 1
4/12/2020 12:15,4.12,224.6,Policeman Point Boat Ramp 1
4/12/2020 12:20,4.3,205.5,Policeman Point Boat Ramp 1
4/12/2020 12:25,4.2,203.8,Policeman Point Boat Ramp 1
4/12/2020 12:30,3.97,205.5,Policeman Point Boat Ramp 1
4/12/2020 12:40,3.59,201.2,Policeman Point Boat Ramp 1
4/12/2020 12:45,3.62,203.5,Policeman Point Boat Ramp 1
4/12/2020 12:50,3.62,204.3,Policeman Point Boat Ramp 1
4/12/2020 12:55,3.54,206.3,Policeman Point Boat Ramp 1
1/02/2021 14:30,8.9,177.2,Policeman Point Boat Ramp 2
1/02/2021 18:30,9.21,177.2,Policeman Point Boat Ramp 2
1/02/2021 22:05,7.92,166.4,Policeman Point Boat Ramp 2
1/02/2021 22:10,9.05,171.1,Policeman Point Boat Ramp 2
1/02/2021 22:15,8.25,170,Policeman Point Boat Ramp 2
1/02/2021 22:20,7.94,159.5,Policeman Point Boat Ramp 2
1/02/2021 22:25,7.98,172.8,Policeman Point Boat Ramp 2
1/02/2021 22:30,8.53,173.9,Policeman Point Boat Ramp 2
2/02/2021 2:30,6.67,166.2,Policeman Point Boat Ramp 2
2/02/2021 6:30,5.86,164,Policeman Point Boat Ramp 2
2/02/2021 10:30,6.71,151.9,Policeman Point Boat Ramp 2
2/02/2021 12:55,8.81,164.1,Policeman Point Boat Ramp 2
2/02/2021 13:00,8.03,187.8,Policeman Point Boat Ramp 2
2/02/2021 13:05,7.77,177.9,Policeman Point Boat Ramp 2
2/02/2021 13:10,7.95,178.3,Policeman Point Boat Ramp 2
2/02/2021 13:15,8.39,188.1,Policeman Point Boat Ramp 2
2/02/2021 13:20,8.23,180.4,Policeman Point Boat Ramp 2
2/02/2021 13:25,8.74,180,Policeman Point Boat Ramp 2
2/02/2021 13:30,8.75,178.4,Policeman Point Boat Ramp 2
2/02/2021 13:35,8.11,187.9,Policeman Point Boat Ramp 2
2/02/2021 13:40,8.46,184.3,Policeman Point Boat Ramp 2
2/02/2021 13:45,8.68,175.9,Policeman Point Boat Ramp 2
2/02/2021 13:50,8.07,181.8,Policeman Point Boat Ramp 2
2/02/2021 13:55,8.25,191.1,Policeman Point Boat Ramp 2
2/02/2021 14:00,7.74,181.8,Policeman Point Boat Ramp 2
2/02/2021 14:05,7.66,184.1,Policeman Point Boat Ramp 2
2/02/2021 14:10,8.42,185.9,Policeman Point Boat Ramp 2
2/02/2021 14:15,8.5,182.7,Policeman Point Boat Ramp 2
2/02/2021 14:20,8.54,184.3,Policeman Point Boat Ramp 2
2/02/2021 14:25,8.5,185.6,Policeman Point Boat Ramp 2
2/02/2021 14:30,8.83,182.2,Policeman Point Boat Ramp 2
2/02/2021 14:40,9.62,180.3,Policeman Point Boat Ramp 2
2/02/2021 14:45,9.19,181.1,Policeman Point Boat Ramp 2
