"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",17/3/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",15087.00,"6.0346"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",17/3/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales",49.00,"0.0146"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",17/3/2021 0:00:00,"CHLOROPHYCEAE","Ankistrodesmoideae",47207.00,"6.2312"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",17/3/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",55480.00,"3.3287"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",17/3/2021 0:00:00,"CHRYSOPHYCEAE","Other Chrysophyceae",292.00,"0.1022"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",17/3/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",292.00,"0.0934"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",17/3/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",403932.00,"2.1206"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",17/3/2021 0:00:00,"DINOPHYCEAE","Dinoflagellates",341.00,"6.8133"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",17/3/2021 0:00:00,"OTHER PHYTOPLANKTON","Other small flagellates",11680.00,"0.9344"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",,"TOTAL_ALGAE",,534360.00,"25.673"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-15798"," 6933870","Salt Creek Outlet",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
