ID,WL,U,V,SAL_2013,TEMP,SAL
118,0.303092728,0,0,17.78871814,16.59118329,17.78871814
119,0.302340975,0,0,17.7840145,16.59144883,17.7840145
120,0.312271363,0,0,35,16.62960433,35
121,0.318886306,0,0,35,16.66702414,35
122,0.319186216,0,0,35,16.66829786,35
123,0.377640551,0,0,35,16.84237167,35
124,0.37901202,0,0,35,16.84918081,35
125,0.380270743,0,0,35,16.85964079,35
126,0.317557858,0,0,35,16.66770762,35
127,0.319683758,0,0,35,16.673185,35
128,0.322724781,0,0,35,16.68778567,35
129,0.323790491,0,0,35,16.69373222,35
130,0.324024005,0,0,35,16.69920143,35
131,0.330962047,0,0,35,16.73280459,35
132,0.333504283,0,0,35,16.74486536,35
133,0.340141629,0,0,35,16.77020918,35
134,0.345012057,0,0,35,16.78511483,35
135,0.329699408,0,0,35,16.72886488,35
136,0.328937382,0,0,35,16.725529,35
137,0.381231569,0,0,35,16.85881159,35
138,0.382111115,0,0,35,16.87402106,35
139,0.382891533,0,0,35,16.8932722,35
140,0.30251863,0,0,17.80130444,16.59017889,17.80130444
141,0.301510297,0,0,17.98407862,16.57633457,17.98407862
142,0.300431554,0,0,18.04900771,16.57137243,18.04900771
143,0.328321108,0,0,35,16.72421267,35
144,0.329409975,0,0,35,16.7296145,35
145,0.377214577,0,0,35,16.83464719,35
146,0.378659288,0,0,35,16.839463,35
147,0.379991447,0,0,35,16.84770396,35
148,0.321627148,0,0,35,16.68510792,35
149,0.325504905,0,0,35,16.703293,35
150,0.330841454,0,0,35,16.73427571,35
151,0.331665363,0,0,35,16.73773633,35
152,0.329114879,0,0,35,16.723042,35
153,0.336346744,0,0,35,16.756684,35
154,0.338392352,0,0,35,16.76420987,35
155,0.344660339,0,0,35,16.78550846,35
156,0.348818632,0,0,35,16.79553875,35
157,0.339621116,0,0,35,16.78876014,35
158,0.338643851,0,0,35,16.78559514,35
159,0.381031333,0,0,35,16.84569296,35
160,0.382001727,0,0,35,16.85766622,35
161,0.382619944,0,0,35,16.87371081,35
162,0.383300694,0,0,35,16.89597985,35
163,0.300301951,0,0,18.0625991,16.5703601,18.0625991
164,0.301884548,0,0,17.97385288,16.577155,17.97385288
165,0.299590279,0,0,18.11080478,16.56674533,18.11080478
166,0.303089079,0,0,17.89754885,16.58301608,17.89754885
167,0.298249025,0,0,18.186293,16.56102775,18.186293
168,0.338525187,0,0,35,16.78974457,35
169,0.338940606,0,0,35,16.7899314,35
170,0.37672828,0,0,35,16.82777389,35
171,0.378238039,0,0,35,16.83069829,35
172,0.379749318,0,0,35,16.83710454,35
173,0.327123299,0,0,35,16.71234423,35
174,0.332515558,0,0,35,16.74102575,35
175,0.339565988,0,0,35,16.78555978,35
176,0.339399083,0,0,35,16.7815529,35
177,0.335106759,0,0,35,16.7519765,35
178,0.341752,0,0,35,16.78017622,35
179,0.343151457,0,0,35,16.78253425,35
180,0.348965832,0,0,35,16.79847425,35
181,0.352303822,0,0,35,16.80360638,35
182,0.347769419,0,0,35,16.83747014,35
183,0.348580571,0,0,35,16.84655929,35
184,0.380917916,0,0,35,16.83413544,35
185,0.381921665,0,0,35,16.84300711,35
186,0.382548413,0,0,35,16.85623693,35
187,0.383030574,0,0,35,16.87427629,35
188,0.38369186,0,0,35,16.89718288,35
189,0.298428174,0,0,18.17643373,16.561775,18.17643373
190,0.300723447,0,0,18.04350483,16.57187033,18.04350483
191,0.306281573,0,0,17.68634767,16.59923583,17.68634767
192,0.303630788,0,0,17.85825967,16.58601433,17.85825967
193,0.316163263,0,0,16.95869025,16.65576825,16.95869025
194,0.325253975,0,0,16.2220755,16.7140225,16.2220755
195,0.3225716,0,0,16.4460315,16.6959945,16.4460315
196,0.330671533,0,0,15.752885,16.751634,15.752885
197,0.33035766,0,0,15.78227433,16.74879233,15.78227433
198,0.301123283,0,0,18.01556589,16.57393267,18.01556589
199,0.349162761,0,0,35,16.86048714,35
200,0.348844949,0,0,35,16.85341588,35
201,0.376124336,0,0,35,16.82160744,35
202,0.377761878,0,0,35,16.82302107,35
203,0.379400715,0,0,35,16.82748944,35
204,0.334048567,0,0,35,16.74781214,35
205,0.340300109,0,0,35,16.78324633,35
206,0.348060124,0,0,35,16.83427875,35
207,0.347859163,0,0,35,16.82787256,35
208,0.341631789,0,0,35,16.78304092,35
209,0.347328957,0,0,35,16.80240667,35
210,0.347107244,0,0,35,16.79713108,35
211,0.350490286,0,0,35,16.80687238,35
212,0.352944663,0,0,35,16.80823346,35
213,0.35566714,0,0,35,16.809435,35
214,0.356024735,0,0,35,16.8835805,35
215,0.356127148,0,0,35,16.891848,35
216,0.380670661,0,0,35,16.82411311,35
217,0.38189403,0,0,35,16.83066676,35
218,0.382536477,0,0,35,16.84193613,35
219,0.382985354,0,0,35,16.85542038,35
220,0.383393136,0,0,35,16.874088,35
221,0.384021115,0,0,35,16.89769057,35
222,0.302015581,0,0,17.9598325,16.5782111,17.9598325
223,0.3098525,0,0,17.43379525,16.6186515,17.43379525
224,0.313108649,0,0,17.19137957,16.637307,17.19137957
225,0.327369823,0,0,16.03944983,16.72776083,16.03944983
226,0.33765851,0,0,15.129207,16.802431,15.129207
227,0.336492983,0,0,15.236575,16.79284633,15.236575
228,0.311225945,0,0,17.3301235,16.6261775,17.3301235
229,0.358085516,0,0,35,16.91917257,35
230,0.357889639,0,0,35,16.90930843,35
231,0.37543229,0,0,35,16.81662415,35
232,0.377194411,0,0,35,16.81631132,35
233,0.379009981,0,0,35,16.818908,35
234,0.340756036,0,0,35,16.78208446,35
235,0.347848628,0,0,35,16.82162,35
236,0.355335678,0,0,35,16.871446,35
237,0.354715135,0,0,35,16.86026473,35
238,0.347648707,0,0,35,16.80950427,35
239,0.352502414,0,0,35,16.81948113,35
240,0.354490663,0,0,35,16.8165697,35
241,0.356316087,0,0,35,16.81402943,35
242,0.358612924,0,0,35,16.81250376,35
243,0.360536235,0,0,35,16.903138,35
244,0.36085631,0,0,35,16.91476,35
245,0.38042359,0,0,35,16.81505715,35
246,0.381804066,0,0,35,16.82033017,35
247,0.382658157,0,0,35,16.82823188,35
248,0.38307186,0,0,35,16.84003723,35
249,0.383402818,0,0,35,16.85477961,35
250,0.383714026,0,0,35,16.87320393,35
251,0.384313302,0,0,35,16.89920367,35
252,0.311959824,0,0,17.275139,16.63060229,17.275139
253,0.31959103,0,0,16.69004146,16.67626961,16.69004146
254,0.327352506,0,0,16.04042838,16.726856,16.04042838
255,0.339654854,0,0,14.95012708,16.8160914,14.95012708
256,0.33996876,0,0,14.9246675,16.8173465,14.9246675
257,0.342539143,0,0,14.68101833,16.839489,14.68101833
258,0.342180768,0,0,14.71742613,16.83556964,14.71742613
259,0.325563828,0,0,16.19463378,16.71362578,16.19463378
260,0.362412505,0,0,35,16.942788,35
261,0.362406055,0,0,35,16.93250275,35
262,0.37468001,0,0,35,16.81230648,35
263,0.376499109,0,0,35,16.81042503,35
264,0.37847376,0,0,35,16.81156533,35
265,0.380009455,0,0,35,16.80686364,35
266,0.347483679,0,0,35,16.81409662,35
267,0.35433039,0,0,35,16.84987342,35
268,0.35983679,0,0,35,16.89105,35
269,0.359236182,0,0,35,16.8768256,35
270,0.353209855,0,0,35,16.82976507,35
271,0.356527684,0,0,35,16.82878406,35
272,0.358036492,0,0,35,16.82200496,35
273,0.359433361,0,0,35,16.81667996,35
274,0.361246083,0,0,35,16.81346726,35
275,0.363030473,0,0,35,16.90994,35
276,0.363644448,0,0,35,16.9258085,35
277,0.381653021,0,0,35,16.81098835,35
278,0.382680411,0,0,35,16.81751193,35
279,0.383292027,0,0,35,16.82693569,35
280,0.383631261,0,0,35,16.83756412,35
281,0.383768812,0,0,35,16.85325969,35
282,0.383953601,0,0,35,16.87430263,35
283,0.384545089,0,0,35,16.89992956,35
284,0.326776528,0,0,16.092088,16.722213,16.092088
285,0.335783011,0,0,15.30846376,16.78470143,15.30846376
286,0.341432154,0,0,14.795876,16.82659843,14.795876
287,0.34582057,0,0,14.381164,16.8634905,14.381164
288,0.35160998,0,0,13.84577833,16.908119,13.84577833
289,0.33763089,0,0,15.15356333,16.79434133,15.15356333
290,0.364853623,0,0,35,16.95523267,35
291,0.364932475,0,0,35,16.9451075,35
292,0.373776386,0,0,35,16.80884821,35
293,0.37571237,0,0,35,16.80568604,35
294,0.378281853,0,0,35,16.80533933,35
295,0.377506795,0,0,35,16.80224488,35
296,0.379422252,0,0,35,16.79965208,35
297,0.381284949,0,0,35,16.80220372,35
298,0.353532215,0,0,35,16.83842408,35
299,0.358585303,0,0,35,16.863768,35
300,0.361552733,0,0,35,16.893859,35
301,0.361304623,0,0,35,16.88311833,35
302,0.357727802,0,0,35,16.84090554,35
303,0.359807508,0,0,35,16.83279232,35
304,0.360967399,0,0,35,16.82297429,35
305,0.362136092,0,0,35,16.81657342,35
306,0.363544926,0,0,35,16.81270469,35
307,0.36483906,0,0,35,16.90986133,35
308,0.365822905,0,0,35,16.9288275,35
309,0.363607433,0,0,35,16.89703225,35
310,0.36293115,0,0,35,16.882783,35
311,0.382640673,0,0,35,16.807985,35
312,0.383489439,0,0,35,16.81545907,35
313,0.384021192,0,0,35,16.82452929,35
314,0.384143923,0,0,35,16.8360148,35
315,0.384039407,0,0,35,16.85169213,35
316,0.384095687,0,0,35,16.87288838,35
317,0.339747067,0,0,14.958077,16.81119167,14.958077
318,0.340589945,0,0,14.878113,16.8186035,14.878113
319,0.344227224,0,0,14.53855438,16.84799956,14.53855438
320,0.348347933,0,0,14.15915875,16.879277,14.15915875
321,0.348588704,0,0,14.13060239,16.88306294,14.13060239
322,0.345967565,0,0,14.407069,16.8525345,14.407069
323,0.367069787,0,0,35,16.96103867,35
324,0.366498403,0,0,35,16.94533967,35
325,0.372758049,0,0,35,16.80685142,35
326,0.374804669,0,0,35,16.8024117,35
327,0.37674153,0,0,35,16.79773015,35
328,0.378682527,0,0,35,16.7929689,35
329,0.38065221,0,0,35,16.79360829,35
330,0.38230642,0,0,35,16.79924871,35
331,0.358105692,0,0,35,16.8511604,35
332,0.361368934,0,0,35,16.866908,35
333,0.361192085,0,0,35,16.844141,35
334,0.362712877,0,0,35,16.83181163,35
335,0.363392267,0,0,35,16.82101368,35
336,0.364609471,0,0,35,16.81402228,35
337,0.365669299,0,0,35,16.81084552,35
338,0.366471073,0,0,35,16.912305,35
339,0.367539077,0,0,35,16.92744033,35
340,0.365587933,0,0,35,16.89572825,35
341,0.364622858,0,0,35,16.880332,35
342,0.383595937,0,0,35,16.80512815,35
343,0.38329108,0,0,35,16.79657615,35
344,0.384399786,0,0,35,16.81297059,35
345,0.384771966,0,0,35,16.82176731,35
346,0.384539509,0,0,35,16.83444227,35
347,0.384220862,0,0,35,16.850156,35
348,0.34723107,0,0,14.2839248,16.864188,14.2839248
349,0.348477708,0,0,14.15666975,16.87740775,14.15666975
350,0.355012346,0,0,13.5806686,16.920429,13.5806686
351,0.369068085,0,0,35,16.962827,35
352,0.370375383,0,0,35,16.98260267,35
353,0.36786842,0,0,35,16.941753,35
354,0.371676089,0,0,35,16.80571633,35
355,0.373752594,0,0,35,16.80026411,35
356,0.375754199,0,0,35,16.79373216,35
357,0.377790065,0,0,35,16.7869487,35
358,0.379849755,0,0,35,16.78594047,35
359,0.381719061,0,0,35,16.79052293,35
360,0.360799273,0,0,35,16.85734233,35
361,0.364075163,0,0,35,16.86797013,35
362,0.36227174,0,0,35,16.85472188,35
363,0.363845486,0,0,35,16.8418169,35
364,0.364958782,0,0,35,16.82711935,35
365,0.365753507,0,0,35,16.816282,35
366,0.366575089,0,0,35,16.81061976,35
367,0.367384052,0,0,35,16.80889317,35
368,0.367601933,0,0,35,16.905571,35
369,0.368588073,0,0,35,16.91901733,35
370,0.36719752,0,0,35,16.89128533,35
371,0.365991245,0,0,35,16.882183,35
372,0.382691096,0,0,35,16.78739192,35
373,0.384272817,0,0,35,16.79450564,35
374,0.384641524,0,0,35,16.8035932,35
375,0.385267637,0,0,35,16.79279555,35
376,0.385396392,0,0,35,16.800391,35
377,0.385448799,0,0,35,16.81089787,35
378,0.385450997,0,0,35,16.81982513,35
379,0.384886432,0,0,35,16.83228087,35
380,0.35579788,0,0,13.49470775,16.93052825,13.49470775
381,0.357534957,0,0,13.3135996,16.9509468,13.3135996
382,0.352615108,0,0,12.320428,16.89899425,12.320428
383,0.353909787,0,0,12.25696133,16.92978267,12.25696133
384,0.353048192,0,0,12.381665,16.861768,12.381665
385,0.364141605,0,0,12.74192575,16.994718,12.74192575
386,0.371306915,0,0,35,16.9978325,35
387,0.370435107,0,0,35,16.95650433,35
388,0.371621545,0,0,35,16.9770085,35
389,0.369379433,0,0,35,16.93818167,35
390,0.370388047,0,0,35,16.80584067,35
391,0.372591904,0,0,35,16.79970015,35
392,0.374671045,0,0,35,16.79190308,35
393,0.376821573,0,0,35,16.78289859,35
394,0.37895931,0,0,35,16.77871669,35
395,0.380777791,0,0,35,16.78125193,35
396,0.368997298,0,0,35,16.80693023,35
397,0.366169601,0,0,35,16.86094743,35
398,0.367075308,0,0,35,16.873053,35
399,0.364884355,0,0,35,16.8505857,35
400,0.366169902,0,0,35,16.834551,35
401,0.367314744,0,0,35,16.81950269,35
402,0.367733559,0,0,35,16.81057011,35
403,0.368292565,0,0,35,16.80698524,35
404,0.368921397,0,0,35,16.898981,35
405,0.369650435,0,0,35,16.9171645,35
406,0.368233413,0,0,35,16.882522,35
407,0.381749823,0,0,35,16.77792215,35
408,0.383752783,0,0,35,16.78556558,35
409,0.384680421,0,0,35,16.7828614,35
410,0.386279492,0,0,35,16.79154578,35
411,0.386088498,0,0,35,16.80072275,35
412,0.386481575,0,0,35,16.80836469,35
413,0.386091595,0,0,35,16.81763993,35
414,0.36351061,0,0,12.77970567,16.995525,12.77970567
415,0.366368147,0,0,12.49393929,17.02839457,12.49393929
416,0.354050088,0,0,12.2659325,16.90016625,12.2659325
417,0.35420841,0,0,12.220657,16.930136,12.220657
418,0.355902808,0,0,12.3153372,16.8650668,12.3153372
419,0.370092809,0,0,12.21152271,17.04386957,12.21152271
420,0.371842203,0,0,12.17755767,17.01689933,12.17755767
421,0.372138086,0,0,35,16.99030439,35
422,0.37116126,0,0,35,16.9469675,35
423,0.37205572,0,0,35,16.9607225,35
424,0.37054807,0,0,35,16.9277965,35
425,0.371328983,0,0,35,16.80076146,35
426,0.373499015,0,0,35,16.792268,35
427,0.375725127,0,0,35,16.7809079,35
428,0.377888242,0,0,35,16.77312369,35
429,0.379807162,0,0,35,16.77280477,35
430,0.369906773,0,0,35,16.80338654,35
431,0.367877005,0,0,35,16.85288267,35
432,0.36874786,0,0,35,16.8652135,35
433,0.367122208,0,0,35,16.8421947,35
434,0.368476361,0,0,35,16.8231625,35
435,0.369185918,0,0,35,16.810272,35
436,0.369361652,0,0,35,16.80484083,35
437,0.3698482,0,0,35,16.886871,35
438,0.37053908,0,0,35,16.905221,35
439,0.36949249,0,0,35,16.87639033,35
440,0.380543944,0,0,35,16.76690146,35
441,0.382571364,0,0,35,16.77460975,35
442,0.383429766,0,0,35,16.7718435,35
443,0.385704918,0,0,35,16.78254811,35
444,0.387271824,0,0,35,16.79007,35
445,0.387210356,0,0,35,16.799553,35
446,0.387572269,0,0,35,16.80626647,35
447,0.371170055,0,0,12.07915963,17.06650713,12.07915963
448,0.371851134,0,0,11.9923504,17.0822832,11.9923504
449,0.356000158,0,0,12.14546698,16.9543134,12.14546698
450,0.356574698,0,0,12.17754335,16.92237947,12.17754335
451,0.357582806,0,0,12.099882,16.95624788,12.099882
452,0.358963143,0,0,12.18469025,16.905775,12.18469025
453,0.372736898,0,0,12.0420225,17.0441145,12.0420225
454,0.372115017,0,0,12.07803651,17.04550172,12.07803651
455,0.37308604,0,0,11.94818267,17.07011667,11.94818267
456,0.372932065,0,0,12.1191335,17.0120595,12.1191335
457,0.372808709,0,0,35,16.97965915,35
458,0.371838223,0,0,35,16.935119,35
459,0.372532814,0,0,35,16.95361106,35
460,0.37124052,0,0,35,16.91908491,35
461,0.372234518,0,0,35,16.79473271,35
462,0.37458997,0,0,35,16.78188177,35
463,0.376844118,0,0,35,16.76935063,35
464,0.378734117,0,0,35,16.76518429,35
465,0.370836217,0,0,35,16.7993465,35
466,0.369194963,0,0,35,16.84619367,35
467,0.369911968,0,0,35,16.8526068,35
468,0.369286195,0,0,35,16.82766015,35
469,0.370303759,0,0,35,16.81092643,35
470,0.370645629,0,0,35,16.8021538,35
471,0.37090955,0,0,35,16.88175963,35
472,0.371363133,0,0,35,16.88908667,35
473,0.370381943,0,0,35,16.86388033,35
474,0.37948443,0,0,35,16.757777,35
475,0.381403895,0,0,35,16.7624425,35
476,0.382002688,0,0,35,16.7567089,35
477,0.384303489,0,0,35,16.76940009,35
478,0.386629282,0,0,35,16.78100122,35
479,0.388312416,0,0,35,16.79017775,35
480,0.388320723,0,0,35,16.79584925,35
481,0.388884784,0,0,35,16.79770592,35
482,0.374748943,0,0,11.76897875,17.09882725,11.76897875
483,0.37551051,0,0,11.6716825,17.119032,11.6716825
484,0.36517844,0,0,11.83525767,17.05287667,11.83525767
485,0.36225521,0,0,11.9186625,17.0236345,11.9186625
486,0.360596577,0,0,11.97356433,17.000494,11.97356433
487,0.361256737,0,0,12.02964333,16.96348667,12.02964333
488,0.37357746,0,0,12.006767,17.03703267,12.006767
489,0.374470753,0,0,11.84173933,17.07726333,11.84173933
490,0.37320885,0,0,12.1518465,16.9940105,12.1518465
491,0.373225731,0,0,35,16.96810324,35
492,0.37256023,0,0,35,16.9172655,35
493,0.372992216,0,0,35,16.94227652,35
494,0.37179359,0,0,35,16.908973,35
495,0.373348066,0,0,35,16.78669481,35
496,0.375618709,0,0,35,16.77142769,35
497,0.377710795,0,0,35,16.7603692,35
498,0.372024207,0,0,35,16.79379448,35
499,0.37015074,0,0,35,16.833145,35
500,0.37107792,0,0,35,16.8392295,35
501,0.371047131,0,0,35,16.812187,35
502,0.371789404,0,0,35,16.79891773,35
503,0.371412528,0,0,35,16.86868025,35
504,0.37223306,0,0,35,16.8799025,35
505,0.371569943,0,0,35,16.848606,35
506,0.37855926,0,0,35,16.75014177,35
507,0.380146012,0,0,35,16.74995667,35
508,0.380794783,0,0,35,16.7432086,35
509,0.382757646,0,0,35,16.75452467,35
510,0.385157414,0,0,35,16.76795622,35
511,0.387790881,0,0,35,16.78087411,35
512,0.389549202,0,0,35,16.7891749,35
513,0.376015578,0,0,11.66673975,17.10812425,11.66673975
514,0.37725215,0,0,11.531186,17.1332905,11.531186
515,0.36962957,0,0,11.682015,17.0949345,11.682015
516,0.367331313,0,0,11.74187825,17.0728925,11.74187825
517,0.362943303,0,0,11.89960467,17.01693767,11.89960467
518,0.373923478,0,0,12.02403274,17.02223021,12.02403274
519,0.37481633,0,0,11.84890033,17.06568467,11.84890033
520,0.374343351,0,0,11.97842106,17.02849353,11.97842106
521,0.373828534,0,0,12.12180463,16.98948813,12.12180463
522,0.373643565,0,0,35,16.9611805,35
523,0.373050192,0,0,35,16.91616947,35
524,0.37345126,0,0,35,16.92885098,35
525,0.37276247,0,0,35,16.88837967,35
526,0.374445709,0,0,35,16.77766027,35
527,0.376572255,0,0,35,16.76091679,35
528,0.373292651,0,0,35,16.78639264,35
529,0.371694033,0,0,35,16.819922,35
530,0.371968335,0,0,35,16.82606525,35
531,0.372102773,0,0,35,16.81009371,35
532,0.372522635,0,0,35,16.7971842,35
533,0.372509865,0,0,35,16.85148,35
534,0.37314148,0,0,35,16.863083,35
535,0.372819236,0,0,35,16.8269778,35
536,0.377523436,0,0,35,16.74961686,35
537,0.379236002,0,0,35,16.73923383,35
538,0.379897025,0,0,35,16.72858242,35
539,0.381353051,0,0,35,16.73576245,35
540,0.383270722,0,0,35,16.75027389,35
541,0.386095676,0,0,35,16.76801756,35
542,0.388944327,0,0,35,16.78008811,35
543,0.37596883,0,0,11.7194505,17.087219,11.7194505
544,0.376943933,0,0,11.594612,17.11326967,11.594612
545,0.37344473,0,0,11.530709,17.131505,11.530709
546,0.37015646,0,0,11.64831577,17.10025892,11.64831577
547,0.367686653,0,0,11.71909,17.07336333,11.71909
548,0.36502135,0,0,11.8233658,17.03875348,11.8233658
549,0.374313463,0,0,12.02800216,17.01088103,12.02800216
550,0.375203934,0,0,11.82501879,17.06497793,11.82501879
551,0.374943505,0,0,11.8965975,17.043922,11.8965975
552,0.374559176,0,0,12.03122133,17.00338024,12.03122133
553,0.374087377,0,0,12.1324227,16.97926009,12.1324227
554,0.373960895,0,0,35,16.94417794,35
555,0.37339029,0,0,35,16.8991895,35
556,0.37383782,0,0,35,16.9183775,35
557,0.373561785,0,0,35,16.875474,35
558,0.375548861,0,0,35,16.7671974,35
559,0.373976173,0,0,35,16.78243955,35
560,0.373106833,0,0,35,16.8093995,35
561,0.373456567,0,0,35,16.79479478,35
562,0.3732698,0,0,35,16.837771,35
563,0.37369428,0,0,35,16.844706,35
564,0.373931243,0,0,35,16.8086205,35
565,0.376689897,0,0,35,16.75402957,35
566,0.378262029,0,0,35,16.73756017,35
567,0.379108173,0,0,35,16.72388173,35
568,0.380484026,0,0,35,16.7172845,35
569,0.38179929,0,0,35,16.72736233,35
570,0.38397709,0,0,35,16.74832156,35
571,0.386854104,0,0,35,16.76646644,35
572,0.375845553,0,0,11.79146133,17.06069367,11.79146133
573,0.377039365,0,0,11.618291,17.098588,11.618291
574,0.376235537,0,0,11.74759358,17.06730141,11.74759358
575,0.374693493,0,0,11.4699954,17.14390126,11.4699954
576,0.372676803,0,0,11.54418933,17.124561,11.54418933
577,0.377990804,0,0,11.3143868,17.1769114,11.3143868
578,0.373320407,0,0,11.506886,17.13023633,11.506886
579,0.375193228,0,0,11.91020403,17.03188984,11.91020403
580,0.374810311,0,0,12.05020597,16.98983057,12.05020597
581,0.375241058,0,0,11.97445626,17.00599548,11.97445626
582,0.374355185,0,0,12.125027,16.975075,12.125027
