"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"BACILLARIOPHYCEAE","Centrales - (5-10um)",150.00,"0.0119"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"BACILLARIOPHYCEAE","Naviculales",50.00,"0.0698"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"BACILLARIOPHYCEAE","Rhizosolenia",8.00,"0.0039"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",1248.00,"0.0748"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CHLOROPHYCEAE","Crucigenia",200.00,"0.0059"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CHLOROPHYCEAE","Lagerheimia",150.00,"0.0748"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CHLOROPHYCEAE","Oocystis",200.00,"0.0598"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CHLOROPHYCEAE","Planctonema",200.00,"0.1597"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CHLOROPHYCEAE","Scenedesmus",8.00,"0.0020"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CHLOROPHYCEAE","Staurastrum",50.00,"0.0998"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",50.00,"0.0159"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CYANOPHYCEAE","Limnolyngbya (Planktolyngbya circumcreta)
Limnolyngbya (Planktolyngbya circumcreta)",200.00,"0.0009"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CYANOPHYCEAE","Planktolyngbya",699.00,"0.0026"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",699.00,"0.0036"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"CYANOPHYCEAE","Trichodesmium",62.00,"0.0052"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",50.00,"0.0249"
"ALS MELB","21-07778"," 6873983","Murray Mouth",3/2/2021 0:00:00,"EUGLENOPHYCEAE","Euglena",200.00,"1.3974"
"ALS MELB","21-07778"," 6873983","Murray Mouth",,"TOTAL_ALGAE",,4224.00,"2.0138"
"ALS MELB","21-07778"," 6873983","Murray Mouth",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-07778"," 6873983","Murray Mouth",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
