CPS,Indicator,System,Start Time,End Time,Var,Trigger,Area (Ha),Total Area (Ha)
Waterbirds (Shorebirds),Water depth,System-Wide,01-09-2020,01-04-2021,D,0.1000,2524.3859,21352.29102
Waterbirds (Shorebirds),Water depth,System-Wide,01-09-2020,01-04-2021,D,0.2000,3299.9255,21352.29102
Trophic status (threat: eutrophication),Dissolved oxygen,CNL,01-04-2020,01-10-2020,WQ_OXY_OXY,6.5000,8212.1984,8360.11035
Trophic status (threat: eutrophication),Dissolved oxygen,CNL,01-10-2020,01-04-2021,WQ_OXY_OXY,6.5000,6550.1504,8360.11035
Trophic status (threat: eutrophication),Dissolved oxygen,ME,01-04-2020,01-10-2020,WQ_OXY_OXY,6.5000,1910.2620,1975.27563
Trophic status (threat: eutrophication),Dissolved oxygen,ME,01-10-2020,01-04-2021,WQ_OXY_OXY,6.5000,1850.0731,1975.27563
Trophic status (threat: eutrophication),Dissolved oxygen,CSL,01-04-2020,01-10-2020,WQ_OXY_OXY,4.0000,10849.8765,11029.88184
Trophic status (threat: eutrophication),Dissolved oxygen,CSL,01-10-2020,01-04-2021,WQ_OXY_OXY,4.0000,10297.8894,11029.88184
