FVC file = eWater_basecase_005.fvc, Simulation Execution: 06/01/2023 19:00:54
Nodestring coordinates,X,Y,ZB,Chain,Length,LeftCellID,RightCellID,NSID,ID
, 0.31348510000000E+06, 0.60549592000000E+07, -0.9999900E+05,  0.0000000E+00,  0.1507159E+05,         252,           0,           1,           1
, 0.31334934000000E+06, 0.60550374100000E+07, -0.9999900E+05,  0.1566767E+03,  0.1507159E+05,         305,           0,           1,           1
, 0.31321357900000E+06, 0.60551156300000E+07, -0.9999900E+05,  0.3133592E+03,  0.1507159E+05,         363,           0,           1,           1
, 0.31307781900000E+06, 0.60551938400000E+07, -0.9999900E+05,  0.4700359E+03,  0.1507159E+05,         423,           0,           1,           1
, 0.31294205800000E+06, 0.60552720600000E+07, -0.9999900E+05,  0.6267184E+03,  0.1507159E+05,         484,           0,           1,           1
, 0.31280629800000E+06, 0.60553502700000E+07, -0.9999900E+05,  0.7833951E+03,  0.1507159E+05,         545,           0,           1,           1
, 0.31267053700000E+06, 0.60554284800000E+07, -0.9999900E+05,  0.9400727E+03,  0.1507159E+05,         606,           0,           1,           1
, 0.31253477700000E+06, 0.60555067000000E+07, -0.9999900E+05,  0.1096754E+04,  0.1507159E+05,         669,           0,           1,           1
, 0.31239901600000E+06, 0.60555849100000E+07, -0.9999900E+05,  0.1253432E+04,  0.1507159E+05,         734,           0,           1,           1
, 0.31226325600000E+06, 0.60556631300000E+07, -0.9999900E+05,  0.1410114E+04,  0.1507159E+05,         799,           0,           1,           1
, 0.31212749500000E+06, 0.60557413400000E+07, -0.9999900E+05,  0.1566791E+04,  0.1507159E+05,         864,           0,           1,           1
, 0.31199173500000E+06, 0.60558195500000E+07, -0.9999900E+05,  0.1723468E+04,  0.1507159E+05,         930,           0,           1,           1
, 0.31185597400000E+06, 0.60558977700000E+07, -0.9999900E+05,  0.1880150E+04,  0.1507159E+05,         997,           0,           1,           1
, 0.31172021400000E+06, 0.60559759800000E+07, -0.9999900E+05,  0.2036827E+04,  0.1507159E+05,        1064,           0,           1,           1
, 0.31158445300000E+06, 0.60560542000000E+07, -0.9999900E+05,  0.2193509E+04,  0.1507159E+05,        1131,           0,           1,           1
, 0.31144869300000E+06, 0.60561324100000E+07, -0.9999900E+05,  0.2350186E+04,  0.1507159E+05,        1198,           0,           1,           1
, 0.31131293300000E+06, 0.60562106200000E+07, -0.9999900E+05,  0.2506863E+04,  0.1507159E+05,        1268,           0,           1,           1
, 0.31117717200000E+06, 0.60562888400000E+07, -0.9999900E+05,  0.2663545E+04,  0.1507159E+05,        1340,           0,           1,           1
, 0.31104141200000E+06, 0.60563670500000E+07, -0.9999900E+05,  0.2820222E+04,  0.1507159E+05,        1411,           0,           1,           1
, 0.31090565100000E+06, 0.60564452700000E+07, -0.9999900E+05,  0.2976905E+04,  0.1507159E+05,        1482,           0,           1,           1
, 0.31076989100000E+06, 0.60565234800000E+07, -0.9999900E+05,  0.3133582E+04,  0.1507159E+05,        1556,           0,           1,           1
, 0.31063413000000E+06, 0.60566016900000E+07, -0.9999900E+05,  0.3290259E+04,  0.1507159E+05,        1630,           0,           1,           1
, 0.31049837000000E+06, 0.60566799100000E+07, -0.9999900E+05,  0.3446941E+04,  0.1507159E+05,        1705,           0,           1,           1
, 0.31036260900000E+06, 0.60567581200000E+07, -0.9999900E+05,  0.3603618E+04,  0.1507159E+05,        1783,           0,           1,           1
, 0.31022684900000E+06, 0.60568363300000E+07, -0.9999900E+05,  0.3760295E+04,  0.1507159E+05,        1862,           0,           1,           1
, 0.31009108800000E+06, 0.60569145500000E+07, -0.9999900E+05,  0.3916978E+04,  0.1507159E+05,        1942,           0,           1,           1
, 0.30995532800000E+06, 0.60569927600000E+07, -0.9999900E+05,  0.4073654E+04,  0.1507159E+05,        2023,           0,           1,           1
, 0.30981956700000E+06, 0.60570709800000E+07, -0.9999900E+05,  0.4230337E+04,  0.1507159E+05,        2105,           0,           1,           1
, 0.30968380700000E+06, 0.60571491900000E+07, -0.9999900E+05,  0.4387014E+04,  0.1507159E+05,        2187,           0,           1,           1
, 0.30954804700000E+06, 0.60572274000000E+07, -0.9999900E+05,  0.4543690E+04,  0.1507159E+05,        2268,           0,           1,           1
, 0.30941228600000E+06, 0.60573056200000E+07, -0.9999900E+05,  0.4700373E+04,  0.1507159E+05,        2351,           0,           1,           1
, 0.30927652600000E+06, 0.60573838300000E+07, -0.9999900E+05,  0.4857050E+04,  0.1507159E+05,        2435,           0,           1,           1
, 0.30914076500000E+06, 0.60574620500000E+07, -0.9999900E+05,  0.5013732E+04,  0.1507159E+05,        2526,           0,           1,           1
, 0.30900500500000E+06, 0.60575402600000E+07, -0.9999900E+05,  0.5170409E+04,  0.1507159E+05,        2618,           0,           1,           1
, 0.30886924400000E+06, 0.60576184700000E+07, -0.9999900E+05,  0.5327087E+04,  0.1507159E+05,        2713,           0,           1,           1
, 0.30873348400000E+06, 0.60576966900000E+07, -0.9999900E+05,  0.5483769E+04,  0.1507159E+05,        2807,           0,           1,           1
, 0.30859772300000E+06, 0.60577749000000E+07, -0.9999900E+05,  0.5640446E+04,  0.1507159E+05,        2899,           0,           1,           1
, 0.30846196300000E+06, 0.60578531200000E+07, -0.9999900E+05,  0.5797128E+04,  0.1507159E+05,        2990,           0,           1,           1
, 0.30832620200000E+06, 0.60579313300000E+07, -0.9999900E+05,  0.5953806E+04,  0.1507159E+05,        3081,           0,           1,           1
, 0.30819044200000E+06, 0.60580095400000E+07, -0.9999900E+05,  0.6110482E+04,  0.1507159E+05,        3172,           0,           1,           1
, 0.30805468100000E+06, 0.60580877600000E+07, -0.9999900E+05,  0.6267165E+04,  0.1507159E+05,        3262,           0,           1,           1
, 0.30791892100000E+06, 0.60581659700000E+07, -0.9999900E+05,  0.6423842E+04,  0.1507159E+05,        3354,           0,           1,           1
, 0.30778316000000E+06, 0.60582441900000E+07, -0.9999900E+05,  0.6580524E+04,  0.1507159E+05,        3447,           0,           1,           1
