Site Code,Bag Code,X,Y,Lat,Lon
C7D81586-A409-4A74-B156-2BDA90A2BBDB,A-12,352873.7171,6030813.4487,-35.8559,139.3706
C7D81586-A409-4A74-B156-2BDA90A2BBDB,A-11,352873.7171,6030813.4487,-35.8559,139.3706
C7D81586-A409-4A74-B156-2BDA90A2BBDB,A-19,352873.7171,6030813.4487,-35.8559,139.3706
C7D81586-A409-4A74-B156-2BDA90A2BBDB,A-20,352873.7171,6030813.4487,-35.8559,139.3706
C7D81586-A409-4A74-B156-2BDA90A2BBDB,A-17,352873.7171,6030813.4487,-35.8559,139.3706
C7D81586-A409-4A74-B156-2BDA90A2BBDB,A-16,352873.7171,6030813.4487,-35.8559,139.3706
C7D81586-A409-4A74-B156-2BDA90A2BBDB,A-14,352873.7171,6030813.4487,-35.8559,139.3706
C7D81586-A409-4A74-B156-2BDA90A2BBDB,A-15,352873.7171,6030813.4487,-35.8559,139.3706
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-44,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-43,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-45,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-201,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-203,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-202,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-204,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-205,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-206,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-207,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-208,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-209,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-210,355474.1142,6025694.3962,-35.9024,139.3985
B55874C7-504E-4CF9-97F5-85986DB6AD01,A-211,355474.1142,6025694.3962,-35.9024,139.3985
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-112,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-114,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-47,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-46,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-41,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-40,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-39,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-38,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-37,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-215,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-214,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-213,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-223,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-222,342763.5425,6041890.3375,-35.7545,139.2609
6BA3477B-570C-436D-A8EC-B28479ABF7F0,A-221,342763.5425,6041890.3375,-35.7545,139.2609
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-130,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-129,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-128,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-127,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-126,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-124,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-123,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-122,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-121,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-120,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-119,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-118,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-117,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-116,342796.7125,6041789.7292,-35.7554,139.2612
B634B828-68F5-4A55-90F3-2C5A6EC2517E,A-115,342796.7125,6041789.7292,-35.7554,139.2612
97D56965-35BA-4203-A939-4020CCCF1D55,A-142,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-144,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-145,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-146,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-147,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-148,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-149,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-150,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-291,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-224,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-225,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-226,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-227,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-228,360272.5250,6024932.5098,-35.9099,139.4515
97D56965-35BA-4203-A939-4020CCCF1D55,A-229,360272.5250,6024932.5098,-35.9099,139.4515
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-251,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-255,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-260,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-253,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-254,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-256,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-257,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-10,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-18,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-8,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-9,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-258,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-259,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-262,352284.8761,6030974.9357,-35.8543,139.3641
638CA018-50EB-4FF3-9340-5C6B653D6BD5,A-261,352284.8761,6030974.9357,-35.8543,139.3641
51025252-131A-429C-A14C-402358933B9D,A-56,369487.7266,6009820.6522,-36.0474,139.5511
C82977BE-932A-4AB3-A7EF-54F800F6F3DA,A-71,369415.1742,6010275.8028,-36.0433,139.5504
F9E0F84C-C84D-4067-9B7B-2A12C0D615CC,A-86,367965.3336,6011102.4317,-36.0357,139.5344
EC237BEB-2DCE-47B7-9646-043A98AB159C,A-109,366572.3610,6013036.9999,-36.0180,139.5193
F88C9ED4-C80D-4B96-9691-6621B4006B8C,A-161,370953.2408,6006767.4591,-36.0751,139.5669
D2293549-99FC-458D-98FC-E74A14C76A50,A-176,369909.0992,6007747.0259,-36.0662,139.5554
354FDCF1-411F-426D-8455-80D3DE6B6FB2,A-191,369605.5024,6008899.0694,-36.0557,139.5523
631C2750-941A-44C6-9C08-D483C0438CBF,A-313,376006.1007,6003639.2445,-36.1040,139.6225
E03D9A95-F232-4DBB-8CDA-7B34EDB0E524,A-239,366451.7188,6014242.5456,-36.0072,139.5181
F08C4C8B-506B-493D-97EE-144643596614,A-316,371218.1807,6006207.0628,-36.0802,139.5697
686A399D-A517-4910-B04E-E9FDD622B5F5,A-334,376357.1306,6003340.9892,-36.1067,139.6263
ABAB254F-FF89-4F21-8C10-6086060ED3BB,A-350,373738.9494,6007289.6856,-36.0708,139.5979
03D971E3-367A-4D4F-9589-48267B5BF6BD,A-366,373917.2484,6006316.7876,-36.0796,139.5997
889EE671-EA70-421D-8241-A059423951C8,A-380,373856.0141,6006347.4155,-36.0793,139.5990
45016DE3-36FB-4790-BD4A-CC206EC1ED2D,A-395,373805.1845,6007318.8210,-36.0705,139.5986
9ACDCB5A-953C-4408-BA83-65A20B60CE5F,A-411,375536.6640,5999414.1762,-36.1420,139.6166
739AEC2F-3C1D-4AE1-8250-E3DDDFDCC6D3,A-425,375459.2677,6000500.7127,-36.1322,139.6159
3EE424EA-D185-4D51-A3EC-984093B23C57,A-430,374013.7480,6003935.9800,-36.1011,139.6004
E2ACC57F-4637-4D16-9480-A3923E507707,A-445,367379.8642,6012031.2547,-36.0272,139.5281
D82406EA-79F5-425C-846A-0D020BFAB4DF,A-462,357133.8331,6024733.9491,-35.9113,139.4167
BAD93DCE-1AEF-493A-A1F3-51345F7575A6,A-477,356802.4077,6025154.8611,-35.9074,139.4131
F3D2DA8F-A655-4F60-BE41-D8D40F385E7C,A-501,355869.3023,6025436.7912,-35.9048,139.4028
0F6176EF-5BFC-41E7-B16F-0605D61F5DEA,A-531,356910.9768,6024689.2796,-35.9116,139.4142
3445123B-B0CF-4825-8D31-56710395A2CB,A-556,375404.5292,6002984.8652,-36.1098,139.6157
F73D87C9-67A1-40FB-B6F0-223F6AAD226F,A-571,374839.2449,6003720.7118,-36.1031,139.6095
4302E3E0-89D4-41AE-83E1-C695820EEEBA,A-600,375101.6799,6003678.0846,-36.1035,139.6124
5C0DA9B5-E20F-4ABD-89B3-CB09DCB04191,A-605,370334.6978,6013503.2314,-36.0143,139.5611
F91D0ADE-564B-487E-AAC1-975EC32D13E6,A-277,350825.3971,6030809.7060,-35.8556,139.3479
9A7CDB82-0BD1-4670-AD07-720E812AE832,A-292,372640.3990,6008585.3215,-36.0590,139.5859
1930F901-0114-44C1-A3EA-357A6A38F80B,A-299,377300.6461,6001878.8818,-36.1200,139.6366
01CEAD2A-052F-4F21-91D8-9C5284800706,A-662,367340.3300,6017257.5777,-35.9801,139.5285
2A654377-09ED-4C1B-A305-EFA680F05D7B,A-677,367298.4678,6017366.3434,-35.9791,139.5281
E210A79D-D70D-4484-812B-B9D9108F4B62,A-704,367538.3922,6017166.0344,-35.9810,139.5307
311670E3-256C-4966-B545-4968FF7855A5,A-734,367684.9233,6017088.8006,-35.9817,139.5323
5A2C0F17-4CAC-4E2F-A77D-9307AEC0AB08,A-749,367740.2799,6017035.7117,-35.9822,139.5329
5807E284-BF0C-4047-89DC-6113145B6B23,A-799,371032.8485,6012422.2139,-36.0242,139.5687
BA292714-C643-4053-AC1D-0B36FA6CB0E1,A-801,369952.4151,6014148.2994,-36.0085,139.5570
3C6FFC36-DAE3-4442-A4FC-B02ACC625F2E,A-805,368014.3140,6015595.9181,-35.9952,139.5357
8FA3BC11-EAC8-4731-ACB1-C71BF45DA22D,A-819,367972.2604,6015568.4361,-35.9954,139.5352
24BC2BCE-12AB-4EE0-96F0-6647ED2F5231,A-836,369902.5600,6014191.1643,-36.0081,139.5564
7E96C467-FABA-4F8A-8E52-971D38B01EED,A-851,367757.8266,6016930.3506,-35.9831,139.5331
F8B44A0A-3FE3-4F09-A84A-F4D3AC0BD2B6,A-879,368046.7678,6015626.2513,-35.9949,139.5361
A649138F-5A55-49F1-B8D2-5FC880624CB4,A-954,345044.0346,6038930.5854,-35.7815,139.2855
633351B0-F98F-4A09-A7FE-FD2BAB3429ED,A-1010,371788.5350,6005206.0028,-36.0893,139.5759
75AA28DC-FF2A-4514-81B7-F1726EFCB2C1,A-1025,371222.5747,6006551.4076,-36.0771,139.5698
AFB59336-99E0-4C67-9997-0F5A5DF3A01C,A-1065,374282.1715,6001034.7306,-36.1272,139.6029
984C7ADD-829E-425C-909C-E5936D19A661,A-1040,373904.7382,6005246.7222,-36.0892,139.5994
A4B3B013-8F0E-4D58-AC5A-0875C4961EBB,A-1095,373299.1879,6003190.1756,-36.1077,139.5923
32196764-D18D-42E9-8203-D3DDCA7E5ABF,A-1103,367125.2711,6018234.8032,-35.9713,139.5263
6C9C1140-3042-4A39-B1F5-55600C334B13,A-1125,366994.2422,6018358.8625,-35.9701,139.5249
0813C5EB-73A7-4FB2-872F-E111214B39D4,A-1129,366788.6291,6018672.8480,-35.9673,139.5226
C63712DE-0090-4AFB-8C5F-0E0C878E6F07,A-1130,366677.4401,6018790.4355,-35.9662,139.5214
C63712DE-0090-4AFB-8C5F-0E0C878E6F07,A-1162,366677.4401,6018790.4355,-35.9662,139.5214
C63712DE-0090-4AFB-8C5F-0E0C878E6F07,A-1161,366677.4401,6018790.4355,-35.9662,139.5214
C63712DE-0090-4AFB-8C5F-0E0C878E6F07,A-1160,366677.4401,6018790.4355,-35.9662,139.5214
C63712DE-0090-4AFB-8C5F-0E0C878E6F07,A-1159,366677.4401,6018790.4355,-35.9662,139.5214
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1150,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1149,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1148,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1147,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1146,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1145,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1144,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1143,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1156,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1142,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1155,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1153,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1154,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1152,345514.2934,6038458.7896,-35.7858,139.2906
40B5B2FF-8DF1-46B9-8B35-A752AFB733E6,A-1151,345514.2934,6038458.7896,-35.7858,139.2906
64C5D41E-D43E-42FB-A2D4-FAEEDB85F221,A-1158,366283.3226,6019351.4127,-35.9611,139.5171
64C5D41E-D43E-42FB-A2D4-FAEEDB85F221,A-1157,366283.3226,6019351.4127,-35.9611,139.5171
64C5D41E-D43E-42FB-A2D4-FAEEDB85F221,A-1165,366283.3226,6019351.4127,-35.9611,139.5171
64C5D41E-D43E-42FB-A2D4-FAEEDB85F221,A-1164,366283.3226,6019351.4127,-35.9611,139.5171
64C5D41E-D43E-42FB-A2D4-FAEEDB85F221,A-1163,366283.3226,6019351.4127,-35.9611,139.5171
C09280F2-AF05-4AAE-A7A3-46400F723FDE,A-1175,364457.7835,6021044.8930,-35.9456,139.4972
0B1822C4-ADEF-4C9C-8447-61BF90B04B3B,A-1180,360631.8363,6024814.2645,-35.9111,139.4554
6EFD9039-D731-418A-8929-7AFCFA9CC1EB,A-1200,344927.2216,6039136.8130,-35.7796,139.2843
C6AEDE3F-4F50-4186-A31C-291241CFC80F,A-1201,367322.2081,6017621.7779,-35.9768,139.5284
A008A4B3-98B7-49DD-9EAC-24346AC6683F,A-1216,367294.4805,6017875.4369,-35.9745,139.5281
3789EA92-F965-49EE-A0B1-A41FE7DD007A,A-1231,367190.4122,6018101.8696,-35.9725,139.5270
D8E96062-FA78-41F1-8B56-A4AA39039F44,A-1256,346694.0167,6038398.7419,-35.7865,139.3037
E2D88FFB-1C98-4509-81CF-3CF5F688077D,A-1351,373974.2679,6006241.0533,-36.0803,139.6003
5E7CA5A5-A6D3-44BC-A4A8-8D76D6EFA190,A-1404,364756.3369,6015139.3932,-35.9988,139.4995
A5A881E1-3AD2-4026-A1B1-C94E13ED5A53,A-1419,364120.7702,6015525.9091,-35.9953,139.4925
821FFD63-7AA5-424A-B440-77404033DFF6,A-1434,355572.7383,6026308.8236,-35.8969,139.3997
F3DC34BD-9EE8-4448-921B-7C12EFCA6617,A-1449,355519.8638,6026378.6363,-35.8962,139.3991
257990E2-430D-41D3-BC4A-126AE9628B1B,A-1464,355359.5370,6027308.1502,-35.8878,139.3975
723C7ED9-2E24-41FB-8301-76CE2E2500F9,A-1479,355326.2555,6027394.0391,-35.8870,139.3971
52FD16F4-B4A3-4F91-98A5-31F2688B5013,A-1494,360295.9563,6024957.6239,-35.9097,139.4518
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1509,360389.4418,6024794.1175,-35.9112,139.4528
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1524,360732.6781,6024795.8872,-35.9112,139.4566
706EC586-1940-4426-B500-0D3FDFF66905,A-1539,344999.7065,6039050.7564,-35.7804,139.2850
AFB59336-99E0-4C67-9997-0F5A5DF3A01C,A-1066,374282.1715,6001034.7306,-36.1272,139.6029
AFB59336-99E0-4C67-9997-0F5A5DF3A01C,A-1067,374282.1715,6001034.7306,-36.1272,139.6029
686A399D-A517-4910-B04E-E9FDD622B5F5,A-335,376357.1306,6003340.9892,-36.1067,139.6263
F91D0ADE-564B-487E-AAC1-975EC32D13E6,A-268,350825.3971,6030809.7060,-35.8556,139.3479
F91D0ADE-564B-487E-AAC1-975EC32D13E6,A-270,350825.3971,6030809.7060,-35.8556,139.3479
F91D0ADE-564B-487E-AAC1-975EC32D13E6,A-269,350825.3971,6030809.7060,-35.8556,139.3479
F91D0ADE-564B-487E-AAC1-975EC32D13E6,A-271,350825.3971,6030809.7060,-35.8556,139.3479
F91D0ADE-564B-487E-AAC1-975EC32D13E6,A-263,350825.3971,6030809.7060,-35.8556,139.3479
F91D0ADE-564B-487E-AAC1-975EC32D13E6,A-264,350825.3971,6030809.7060,-35.8556,139.3479
706EC586-1940-4426-B500-0D3FDFF66905,A-1540,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-1541,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-1542,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-1543,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-1544,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-1545,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-1546,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-1547,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-1548,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-1549,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-1550,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-951,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-952,344999.7065,6039050.7564,-35.7804,139.2850
706EC586-1940-4426-B500-0D3FDFF66905,A-953,344999.7065,6039050.7564,-35.7804,139.2850
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1525,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1526,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1527,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1528,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1529,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1530,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1531,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1532,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1533,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1534,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1536,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1537,360732.6781,6024795.8872,-35.9112,139.4566
727F78B1-A303-4F4B-AEAB-A0B8EA5A2DD5,A-1538,360732.6781,6024795.8872,-35.9112,139.4566
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1510,360389.4418,6024794.1175,-35.9112,139.4528
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1511,360389.4418,6024794.1175,-35.9112,139.4528
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1512,360389.4418,6024794.1175,-35.9112,139.4528
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1513,360389.4418,6024794.1175,-35.9112,139.4528
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1514,360389.4418,6024794.1175,-35.9112,139.4528
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1517,360389.4418,6024794.1175,-35.9112,139.4528
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1518,360389.4418,6024794.1175,-35.9112,139.4528
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1519,360389.4418,6024794.1175,-35.9112,139.4528
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1520,360389.4418,6024794.1175,-35.9112,139.4528
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1521,360389.4418,6024794.1175,-35.9112,139.4528
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1522,360389.4418,6024794.1175,-35.9112,139.4528
F5A3FAF8-8CE0-4261-8922-5A130BF0634A,A-1523,360389.4418,6024794.1175,-35.9112,139.4528
52FD16F4-B4A3-4F91-98A5-31F2688B5013,A-1495,360295.9563,6024957.6239,-35.9097,139.4518
