Site_ID,Data_Type,Data_Supplier,Date,Easting,Northing,Total_Dissolved_Solids_mg_L,Turbidity_NTU,Alkalinity_as_Calcium_Carbonate_mg_L,Chloride_mg_L,Silica_Reactive_mg_L,Ammonia_as_N_mg_L,Nitrate_Nitrite_as_N_mg_L,Nitrogen_Total_as_N_mg_L,Phosphorus_Total_as_P_mg_L,pH_field,Dissolved_Organic_Carbon_mg_L,Total_Organic_Carbon_mg_L,Chlorophyll_a_mg_m3,Chlorophyll_b_mg_m3,Pheophytin_a_mg_m3,Total_Algae_Cell_Count_cells_mL,Total_Biovolume_mm3_L
Tilley Swamp Drain US Morella,Laboratory,ALS,28/06/2021,383294,5996921,5120,3,458,2430,13.3,0.06,0.15,0.4,0.04,10.51,1,<1,1,<1,<1,2613,0.42
Tilley Swamp Drain US Morella,Laboratory,ALS,13/07/2021,383294,5996921,7160,2.1,497,3230,13.1,0.06,0.47,1.1,0.01,12.6,9,8,2,<1,<1,14546,0.72
Tilley Swamp Drain US Morella,Laboratory,ALS,9/08/2021,383294,5996921,7160,5.7,416,4100,15,0.07,1.43,2.2,0.06,7.04,4,10,6,<1,<1,5437,0.52
Tilley Swamp Drain US Morella,Laboratory,ALS,24/08/2021,383294,5996921,5880,2.9,472,3280,8.21,0.14,0.8,2.3,0.03,,<1,12,2,<1,<1,2331,0.33
Tilley Swamp Drain US Morella,Laboratory,ALS,8/09/2021,383294,5996921,8730,2.9,434,4720,7.35,0.03,0.42,1.1,0.08,8.36,8,9,,,,1024,0.17
Tilley Swamp Drain US Morella,Laboratory,ALS,22/09/2021,383294,5996921,8920,2.8,415,4000,7.7,<0.02,0.19,1.2,0.06,8.24,10,13,1,<1,<1,7068,0.69
Tilley Swamp Drain US Morella,Laboratory,ALS,26/10/2021,383294,5996921,6860,1.8,446,3590,11.4,0.21,0.03,0.5,0.04,7.69,6,6,<1,<1,<1,84527,1.72
Tilley Swamp Drain US Morella,Laboratory,ALS,16/11/2021,383294,5996921,6470,2.6,413,3280,13.5,0.23,0.09,0.3,0.02,7.69,6,6,1,<1,<1,61072,0.71
Tilley Swamp Drain US Morella,Laboratory,ALS,14/12/2021,383294,5996921,6250,1.9,399,3170,17.3,0.3,<0.01,0.6,<0.01,8.28,9,12,<1,<1,<1,10199,0.25
Tilley Swamp Drain US Morella,Laboratory,ALS,20/01/2022,383294,5996921,6810,2.6,446,3400,23.5,0.19,<0.01,0.6,0.01,8.61,9,11,<1,<1,<1,4388,0.92
Tilley Swamp Drain US Morella,Laboratory,ALS,22/02/2022,383294,5996921,6240,2.8,454,3310,17.9,0.05,0.01,0.6,0.04,8.26,8,9,3,<1,<1,4527,11.19
Tilley Swamp Drain US Morella,Laboratory,ALS,16/03/2022,383294,5996921,5470,2.5,386,1810,11.3,0.05,0.02,0.4,<0.01,8.32,7,6,1,<1,<1,4493,0.42
Tilley Swamp Drain US Morella,Laboratory,ALS,20/04/2022,383294,5996921,5340,2.6,451,2670,12,0.36,<0.01,0.6,<0.01,7.53,5,6,1,<1,<1,3823,0.1
Tilley Swamp Drain US Morella,Laboratory,ALS,19/05/2022,383294,5996921,4560,3.2,442,2510,9.84,0.09,<0.01,0.4,0.01,7.28,6,10,<1,<1,<1,794,0.3
Tilley Swamp Drain US Morella,Laboratory,ALS,2/06/2022,383294,5996921,,,,,,,,,,6.13,,,,,,600,0.03
Tilley Swamp Drain US Morella,Laboratory,ALS,21/07/2022,383294,5996921,5420,2.4,385,2690,12.5,<0.02,0.5,0.9,<0.01,,8,11,<1,<1,<1,1695,0.14
Tilley Swamp Drain US Morella,Laboratory,ALS,31/08/2022,383294,5996921,8930,2.1,403,4110,11.6,<0.02,0.7,1.2,<0.02,,7,14,2,<1,<1,2715,0.09
Tilley Swamp Drain US Morella,Laboratory,ALS,28/06/2023,383294,5996921,3600,6.6,364,1830,17.5,0.095,1.89,2.91,<0.005,8.2,7,7.4,4.04,,1.07,250,
Tilley Swamp Drain US Morella,Laboratory,ALS,27/07/2023,383294,5996921,4950,1.4,439,2480,6.34,0,0.616,1.57,0.05,8.2,8.5,8.7,10.8,,2.66,2720,
Tilley Swamp Drain US Morella,Laboratory,ALS,16/08/2023,383294,5996921,6000,1.6,434,3130,4.05,19,0.138,0.93,<0.005,8.4,8,8.8,31.6,,5.39,38700,
Tilley Swamp Drain US Morella,Laboratory,ALS,28/09/2023,383294,5996921,7360,2.7,441,3920,14.8,82,0.294,1.93,0.008,8,8.9,9,21.9,,3.97,120000,
Tilley Swamp Watercourse Outlet Channel,Laboratory,ALS,21/07/2022,386004,5996555,5320,4.9,380,2760,13.2,0.1,0.52,1,<0.01,,5,6,<1,<1,<1,2418,0.18
Tilley Swamp Watercourse Outlet Channel,Laboratory,ALS,31/08/2022,386004,5996555,7800,3.1,408,3990,12.4,<0.02,0.72,0.9,<0.01,,7,13,1,<1,<1,4037,0.14
Tilley Swamp Watercourse Outlet Channel,Laboratory,ALS,29/09/2022,386004,5996555,8700,5,409,4740,13.8,0.22,0.36,1.9,0.03,,9,8,<1,<1,<1,4104,0.19
Tilley Swamp Watercourse Outlet Channel,Laboratory,AWQC,9/11/2022,386004,5996555,12400,1.4,372,7240,7.85,0.062,0.015,0.42,0.01,8.3,8.6,8.9,5.82,,0.99,10800,
Tilley Swamp Watercourse Outlet Channel,Laboratory,AWQC,24/11/2022,386004,5996555,9720,3,389,4900,9.97,0.085,0.005,0.88,<0.005,8.3,7.6,8.9,1.23,,<0.1,332,
Tilley Swamp Watercourse Outlet Channel,Laboratory,AWQC,20/12/2022,386004,5996555,24700,2,357,14000,5.52,0.072,0.005,1.38,0.024,8.3,12.7,13.3,1.98,,0.26,18300,
US Mundoo,Laboratory,AWQC,20/01/2023,310132,6064867,176,66,97,43,0.47,0.057,0.027,2,0.341,7.9,16.1,19.9,32.6,,24.8,18200,
US Mundoo,Laboratory,AWQC,15/02/2023,310132,6064867,183,35,108,34,0.39,0.012,<0.003,2.39,0.25,8.1,14,18.4,42.8,,19.6,77800,
US Mundoo,Laboratory,AWQC,16/03/2023,310132,6064867,249,30,124,56,0.39,0.037,0.005,2.28,0.128,8.5,13,16.8,50,,20.7,270000,
US Mundoo,Laboratory,AWQC,13/04/2023,310132,6064867,1050,10,143,438,<0.05,0.018,0.001,1.85,0.141,9,13.5,16.9,70.1,,30.1,340000,59.8
US Mundoo,Laboratory,AWQC,19/05/2023,310132,6064867,313,9.7,151,72,0.08,0.038,0.009,2.29,0.093,8.6,12.8,15,41.2,,13.8,154000,
US Mundoo,Laboratory,AWQC,29/06/2023,310132,6064867,605,20,142,217,0.38,0.05,0.013,2.2,0.221,8,12.4,17.4,45.7,,18.1,359000,
US Mundoo,Laboratory,AWQC,26/07/2023,310132,6064867,340,25,132,98,0.36,0.015,0.005,1.63,0.114,8.2,10.4,13.6,38.4,,18.7,549000,
US Mundoo,Laboratory,AWQC,15/06/2023,310132,6064867,285,18,109,80,0.12,0.029,<0.0005,2.1,0.029,8.2,9.8,10.9,28.7,,15.2,509000,
US Mundoo,Laboratory,AWQC,27/09/2023,310132,6064867,157,53,57,48,0.16,0.173,0.01,10.81,0.608,7.6,8.3,11.6,22.9,,10.8,286000,
US Mundoo,Laboratory,AWQC,20/03/2024,310132,6064867,333,27,81,129,1.03,134,40.5,2.26,0.103,8.6,8.7,15,,,,232000,
US Mundoo,Laboratory,AWQC,8/05/2024,310132,6064867,334,14,94,107,0.29,74,2.8,1.91,0.139,8.6,10.6,14.1,40.2,,16.4,439000,
US Tauwitchere,Laboratory,ALS,7/07/2020,320222,6059739,926,41.7,107,,0.41,0.02,<0.01,1.8,0.02,8.97,9,12,19,<1,5,4260817,
US Tauwitchere,Laboratory,ALS,22/07/2020,320222,6059739,1100,64.2,105,280,0.31,<0.02,0.01,1.7,0.37,9.06,5,4,22,<1,6,921192,
US Tauwitchere,Laboratory,ALS,5/08/2020,320222,6059739,826,55.6,108,254,0.4,0.04,<0.01,1,0.06,8.83,5,4,12,<8,<8,413777,17.09
US Tauwitchere,Laboratory,ALS,26/08/2020,320222,6059739,842,50.2,115,251,0.38,0.05,0.04,1.5,0.09,9.05,6,5,21,<1,<6,626632,21.84
US Tauwitchere,Laboratory,ALS,9/09/2020,320222,6059739,478,37.5,97,226,0.37,0.04,0.02,1.6,0.1,8.89,8,8,28,<1,6,632520,42.81
US Tauwitchere,Laboratory,ALS,30/09/2020,320222,6059739,810,61.7,96,375,0.36,0.04,<0.01,1.6,0.12,9.2,7,8,31,<10,<10,1044972,24.37
US Tauwitchere,Laboratory,ALS,21/10/2020,320222,6059739,458,21.7,102,206,0.39,0.03,0.02,1.3,0.1,8.72,7,6,11,<1,4,970071,48.29
US Tauwitchere,Laboratory,ALS,17/11/2020,320222,6059739,608,39.7,93,178,<0.05,<0.02,0.02,1.5,0.07,9.37,8,8,5,<2,<1,1378433,82.03
US Tauwitchere,Laboratory,ALS,1/12/2020,320222,6059739,1180,63.9,95,224,<0.05,<0.02,<0.01,2.5,0.15,9.3,6,7,39,<9,19,1143616,117.67
US Tauwitchere,Laboratory,ALS,3/02/2021,320222,6059739,578,31.6,87,185,<0.05,<0.02,<0.01,0.7,<0.01,10.89,6,5,25,<5,7,2869910,64.88
US Tauwitchere,Laboratory,ALS,24/02/2021,320222,6059739,586,16.1,90,1810,<0.05,0.02,0.01,1.2,0.04,8.67,6,7,14,<5,<5,807755,35.98
US Tauwitchere,Laboratory,ALS,17/03/2021,320222,6059739,715,27,89,204,0.11,0.05,0.01,1.4,0.09,9.65,7,7,8,<5,5,1822148,48.34
US Tauwitchere,Laboratory,ALS,7/04/2021,320222,6059739,788,33,396,210,<0.05,0.03,0.06,1.6,0.09,9.05,17,9,10,<6,<6,2700415,40.13
US Tauwitchere,Laboratory,ALS,12/05/2021,320222,6059739,1210,24.5,101,292,0.09,<0.02,0.02,1.3,<0.01,9.03,7,8,19,<5,<5,1879224,20.33
US Tauwitchere,Laboratory,ALS,21/06/2021,320222,6059739,1440,75.4,84,773,0.06,<0.02,0.06,2.6,0.19,9.91,5,6,41,<7,19,1197609,27.5
US Tauwitchere,Laboratory,ALS,28/06/2021,320222,6059739,1500,62,98,580,0.09,0.05,0.01,1.6,0.11,9.55,6,7,32,<8,<8,1113493,8.43
US Tauwitchere,Laboratory,ALS,13/07/2021,320222,6059739,683,50.7,100,342,<0.05,0.1,<0.01,1.4,0.09,7.6,7,9,10,1,<1,1808082,36.82
US Tauwitchere,Laboratory,ALS,9/08/2021,320222,6059739,734,57.2,86,363,0.11,0.06,<0.01,1.3,0.08,7.3,7,8,23,<5,8,720903,38.26
US Tauwitchere,Laboratory,ALS,24/08/2021,320222,6059739,465,42.2,92,231,0.11,0.45,0.01,1.3,0.1,8.49,7,,<10,<10,17,1452338,28.46
US Tauwitchere,Laboratory,ALS,8/09/2021,320222,6059739,410,56.6,73,175,0.15,0.07,0.02,2.4,0.31,7.75,6,6,,,,767019,18.61
US Tauwitchere,Laboratory,ALS,22/09/2021,320222,6059739,730,39.6,82,310,0.11,<0.02,0.01,1.9,0.13,7.82,6,6,7,<1,2,1248129,39
US Tauwitchere,Laboratory,ALS,26/10/2021,320222,6059739,655,112,68,129,0.25,0.29,<0.01,1.7,0.14,7.63,8,6,20,<11,33,969884,41.04
US Tauwitchere,Laboratory,ALS,16/11/2021,320222,6059739,354,87.2,57,82,0.25,1.24,0.05,1.8,0.13,8.41,10,7,19,<6,<6,568810,17.41
US Tauwitchere,Laboratory,ALS,14/12/2021,320222,6059739,340,99,60,73,0.39,0.08,<0.01,0.3,0.02,7.97,11,8,26,<8,9,679757,17.25
US Tauwitchere,Laboratory,ALS,20/01/2022,320222,6059739,291,111,60,76,0.1,0.25,<0.01,1.8,0.14,8.1,10,8,12,<1,17,720746,15.31
US Tauwitchere,Laboratory,ALS,22/02/2022,320222,6059739,363,69.1,72,52,0.19,0.22,0.02,1.7,0.12,7.7,11,15,15,<5,8,450201,14.72
US Tauwitchere,Laboratory,ALS,16/03/2022,320222,6059739,255,125,81,47,0.17,<0.02,0.02,2.4,0.2,8.1,12,12,86,<10,28,713541,18.85
US Tauwitchere,Laboratory,ALS,20/04/2022,320222,6059739,306,81.5,106,51,2.86,0.1,0.01,1.6,0.07,8.75,13,12,19,<5,16,262560,10.86
US Tauwitchere,Laboratory,ALS,19/05/2022,320222,6059739,3360,29.5,106,1510,1.05,0.15,0.03,0.7,0.04,6.9,11,9,6,<1,2,236283,15.19
US Tauwitchere,Laboratory,ALS,2/06/2022,320222,6059739,,,,,,,,,,6.75,,,,,,3207,1.25
US Tauwitchere,Laboratory,ALS,20/07/2022,320222,6059739,314,116,83,104,4.9,0.12,0.02,1.3,0.14,,14,19,,,,109255,9.49
US Tauwitchere,Laboratory,ALS,31/08/2022,320222,6059739,616,246,66,236,2.94,<0.02,0.04,0.7,0.14,,11,10,23,<7,23,58802,23.09
US Tauwitchere,Laboratory,ALS,28/09/2022,320222,6059739,393,95.9,64,79,0.2,0.1,0.08,2.1,0.26,,8,7,26,<4,9,41363,66.67
US Tauwitchere,Laboratory,AWQC,9/11/2022,320222,6059739,211,140,0,65,1.76,0.005,0.003,2.26,0.243,7.7,7.9,18.7,44.8,,24.6,61000,
US Tauwitchere,Laboratory,AWQC,24/11/2022,320222,6059739,1940,66,0,934,3.92,0.047,0.012,1.87,0.194,7.9,10.1,14.2,27.5,,14.8,62300,
US Tauwitchere,Laboratory,AWQC,20/12/2022,320222,6059739,254,97,81,74,2.68,0.017,0.026,2.83,0.378,7.7,13,23.7,46.6,,28.3,142000,
US Tauwitchere,Laboratory,AWQC,20/01/2023,320222,6059739,188,30,96,50,0.2,0.051,0.026,2.06,0.338,8,17.1,20.3,40.5,,22.5,42300,
US Tauwitchere,Laboratory,AWQC,15/02/2023,320222,6059739,183,53,105,62,0.4,<0.001,0.003,2.78,0.259,7.9,14.4,18.9,54.3,,28.3,244000,
US Tauwitchere,Laboratory,AWQC,16/03/2023,320222,6059739,427,23,113,149,0.64,0.002,0.002,1.4,0.049,8.3,11.3,15.8,41.3,,13,353000,
US Tauwitchere,Laboratory,AWQC,13/04/2023,320222,6059739,1590,30,146,745,<0.05,0.056,0.042,2.49,0.198,8.7,12.9,18.9,76.5,,29.2,272000,
US Tauwitchere,Laboratory,AWQC,19/05/2023,320222,6059739,414,7.1,149,127,0.08,0.003,0.011,2.22,0.157,8.6,13.1,16,33.8,,10.5,250000,
US Tauwitchere,Laboratory,AWQC,28/06/2023,320222,6059739,717,24,145,342,0.12,0.01,0.03,1.8,0.052,8.3,11.1,15.3,39.4,,14.6,683000,
US Tauwitchere,Laboratory,AWQC,27/07/2023,320222,6059739,363,48,137,105,0.38,0.002,0.009,1.98,0.174,8.2,10.8,16.8,49.1,,24.3,668000,
US Tauwitchere,Laboratory,AWQC,15/08/2023,320222,6059739,256,23,96,91,0.14,28,0.012,1.26,0.099,8.3,8.5,10.1,34.3,,18.5,306000,
US Tauwitchere,Laboratory,AWQC,28/09/2023,320222,6059739,158,48,58,93,0.15,0.031,0.008,1.71,0.091,7.9,8,10.5,25.4,,10.8,954000,
US Tauwitchere,Laboratory,AWQC,20/03/2024,320222,6059739,370,20,82,159,0.24,18,12.7,2.81,0.173,8.8,9.1,15.2,51.9,,16,425000,
US Tauwitchere,Laboratory,AWQC,8/05/2024,320222,6059739,273,12,83,87,0.12,4,4.3,2.4,0.105,8.9,9.3,12.2,30.3,,11.9,443000,
Villa de Yumpa,Laboratory,AWQC,22/01/2020,359175,6022890,115000,30,214,55100,1.27,0.06,0.016,6.38,0.233,7.9,27.2,36.6,65.8,,15.6,,
Villa de Yumpa,Laboratory,AWQC,18/02/2020,359175,6022890,125000,39,193,58000,0.64,0.074,0.003,5.59,0.188,7.9,26.8,37.8,55.8,,10.5,,
Villa de Yumpa,Laboratory,AWQC,17/03/2020,359175,6022890,137000,25,218,71500,2.04,0.09,0.003,6.69,0.198,7.8,28.9,37.5,46.9,,<0.1,,
Villa de Yumpa,Laboratory,AWQC,15/04/2020,359175,6022890,93800,10,206,47300,0.8,0.025,0.015,4.02,0.075,8,21.7,26.7,23.5,,4.33,,
Villa de Yumpa,Laboratory,AWQC,12/05/2020,359175,6022890,79500,8.8,199,43100,0.75,0.015,0.004,3.6,0.225,8.1,18.5,22.6,29.2,,7.52,,
Villa de Yumpa,Laboratory,AWQC,11/06/2020,359175,6022890,77900,6.7,196,49200,0.35,0.032,0.006,3.47,0.194,8,17.5,21,15.5,,2.86,,
Villa de Yumpa,Laboratory,AWQC,24/06/2020,359175,6022890,85600,8,201,43500,0.31,0.08,0.012,3.39,0.11,8.2,19.5,23.1,19.9,,6.26,,
Villa de Yumpa,Laboratory,ALS,7/07/2020,359175,6022890,77000,6.6,200,,<0.05,0.01,<0.01,2.8,0.96,8.58,27,25,6,<1,2,422716,
Villa de Yumpa,Laboratory,ALS,22/07/2020,359175,6022890,64000,7.7,195,33300,<0.05,<0.02,<0.01,2.6,0.48,8.62,14,16,2,<1,1,448560,
Villa de Yumpa,Laboratory,ALS,5/08/2020,359175,6022890,85400,8.2,213,47600,<0.05,<0.02,<0.01,3.6,1.38,8.72,24,29,9,<1,3,773201,18.26
Villa de Yumpa,Laboratory,ALS,26/08/2020,359175,6022890,59900,5.6,204,37300,<0.05,<0.02,<0.01,3.1,0.28,8.63,17,19,5,<1,1,209767,11.78
Villa de Yumpa,Laboratory,ALS,9/09/2020,359175,6022890,74200,10,199,39000,<0.10,<0.02,<0.01,3,0.88,8.67,26,30,8,<1,3,929586,14.72
Villa de Yumpa,Laboratory,ALS,30/09/2020,359175,6022890,72000,47.1,202,43500,<0.05,<0.02,<0.01,3.5,0.99,8.58,,28,16,<6,10,2075486,169.18
Villa de Yumpa,Laboratory,ALS,21/10/2020,359175,6022890,72200,13.9,248,41300,0.41,<0.02,<0.01,4.7,1.3,8.5,27,34,8,<1,3,2006516,35.49
Villa de Yumpa,Laboratory,ALS,17/11/2020,359175,6022890,87900,28.9,263,48500,0.81,<0.02,<0.01,4.6,2.7,8.17,32,43,26,<2,12,1064217,23.45
Villa de Yumpa,Laboratory,ALS,1/12/2020,359175,6022890,102000,23,222,50700,0.09,<0.02,<0.01,5,0.81,8.26,32,44,14,2,12,1528035,23.2
Villa de Yumpa,Laboratory,ALS,3/02/2021,359175,6022890,140000,28,200,72900,3.45,<0.02,<0.01,<10.0,2.53,7.79,48,65,10,<1,7,556522,11.72
Villa de Yumpa,Laboratory,ALS,24/02/2021,359175,6022890,121000,18.4,200,77900,2.56,<0.02,<0.01,4.2,5.24,7.77,,,9,<1,3,759392,14.06
Villa de Yumpa,Laboratory,ALS,17/03/2021,359175,6022890,112000,20.9,210,71000,3.12,<0.02,<0.01,2.3,0.34,8.57,44,54,8,<1,<1,599501,12.82
Villa de Yumpa,Laboratory,ALS,7/04/2021,359175,6022890,77700,15.3,185,60600,2.16,<0.02,<0.01,3.4,0.21,8.71,36,40,6,<2,<2,557069,43.32
Villa de Yumpa,Laboratory,ALS,12/05/2021,359175,6022890,76100,16.1,215,53300,1.01,<0.02,<0.01,3,3.34,8.55,38,43,9,<1,3,256315,7.33
Villa de Yumpa,Laboratory,ALS,21/06/2021,359175,6022890,94600,11.2,191,50000,0.46,<0.02,<0.01,2.7,4.1,7.25,27,32,14,<1,5,1181607,11.67
Villa de Yumpa,Laboratory,ALS,28/06/2021,359175,6022890,68800,10.7,187,46700,0.39,<0.02,<0.01,2.2,2.79,7.23,21,25,9,<1,2,850982,8.22
Villa de Yumpa,Laboratory,ALS,13/07/2021,359175,6022890,165000,6.2,216,45900,0.28,<0.02,<0.01,1.7,<0.01,7.35,27,33,8,<1,1,653112,7.04
Villa de Yumpa,Laboratory,ALS,9/08/2021,359175,6022890,69500,9.8,188,41800,0.38,<0.02,0.02,3.5,0.18,8.22,23,28,8,<1,2,957208,7.61
Villa de Yumpa,Laboratory,ALS,24/08/2021,359175,6022890,71000,17.4,217,40900,0.19,0.04,<0.01,1.4,0.77,7.62,25,28,4,<1,2,563984,4.29
Villa de Yumpa,Laboratory,ALS,8/09/2021,359175,6022890,80300,9.1,200,41300,0.25,<0.02,<0.01,2.6,1.73,7.66,24,29,,,,1027099,7.02
Villa de Yumpa,Laboratory,ALS,22/09/2021,359175,6022890,73200,16.6,207,41000,0.39,<0.02,<0.01,2.6,2.02,7.71,23,27,7,<1,2,936383,7.42
Villa de Yumpa,Laboratory,ALS,26/10/2021,359175,6022890,83100,12.6,226,43000,0.43,0.02,<0.01,1.9,3.37,8.91,27,32,7,1,6,1713309,16.94
Villa de Yumpa,Laboratory,ALS,16/11/2021,359175,6022890,84400,16,207,36700,1.09,<0.02,0.03,4.1,0.33,7.72,27,34,10,<1,5,1537717,14.87
Villa de Yumpa,Laboratory,ALS,14/12/2021,359175,6022890,83500,26,227,41800,4.58,<0.02,<0.01,4.7,0.3,8,38,53,29,2,10,1695742,57.07
Villa de Yumpa,Laboratory,ALS,20/01/2022,359175,6022890,98500,38,192,49500,4.56,<0.02,<0.01,4.3,0.21,9.55,40,57,17,2,32,1146132,31.75
Villa de Yumpa,Laboratory,ALS,22/02/2022,359175,6022890,93900,14.6,202,46100,2.61,<0.02,0.02,2.9,1.06,7.81,32,40,11,<2,10,1097856,25.28
Villa de Yumpa,Laboratory,ALS,16/03/2022,359175,6022890,94800,16.5,393,37200,3.78,<0.02,<0.01,3.6,1.48,8.44,34,43,25,<2,4,1178529,31.4
Villa de Yumpa,Laboratory,ALS,20/04/2022,359175,6022890,49500,7.7,166,26000,0.54,<0.02,<0.01,1.2,0.09,11.27,21,22,8,4,3,516153,14.63
Villa de Yumpa,Laboratory,ALS,19/05/2022,359175,6022890,47300,11.7,165,25200,2.45,<0.02,<0.01,6.4,0.32,7.9,24,28,10,1,1,400259,9.97
Villa de Yumpa,Laboratory,ALS,2/06/2022,359175,6022890,38200,13.6,159,25600,1.7,0.08,0.03,4.2,<0.02,7.64,21,24,9,<1,8,376540,6.78
Villa de Yumpa,Laboratory,ALS,21/07/2022,359175,6022890,63000,15.1,182,29500,2.02,<0.02,<0.01,4,0.24,,27,32,,,,584611,8.74
Villa de Yumpa,Laboratory,ALS,31/08/2022,359175,6022890,71600,11.8,186,26200,0.81,<0.02,<0.01,3.4,<0.01,,24,28,8,<1,2,128023,3.5
Villa de Yumpa,Laboratory,ALS,29/09/2022,359175,6022890,54700,18.8,210,30700,0.64,<0.02,<0.01,2.2,<0.1,,23,28,12,3,9,688630,14.93
Villa de Yumpa,Laboratory,AWQC,9/11/2022,359175,6022890,55500,6.8,208,29200,,0.032,0.002,,0.009,8.3,16.6,21.1,27.1,,7.91,531000,
Villa de Yumpa,Laboratory,AWQC,24/11/2022,359175,6022890,46700,9.5,183,24600,0.34,0.022,<0.5,2.72,0.093,8.2,15,19.3,32.3,,12.4,643000,
Villa de Yumpa,Laboratory,AWQC,20/12/2022,359175,6022890,60100,12,200,30400,0.49,0.043,0.016,3.58,0.135,8.2,17.9,22.2,20.5,,7.17,1210000,
Villa de Yumpa,Laboratory,AWQC,20/01/2023,359175,6022890,50500,15,189,26800,0.81,0.029,0.001,2.72,0.116,8,18.4,23,45.4,,19.5,1050000,
Villa de Yumpa,Laboratory,AWQC,15/02/2023,359175,6022890,46500,6.5,183,27400,0.71,0.036,0.005,2,0.074,8,18,20.5,25.3,,10.3,607000,
Villa de Yumpa,Laboratory,AWQC,16/03/2023,359175,6022890,60100,11,207,32500,0.74,0.026,0.009,3.33,0.037,8.1,20.5,25.6,68.1,,26.4,1080000,
Villa de Yumpa,Laboratory,AWQC,13/04/2023,359175,6022890,69800,26,242,35000,3.89,0.052,0.001,4.35,0.194,8,21.3,32.9,130,,61.3,2080000,
Villa de Yumpa,Laboratory,AWQC,19/05/2023,359175,6022890,63900,11,215,34100,6.16,0.023,0.008,4.93,0.025,8,20.2,26.6,95.9,,33.3,1330000,
Villa de Yumpa,Laboratory,AWQC,28/06/2023,359175,6022890,47400,14,183,25700,4.22,8,7.3,3.74,0.062,7.8,17.7,22.4,112,,38.4,1250000,
Villa de Yumpa,Laboratory,AWQC,27/07/2023,359175,6022890,50800,14,199,25600,5.55,0.017,0.003,3.25,0.134,8,21,26.8,121,,45.1,1550000,
Villa de Yumpa,Laboratory,AWQC,16/08/2023,359175,6022890,52000,11,208,26900,6.2,0.023,0.001,4.06,0.052,8.2,20.9,25.3,156,,50,1680000,
Villa de Yumpa,Laboratory,AWQC,28/09/2023,359175,6022890,52400,25,213,25500,5.84,25,0.001,4.72,0.135,8.2,20.6,29.6,168,,66.1,1690000,
Villa de Yumpa,Laboratory,AWQC,21/03/2024,359175,6022894,92200,21,199,40000,8.5,0.049,0.003,5.78,0.204,7.9,36.7,45.2,51.8,,24.4,4270000,
Villa de Yumpa,Laboratory,AWQC,9/05/2024,359175,6022894,91000,16,218,49200,8.77,<1,3.7,6.03,0.268,8,35.2,46.8,75.3,,23.4,2880000,
