Sampling_point,Date,Easting,Northing,Distance_Murray_Mouth,AMPA_ug_L,Acidity_as_Calcium_Carbonate_mg_L,Aldrin_ug_L,Algae_Total_cells_mL,Alkalinity_as_Calcium_Carbonate_mg_L,Aluminium_Soluble_mg_L,Aluminium_Total_mg_L,Ammonia_as_N_mg_L,Antimony_Total_mg_L,Arsenic_Inorganic_mg_L,Atrazine_ug_L,Azinphos_methyl_ug_L,Bicarbonate_mg_L,Blue_Green_Algae_Total_cells_mL,Cadmium_Total_mg_L,Calcium_mg_L,Calcium_Hardness_as_CaCO3_mg_L,Carbon_Dioxide_Free_mg_L,Carbonate_mg_L,Carbonate_hardness_as_CaCO3_mg_L,Cells_ml_cells_mL,Chlordane_a_ug_L,Chlordane_g_ug_L,Chloride_mg_L,Chlorides_Total_as_NaCl_mg_L,Chlorophyll_a_ug_L,Chlorophyll_b_ug_L,Chlorothalonil_ug_L,Chlorpyrifos_ug_L,Chlorthal_Dimethyl_ug_L,Chromium_Total_mg_L,Conductivity_uS_cm,Copper_Total_mg_L,DDD_ug_L,DDE_ug_L,DDT_ug_L,Diazinon_ug_L,Dieldrin_ug_L,Dissolved_Organic_Carbon_mg_L,Dissolved_Oxygen_mg_L,Dissolved_solids_by_calculation_mg_L,Endosulfan_ug_L,Endosulfan_1_ug_L,Endosulfan_2_ug_L,Endosulfan_Sulphate_ug_L,Endrin_ug_L,Fenitrothion_ug_L,Fixed_Solids_mg_L,Geosmin_MIB_producing_BGA_Total_cells_mL,Glyphosate_ug_L,Heptachlor_ug_L,Heptachlor_Epoxide_ug_L,Hexazinone_ug_L,Ion_balance_percent,Iron_Soluble_mg_L,Iron_Total_mg_L,Langelier_Index,Lead_Total_mg_L,Lindane_ug_L,Magnesium_mg_L,Magnesium_Hardness_as_CaCO3_mg_L,Malathion_ug_L,Mercury_Total_mg_L,Methoxychlor_ug_L,Nickel_Total_mg_L,Nitrate_Nitrite_as_N_mg_L,Nitrate_as_Nitrogen_mg_L,Nitrite_as_Nitrogen_mg_L,Nitrogen_Total_mg_L,Noncarbonate_hardness_as_CaCO3_mg_L,Parathion_ug_L,Parathion_methyl_ug_L,Phaeophytin_a_ug_L,Phosphorus_Filterable_Reactive_as_P_mg_L,Phosphorus_Total_mg_L,Potassium_mg_L,Prometryne_ug_L,Selenium_Total_mg_L,Silica_Reactive_mg_L,Silver_Total_mg_L,Simazine_ug_L,Sodium_mg_L,Sodium_Adsorption_Ratio_Calculation,Sodium_Total_cations_ratio_percent,Sulphate_mg_L,Suspended_Solids_mg_L,TKN_as_Nitrogen_mg_L,Temperature_at_which_pH_is_measured_celsius,Total_Dissolved_Solids_by_EC_mg_L,Total_Dissolved_Solids_by_evaporation_mg_L,Total_Hardness_as_CaCO3_mg_L,Total_Organic_Carbon_mg_L,Trifluralin_ug_L,Turbidity_NTU,Vinclozolin_ug_L,Volatile_Suspended_Solids_mg_L,Zinc_Soluble_mg_L,Zinc_Total_mg_L,pH_pH_units,Total_Nitrogen
Mark Pt,27/06/2000 0:00,325762,6054914,20.97,,,,,,,1.03,0.1,0.003,0.002,,,158,,0.0004,304,,,,,,,,15000,,12,1.3,,,,0.001,39100,,,,,,,,,,,,,,,,,,,,,,-1.3,,0.696,,0.005,,994,,,0.0003,,0.1,0.005,,,,,,,,0.005,0.068,279,,0.033,0.1,0.0006,,8160,,,2170,47,0.64,,25000,,,,,13,,,,0.03,7,0.645
Mark Pt,11/09/2000 18:00,325762,6054914,20.97,,,,,124,,3.45,0.2,,0.002,,,151,,0.0004,76.3,,,,,,,,2880,,57,3.7,,,,0.007,9020,,,,,,,,,,,,,,,,,,,,,,-1,,3.81,,0.005,,196,,,0.0003,,0.007,0.016,,,,,,,,0.005,0.27,59.8,,0.003,1,0.0005,,1580,,,400,170,2.1,,5100,,,,,83,,,,0.01,8.2,2.116
Mark Pt,6/12/2000 13:40,325762,6054914,20.97,,,0.05,,109,,0.574,0.2,0.002,0.004,0.5,0.5,125,,0.0004,,,,4,,,0.05,0.05,,,20,2.8,0.05,0.05,0.05,0.005,28200,,0.05,0.05,0.05,0.5,0.05,,,,,0.05,0.05,0.05,0.05,0.5,,,10,0.05,0.05,0.5,,,0.377,,0.005,0.05,,,0.5,0.0003,0.05,0.01,0.005,,,,,0.5,0.3,,0.005,0.12,,0.5,0.002,,0.003,0.5,,,,,,1.75,,17000,,,,0.1,11,0.05,,,0.01,8.5,1.755
Mark Pt,29/03/2001 15:00,325762,6054914,20.97,,,,,119,,0.373,0.059,0.002,0.002,,,145,,0.0004,381,,,,,,,,18900,,7.2,0.8,,,,0.001,49300,0.001,,,,,,,,,,,,,,,,,,,,,-0.23,,0.149,,0.015,,1290,,,0.0003,,0.006,0.005,,,,,,,,0.005,0.031,355,,0.002,,0.0004,,10500,,,2750,,0.33,,32000,,,,,3.3,,,,0.01,8.1,0.335
Mark Pt,9/08/2001 15:00,325762,6054914,20.97,,,,,115,,3.87,0.2,0.002,0.003,,,140,,0.0004,220,,,,,,,,11700,,41,0.7,,,,0.008,30200,,,,,,,,,,,,,,,,,,,,,,-2.47,,4.19,,0.005,,741,,,0.0008,,0.002,0.005,,,,,,,,0.005,0.18,230,,0.002,1,0.0008,,6200,,,1570,142,1.3,,19000,,,,,68,,,,0.018,8.1,1.305
Mark Pt,20/10/2001 15:30,325762,6054914,20.97,,,,,129,,0.412,0.2,0.002,0.002,,,145,,0.008,195,,,6,,,,,10300,,7.3,0.1,,,,0.02,27900,,,,,,,,,,,,,,,,,,,,,,-3.96,,0.052,,0.1,,641,,,0.0003,,0.04,0.006,,,,,,,,0.005,0.04,192,,0.002,2,0.004,,5300,,,1360,,0.51,,17000,,,,,2.3,,,,0.2,8.5,0.516
Mark Pt,10/12/2001 15:00,325762,6054914,20.97,,,,,134,,1.2,0.02,0.003,0.003,,,157,,0.006,250,,,3,,,,,12800,,43,1.4,,,,0.03,36600,,,,,,,,,,,,,,,,,,,,,,-0.99,,1.12,,0.005,,839,,,0.0012,,0.014,0.005,,,,,,,,0.005,0.134,256,,0.002,2,0.008,,7040,,,1810,,1.6,,23000,,,,,21,,,,0.03,8.4,1.605
Mark Pt,26/03/2002 0:00,325762,6054914,20.97,,,,,130,,2.11,0.049,0.002,0.003,,,159,,0.005,398,,,,,,,,19500,,48,1.5,,,,0.05,51800,,,,,,,,,,,,,,,,,,,,,,-0.14,,1.61,,0.005,,1320,,,0.0003,,0.005,0.005,,,,,,,,0.005,0.25,378,,0.002,1.2,0.008,,10800,,,2690,,2.14,,34000,,,,,38,,,,0.03,8,2.145
Mark Pt,18/07/2002 14:40,325762,6054914,20.97,,,,,127,,0.343,0.2,0.002,0.002,,,155,,0.005,389,,,,,,,,19400,,3.9,0.7,,,,0.03,50100,,,,,,,,,,,,,,,,,,,,,,-1.29,,0.183,,0.005,,1290,,,0.0003,,0.005,0.011,,,,,,,,0.008,0.041,378,,0.002,2,0.002,,10500,,,2690,,0.38,,33000,,,,,4.1,,,,0.03,8,0.391
Mark Pt,18/11/2002 12:30,325762,6054914,20.97,,,,,140,,0.33,0.044,0.002,0.002,,,171,,0.005,529,,,,,,,,26500,,9,1.5,,,,0.01,64600,,,,,,,,,,,,,,,,,,,,,,-0.89,,0.235,,0.005,,1780,,,0.0003,,0.013,0.014,,,,,,,,0.005,0.095,523,,0.002,2,0.008,,14400,,,3660,,1.49,,44000,,,,,5.1,,,,0.03,7.9,1.504
Mark Pt,17/02/2003 15:00,325762,6054914,20.97,5,,0.01,,153,,0.251,0.2,0.002,0.006,0.5,0.5,181,,0.005,623,,,3,,,0.01,0.01,34600,,22,1.4,0.05,0.05,0.05,0.01,79200,,0.05,0.05,0.05,0.5,0.01,,,,,0.05,0.05,0.05,0.05,0.5,,,5,0.05,0.05,0.5,-1.83,,0.07,,0.005,0.05,2290,,0.5,0.0003,0.05,0.018,0.005,,,,,0.5,0.3,,0.011,0.148,690,0.5,0.001,3,0.002,0.5,18400,,,4710,,1.97,,56000,,,,0.05,3.9,0.05,,,0.03,8.4,1.975
Mark Pt,27/03/2003 15:00,325762,6054914,20.97,,,,,125,,0.084,0.04,0.002,0.003,,,152,,0.005,446,,,,,,,,25500,,6.5,0.2,,,,0.01,63500,,,,,,,,,,,,,,,,,,,,,,-3.38,,0.025,,0.005,,1590,,,0.0003,,0.011,0.019,,,,,,,,0.009,0.064,479,,0.002,1,0.002,,13200,,,3370,,0.95,,43000,,,,,2.4,,,,0.03,8.2,0.969
Mark Pt,29/05/2003 16:45,325762,6054914,20.97,,,0.01,,121,,0.101,0.2,0.002,0.002,0.5,0.5,148,,0.005,397,,,,,,0.01,0.01,19400,,3.9,0.4,0.05,0.05,0.05,0.01,51200,,0.05,0.05,0.05,0.5,0.01,,,,,0.05,0.05,0.05,0.05,0.5,,,,0.05,0.05,0.5,-1.85,,0.012,,0.005,0.05,1290,,0.5,0.0003,0.05,0.012,0.008,,,,,0.5,0.3,,0.011,0.056,379,0.5,0.001,0.14,0.002,0.5,10300,,,2730,,0.41,,34000,,,,0.05,1.3,0.05,,,0.03,8.3,0.418
Mark Pt,18/06/2003 0:00,325762,6054914,20.97,,,,,120,,0.078,0.2,0.002,0.002,,,146,,0.005,394,,,,,,,,21300,,0.6,0.1,,,,0.01,51600,,,,,,,,,,,,,,,,,,,,,,-4.42,,0.025,,0.005,,1290,,,0.0003,,0.006,0.013,,,,,,,,0.009,0.1,386,,0.002,0.27,0.002,,10800,,,2710,,0.25,,34000,,,,,0.44,,,,0.03,8.1,0.263
Mark Pt,30/06/2003 11:43,325762,6054914,20.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33000,,,,,,,,,,8.2,
Mark Pt,24/07/2003 9:42,325762,6054914,20.97,,,,,132,,2.8,0.2,0.002,0.002,,,161,,0.005,417,,,,,,,,19800,,37,3,,,,0.01,51500,,,,,,,,11.4,,,,,,,,,,,,,,-0.14,,2.82,,0.005,,1360,,,0.0003,,0.009,0.006,,,,,,,,0.006,0.21,390,,0.002,0.17,0.0016,,10800,,,2440,,1.66,,34000,,,,,37,,,,0.03,7.8,1.666
Mark Pt,20/08/2003 9:48,325762,6054914,20.97,,,,,144,,0.183,0.25,0.002,0.002,,,172,,0.005,444,,,2,,,,,23500,,3.4,0.1,,,,0.01,61100,,,,,,,,,,,,,,,,,,,,,,-3.81,,0.045,,0.005,,1510,,,0.0003,,0.005,0.005,,,,,,,,0.005,0.062,442,,0.003,0.16,0.002,,12000,,,3230,,0.76,,41000,,,,,1.6,,,,0.03,8.3,0.765
Mark Pt,15/09/2003 16:10,325762,6054914,20.97,,,,,156,,2.82,0.039,0.002,0.002,,,190,,0.005,150,,,,,,,,6360,,59,5.2,,,,0.03,18100,,,,,,,,,,,,,,,,,,,,,,-3.01,,2.27,,0.005,,422,,,0.0003,,0.054,0.008,,,,,,,,0.008,0.374,117,,0.003,0.5,0.002,,3310,,,877,,3.28,,11000,,,,,39,,,,0.1,8,3.288
Mark Pt,27/10/2003 11:30,325762,6054914,20.97,,,,,173,,0.2,0.016,0.002,0.003,,,187,,0.005,409,,,12,,,,,18900,,1.6,0.3,,,,0.01,51500,,,,,,,,,,,,,,,,,,,,,,3.42,,0.111,,0.005,,1400,,,0.001,,0.012,0.005,,,,,,,,0.005,0.078,401,,0.001,0.29,0.002,,11400,,,2950,,1.32,,34000,,,,,1.1,,,,0.03,8.4,1.325
Mark Pt,24/11/2003 11:17,325762,6054914,20.97,,,,,197,,0.18,0.104,0.002,0.002,,,241,,0.005,688,,,,,,,,31700,,30,3.8,,,,0.01,75500,,,,,,,,,59500,,,,,,,,,,,,,2.94,,0.096,,0.005,,2350,,,0.0003,,0.027,0.005,,,,,,,,0.016,0.191,706,,0.002,0.74,0.002,,18900,,,5100,,2.79,,53000,,,,,5.6,,,,0.03,8.2,2.795
Mark Pt,9/12/2003 0:01,325762,6054914,20.97,,,,,196,0.106,,0.016,,,,,239,,0.005,695,,,,,,,,35000,,26,4.2,,,,0.01,77600,0.01,,,,,,,,,,,,,,,,,,,,,-0.08,0.025,,,0.005,,2490,,,0.0003,,,0.005,,,,,,,,0.033,0.163,706,,,1.2,0.0023,,19300,,,5210,,2.74,,55000,,,,,5.1,,,0.03,,8.3,2.745
Mark Pt,20/01/2004 9:32,325762,6054914,20.97,,,,,145,,0.143,0.029,0.002,0.004,,,177,,0.006,474,,,,,,,,25200,,19,1.3,,,,0.01,61500,,,,,,,,,,,,,,,,,,,,,,-4.07,,0.123,,0.005,,1590,,,0.0003,,0.024,0.005,,,,,,,,0.017,0.105,473,,0.001,0.82,0.002,,12800,,,3370,,0.95,,42000,,,,,11,,,,0.03,8,0.955
Mark Pt,24/02/2004 10:35,325762,6054914,20.97,,,,,145,,0.08,0.012,0.002,0.005,,,177,,0.005,487,,,,,,,,24700,,6.6,0.6,,,,0.01,59900,,,,,,,,,,,,,,,,,,,,,,-0.05,,0.032,,0.005,,1680,,,0.0003,,0.005,0.005,,,,,,,,0.011,0.075,507,,0.001,0.24,0.002,,13700,,,3590,,0.98,,40000,,,,,3.4,,,,0.03,8.3,0.985
Mark Pt,25/03/2004 15:30,325762,6054914,20.97,,,,,133,0.072,,0.04,,,,,162,,0.005,501,,,,,,,,24400,,12,1.2,,,,0.01,61900,0.01,,,,,,,,44100,,,,,,,,,,,,,-0.67,0.02,,,0.005,,1680,,,0.0003,,,0.026,,,,,,,,0.018,0.089,505,,,0.18,0.002,,13300,,,3620,,0.95,,42000,,,,,3.5,,,0.03,,8,0.976
Mark Pt,21/04/2004 9:38,325762,6054914,20.97,,,,,134,,0.101,1,0.002,0.003,,,163,,0.005,505,,,,,,,,23300,,14,2.4,,,,0.01,56900,,,,,,,,,,,,,,,,,,,,,,4.75,,0.041,,0.005,,1690,,,0.0006,,0.005,0.005,,,,,,,,0.065,0.208,565,,0.001,0.07,0.002,,14500,,,3610,,2.17,,38000,,,,,2.4,,,,0.03,7.8,2.175
Mark Pt,26/05/2004 10:43,325762,6054914,20.97,,,,,127,,0.426,0.046,0.002,0.002,,,155,,0.005,434,,,,,,,,20800,,11,1,,,,0.01,43600,,,,,,,,,,,,,,,,,,,,,,-1.16,,0.436,,0.005,,1400,,,0.0003,,0.005,0.005,,,,,,,,0.012,0.118,411,,0.002,0.38,0.002,,11200,,,2980,,0.61,,28000,,,,,8,,,,0.03,8,0.615
Mark Pt,21/06/2004 18:00,325762,6054914,20.97,,,,,122,0.077,0.108,0.064,,,,,149,,0.005,414,,,,,,,,20900,,3.9,0.4,,,,0.01,52600,0.01,,,,,,,,37100,,,,,,,,,,,,,-2.19,0.02,0.064,,0.005,,1360,,,0.0003,,,0.023,,,,,,,,0.005,0.065,429,,,0.42,0.002,,11000,,,2880,,0.37,,35000,,,,,1.5,,,0.03,0.03,8.1,0.393
Mark Pt,28/07/2004 9:25,325762,6054914,20.97,,,,,,,0.113,0.061,0.002,0.002,,,,,0.005,422,1050,,,,,,,,,3.8,0.4,,,,0.01,53600,,,,,,,,,,,,,,,,,,,,,,,,0.072,,0.005,,1380,5690,,0.0005,,0.008,0.005,,,,,,,,0.005,0.063,,,0.001,0.06,0.002,,,,,,,0.67,,35000,,6745,,,2.5,,,,0.03,8.1,0.675
Mark Pt,25/08/2004 10:13,325762,6054914,20.97,,,,,,,0.252,0.012,0.1,0.002,,,,,0.005,359,,,,,,,,,,10,1.1,,,,0.01,47800,,,,,,,,,,,,,,,,,,,,,,,,0.149,,0.005,,1220,,,0.0003,,0.01,0.006,,,,,,,,0.005,0.076,,,0.001,0.36,0.002,,,,,,,1.34,,31000,,,,,5.2,,,,0.03,8.3,1.346
Mark Pt,15/09/2004 12:30,325762,6054914,20.97,,,,,146,0.05,0.226,0.148,,,,,178,,0.005,363,,,,,,,,16000,,,,,,,0.01,43700,0.01,,,,,,,,29800,,,,,,,,,,,,,2.19,0.025,0.322,,0.005,,1180,,,0.0003,,,0.01,,,,,,,,0.019,0.067,337,,,0.35,0.002,,9300,,,2520,,1.21,,28000,,,,,6,,,0.03,0.03,8.1,1.22
Mark Pt,27/10/2004 10:00,325762,6054914,20.97,,,,,,,0.532,0.02,0.002,0.004,,,,,0.005,433,,,,,,,,,,50,2.7,,,,0.01,55100,,,,,,,,,,,,,,,,,,,,,,,,0.926,,0.005,,1490,,,0.0003,,0.005,0.005,,,,,,,,0.015,0.234,,,0.001,1.2,0.002,,,,,,,2.25,,37000,,,,,55,,,,0.03,7.9,2.255
Mark Pt,29/11/2004 9:20,325762,6054914,20.97,,,,,,,0.093,0.091,0.002,0.003,,,,,0.005,489,,,,,,,,,,22,2,,,,0.01,61600,,,,,,,,,,,,,,,,,,,,,,,,0.136,,0.005,,1670,,,0.0003,,0.005,0.005,,,,,,,,0.005,0.136,,,0.002,2.2,0.002,,,,,,,1.79,,42000,,,,,6.8,,,,0.03,8.1,1.795
Mark Pt,8/12/2004 19:40,325762,6054914,20.97,,,,,176,0.05,0.206,0.01,0.002,,,,215,,0.007,753,,,,,,,,34500,,51,5.2,,,,0.01,76900,0.02,,,,,,,,64100,,,,,,,,,,,,,0.65,0.025,0.44,,0.005,,2160,,,0.0003,,,0.005,,,,,,,,0.005,0.262,763,,,2.5,0.002,,20100,,,5720,,2.98,,54000,,,,,33,,,0.03,0.03,8.2,2.985
Mark Pt,13/01/2005 10:43,325762,6054914,20.97,,,,,,,0.101,0.009,0.002,0.003,,,,,0.005,455,,,,,,,,,,14,0.9,,,,0.01,56500,,,,,,,,,,,,,,,,,,,,,,,,0.131,,0.005,,1540,,,0.0003,,,0.005,,,,,,,,0.008,0.118,,,0.001,0.83,0.002,,,,,,,0.98,,38000,,,,,6.2,,,,0.07,8.5,0.985
Mark Pt,8/03/2005 15:00,325762,6054914,20.97,,,,,111,0.05,0.05,0.054,,,,,135,,0.005,446,,,,,,,,22500,,6.6,0.7,,,,0.01,58000,0.01,,,,,,,,40100,,,,,,,,,,,,,-1.43,0.02,0.042,,0.005,,1500,,,0.0003,,,0.013,,,,,,,,0.023,0.069,462,,,0.26,0.002,,12100,,,3130,,0.73,,39000,,,,,3,,,0.03,0.03,8.2,0.743
Mark Pt,11/09/2012 11:00,325762,6054914,20.97,,,,1070000,,,,0.008,,,,,,175,,,,,,,178137.5,,,4930,,38.6,9.54,,,,,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.003,0.099,,,,2.68,,,,,,,,1.17,,8200,,,,,3.9,,,,,,1.173
Mark Pt,13/12/2012 8:45,325762,6054914,20.97,,,,340000,,,,0.007,,,,,,100,,,,,,,56658.33333,,,4860,,9.96,3.33,,,,,14200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,,,0.007,0.102,,,,3.95,,,,,,,,1.1,,8200,,,,,0.68,,,,,,1.109
Mark Pt,13/02/2013 11:18,325762,6054914,20.97,,,,1790000,,,,0.006,,,,,,,,,,,,,596733.3333,,,12100,,31.1,17.8,,,,,33900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.006,0.106,,,,5.04,,,,,,,,1.07,,21000,,,,,8.8,,,,,,1.073
Mark Pt,18/03/2013 13:23,325762,6054914,20.97,,,,303000,,,,0.005,,,,,,,,,,,,,100966.6667,,,18600,,13.5,2.52,,,,,50400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,,,,,,0.003,0.076,,,,3.57,,,,,,,,0.65,,33000,,,,,6.7,,,,,,0.653
Mark Pt,24/09/2013 12:43,325762,6054914,20.97,,,,7960,,,,0.014,,,,,,5530,,,,,,,796.2,,,6300,,26.3,2.67,,,,,19800,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,0.006,,,,,,,,0.003,0.11,,,,2.03,,,,,,,,1.36,,12000,,,,,28,,,,,8.1,1.366
Mark Pt,22/10/2013 13:25,325762,6054914,20.97,,,,1920,,,,0.005,,,,,,,,,,,,,481.25,,,6030,,14.8,1.69,,,,,17200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,,,,,,0.004,0.052,,,,4.8,,,,,,,,0.91,,10000,,,,,4.6,,,,,8.1,0.935
Mark Pt,21/11/2013 12:00,325762,6054914,20.97,,,,537,,,,0.008,,,,,,320,,,,,,,107.4,,,17800,,60.7,6.46,,,,,47200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,,,,,,0.003,0.209,,,,3.5,,,,,,,,2.34,,31000,,,,,40,,,,,8.1,2.344
Mark Pt,17/12/2013 10:38,325762,6054914,20.97,,,,30,,,,0.011,,,,,,,,,,,,,30,,,12000,,8.79,2.59,,,,,34100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,,,0.003,0.06,,,,3.52,,,,,,,,1.01,,21000,,,,,4.3,,,,,8,1.019
Mark Pt,22/01/2014 12:25,325762,6054914,20.97,,,,212000,,,,0.016,,,,,,,,,,,,,53032.5,,,17800,,15.4,2.18,,,,,47300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013,,,,,,,,0.006,0.098,,,,5.94,,,,,,,,1.52,,31000,,,,,12,,,,,7.8,1.533
Mark Pt,14/07/2014 12:47,325762,6054914,20.97,,,,22700,115,,,0.005,,,,,141,,,,,,,,5675,,,14900,,14.4,0.78,,,,,42800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.005,0.003,,,,,,0.003,0.066,,,,0.28,,,,,,,,0.56,,27000,,,,,7.6,,,,,8.1,0.563
Mark Pt,16/09/2014 13:57,325762,6054914,20.97,,,,26600,,,,0.094,,,,,,25100,,,,,,,2957.777778,,,12000,,3.4,0.41,,,,,33700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,,,,,,,,0.003,0.044,,,,0.93,,,,,,,,0.64,,21000,,,,,5.9,,,,,,0.724
Mark Pt,15/10/2014 13:12,325762,6054914,20.97,,,,160,126,,,0.04,,,,,153,,,,,,,,32,,,15300,,8.27,1.25,,,,,44100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.005,0.003,,,,,,0.003,0.049,,,,1.39,,,,,,,,0.79,,28000,,,,,4.8,,,,,8.1,0.793
Mark Pt,13/11/2014 10:30,325762,6054914,20.97,,,,1220,,,,0.005,,,,,,,,,,,,,305,,,14500,,3.99,0.95,,,,,41100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,,,0.75,,,,,0.003,0.048,,,,1.49,,,,,,,,0.75,,26000,,,,,0.8,,,,,,0.754
Mark Pt,10/12/2014 12:00,325762,6054914,20.97,,,,5050,,,,0.005,,,,,,,,,,,,,1010,,,11300,,6.61,0.85,,,,,32900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,0.81,,,,,0.003,0.081,,,,1.69,,,,,,,,0.8,,20000,,,,,7.4,,,,,,0.806
Mark Pt,21/01/2015 13:30,325762,6054914,20.97,,5.8,,590,119,,,0.006,,,,,145,,,,,,,,84.28571429,,,12800,,6.73,0.79,,,,,35100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008,0.008,0.003,0.56,,,,,0.003,0.048,,,,0.17,,,,,,,,0.55,,22000,,,,,7.7,,,,,8.2,0.558
Mark Pt,23/04/2015 12:35,325762,6054914,20.97,,,,65,121,,,0.005,,,,,144,,,,,,2,,13,,,9630,,3.05,0.73,,,,,26300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,0.005,0.003,0.52,,,,,0.003,0.038,,,,1.65,,,,,,,,0.52,,16000,,,,,4,,,,,8.3,0.523
Mark Pt,16/07/2015 12:05,325762,6054914,20.97,,,,,,,,0.013,,,,,,,,,,,,,,,,11300,,5.14,0.66,,,,,32300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,,,0.65,,,,,0.003,0.044,,,,1.05,,,,,,,,0.57,,20000,,,,,4.8,,,,,,0.645
Mark Pt,8/10/2015 12:00,325762,6054914,20.97,,,,,,,,0.037,,,,,,,,,,,,,,,,12700,,2.99,0.6,,,,,35000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,1.03,,,,,0.003,0.058,,,,0.93,,,,,,,,1.02,,22000,,,,,3.6,,,,,,1.025
Mark Pt,5/01/2016 11:00,325762,6054914,20.97,,,,,,,,0.005,,,,,,,,,,,,,,,,18200,,2.16,0.5,,,,,48200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003,,,0.68,,,,,0.036,0.061,,,,0.75,,,,,,,,0.68,,31000,,,,,2.5,,,,,,0.683
Long Point,7/01/1998 0:00,333756,6048260,31.43,,,0.05,,79,,0.558,0.015,0.001,0.005,1.2,0.6,96,,0.0002,508,1270,2,,79,,,,27200,44800,,,,,0.05,0.005,69900,0.005,,,,0.6,0.05,,,48700,0.05,,,0.05,,0.6,,,,0.05,0.05,1.5,-0.42,,0.643,1.02,0.001,0.05,1780,7340,0.6,,,,0.005,,,,8528,0.6,0.6,,0.025,0.285,625,1.2,0.001,3,0.0002,1.2,14900,70.1,77.6,3640,,3.5,,48000,,8607,,0.1,,,,,0.284,8,3.505
Long Point,8/04/1998 0:00,333756,6048260,31.43,,,0.05,,84,,0.068,0.13,0.001,0.002,1.2,0.6,102,,0.0002,392,980,3,,84,,,,21200,35000,,,,,0.05,0.001,54600,0.005,,,,0.6,0.05,,,37100,0.05,,,0.05,,0.6,,,,0.05,0.05,1.5,-2.69,,0.023,0.72,0.005,0.05,1420,5830,0.6,,,,0.007,,,,6725,0.6,0.6,,0.05,0.07,415,1.2,0.001,1,0.0004,1.2,10900,57.6,76.4,2670,,1.2,,36000,,6809,,0.1,,,,,0.033,7.8,1.207
Long Point,24/08/1998 14:50,333756,6048260,31.43,,,,,119,,0.073,0.222,0.001,0.001,,,145,,0.0004,232,579,3,,119,,,,12800,21200,,,,,,0.005,35700,0.005,,,,,,,,22700,,,,,,,,,,,,,-2.1,,0.055,0.73,0.008,,855,3520,,,,,0.041,,,,3982,,,,0.025,0.038,253,,0.001,1,0.0002,,6760,45.9,76.9,1650,,0.68,,22000,,4101,,,,,,,0.351,7.9,0.721
Long Point,1/12/1998 16:20,333756,6048260,31.43,,,,,148,,1.28,0.05,0.001,0.007,,,180,,0.0002,526,1310,3,,148,,,,23200,38200,,,,,,0.002,60000,0.003,,,,,,,,42200,,,,,,,,,,,,,0.45,,1.17,1.24,0.005,,1680,6930,,,,,0.07,,,,8097,,,,0.05,0.16,707,,0.001,5,0.0007,,12600,60.6,75.1,3300,,2.2,,40000,,8244,,,,,,,0.06,7.9,2.27
Long Point,9/12/1999 14:20,333756,6048260,31.43,,,,,,,0.639,0.025,0.002,0.002,,,,,0.0004,,,,,,,,,,,9.6,0.2,,,,0.001,42100,,,,,,,,,,,,,,,,,,,,,,,,0.408,,0.005,,,,,0.0003,,0.024,0.005,,,,,,,,0.005,0.142,,,0.002,2,0.0004,,,,,,,1.7,,27000,,,,,9.3,,,,0.077,8.5,1.705
Long Point,27/03/2000 16:59,333756,6048260,31.43,,,,,,,0.336,0.123,,,,,,,0.001,,,,,,,,,,,7,1.6,,,,0.001,53100,,,,,,,,,,,,,,,,,,,,,,,,0.119,,0.005,,,,,0.0003,,,0.005,,,,,,,,0.02,0.089,,,,0.02,0.0012,,,,,,,1,,35000,,,,,2.1,,,,0.012,8.2,1.005
