ISOTime,WL,SAL,TEMP,TRACE_1,TRACE_2,TRACE_3,TRACE_4,TRACE_5,SS1,RET,OXY,RSI,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN,mag_ulva,in,ip,TOT_TN,TOT_TP,TOT_TOC
11/01/2012 00:00:00,0.5564,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/2012 00:00:00,0.6008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13/01/2012 00:00:00,0.7017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14/01/2012 00:00:00,0.7171,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15/01/2012 00:00:00,0.7082,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.5714,1.5833,0.1398,0.0140,1358.3333,1370.4481,140.3535,140.3535,2.6923,3.3654,135.8333,0.0000,0.0000,0.0000,195.0000,6.6129,2733.3333
16/01/2012 00:00:00,0.7146,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.5645,1.5565,0.1467,0.0147,1357.5269,1359.8759,141.4723,141.4723,2.6878,3.3597,136.9892,0.0000,0.0000,0.0000,196.0369,6.6056,2723.9247
17/01/2012 00:00:00,0.7472,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.5576,1.5296,0.1537,0.0154,1356.7204,1349.3036,142.5910,142.5910,2.6833,3.3541,138.1452,0.0000,0.0000,0.0000,197.0737,6.5983,2714.5161
18/01/2012 00:00:00,0.6904,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.5507,1.5027,0.1606,0.0161,1355.9140,1338.7314,143.7098,143.7098,2.6787,3.3484,139.3011,0.0000,0.0000,0.0000,198.1106,6.5911,2705.1075
19/01/2012 00:00:00,0.6586,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.5438,1.4758,0.1675,0.0168,1355.1075,1328.1591,144.8285,144.8285,2.6742,3.3428,140.4570,0.0000,0.0000,0.0000,199.1475,6.5838,2695.6989
20/01/2012 00:00:00,0.6645,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.5369,1.4489,0.1745,0.0174,1354.3011,1317.5869,145.9472,145.9472,2.6697,3.3371,141.6129,0.0000,0.0000,0.0000,200.1843,6.5765,2686.2903
21/01/2012 00:00:00,0.6525,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.5300,1.4220,0.1814,0.0181,1353.4946,1307.0146,147.0660,147.0660,2.6652,3.3315,142.7688,0.0000,0.0000,0.0000,201.2212,6.5692,2676.8817
22/01/2012 00:00:00,0.6716,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.5230,1.3952,0.1883,0.0188,1352.6882,1296.4424,148.1847,148.1847,2.6607,3.3258,143.9247,0.0000,0.0000,0.0000,202.2581,6.5619,2667.4731
23/01/2012 00:00:00,0.6674,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.5161,1.3683,0.1953,0.0195,1351.8817,1285.8701,149.3035,149.3035,2.6561,3.3202,145.0806,0.0000,0.0000,0.0000,203.2949,6.5546,2658.0645
24/01/2012 00:00:00,0.6587,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.5092,1.3414,0.2022,0.0202,1351.0753,1275.2979,150.4222,150.4222,2.6516,3.3145,146.2366,0.0000,0.0000,0.0000,204.3318,6.5473,2648.6559
25/01/2012 00:00:00,0.6639,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.5023,1.3145,0.2092,0.0209,1350.2688,1264.7256,151.5409,151.5409,2.6471,3.3089,147.3925,0.0000,0.0000,0.0000,205.3687,6.5401,2639.2473
26/01/2012 00:00:00,0.6120,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4954,1.2876,0.2161,0.0216,1349.4624,1254.1534,152.6597,152.6597,2.6426,3.3032,148.5484,0.0000,0.0000,0.0000,206.4055,6.5328,2629.8387
27/01/2012 00:00:00,0.6486,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4885,1.2608,0.2230,0.0223,1348.6559,1243.5811,153.7784,153.7784,2.6381,3.2976,149.7043,0.0000,0.0000,0.0000,207.4424,6.5255,2620.4301
28/01/2012 00:00:00,0.6452,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4816,1.2339,0.2300,0.0230,1347.8495,1233.0089,154.8971,154.8971,2.6335,3.2919,150.8602,0.0000,0.0000,0.0000,208.4793,6.5182,2611.0215
29/01/2012 00:00:00,0.6443,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4747,1.2070,0.2369,0.0237,1347.0430,1222.4366,156.0159,156.0159,2.6290,3.2863,152.0161,0.0000,0.0000,0.0000,209.5161,6.5109,2601.6129
30/01/2012 00:00:00,0.6700,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4677,1.1801,0.2438,0.0244,1346.2366,1211.8644,157.1346,157.1346,2.6245,3.2806,153.1720,0.0000,0.0000,0.0000,210.5530,6.5036,2592.2043
31/01/2012 00:00:00,0.3959,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4608,1.1532,0.2508,0.0251,1345.4301,1201.2921,158.2534,158.2534,2.6200,3.2750,154.3280,0.0000,0.0000,0.0000,211.5899,6.4964,2582.7957
01/02/2012 00:00:00,0.6384,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4539,1.1263,0.2577,0.0258,1344.6237,1190.7199,159.3721,159.3721,2.6155,3.2693,155.4839,0.0000,0.0000,0.0000,212.6267,6.4891,2573.3871
02/02/2012 00:00:00,0.6501,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4470,1.0995,0.2647,0.0265,1343.8172,1180.1476,160.4908,160.4908,2.6109,3.2637,156.6398,0.0000,0.0000,0.0000,213.6636,6.4818,2563.9785
03/02/2012 00:00:00,0.6415,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4401,1.0726,0.2716,0.0272,1343.0107,1169.5753,161.6096,161.6096,2.6064,3.2580,157.7957,0.0000,0.0000,0.0000,214.7005,6.4745,2554.5699
04/02/2012 00:00:00,0.5918,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4332,1.0457,0.2785,0.0279,1342.2043,1159.0031,162.7283,162.7283,2.6019,3.2524,158.9516,0.0000,0.0000,0.0000,215.7373,6.4672,2545.1613
05/02/2012 00:00:00,0.6452,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4263,1.0188,0.2855,0.0285,1341.3978,1148.4308,163.8471,163.8471,2.5974,3.2467,160.1075,0.0000,0.0000,0.0000,216.7742,6.4599,2535.7527
06/02/2012 00:00:00,0.3104,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4194,0.9919,0.2924,0.0292,1340.5914,1137.8586,164.9658,164.9658,2.5929,3.2411,161.2634,0.0000,0.0000,0.0000,217.8111,6.4527,2526.3441
07/02/2012 00:00:00,0.5715,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4124,0.9651,0.2993,0.0299,1339.7849,1127.2863,166.0845,166.0845,2.5883,3.2354,162.4194,0.0000,0.0000,0.0000,218.8479,6.4454,2516.9355
08/02/2012 00:00:00,0.6095,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4055,0.9382,0.3063,0.0306,1338.9785,1116.7141,167.2033,167.2033,2.5838,3.2298,163.5753,0.0000,0.0000,0.0000,219.8848,6.4381,2507.5269
09/02/2012 00:00:00,0.6218,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3986,0.9113,0.3132,0.0313,1338.1720,1106.1418,168.3220,168.3220,2.5793,3.2241,164.7312,0.0000,0.0000,0.0000,220.9217,6.4308,2498.1183
10/02/2012 00:00:00,0.6293,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3917,0.8844,0.3202,0.0320,1337.3656,1095.5696,169.4407,169.4407,2.5748,3.2185,165.8871,0.0000,0.0000,0.0000,221.9585,6.4235,2488.7097
11/02/2012 00:00:00,0.5503,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3848,0.8575,0.3271,0.0327,1336.5591,1084.9973,170.5595,170.5595,2.5703,3.2128,167.0430,0.0000,0.0000,0.0000,222.9954,6.4162,2479.3011
12/02/2012 00:00:00,0.6548,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3779,0.8306,0.3340,0.0334,1335.7527,1074.4251,171.6782,171.6782,2.5657,3.2072,168.1989,0.0000,0.0000,0.0000,224.0323,6.4089,2469.8925
13/02/2012 00:00:00,0.6633,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3710,0.8038,0.3410,0.0341,1334.9462,1063.8528,172.7970,172.7970,2.5612,3.2015,169.3548,0.0000,0.0000,0.0000,225.0691,6.4017,2460.4839
14/02/2012 00:00:00,0.6735,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3641,0.7769,0.3479,0.0348,1334.1398,1053.2806,173.9157,173.9157,2.5567,3.1959,170.5108,0.0000,0.0000,0.0000,226.1060,6.3944,2451.0753
15/02/2012 00:00:00,0.7028,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3571,0.7500,0.3548,0.0355,1333.3333,1042.7083,175.0344,175.0344,2.5522,3.1902,171.6667,0.0000,0.0000,0.0000,227.1429,6.3871,2441.6667
16/02/2012 00:00:00,0.6167,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3599,0.7488,0.3635,0.0363,1322.9885,1042.4246,173.6897,173.6897,2.5434,3.1792,172.1157,0.0000,0.0000,0.0000,224.6952,6.3441,2429.0589
17/02/2012 00:00:00,0.6618,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3627,0.7475,0.3721,0.0372,1312.6437,1042.1409,172.3449,172.3449,2.5345,3.1682,172.5647,0.0000,0.0000,0.0000,222.2475,6.3012,2416.4511
18/02/2012 00:00:00,0.6593,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3655,0.7463,0.3807,0.0381,1302.2988,1041.8572,171.0001,171.0001,2.5257,3.1572,173.0136,0.0000,0.0000,0.0000,219.7999,6.2582,2403.8434
19/02/2012 00:00:00,0.6992,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3682,0.7451,0.3893,0.0389,1291.9540,1041.5735,169.6553,169.6553,2.5169,3.1461,173.4626,0.0000,0.0000,0.0000,217.3522,6.2152,2391.2356
20/02/2012 00:00:00,0.6771,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3710,0.7438,0.3979,0.0398,1281.6092,1041.2898,168.3106,168.3106,2.5081,3.1351,173.9116,0.0000,0.0000,0.0000,214.9046,6.1723,2378.6279
21/02/2012 00:00:00,0.6553,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3738,0.7426,0.4066,0.0407,1271.2644,1041.0061,166.9658,166.9658,2.4993,3.1241,174.3606,0.0000,0.0000,0.0000,212.4569,6.1293,2366.0201
22/02/2012 00:00:00,0.7046,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3765,0.7414,0.4152,0.0415,1260.9195,1040.7223,165.6210,165.6210,2.4905,3.1131,174.8096,0.0000,0.0000,0.0000,210.0092,6.0863,2353.4123
23/02/2012 00:00:00,0.6883,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3793,0.7401,0.4238,0.0424,1250.5747,1040.4386,164.2762,164.2762,2.4817,3.1021,175.2586,0.0000,0.0000,0.0000,207.5616,6.0434,2340.8046
24/02/2012 00:00:00,0.7004,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3821,0.7389,0.4324,0.0432,1240.2299,1040.1549,162.9315,162.9315,2.4728,3.0911,175.7076,0.0000,0.0000,0.0000,205.1139,6.0004,2328.1968
25/02/2012 00:00:00,0.7367,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3849,0.7377,0.4410,0.0441,1229.8851,1039.8712,161.5867,161.5867,2.4640,3.0800,176.1566,0.0000,0.0000,0.0000,202.6663,5.9575,2315.5891
26/02/2012 00:00:00,0.7008,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3876,0.7365,0.4497,0.0450,1219.5402,1039.5875,160.2419,160.2419,2.4552,3.0690,176.6056,0.0000,0.0000,0.0000,200.2186,5.9145,2302.9813
27/02/2012 00:00:00,0.6397,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3904,0.7352,0.4583,0.0458,1209.1954,1039.3038,158.8971,158.8971,2.4464,3.0580,177.0546,0.0000,0.0000,0.0000,197.7709,5.8715,2290.3736
28/02/2012 00:00:00,0.6848,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3932,0.7340,0.4669,0.0467,1198.8506,1039.0201,157.5524,157.5524,2.4376,3.0470,177.5036,0.0000,0.0000,0.0000,195.3233,5.8286,2277.7658
29/02/2012 00:00:00,0.7161,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3959,0.7328,0.4755,0.0476,1188.5057,1038.7364,156.2076,156.2076,2.4288,3.0360,177.9526,0.0000,0.0000,0.0000,192.8756,5.7856,2265.1580
01/03/2012 00:00:00,0.7520,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.3987,0.7315,0.4841,0.0484,1178.1609,1038.4527,154.8628,154.8628,2.4200,3.0249,178.4016,0.0000,0.0000,0.0000,190.4280,5.7426,2252.5503
02/03/2012 00:00:00,0.7466,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4015,0.7303,0.4928,0.0493,1167.8161,1038.1689,153.5180,153.5180,2.4111,3.0139,178.8506,0.0000,0.0000,0.0000,187.9803,5.6997,2239.9425
03/03/2012 00:00:00,0.7764,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4042,0.7291,0.5014,0.0501,1157.4713,1037.8852,152.1733,152.1733,2.4023,3.0029,179.2996,0.0000,0.0000,0.0000,185.5326,5.6567,2227.3348
04/03/2012 00:00:00,0.7256,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4070,0.7278,0.5100,0.0510,1147.1264,1037.6015,150.8285,150.8285,2.3935,2.9919,179.7486,0.0000,0.0000,0.0000,183.0850,5.6137,2214.7270
05/03/2012 00:00:00,0.6324,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4098,0.7266,0.5186,0.0519,1136.7816,1037.3178,149.4837,149.4837,2.3847,2.9809,180.1976,0.0000,0.0000,0.0000,180.6373,5.5708,2202.1192
06/03/2012 00:00:00,0.7053,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4126,0.7254,0.5273,0.0527,1126.4368,1037.0341,148.1389,148.1389,2.3759,2.9698,180.6466,0.0000,0.0000,0.0000,178.1897,5.5278,2189.5115
07/03/2012 00:00:00,0.6987,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4153,0.7241,0.5359,0.0536,1116.0919,1036.7504,146.7942,146.7942,2.3671,2.9588,181.0955,0.0000,0.0000,0.0000,175.7420,5.4848,2176.9037
08/03/2012 00:00:00,0.7033,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4181,0.7229,0.5445,0.0544,1105.7471,1036.4667,145.4494,145.4494,2.3582,2.9478,181.5445,0.0000,0.0000,0.0000,173.2943,5.4419,2164.2960
09/03/2012 00:00:00,0.6401,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4209,0.7217,0.5531,0.0553,1095.4023,1036.1830,144.1046,144.1046,2.3494,2.9368,181.9935,0.0000,0.0000,0.0000,170.8467,5.3989,2151.6882
10/03/2012 00:00:00,0.5918,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4236,0.7204,0.5617,0.0562,1085.0575,1035.8992,142.7598,142.7598,2.3406,2.9258,182.4425,0.0000,0.0000,0.0000,168.3990,5.3560,2139.0805
11/03/2012 00:00:00,0.5969,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4264,0.7192,0.5704,0.0570,1074.7126,1035.6155,141.4151,141.4151,2.3318,2.9147,182.8915,0.0000,0.0000,0.0000,165.9514,5.3130,2126.4727
12/03/2012 00:00:00,0.5762,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4292,0.7180,0.5790,0.0579,1064.3678,1035.3318,140.0703,140.0703,2.3230,2.9037,183.3405,0.0000,0.0000,0.0000,163.5037,5.2700,2113.8649
13/03/2012 00:00:00,0.5600,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4320,0.7167,0.5876,0.0588,1054.0230,1035.0481,138.7255,138.7255,2.3142,2.8927,183.7895,0.0000,0.0000,0.0000,161.0560,5.2271,2101.2572
14/03/2012 00:00:00,0.5256,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4347,0.7155,0.5962,0.0596,1043.6782,1034.7644,137.3807,137.3807,2.3054,2.8817,184.2385,0.0000,0.0000,0.0000,158.6084,5.1841,2088.6494
15/03/2012 00:00:00,0.5385,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4375,0.7143,0.6048,0.0605,1033.3333,1034.4807,136.0360,136.0360,2.2965,2.8707,184.6875,0.0000,0.0000,0.0000,156.1607,5.1411,2076.0417
16/03/2012 00:00:00,0.4637,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4375,0.7089,0.6009,0.0601,1033.3333,1034.4807,136.1668,136.1668,2.2874,2.8593,184.6875,0.0000,0.0000,0.0000,156.1607,5.1411,2076.0417
17/03/2012 00:00:00,0.4691,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4375,0.7035,0.5970,0.0597,1033.3333,1034.4807,136.2976,136.2976,2.2783,2.8479,184.6875,0.0000,0.0000,0.0000,156.1607,5.1411,2076.0417
18/03/2012 00:00:00,0.5829,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4375,0.6982,0.5931,0.0593,1033.3333,1034.4807,136.4284,136.4284,2.2692,2.8365,184.6875,0.0000,0.0000,0.0000,156.1607,5.1411,2076.0417
19/03/2012 00:00:00,0.6032,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4375,0.6928,0.5892,0.0589,1033.3333,1034.4807,136.5592,136.5592,2.2601,2.8252,184.6875,0.0000,0.0000,0.0000,156.1607,5.1411,2076.0417
20/03/2012 00:00:00,0.6513,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4375,0.6874,0.5853,0.0585,1033.3333,1034.4807,136.6900,136.6900,2.2510,2.8138,184.6875,0.0000,0.0000,0.0000,156.1607,5.1411,2076.0417
21/03/2012 00:00:00,0.5777,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4375,0.6820,0.5814,0.0581,1033.3333,1034.4807,136.8208,136.8208,2.2419,2.8024,184.6875,0.0000,0.0000,0.0000,156.1607,5.1411,2076.0417
22/03/2012 00:00:00,0.4796,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4375,0.6767,0.5775,0.0578,1033.3333,1034.4807,136.9516,136.9516,2.2328,2.7910,184.6875,0.0000,0.0000,0.0000,156.1607,5.1411,2076.0417
23/03/2012 00:00:00,0.5853,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4375,0.6713,0.5736,0.0574,1033.3333,1034.4807,137.0824,137.0824,2.2237,2.7796,184.6875,0.0000,0.0000,0.0000,156.1607,5.1411,2076.0417
24/03/2012 00:00:00,0.4315,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4375,0.6659,0.5697,0.0570,1033.3333,1034.4807,137.2132,137.2132,2.2146,2.7683,184.6875,0.0000,0.0000,0.0000,156.1607,5.1411,2076.0417
25/03/2012 00:00:00,0.6143,3.3669,17.9773,0.0000,0.0000,0.0000,0.0000,0.0000,24.5991,0.0000,263.0122,75.1285,0.4375,0.6605,0.5658,0.0566,1033.3333,1034.4807,137.3440,137.3440,2.2055,2.7569,184.6875,0.0000,0.0000,0.0000,156.1607,5.1411,2076.0417
