Site,X,Y,Num. Vars,Start Date,End Date,Total Samples at Site
B_2596,367294.4993,6017360.4031,10,02-12-2021,02-12-2021,160
B_2626,356453.0091,6025153.1716,10,16-12-2021,16-12-2021,160
B_2714,369609.1368,6008939.3988,10,14-12-2021,14-12-2021,160
B_2740,355525.3270,6026386.8256,10,03-12-2021,03-12-2021,160
B_2762,367979.2098,6015573.9771,10,02-12-2021,02-12-2021,160
B_2769,372631.3274,6008546.2464,10,01-12-2021,01-12-2021,160
B_2796,366778.5823,6018663.2650,10,02-12-2021,02-12-2021,160
B_2803,366830.6168,6018580.3961,10,02-12-2021,02-12-2021,150
B_2820,371089.3760,6011580.6024,10,01-12-2021,01-12-2021,160
B_2826,356875.3799,6026303.5476,10,12-12-2021,12-12-2021,160
B_2851,356526.4084,6027210.5953,10,12-12-2021,12-12-2021,150
B_2859,355477.2190,6025692.2280,10,02-12-2021,02-12-2021,150
B_2929,375549.8706,5999466.2888,10,14-12-2021,14-12-2021,160
B_3091,371746.5927,6005241.3365,10,14-12-2021,14-12-2021,150
B_31,342794.1609,6041913.1839,10,03-12-2021,03-12-2021,150
B_3119,373847.1855,6006353.8344,10,01-12-2021,01-12-2021,160
B_3121,371281.5372,6006559.7079,10,14-12-2021,14-12-2021,160
B_3196,357413.8560,6027445.0111,10,12-12-2021,12-12-2021,150
B_3310,367736.0459,6017029.4348,10,02-12-2021,02-12-2021,160
B_3360,375545.7823,5999216.2609,10,14-12-2021,14-12-2021,150
B_3373,374224.6133,6001087.7135,10,14-12-2021,14-12-2021,150
B_3481,360620.7667,6024812.2032,10,02-12-2021,02-12-2021,160
B_628,356480.6258,6025131.3193,10,11-03-2021,11-03-2021,150
B_697,355579.9521,6026303.8378,10,03-12-2021,03-12-2021,160
B_775,387269.4332,5978472.8722,10,02-03-2021,02-03-2021,150
B_776,344948.1630,6039128.5249,10,03-12-2021,03-12-2021,150
C_355,360538.3541,6021410.0559,10,17-12-2020,17-12-2020,160
C_360,360530.6707,6020722.0186,10,17-12-2020,17-12-2020,160
C_385,361055.4350,6019759.2504,10,17-12-2020,17-12-2020,160
C_390,361655.9174,6019337.4365,10,17-12-2020,17-12-2020,160
D_1554,373298.8311,6003196.1617,10,14-12-2021,14-12-2021,160
D_1564,367451.2859,6012338.7827,10,14-12-2021,14-12-2021,160
D_2178,366278.9299,6019343.6903,10,02-12-2021,02-12-2021,150
D_2246,373801.9569,6007317.7759,10,01-12-2021,01-12-2021,160
D_2282,356373.0826,6025421.4921,10,16-12-2021,16-12-2021,160
D_2325,376557.2661,6003105.2757,10,01-12-2021,01-12-2021,160
D_2489,366981.0105,6018357.1090,10,02-12-2021,02-12-2021,160
D_2523,351415.5488,6033154.8706,10,12-12-2021,12-12-2021,160
D_2552,364164.6093,6015507.1703,10,14-12-2021,14-12-2021,160
D_2596,356490.3969,6028358.6187,10,12-12-2021,12-12-2021,150
D_2601,373728.7545,6007297.0832,10,01-12-2021,01-12-2021,160
D_2875,373924.3614,6006310.6769,10,01-12-2021,01-12-2021,160
D_2880,372709.0077,6008643.7900,10,01-12-2021,01-12-2021,160
D_2883,366663.8404,6018789.1198,10,02-12-2021,02-12-2021,150
D_3057,377263.1989,6001910.9752,10,01-12-2021,01-12-2021,160
D_55,370002.4459,6007715.1259,10,14-12-2021,14-12-2021,160
D_958,356138.1696,6026120.2336,10,12-12-2021,12-12-2021,160
D_961,356226.7212,6026552.7411,10,12-12-2021,12-12-2021,150
E_2448,371158.9205,6006843.7142,10,14-12-2021,14-12-2021,160
E_2752,368046.1285,6010943.3223,10,14-12-2021,14-12-2021,160
E_3063,355867.2352,6025441.7505,10,16-12-2021,16-12-2021,160
F_2223,373931.5674,6002141.0697,10,14-12-2021,14-12-2021,160
F_3186,369535.0245,6009911.8921,10,14-12-2021,14-12-2021,160
M_1,366329.1761,6019295.9683,10,15-10-2020,15-10-2020,10
M_2,364397.8032,6021114.0907,10,15-10-2020,15-10-2020,10
M_3,363302.3084,6022399.7257,10,15-10-2020,15-10-2020,10
M_4,328907.0138,6051739.5775,10,23-03-2021,23-03-2021,10
M_5,366316.6553,6019288.8991,10,02-12-2021,02-12-2021,10
M_6,364452.7238,6021045.3699,10,02-12-2021,02-12-2021,10
M_7,364452.7238,6021045.3699,10,02-12-2021,02-12-2021,10
M_8,346663.3197,6038422.3994,10,03-12-2021,03-12-2021,10
Y_105,360377.9242,6024985.5518,10,01-09-2021,01-09-2021,340
Y_137,367395.0804,6017352.4901,10,01-09-2021,01-09-2021,160
Y_153,367796.2834,6016951.5660,10,01-09-2021,01-09-2021,60
Y_161,369228.4173,6010055.8886,10,01-09-2021,01-09-2021,220
Y_24,354298.2030,6031189.9090,10,02-09-2021,02-09-2021,100
Y_254,362607.9603,6018071.5129,10,03-11-2021,03-11-2021,140
Y_268,363610.2664,6017233.5565,10,03-11-2021,03-11-2021,180
Y_287,367164.0943,6017867.9204,10,03-11-2021,03-11-2021,20
Y_289,339996.7038,6041660.1694,10,04-11-2021,04-11-2021,250
Y_3,342952.0475,6041797.8094,10,02-09-2021,02-09-2021,210
Y_314,337632.0951,6044886.9511,10,04-11-2021,04-11-2021,20
Y_316,339955.9730,6041651.7775,10,04-11-2021,04-11-2021,10
Y_317,341110.4349,6040971.1573,10,04-11-2021,04-11-2021,470
Y_34,355494.0597,6027319.7866,10,02-09-2021,02-09-2021,160
Y_364,362157.7644,6018287.5945,10,03-11-2021,03-11-2021,20
Y_366,362555.1327,6018606.5923,10,03-11-2021,03-11-2021,20
Y_368,339990.1310,6041653.5039,10,04-11-2021,04-11-2021,40
Y_50,364448.3556,6021036.0936,10,02-09-2021,02-09-2021,80
Y_58,372834.2993,6008471.4180,10,02-09-2021,02-09-2021,160
Y_74,377484.2005,6001929.4957,10,02-09-2021,02-09-2021,310
Z_100,372679.4060,6008560.5917,10,09-09-2021,09-09-2021,40
Z_101,355448.2566,6025702.2940,10,09-09-2021,09-09-2021,40
Z_107,354232.9811,6031184.6164,10,06-10-2021,06-10-2021,50
Z_11,368287.1153,6015730.2684,10,25-08-2021,25-08-2021,40
Z_113,370397.0344,6013469.3136,10,04-08-2021,04-08-2021,30
Z_114,371972.0124,6009506.0096,10,04-08-2021,04-08-2021,20
Z_122,378180.8628,5997744.0521,10,03-08-2021,03-08-2021,30
Z_123,355470.4114,6025699.9943,10,04-08-2021,04-08-2021,30
Z_125,377691.9756,6000525.5801,10,03-08-2021,03-08-2021,30
Z_127,378528.1191,5997009.6390,10,03-08-2021,03-08-2021,30
Z_128,354211.5382,6031186.7034,10,22-09-2021,22-09-2021,50
Z_135,377500.7555,6001942.9305,10,03-08-2021,03-08-2021,30
Z_136,368286.7328,6015725.7136,10,04-08-2021,04-08-2021,30
Z_140,379488.8088,5994687.4899,10,03-08-2021,03-08-2021,30
Z_141,368288.5875,6015728.2933,10,22-09-2021,22-09-2021,50
Z_146,372662.4736,6008597.5139,10,22-09-2021,22-09-2021,40
Z_15,342838.6838,6041835.4130,10,25-08-2021,25-08-2021,40
Z_151,377309.1485,6001863.1355,10,06-10-2021,06-10-2021,40
Z_155,377656.3244,6000545.6066,10,22-09-2021,22-09-2021,40
Z_157,360328.7078,6024935.7304,10,22-09-2021,22-09-2021,40
Z_161,360284.7823,6024956.4482,10,06-10-2021,06-10-2021,40
Z_168,342853.9056,6041833.9075,10,06-10-2021,06-10-2021,40
Z_171,377700.0960,6000517.7054,10,06-10-2021,06-10-2021,40
Z_178,355456.8078,6025709.3135,10,18-10-2021,18-10-2021,50
Z_181,342902.8852,6041826.1209,10,18-10-2021,18-10-2021,40
Z_184,377640.1505,6000537.2810,10,18-10-2021,18-10-2021,40
Z_195,354199.8427,6031222.1272,10,18-10-2021,18-10-2021,50
Z_200,376615.7256,6003077.5866,10,18-10-2021,18-10-2021,40
Z_205,377306.8085,6001863.1026,10,17-11-2021,17-11-2021,50
Z_211,342855.5276,6041808.7481,10,17-11-2021,17-11-2021,50
Z_213,355458.5232,6025703.7938,10,02-11-2021,02-11-2021,50
Z_214,372698.1901,6008563.6383,10,02-11-2021,02-11-2021,50
Z_215,372684.0243,6008596.1627,10,17-11-2021,17-11-2021,50
Z_22,355456.9737,6025710.2038,10,25-08-2021,25-08-2021,40
Z_221,360384.8105,6024949.7119,10,18-10-2021,18-10-2021,40
Z_223,378163.1103,5997739.5885,10,18-10-2021,18-10-2021,50
Z_227,368289.5455,6015724.5354,10,18-10-2021,18-10-2021,50
Z_229,371958.2122,6009494.7131,10,18-10-2021,18-10-2021,50
Z_23,355452.9089,6025710.3591,10,22-09-2021,22-09-2021,50
Z_230,372643.6272,6008580.1538,10,18-10-2021,18-10-2021,60
Z_232,342880.3356,6041817.5100,10,02-11-2021,02-11-2021,50
Z_243,377477.9179,6001915.3173,10,18-10-2021,18-10-2021,60
Z_244,370392.1548,6013470.1292,10,18-10-2021,18-10-2021,40
Z_245,373986.2752,6006383.0192,10,18-10-2021,18-10-2021,40
Z_246,378503.3516,5996998.6434,10,18-10-2021,18-10-2021,50
Z_248,379456.1178,5994684.0427,10,18-10-2021,18-10-2021,50
Z_252,371140.7199,6011600.6619,10,18-10-2021,18-10-2021,40
Z_255,377309.3874,6001865.3578,10,02-11-2021,02-11-2021,50
Z_270,360327.9689,6024925.4000,10,17-11-2021,17-11-2021,50
Z_278,355470.3048,6025700.9911,10,17-11-2021,17-11-2021,50
Z_286,360320.3219,6024946.5819,10,02-11-2021,02-11-2021,50
Z_29,377646.7101,6000538.0385,10,25-08-2021,25-08-2021,40
Z_299,354170.8161,6031191.1351,10,17-11-2021,17-11-2021,50
Z_30,354258.2375,6031186.8085,10,04-08-2021,04-08-2021,30
Z_314,354159.8764,6031230.0109,10,02-11-2021,02-11-2021,50
Z_33,377320.2567,6001873.3876,10,25-08-2021,25-08-2021,40
Z_34,377360.0590,6001885.1516,10,09-09-2021,09-09-2021,40
Z_37,360341.5788,6024972.2162,10,09-09-2021,09-09-2021,40
Z_40,368291.1299,6015727.1110,10,06-10-2021,06-10-2021,40
Z_47,342871.3704,6041818.1278,10,05-08-2021,05-08-2021,30
Z_50,372667.0358,6008624.5409,10,06-10-2021,06-10-2021,40
Z_51,354207.9547,6031179.4321,10,09-09-2021,09-09-2021,40
Z_56,342866.9713,6041821.3786,10,09-09-2021,09-09-2021,40
Z_57,342870.5448,6041823.8831,10,22-09-2021,22-09-2021,50
Z_58,355455.4959,6025706.7400,10,06-10-2021,06-10-2021,40
Z_63,360381.4932,6024936.8997,10,04-08-2021,04-08-2021,30
Z_64,371143.2348,6011564.4182,10,04-08-2021,04-08-2021,20
Z_68,372697.8390,6008581.6070,10,04-08-2021,04-08-2021,30
Z_72,376634.6351,6003083.7335,10,04-08-2021,04-08-2021,20
Z_74,373987.1390,6006385.5835,10,04-08-2021,04-08-2021,30
Z_79,377306.5058,6001865.4283,10,22-09-2021,22-09-2021,40
Z_8,372633.3545,6008580.3374,10,25-08-2021,25-08-2021,40
Z_80,360350.6011,6024938.2965,10,25-08-2021,25-08-2021,40
Z_81,368282.8756,6015736.4180,10,09-09-2021,09-09-2021,40
Z_88,354195.6053,6031183.3336,10,25-08-2021,25-08-2021,40
Z_89,377649.1459,6000537.6288,10,09-09-2021,09-09-2021,40
