Site,X,Y,Num. Vars,Start Date,End Date,Total Samples at Site
COOR_01,377352.0000,6000352.0000,9,12-03-2020,12-03-2020,9
COOR_02,377207.0000,6001108.0000,2,12-03-2020,12-03-2020,2
COOR_03,376503.0000,5999578.0000,2,12-03-2020,12-03-2020,2
COOR_04,375811.0000,6000267.0000,9,12-03-2020,12-03-2020,9
COOR_05,375206.0000,6000097.0000,2,12-03-2020,12-03-2020,2
COOR_06,374933.0000,6001566.0000,2,12-03-2020,12-03-2020,2
COOR_07,374751.0000,6003071.0000,9,12-03-2020,12-03-2020,9
COOR_08,374971.0000,6003309.0000,2,12-03-2020,12-03-2020,2
COOR_09,374370.0000,6002924.0000,2,12-03-2020,12-03-2020,2
COOR_10,376381.0000,6002854.0000,2,12-03-2020,12-03-2020,2
COOR_11,373385.0000,6004138.0000,2,12-03-2020,12-03-2020,2
COOR_12,372513.0000,6005638.0000,9,12-03-2020,12-03-2020,9
COOR_13,371690.0000,6005370.0000,2,12-03-2020,12-03-2020,2
COOR_14,369900.0000,6013725.0000,2,12-03-2020,12-03-2020,2
COOR_15,368883.0000,6012868.0000,9,12-03-2020,12-03-2020,9
COOR_16,367763.0000,6012281.0000,2,12-03-2020,12-03-2020,2
COOR_17,367412.0000,6013992.0000,9,12-03-2020,12-03-2020,9
COOR_18,366917.0000,6013577.0000,2,12-03-2020,12-03-2020,2
COOR_19,367513.0000,6016599.0000,2,12-03-2020,12-03-2020,2
COOR_20,366520.0000,6015827.0000,2,12-03-2020,12-03-2020,2
COOR_21,365884.0000,6015088.0000,3,12-03-2020,12-03-2020,3
COOR_22,363068.0000,6022150.0000,2,12-03-2020,12-03-2020,2
COOR_23,362271.0000,6020991.0000,9,12-03-2020,12-03-2020,9
COOR_24,361397.0000,6019956.0000,2,12-03-2020,12-03-2020,2
COOR_25,363386.0000,6018548.0000,2,12-03-2020,12-03-2020,2
COOR_26,360755.0000,6023844.0000,9,12-03-2020,12-03-2020,9
COOR_27,342792.0000,6041428.0000,1,12-03-2020,12-03-2020,1
COOR_28,342726.0000,6041376.0000,8,12-03-2020,12-03-2020,8
COOR_29,354117.0000,6031137.0000,2,12-03-2020,12-03-2020,2
COOR_30,353988.0000,6031130.0000,9,12-03-2020,12-03-2020,9
COOR_31,355432.0000,6025659.0000,2,12-03-2020,12-03-2020,2
COOR_32,372471.0000,6008708.0000,2,12-03-2020,12-03-2020,2
COOR_33,372471.0000,6008709.0000,2,12-03-2020,12-03-2020,2
COOR_34,367842.0000,6015627.0000,2,12-03-2020,12-03-2020,2
COOR_35,350402.0000,6032876.0000,9,12-03-2020,12-03-2020,9
COOR_36,349963.0000,6032280.0000,2,12-03-2020,12-03-2020,2
COOR_37,349546.0000,6033813.0000,2,12-03-2020,12-03-2020,2
COOR_38,349619.0000,6034644.0000,2,12-03-2020,12-03-2020,2
COOR_39,347179.0000,6036355.0000,2,12-03-2020,12-03-2020,2
COOR_40,344861.0000,6038275.0000,9,12-03-2020,12-03-2020,9
COOR_41,342408.0000,6040555.0000,2,12-03-2020,12-03-2020,2
COOR_42,340500.0000,6042254.0000,2,12-03-2020,12-03-2020,2
COOR_43,338855.0000,6044348.0000,2,12-03-2020,12-03-2020,2
COOR_44,334501.0000,6047887.0000,2,12-03-2020,12-03-2020,2
COOR_45,333434.0000,6047916.0000,9,12-03-2020,12-03-2020,9
COOR_46,331815.0000,6050182.0000,2,12-03-2020,12-03-2020,2
COOR_47,329003.0000,6052286.0000,2,12-03-2020,12-03-2020,2
COOR_48,326492.0000,6054311.0000,2,12-03-2020,12-03-2020,2
COOR_49,324569.0000,6055911.0000,2,12-03-2020,12-03-2020,2
COOR_50,320955.0000,6058852.0000,9,12-03-2020,12-03-2020,9
Salt_Creek_Regulator,377780.0000,6000538.0000,7,12-03-2020,12-03-2020,7
