ISOTime,FLOW,SAL,TEMP,TRACE_1,AGE,SS1,OXY,RSI,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN
01/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
02/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14/01/1990 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15/01/1990 00:00:00,0.0352,0.4036,22.1251,0.0000,0.0000,35.9804,239.3750,61.6845,3.1429,1.6667,0.5040,0.0370,608.3333,380.5556,40.4234,40.4234,1.2119,1.5148,33.0417
16/01/1990 00:00:00,0.0342,0.4040,22.0988,0.0000,0.0000,35.5576,239.0323,61.4993,3.2022,1.6273,0.4958,0.0368,609.6774,380.7488,40.4635,40.4635,1.2173,1.5217,32.2594
17/01/1990 00:00:00,0.0331,0.4044,22.0726,0.0000,0.0000,35.1348,238.6895,61.3140,3.2615,1.5879,0.4876,0.0367,611.0215,380.9420,40.5035,40.5035,1.2228,1.5285,31.4772
18/01/1990 00:00:00,0.0320,0.4048,22.0464,0.0000,0.0000,34.7120,238.3468,61.1288,3.3209,1.5486,0.4794,0.0365,612.3656,381.1352,40.5436,40.5436,1.2282,1.5353,30.6949
19/01/1990 00:00:00,0.0309,0.4052,22.0202,0.0000,0.0000,34.2893,238.0040,60.9436,3.3802,1.5092,0.4713,0.0364,613.7097,381.3285,40.5837,40.5837,1.2337,1.5421,29.9126
20/01/1990 00:00:00,0.0299,0.4056,21.9939,0.0000,0.0000,33.8665,237.6613,60.7584,3.4395,1.4699,0.4631,0.0362,615.0538,381.5217,40.6237,40.6237,1.2392,1.5490,29.1304
21/01/1990 00:00:00,0.0288,0.4060,21.9677,0.0000,0.0000,33.4437,237.3185,60.5732,3.4988,1.4305,0.4549,0.0361,616.3978,381.7149,40.6638,40.6638,1.2446,1.5558,28.3481
22/01/1990 00:00:00,0.0277,0.4064,21.9415,0.0000,0.0000,33.0209,236.9758,60.3880,3.5582,1.3911,0.4467,0.0360,617.7419,381.9081,40.7039,40.7039,1.2501,1.5626,27.5659
23/01/1990 00:00:00,0.0267,0.4068,21.9153,0.0000,0.0000,32.5981,236.6331,60.2028,3.6175,1.3518,0.4385,0.0358,619.0860,382.1014,40.7440,40.7440,1.2555,1.5694,26.7836
24/01/1990 00:00:00,0.0256,0.4072,21.8891,0.0000,0.0000,32.1753,236.2903,60.0176,3.6768,1.3124,0.4303,0.0357,620.4301,382.2946,40.7840,40.7840,1.2610,1.5762,26.0013
25/01/1990 00:00:00,0.0245,0.4076,21.8628,0.0000,0.0000,31.7525,235.9476,59.8324,3.7362,1.2730,0.4221,0.0355,621.7742,382.4878,40.8241,40.8241,1.2665,1.5831,25.2191
26/01/1990 00:00:00,0.0234,0.4080,21.8366,0.0000,0.0000,31.3297,235.6048,59.6472,3.7955,1.2337,0.4139,0.0354,623.1183,382.6810,40.8642,40.8642,1.2719,1.5899,24.4368
27/01/1990 00:00:00,0.0224,0.4084,21.8104,0.0000,0.0000,30.9070,235.2621,59.4620,3.8548,1.1943,0.4057,0.0352,624.4624,382.8743,40.9043,40.9043,1.2774,1.5967,23.6546
28/01/1990 00:00:00,0.0213,0.4088,21.7842,0.0000,0.0000,30.4842,234.9194,59.2768,3.9142,1.1550,0.3975,0.0351,625.8064,383.0675,40.9443,40.9443,1.2828,1.6035,22.8723
29/01/1990 00:00:00,0.0202,0.4092,21.7580,0.0000,0.0000,30.0614,234.5766,59.0916,3.9735,1.1156,0.3893,0.0350,627.1505,383.2607,40.9844,40.9844,1.2883,1.6104,22.0901
30/01/1990 00:00:00,0.0192,0.4096,21.7317,0.0000,0.0000,29.6386,234.2339,58.9064,4.0328,1.0762,0.3811,0.0348,628.4946,383.4539,41.0245,41.0245,1.2938,1.6172,21.3078
31/01/1990 00:00:00,0.0181,0.4100,21.7055,0.0000,0.0000,29.2158,233.8911,58.7212,4.0922,1.0369,0.3729,0.0347,629.8387,383.6472,41.0645,41.0645,1.2992,1.6240,20.5255
01/02/1990 00:00:00,0.0170,0.4104,21.6793,0.0000,0.0000,28.7930,233.5484,58.5360,4.1515,0.9975,0.3647,0.0345,631.1828,383.8404,41.1046,41.1046,1.3047,1.6308,19.7433
02/02/1990 00:00:00,0.0159,0.4108,21.6531,0.0000,0.0000,28.3702,233.2056,58.3507,4.2108,0.9581,0.3565,0.0344,632.5269,384.0336,41.1447,41.1447,1.3101,1.6377,18.9610
03/02/1990 00:00:00,0.0149,0.4112,21.6269,0.0000,0.0000,27.9474,232.8629,58.1655,4.2702,0.9188,0.3483,0.0342,633.8710,384.2268,41.1848,41.1848,1.3156,1.6445,18.1788
04/02/1990 00:00:00,0.0138,0.4116,21.6006,0.0000,0.0000,27.5247,232.5202,57.9803,4.3295,0.8794,0.3401,0.0341,635.2151,384.4201,41.2248,41.2248,1.3210,1.6513,17.3965
05/02/1990 00:00:00,0.0127,0.4120,21.5744,0.0000,0.0000,27.1019,232.1774,57.7951,4.3888,0.8401,0.3319,0.0340,636.5591,384.6133,41.2649,41.2649,1.3265,1.6581,16.6142
06/02/1990 00:00:00,0.0117,0.4123,21.5482,0.0000,0.0000,26.6791,231.8347,57.6099,4.4482,0.8007,0.3238,0.0338,637.9032,384.8065,41.3050,41.3050,1.3320,1.6650,15.8320
07/02/1990 00:00:00,0.0106,0.4127,21.5220,0.0000,0.0000,26.2563,231.4919,57.4247,4.5075,0.7613,0.3156,0.0337,639.2473,384.9998,41.3451,41.3451,1.3374,1.6718,15.0497
