"CUSTOMER","PROJECT","SAMPLE_NUMBER","SITE","SAMPDATE","CLASS_NAME","TAXA","TOTAL_CELL_COUNTS","TOTAL_BIOVOLUME"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"BACILLARIOPHYCEAE","Licmophora",100.00,"0.0849"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"BACILLARIOPHYCEAE","Naviculales",50.00,"0.0699"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"BACILLARIOPHYCEAE","Nitzschia",150.00,"0.0599"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"BACILLARIOPHYCEAE","Pennales",200.00,"0.0599"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"CHLOROPHYCEAE","Chlorococcoids (<10um)",50.00,"0.0030"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"CHLOROPHYCEAE","Crucigenia",599.00,"0.0179"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"CHLOROPHYCEAE","Lagerheimia",100.00,"0.0499"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"CHLOROPHYCEAE","Monoraphidium  (small)",100.00,"0.0016"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"CHLOROPHYCEAE","Monoraphidium (large)",50.00,"0.0199"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"CHLOROPHYCEAE","Oocystis",200.00,"0.0599"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"CHLOROPHYCEAE","Planctonema",1748.00,"1.3984"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"CRYPTOPHYCEAE","Cryptomonads",50.00,"0.0159"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"CYANOPHYCEAE","Planktolyngbya",3996.00,"0.0151"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"CYANOPHYCEAE","Pseudanabaena",300.00,"0.0037"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"CYANOPHYCEAE","Synechococcales   small (iauv <20)",2098.00,"0.0110"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"DINOPHYCEAE","Gymnodiniales (small)",200.00,"0.0998"
"ALS MELB","21-59669"," 7281146","Mark Point",13/12/2021 0:00:00,"OTHER PHYTOPLANKTON","Prasinophytes",1349.00,"0.1348"
"ALS MELB","21-59669"," 7281146","Mark Point",,"TOTAL_ALGAE",,11340.00,"2.1062"
"ALS MELB","21-59669"," 7281146","Mark Point",,"TOTAL_POTENTIALLY_TOXIC_BGA",,0.00,"0.0000"
"ALS MELB","21-59669"," 7281146","Mark Point",,"TOTAL_TOXIC_BGA",,0.00,"0.0000"
