ISOTime,Wx,Wy,Chx
02/12/2020 16:45:00,3.0763,5.9858,1
02/12/2020 17:00:00,3.6066,5.2870,1
02/12/2020 17:15:00,2.8730,5.3357,1
02/12/2020 17:30:00,1.2900,4.4987,1
02/12/2020 17:45:00,2.5169,5.6004,1
02/12/2020 18:00:00,2.2616,5.5142,1
02/12/2020 18:15:00,0.7668,4.3936,1
02/12/2020 18:30:00,1.5909,5.1394,1
02/12/2020 18:45:00,0.9517,3.8748,1
02/12/2020 19:00:00,1.4291,4.3724,1
02/12/2020 19:15:00,-0.3172,3.2948,1
02/12/2020 19:30:00,1.8176,5.3391,1
02/12/2020 19:45:00,2.0822,5.9459,1
02/12/2020 20:00:00,1.5512,4.8899,1
02/12/2020 20:15:00,1.5232,5.3473,1
02/12/2020 20:30:00,1.4842,5.1088,1
02/12/2020 20:45:00,1.7913,5.2319,1
02/12/2020 21:00:00,0.5095,3.9775,1
02/12/2020 21:15:00,0.4769,2.8808,1
02/12/2020 21:30:00,0.1795,2.5036,1
02/12/2020 21:45:00,-0.1677,2.5244,1
02/12/2020 22:00:00,-0.2869,2.9260,1
02/12/2020 22:15:00,-0.1290,2.5467,1
02/12/2020 22:30:00,-0.0535,2.3594,1
02/12/2020 22:45:00,-0.4703,2.5876,1
02/12/2020 23:00:00,-1.5233,0.4196,1
02/12/2020 23:15:00,-1.4433,0.7133,1
02/12/2020 23:30:00,-2.0465,1.5874,1
02/12/2020 23:45:00,-1.9263,0.9773,1
03/12/2020 00:00:00,-1.6177,0.6933,1
03/12/2020 00:15:00,-1.2425,0.3823,1
03/12/2020 00:30:00,-1.1032,0.3585,1
03/12/2020 00:45:00,-0.8804,0.3828,1
03/12/2020 01:00:00,-0.9636,0.4170,1
03/12/2020 01:15:00,-1.3482,0.5338,1
03/12/2020 01:30:00,-1.2946,0.2004,1
03/12/2020 01:45:00,-1.4104,0.6667,1
03/12/2020 02:00:00,-1.5092,0.6159,1
03/12/2020 02:15:00,-1.5598,0.8575,1
03/12/2020 02:30:00,-1.5320,0.8249,1
03/12/2020 02:45:00,-1.9177,0.9270,1
03/12/2020 03:00:00,-1.7019,0.6161,1
03/12/2020 03:15:00,-1.5507,0.4330,1
03/12/2020 03:30:00,-1.2637,0.4750,1
03/12/2020 03:45:00,-1.1097,0.6961,1
03/12/2020 04:00:00,-1.1731,0.7823,1
03/12/2020 04:15:00,-1.4547,0.7573,1
03/12/2020 04:30:00,-1.0225,0.4319,1
03/12/2020 04:45:00,-0.7439,-0.3204,1
03/12/2020 05:00:00,-1.0100,0.2481,1
03/12/2020 05:15:00,-1.0939,0.2405,1
03/12/2020 05:30:00,-0.6398,0.0179,1
03/12/2020 05:45:00,-0.8164,-0.1498,1
03/12/2020 06:00:00,-0.6196,-0.0227,1
03/12/2020 06:15:00,-0.7299,0.3023,1
03/12/2020 06:30:00,-0.2613,1.0479,1
03/12/2020 06:45:00,-0.7512,1.0115,1
03/12/2020 07:00:00,-1.3102,0.4333,1
03/12/2020 07:15:00,-1.3541,0.5720,1
03/12/2020 07:30:00,-1.8734,0.5763,1
03/12/2020 07:45:00,-2.3391,0.0653,1
03/12/2020 08:00:00,-2.6053,-0.4266,1
03/12/2020 08:15:00,-2.6898,-0.3303,1
03/12/2020 08:30:00,-2.1998,0.0269,1
03/12/2020 08:45:00,-2.8305,-0.9636,1
03/12/2020 09:00:00,-3.0341,-1.7447,1
03/12/2020 09:15:00,-2.3103,-0.9287,1
03/12/2020 09:30:00,-2.0263,-2.1577,1
03/12/2020 09:45:00,-2.1951,-0.9454,1
03/12/2020 10:00:00,-1.5458,-2.5126,1
03/12/2020 10:15:00,-0.8466,-2.6689,1
03/12/2020 10:30:00,-1.3549,-3.8908,1
03/12/2020 10:45:00,-1.7095,-3.6494,1
03/12/2020 11:00:00,0.2170,-3.7637,1
03/12/2020 11:15:00,0.0748,-2.6790,1
03/12/2020 11:30:00,3.2139,-1.7089,1
03/12/2020 11:45:00,3.1771,-1.2387,1
03/12/2020 12:00:00,3.9198,-1.2359,1
03/12/2020 12:15:00,3.2513,-1.4002,1
03/12/2020 12:30:00,3.5196,-1.3510,1
03/12/2020 12:45:00,3.6382,2.1774,1
03/12/2020 13:00:00,4.0613,2.0515,1
03/12/2020 13:15:00,4.1833,2.8644,1
03/12/2020 13:30:00,3.6853,1.2761,1
03/12/2020 13:45:00,3.6540,2.0505,1
03/12/2020 14:00:00,3.6140,2.4746,1
03/12/2020 14:15:00,4.2839,1.4417,1
03/12/2020 14:30:00,3.6685,1.8531,1
03/12/2020 14:45:00,3.9082,1.8641,1
03/12/2020 15:00:00,3.3823,3.0135,1
03/12/2020 15:15:00,2.9420,3.4446,1
03/12/2020 15:30:00,2.6785,3.4656,1
03/12/2020 15:45:00,2.2138,4.1460,1
03/12/2020 16:00:00,1.6479,4.0582,1
03/12/2020 16:15:00,2.0581,4.6663,1
03/12/2020 16:30:00,2.0540,4.9833,1
03/12/2020 16:45:00,1.5404,4.5250,1
03/12/2020 17:00:00,2.3891,4.8984,1
03/12/2020 17:15:00,1.5790,4.5858,1
03/12/2020 17:30:00,2.7122,5.6863,1
03/12/2020 17:45:00,2.8101,5.8390,1
03/12/2020 18:00:00,2.7931,5.9357,1
03/12/2020 18:15:00,1.8647,5.8080,1
03/12/2020 18:30:00,1.6760,5.4480,1
03/12/2020 18:45:00,1.4126,5.3465,1
03/12/2020 19:00:00,1.3864,5.3224,1
03/12/2020 19:15:00,1.9647,6.2694,1
03/12/2020 19:30:00,1.3328,5.8193,1
03/12/2020 19:45:00,-0.1891,2.7736,1
03/12/2020 20:00:00,0.4778,3.3157,1
03/12/2020 20:15:00,2.0876,6.7024,1
03/12/2020 20:30:00,1.4803,5.4112,1
03/12/2020 20:45:00,1.4021,5.9778,1
03/12/2020 21:00:00,1.9252,5.9251,1
03/12/2020 21:15:00,1.8413,6.4212,1
03/12/2020 21:30:00,1.7353,5.8584,1
03/12/2020 21:45:00,1.9989,6.0798,1
03/12/2020 22:00:00,1.4759,5.5470,1
03/12/2020 22:15:00,1.2931,4.3937,1
03/12/2020 22:30:00,0.7621,3.7126,1
03/12/2020 22:45:00,0.6619,3.1410,1
03/12/2020 23:00:00,0.5203,2.8631,1
03/12/2020 23:15:00,-0.1994,2.1909,1
03/12/2020 23:30:00,-0.0167,1.9099,1
03/12/2020 23:45:00,-0.0415,1.8295,1
04/12/2020 00:00:00,0.3147,2.1572,1
04/12/2020 00:15:00,0.0572,2.0492,1
04/12/2020 00:30:00,0.1334,1.6948,1
04/12/2020 00:45:00,-0.0656,1.8789,1
04/12/2020 01:00:00,-0.8919,0.2967,1
04/12/2020 01:15:00,-0.8169,0.1470,1
04/12/2020 01:30:00,-0.6513,-0.2566,1
04/12/2020 01:45:00,-0.5867,-0.2798,1
04/12/2020 02:00:00,-0.6889,-0.2093,1
04/12/2020 02:15:00,-0.5098,-0.3349,1
04/12/2020 02:30:00,-0.7303,-0.3267,1
04/12/2020 02:45:00,-0.5105,-0.3861,1
04/12/2020 03:00:00,-0.8780,-0.1979,1
04/12/2020 03:15:00,-0.7355,-0.3845,1
04/12/2020 03:30:00,-0.7017,-0.3407,1
04/12/2020 03:45:00,-0.3763,-0.1628,1
04/12/2020 04:00:00,-0.9477,-0.6154,1
04/12/2020 04:15:00,-1.1041,-0.6070,1
04/12/2020 04:30:00,-1.1267,-0.7068,1
04/12/2020 04:45:00,-0.8777,-0.6957,1
04/12/2020 05:00:00,-0.3917,-0.3717,1
04/12/2020 05:15:00,-0.8798,-0.5912,1
04/12/2020 05:30:00,-1.5009,-1.0470,1
04/12/2020 05:45:00,-1.0715,-0.6438,1
04/12/2020 06:00:00,-1.4425,-0.5393,1
04/12/2020 06:15:00,-0.9447,-0.9219,1
04/12/2020 06:30:00,-1.5793,-1.4882,1
04/12/2020 06:45:00,-1.3646,-1.0471,1
04/12/2020 07:00:00,-1.6542,-1.3734,1
04/12/2020 07:15:00,-1.8050,-0.9719,1
04/12/2020 07:30:00,-1.9850,-0.9940,1
04/12/2020 07:45:00,-2.1606,-1.2174,1
04/12/2020 08:00:00,-2.1249,-1.5666,1
04/12/2020 08:15:00,-2.0863,-0.6981,1
04/12/2020 08:30:00,-1.9032,-0.8875,1
04/12/2020 08:45:00,-1.4208,0.1619,1
04/12/2020 09:00:00,-0.3594,1.2701,1
04/12/2020 09:15:00,0.1278,1.5548,1
04/12/2020 09:30:00,0.3844,1.7482,1
04/12/2020 09:45:00,1.5311,1.4079,1
04/12/2020 10:00:00,1.2166,1.1586,1
04/12/2020 10:15:00,2.1805,2.6736,1
04/12/2020 10:30:00,2.0494,1.4835,1
04/12/2020 10:45:00,2.1560,1.2852,1
04/12/2020 11:00:00,2.1091,0.8393,1
04/12/2020 11:15:00,2.8291,0.8704,1
04/12/2020 11:30:00,2.1887,1.2082,1
04/12/2020 11:45:00,2.4351,1.7692,1
04/12/2020 12:00:00,2.9138,2.3764,1
04/12/2020 12:15:00,2.8929,2.9335,1
04/12/2020 12:30:00,1.7091,3.5833,1
04/12/2020 12:45:00,1.4435,3.3198,1
04/12/2020 13:00:00,1.5685,3.1736,1
04/12/2020 13:15:00,-1.8802,-0.1922,0
04/12/2020 13:30:00,-2.2588,0.0729,0
04/12/2020 13:45:00,-2.2079,-0.0960,0
04/12/2020 14:00:00,-1.9851,-0.4248,0
04/12/2020 14:15:00,-2.0970,-0.7876,0
04/12/2020 14:30:00,-1.7261,-0.9904,0
04/12/2020 14:45:00,-2.2385,-0.3112,0
04/12/2020 15:00:00,-1.9890,1.0302,0
04/12/2020 15:15:00,-1.8513,1.4957,0
04/12/2020 15:30:00,-2.2265,1.6479,0
04/12/2020 15:45:00,-2.1625,2.5977,0
04/12/2020 16:00:00,-1.8907,3.4795,0
04/12/2020 16:15:00,-2.1572,4.0061,0
04/12/2020 16:30:00,-2.3421,4.3495,0
04/12/2020 16:45:00,-2.4245,4.9145,0
04/12/2020 17:00:00,-2.6715,5.0917,0
04/12/2020 17:15:00,-2.3973,4.5693,0
04/12/2020 17:30:00,-2.3115,4.8138,0
04/12/2020 17:45:00,-2.2605,4.8379,0
04/12/2020 18:00:00,-2.2725,4.7327,0
04/12/2020 18:15:00,-2.2475,4.5558,0
04/12/2020 18:30:00,-2.4037,4.4640,0
04/12/2020 18:45:00,-2.6082,3.5063,0
04/12/2020 19:00:00,-2.2342,3.0738,0
04/12/2020 19:15:00,-2.0033,2.8210,0
04/12/2020 19:30:00,-2.0046,2.7956,0
04/12/2020 19:45:00,-1.9099,2.2614,0
04/12/2020 20:00:00,-1.8220,1.9925,0
04/12/2020 20:15:00,-2.0627,1.8035,0
04/12/2020 20:30:00,-2.0494,1.2296,0
04/12/2020 20:45:00,-2.4402,0.3822,0
04/12/2020 21:00:00,-2.6440,0.3716,0
04/12/2020 21:15:00,-3.5498,0.2687,0
04/12/2020 21:30:00,-4.0961,0.1795,0
04/12/2020 21:45:00,-4.6182,-0.1288,0
04/12/2020 22:00:00,-4.3342,-0.2245,0
04/12/2020 22:15:00,-4.5403,-0.6017,0
04/12/2020 22:30:00,-5.1525,-0.8970,0
04/12/2020 22:45:00,-5.2206,-1.2146,0
04/12/2020 23:00:00,-4.6645,-1.1325,0
04/12/2020 23:15:00,-4.6809,-1.5472,0
04/12/2020 23:30:00,-5.9285,-2.4895,0
04/12/2020 23:45:00,-5.8162,-2.7416,0
05/12/2020 00:00:00,-5.1684,-2.7830,0
05/12/2020 00:15:00,-5.2250,-3.2626,0
05/12/2020 00:30:00,-4.8794,-3.2452,0
05/12/2020 00:45:00,-3.9480,-3.0354,0
05/12/2020 01:00:00,-3.1820,-3.1109,0
05/12/2020 01:15:00,-1.4064,-3.0405,0
05/12/2020 01:30:00,-2.0213,-3.0392,0
05/12/2020 01:45:00,-1.5769,-2.5639,0
05/12/2020 02:00:00,-1.4260,-3.3273,0
05/12/2020 02:15:00,-1.6695,-3.3243,0
05/12/2020 02:30:00,-1.2670,-2.7634,0
05/12/2020 02:45:00,-0.7280,-3.3928,0
05/12/2020 03:00:00,-1.2495,-4.1249,0
05/12/2020 03:15:00,-1.5465,-3.4382,0
05/12/2020 03:30:00,-2.7672,-3.5992,0
05/12/2020 03:45:00,-3.4034,-3.8518,0
05/12/2020 04:00:00,-3.1155,-3.8208,0
05/12/2020 04:15:00,-2.8590,-3.8057,0
05/12/2020 04:30:00,-2.6689,-3.7220,0
05/12/2020 04:45:00,-2.5407,-3.3820,0
05/12/2020 05:00:00,-1.6160,-2.8773,0
05/12/2020 05:15:00,-2.8152,-4.1925,0
05/12/2020 05:30:00,-2.5617,-4.1653,0
05/12/2020 05:45:00,-2.4659,-4.7816,0
05/12/2020 06:00:00,-1.8743,-4.3863,0
05/12/2020 06:15:00,0.3043,-3.6373,0
05/12/2020 06:30:00,0.8581,-2.3055,0
05/12/2020 06:45:00,0.0502,-4.1697,0
05/12/2020 07:00:00,4.1929,-3.9054,0
05/12/2020 07:15:00,3.0885,-1.5819,0
05/12/2020 07:30:00,0.0363,-1.7496,0
05/12/2020 07:45:00,1.9954,-4.2333,0
05/12/2020 08:00:00,1.0424,-5.6751,0
05/12/2020 08:15:00,0.5270,-5.7057,0
05/12/2020 08:30:00,1.0237,-6.8338,0
05/12/2020 08:45:00,3.4156,-6.4517,0
05/12/2020 09:00:00,4.7097,-5.8497,0
05/12/2020 09:15:00,5.7221,-6.1905,0
05/12/2020 09:30:00,4.1042,-4.2940,0
05/12/2020 09:45:00,4.7742,-4.8282,0
05/12/2020 10:00:00,8.6124,-3.6910,0
05/12/2020 10:15:00,6.2313,-2.9633,0
05/12/2020 10:30:00,7.1524,-3.4014,0
05/12/2020 10:45:00,6.8775,-4.4655,0
05/12/2020 11:00:00,7.2802,-3.9860,0
05/12/2020 11:15:00,7.9648,-1.5801,0
05/12/2020 11:30:00,7.5199,0.0297,0
05/12/2020 11:45:00,7.4585,0.1486,0
05/12/2020 12:00:00,8.8517,-1.1020,0
05/12/2020 12:15:00,9.4436,-3.4961,0
05/12/2020 12:30:00,10.0280,-4.4228,0
05/12/2020 12:45:00,10.1337,-4.4308,0
05/12/2020 13:00:00,10.9807,-5.0348,0
05/12/2020 13:15:00,10.6626,-4.8890,0
05/12/2020 13:30:00,11.1060,-5.3328,0
05/12/2020 13:45:00,11.8674,-4.4945,0
05/12/2020 14:00:00,11.7850,-4.2267,0
05/12/2020 14:15:00,11.5143,-4.0324,0
05/12/2020 14:30:00,10.4150,-4.6845,0
05/12/2020 14:45:00,12.6387,-3.0436,0
05/12/2020 15:00:00,14.0502,-3.0148,0
05/12/2020 15:15:00,12.6963,-2.9299,0
05/12/2020 15:30:00,11.6620,-1.7329,0
05/12/2020 15:45:00,11.9709,-1.2877,0
05/12/2020 16:00:00,12.7240,1.4819,0
05/12/2020 16:15:00,10.5292,-0.1258,0
05/12/2020 16:30:00,11.3580,-0.8530,0
05/12/2020 16:45:00,12.4199,0.0495,0
05/12/2020 17:00:00,12.4783,-1.2429,0
05/12/2020 17:15:00,10.8583,-2.0496,0
05/12/2020 17:30:00,12.0088,-1.3986,0
05/12/2020 17:45:00,9.2688,1.4402,0
05/12/2020 18:00:00,10.0020,1.7272,0
05/12/2020 18:15:00,8.9484,1.7609,0
05/12/2020 18:30:00,8.5407,0.5739,0
05/12/2020 18:45:00,8.8052,-0.6613,0
05/12/2020 19:00:00,9.8299,-0.0389,0
05/12/2020 19:15:00,10.1122,0.5995,0
05/12/2020 19:30:00,9.8750,1.2983,0
05/12/2020 19:45:00,8.8741,1.2374,0
05/12/2020 20:00:00,9.2765,0.9979,0
05/12/2020 20:15:00,8.1214,2.4398,0
05/12/2020 20:30:00,9.9523,2.2342,0
05/12/2020 20:45:00,9.0421,0.8286,0
05/12/2020 21:00:00,8.4473,1.1106,0
05/12/2020 21:15:00,8.4374,1.1093,0
05/12/2020 21:30:00,8.7746,0.5202,0
05/12/2020 21:45:00,9.7372,0.5003,0
05/12/2020 22:00:00,8.2312,0.6887,0
05/12/2020 22:15:00,7.9128,-0.6568,0
05/12/2020 22:30:00,8.2048,-0.2919,0
05/12/2020 22:45:00,7.5137,0.6286,0
05/12/2020 23:00:00,8.7356,1.2877,0
05/12/2020 23:15:00,8.5285,0.8427,0
05/12/2020 23:30:00,8.9133,1.1719,0
05/12/2020 23:45:00,8.8344,0.3143,0
06/12/2020 00:00:00,8.0758,0.4788,0
06/12/2020 00:15:00,8.1371,0.6111,0
06/12/2020 00:30:00,7.5365,0.8107,0
06/12/2020 00:45:00,8.1499,0.0322,0
06/12/2020 01:00:00,8.2994,0.0984,0
06/12/2020 01:15:00,8.1194,-0.0963,0
06/12/2020 01:30:00,6.7274,-0.1861,0
06/12/2020 01:45:00,5.6126,-0.2884,0
06/12/2020 02:00:00,5.2407,-1.1245,0
06/12/2020 02:15:00,6.3315,-0.3279,0
06/12/2020 02:30:00,6.8057,-0.2421,0
06/12/2020 02:45:00,6.9760,-0.5790,0
06/12/2020 03:00:00,6.4068,-1.5429,0
06/12/2020 03:15:00,6.5566,-0.9143,0
06/12/2020 03:30:00,6.4700,-1.4931,0
06/12/2020 03:45:00,6.3373,-1.1453,0
06/12/2020 04:00:00,6.2662,-1.7277,0
06/12/2020 04:15:00,6.2249,-1.4869,0
06/12/2020 04:30:00,5.6028,-0.8706,0
06/12/2020 04:45:00,5.5336,-0.8598,0
06/12/2020 05:00:00,6.1745,-0.5613,0
06/12/2020 05:15:00,7.2432,0.3149,0
06/12/2020 05:30:00,5.9998,-1.3959,0
06/12/2020 05:45:00,6.4347,-1.0511,0
06/12/2020 06:00:00,6.5509,-1.4057,0
06/12/2020 06:15:00,6.8182,-1.1227,0
06/12/2020 06:30:00,7.5470,-1.0524,0
06/12/2020 06:45:00,7.7313,-1.4711,0
06/12/2020 07:00:00,7.5044,-0.9946,0
06/12/2020 07:15:00,8.4857,-1.3972,0
06/12/2020 07:30:00,8.5547,-0.5112,0
06/12/2020 07:45:00,7.8172,0.7163,0
06/12/2020 08:00:00,7.7395,0.0918,0
06/12/2020 08:15:00,7.2641,0.7235,0
06/12/2020 08:30:00,8.0794,-0.0973,0
06/12/2020 08:45:00,7.5882,0.6953,0
06/12/2020 09:00:00,7.6599,-0.9614,0
06/12/2020 09:15:00,8.0727,-1.6015,0
06/12/2020 09:30:00,7.6708,-0.9550,0
06/12/2020 09:45:00,8.6494,-0.1042,0
06/12/2020 10:00:00,8.6346,0.5160,0
06/12/2020 10:15:00,7.9890,1.0674,0
06/12/2020 10:30:00,9.1058,0.9954,0
06/12/2020 10:45:00,7.7394,0.0940,0
06/12/2020 11:00:00,7.4526,0.3319,0
06/12/2020 11:15:00,8.9328,2.2424,0
06/12/2020 11:30:00,8.4411,1.5378,0
06/12/2020 11:45:00,8.5499,0.9271,0
06/12/2020 12:00:00,9.4597,-0.8738,0
06/12/2020 12:15:00,10.1499,0.0408,0
06/12/2020 12:30:00,8.6524,0.9997,0
06/12/2020 12:45:00,9.6164,-0.8046,0
06/12/2020 13:00:00,9.6417,-3.6515,0
06/12/2020 13:15:00,8.4845,-3.7097,0
06/12/2020 13:30:00,7.7916,-2.1015,0
06/12/2020 13:45:00,9.2037,-0.9241,0
06/12/2020 14:00:00,9.6227,-1.5072,0
06/12/2020 14:15:00,11.2631,-1.4808,0
06/12/2020 14:30:00,10.1627,-2.7184,0
06/12/2020 14:45:00,9.7579,-2.0938,0
06/12/2020 15:00:00,8.7147,-4.2596,0
06/12/2020 15:15:00,9.8155,-2.5448,0
06/12/2020 15:30:00,9.0803,-3.2071,0
06/12/2020 15:45:00,9.5845,-3.2483,0
06/12/2020 16:00:00,9.0413,-3.9087,0
06/12/2020 16:15:00,9.1738,-3.0579,0
06/12/2020 16:30:00,10.5438,-1.9902,0
06/12/2020 16:45:00,9.9639,-2.3181,0
06/12/2020 17:00:00,8.4953,-3.2897,0
06/12/2020 17:15:00,9.9510,-2.5799,0
06/12/2020 17:30:00,10.0355,-2.7670,0
06/12/2020 17:45:00,8.2314,-3.8800,0
06/12/2020 18:00:00,7.9697,-4.1814,0
06/12/2020 18:15:00,8.9090,-2.8703,0
06/12/2020 18:30:00,8.7321,-3.5603,0
06/12/2020 18:45:00,8.4936,-3.7137,0
06/12/2020 19:00:00,8.4397,-2.6965,0
06/12/2020 19:15:00,9.1679,-2.2078,0
06/12/2020 19:30:00,8.6024,-2.2823,0
06/12/2020 19:45:00,8.6994,0.1032,0
06/12/2020 20:00:00,6.9557,-0.5820,0
06/12/2020 20:15:00,7.8024,-1.6742,0
06/12/2020 20:30:00,7.8528,-1.4192,0
06/12/2020 20:45:00,7.5419,-2.1415,0
06/12/2020 21:00:00,7.8123,-2.7131,0
06/12/2020 21:15:00,6.8798,-2.2552,0
06/12/2020 21:30:00,7.1884,-2.4362,0
06/12/2020 21:45:00,6.7863,-1.9828,0
06/12/2020 22:00:00,6.7810,-1.8544,0
06/12/2020 22:15:00,7.4816,-1.8628,0
06/12/2020 22:30:00,7.4891,-1.2933,0
06/12/2020 22:45:00,8.2355,0.7546,0
06/12/2020 23:00:00,7.6927,-0.5169,0
06/12/2020 23:15:00,6.8645,-0.4613,0
06/12/2020 23:30:00,7.1638,-0.4814,0
06/12/2020 23:45:00,6.4539,-0.2806,0
07/12/2020 00:00:00,7.6897,0.3983,0
07/12/2020 00:15:00,7.9151,1.2929,0
07/12/2020 00:30:00,6.8505,0.7369,0
07/12/2020 00:45:00,5.8689,0.1160,0
07/12/2020 01:00:00,5.3317,0.4425,0
07/12/2020 01:15:00,4.5612,0.4147,0
07/12/2020 01:30:00,5.5828,0.5517,0
07/12/2020 01:45:00,4.9471,0.5716,0
07/12/2020 02:00:00,5.2804,3.0139,0
07/12/2020 02:15:00,4.8898,1.3771,0
07/12/2020 02:30:00,4.8600,0.4418,0
07/12/2020 02:45:00,4.7186,0.5452,0
07/12/2020 03:00:00,6.2291,2.9911,0
07/12/2020 03:15:00,4.9387,0.3345,0
07/12/2020 03:30:00,3.3851,-0.5530,0
07/12/2020 03:45:00,4.0000,-0.0158,0
07/12/2020 04:00:00,7.1475,3.5261,0
07/12/2020 04:15:00,5.7809,2.2684,0
07/12/2020 04:30:00,6.6227,1.1969,0
07/12/2020 04:45:00,5.4759,1.2193,0
07/12/2020 05:00:00,6.7113,1.2129,0
07/12/2020 05:15:00,7.0269,1.8643,0
07/12/2020 05:30:00,5.7140,1.7636,0
07/12/2020 05:45:00,5.3101,1.5078,0
07/12/2020 06:00:00,6.3639,1.8594,0
07/12/2020 06:15:00,6.7989,1.3925,0
07/12/2020 06:30:00,6.1296,-0.0727,0
07/12/2020 06:45:00,6.0252,-0.5477,0
07/12/2020 07:00:00,6.7735,0.2968,0
07/12/2020 07:15:00,6.9349,1.3757,0
07/12/2020 07:30:00,7.7608,2.9144,0
07/12/2020 07:45:00,6.3063,1.8426,0
07/12/2020 08:00:00,8.1505,2.1131,0
07/12/2020 08:15:00,6.4687,0.1278,0
07/12/2020 08:30:00,6.2553,1.8740,0
07/12/2020 08:45:00,8.4670,2.8696,0
07/12/2020 09:00:00,8.4847,2.9714,0
07/12/2020 09:15:00,8.2263,3.5256,0
07/12/2020 09:30:00,7.9473,5.9703,0
07/12/2020 09:45:00,6.5248,4.9666,0
07/12/2020 10:00:00,8.3852,4.6329,0
07/12/2020 10:15:00,8.8759,3.0335,0
07/12/2020 10:30:00,6.2211,4.4003,0
07/12/2020 10:45:00,8.0352,5.3440,0
07/12/2020 11:00:00,7.0634,6.6774,0
07/12/2020 11:15:00,7.3141,7.1524,0
07/12/2020 11:30:00,7.4931,6.3162,0
07/12/2020 11:45:00,8.0044,7.3986,0
07/12/2020 12:00:00,6.7363,6.3682,0
07/12/2020 12:15:00,7.3631,6.0660,0
07/12/2020 12:30:00,7.3206,6.3027,0
07/12/2020 12:45:00,5.9497,6.8988,0
07/12/2020 13:00:00,7.3144,3.8376,0
07/12/2020 13:15:00,6.6220,2.6431,0
07/12/2020 13:30:00,6.3932,5.9740,0
07/12/2020 13:45:00,7.6639,5.6812,0
07/12/2020 14:00:00,8.0549,5.5645,0
07/12/2020 14:15:00,8.6748,4.3179,0
07/12/2020 14:30:00,8.4004,5.2951,0
07/12/2020 14:45:00,6.8515,6.2590,0
07/12/2020 15:00:00,8.1576,6.4669,0
07/12/2020 15:15:00,7.4387,5.9891,0
07/12/2020 15:30:00,7.9967,5.5782,0
07/12/2020 15:45:00,7.5046,5.2349,0
07/12/2020 16:00:00,7.5472,5.8026,0
07/12/2020 16:15:00,6.9116,6.8344,0
07/12/2020 16:30:00,6.8916,5.8813,0
07/12/2020 16:45:00,7.9764,5.6418,0
07/12/2020 17:00:00,7.9406,5.8283,0
07/12/2020 17:15:00,7.3627,6.0034,0
07/12/2020 17:30:00,6.6792,5.9724,0
07/12/2020 17:45:00,5.7739,6.5345,0
07/12/2020 18:00:00,5.6898,5.3207,0
07/12/2020 18:15:00,4.4592,5.5250,0
07/12/2020 18:30:00,4.7754,6.1926,0
07/12/2020 18:45:00,4.5499,5.2669,0
07/12/2020 19:00:00,4.5688,5.1707,0
07/12/2020 19:15:00,4.2046,4.7585,0
07/12/2020 19:30:00,3.3044,4.0022,0
07/12/2020 19:45:00,3.0580,4.3655,0
07/12/2020 20:00:00,4.0431,4.4737,0
07/12/2020 20:15:00,2.9296,2.6196,0
07/12/2020 20:30:00,2.9185,3.9236,0
07/12/2020 20:45:00,3.2890,4.1688,0
07/12/2020 21:00:00,2.2474,3.8755,0
07/12/2020 21:15:00,1.9021,3.1035,0
07/12/2020 21:30:00,1.7602,2.4786,0
07/12/2020 21:45:00,2.1770,3.0656,0
07/12/2020 22:00:00,2.1415,3.7519,0
07/12/2020 22:15:00,3.0062,3.3620,0
07/12/2020 22:30:00,3.1616,2.6104,0
07/12/2020 22:45:00,3.2102,2.9355,0
07/12/2020 23:00:00,2.7587,3.1934,0
07/12/2020 23:15:00,1.7397,2.1555,0
07/12/2020 23:30:00,2.0930,2.3407,0
07/12/2020 23:45:00,2.5846,2.8264,0
08/12/2020 00:00:00,2.5805,2.4959,0
08/12/2020 00:15:00,2.1867,2.0685,0
08/12/2020 00:30:00,2.0562,1.7188,0
08/12/2020 00:45:00,1.6444,1.6081,0
08/12/2020 01:00:00,1.5192,2.8957,0
08/12/2020 01:15:00,1.3303,2.7446,0
08/12/2020 01:30:00,1.2734,1.9513,0
08/12/2020 01:45:00,1.3190,1.7105,0
08/12/2020 02:00:00,1.8526,1.8526,0
08/12/2020 02:15:00,2.3415,2.3677,0
08/12/2020 02:30:00,2.2651,1.9365,0
08/12/2020 02:45:00,2.0086,1.8783,0
08/12/2020 03:00:00,1.6022,1.1116,0
08/12/2020 03:15:00,1.4987,0.7592,0
08/12/2020 03:30:00,1.3604,0.6078,0
08/12/2020 03:45:00,1.2645,0.6461,0
08/12/2020 04:00:00,1.5225,0.6861,0
08/12/2020 04:15:00,1.2822,0.5620,0
08/12/2020 04:30:00,1.1890,0.6394,0
08/12/2020 04:45:00,1.2813,0.5884,0
08/12/2020 05:00:00,1.0234,0.7002,0
08/12/2020 05:15:00,1.0841,1.0367,0
08/12/2020 05:30:00,1.0220,1.5660,0
08/12/2020 05:45:00,1.0143,2.1309,0
08/12/2020 06:00:00,1.1629,1.6761,0
08/12/2020 06:15:00,1.3503,1.7115,0
08/12/2020 06:30:00,1.5548,2.3046,0
08/12/2020 06:45:00,1.7865,3.2629,0
08/12/2020 07:00:00,2.2528,3.5210,0
08/12/2020 07:15:00,2.0766,3.8565,0
08/12/2020 07:30:00,1.9825,4.1287,0
08/12/2020 07:45:00,2.0264,4.5053,0
08/12/2020 08:00:00,1.6857,4.1508,0
08/12/2020 08:15:00,2.0750,4.8987,0
08/12/2020 08:30:00,1.2444,4.0742,0
