Site,X,Y,Num. Vars,Start Date,End Date,Total Samples at Site
Salt_Creek_West,375882.0000,6000470.0000,11,21-07-2014,11-02-2016,222
Salt_Creek_South_12,377597.0000,6000430.0000,11,21-07-2014,08-06-2016,266
Salt_Creek_South_3,377570.0000,5997290.0000,11,21-07-2014,08-06-2016,256
Bonneys,347969.0000,6037304.0000,11,14-07-2014,05-01-2016,70
Monument,302097.0000,6066373.0000,10,16-09-2014,05-01-2016,88
Currency,301809.0000,6071434.0000,11,15-07-2014,03-02-2016,100
Salt_Creek_Flow,378811.0000,6001360.0000,11,03-07-2013,08-06-2016,253
Ewe,315213.0000,6062103.0000,11,14-07-2014,05-01-2016,101
Finniss,308113.0000,6073436.0000,11,15-07-2014,03-02-2016,100
Goolwa,300692.0000,6067199.0000,11,15-07-2014,20-04-2016,111
Jockwar,351368.0000,6083419.0000,8,18-09-2014,22-01-2015,40
Albert_Middle,345944.6810,6059687.2930,11,15-07-2014,09-02-2016,76
Meningie,348605.0000,6052257.0000,11,15-07-2014,20-04-2016,111
Albert_Opening,344391.0000,6063658.0000,11,15-07-2014,09-02-2016,100
Alex_Middle,333094.0000,6077943.0000,11,15-07-2014,09-02-2016,100
Milang,321246.0000,6076714.0000,11,15-07-2014,20-04-2016,87
Poltalloch,338099.0000,6074142.0000,11,15-07-2014,20-04-2016,87
Wellington,353269.0000,6089030.0000,11,15-07-2014,09-02-2016,76
Mcleay,323335.0000,6067400.0000,11,15-07-2014,09-02-2016,101
Long,333756.0000,6048257.0000,12,12-09-2012,08-06-2016,351
Loveday,325777.0000,6062037.0000,8,18-09-2014,22-01-2015,40
Mark,325762.0000,6054914.0000,11,14-07-2014,05-01-2016,101
McGrath,354600.0000,6029390.0000,11,21-07-2014,08-06-2016,256
Morella,380179.0000,6001380.0000,11,21-07-2014,11-02-2016,41
Mundoo,312516.0000,6065450.0000,9,16-09-2014,21-01-2015,43
Mouth,308015.0000,6063155.0000,10,16-09-2014,05-01-2016,82
Narrung,336596.0000,6067746.0000,8,18-09-2014,22-01-2015,40
North_Jack,369342.0000,6010970.0000,12,12-09-2012,08-06-2016,331
Parnka_Point,355237.0000,6025730.0000,11,21-07-2014,08-06-2016,266
Salt_Creek,378834.7000,6001351.5000,8,03-07-2013,11-09-2013,48
Salt_Creek_2,378834.7000,6001351.5000,8,03-07-2013,11-09-2013,48
Seagull_Island,372453.0000,6005680.0000,11,21-07-2014,08-06-2016,266
Snipe_Point,374406.0000,6002900.0000,11,21-07-2014,05-01-2016,211
Salt,377597.0000,6000430.0000,11,14-07-2014,05-01-2016,101
Stoney_Well,365104.0000,6017790.0000,11,21-07-2014,08-06-2016,266
Tauwitcherie,320218.0000,6059692.0000,12,19-04-2011,08-06-2016,354
Tauwitchere_Barrage,320219.0000,6059690.0000,3,26-11-2010,26-11-2010,3
Tauwitchere_Barrage_Upstream_Upstream,320218.0000,6059692.0000,3,06-01-2011,17-03-2011,12
Yumpa,359175.0000,359175.0000,6022894,6022890.0000, 12.0000,12-09-2012,08-06-2016,372
