"time","Air Temperature_average_ºC","Apparent Temperature_average_ºC","Delta T_average_ºC","Dew Point_average_ºC","Rainfall_raw_mm","Relative Humidity_average_%RH","Soil Temperature_average_ºC","Solar Radiation_average_W/m^2","Voltage_average_V","Wind Direction_average_º","Wind Speed_average_km/h","Wind Speed_maximum_km/h","Wind Speed_minimum_km/h"
2020-11-30 22:30:00,19,15.294742,3.369712,13.899091,0,72.3,25.1,469,12.98,281.220687,25.38,35.172,14.22
2020-11-30 22:45:00,19.9,15.521418,4.254422,13.286755,0,65.7,24.9,681,13.2,284.091709,27.792,41.04,17.568
2020-11-30 23:00:00,20,15.329999,4.657002,12.641589,0,62.6,24.8,653,13.42,281.666356,28.224,41.04,16.74
2020-11-30 23:15:00,20.5,15.179934,5.328963,11.89709,0,57.8,24.8,771,13.42,274.820766,30.384,41.904,16.74
2020-11-30 23:30:00,19.7,15.354501,4.947063,11.738667,0,60.1,24.8,269,13.2,273.419983,25.128,38.52,14.22
2020-11-30 23:45:00,19.1,15.495011,4.412115,12.103305,0,63.9,24.8,185,13.09,266.125327,21.888,36.864,10.836
2020-12-01 00:00:00,19.5,15.526779,4.510132,12.362479,0,63.4,24.8,260,13.09,261.098284,24.192,32.652,15.048
2020-12-01 00:15:00,20,15.889338,4.79769,12.371164,0,61.5,24.8,527,13.31,260.575298,24.912,38.52,15.048
2020-12-01 00:30:00,20,14.621712,5.067505,11.842849,0,59.4,24.8,388,13.31,258.333644,30.6,48.6,15.048
2020-12-01 00:45:00,19.1,13.474275,4.623779,11.693944,0,62.2,24.8,355,13.31,256.018796,31.644,50.292,17.568
2020-12-01 01:00:00,19.9,13.95411,5.483629,10.885153,0,56.1,24.8,878,13.53,255.024566,32.076,44.424,16.74
2020-12-01 01:15:00,20.8,14.347529,5.963582,10.950547,0,53.3,24.8,1089,13.42,241.298796,34.776,49.464,22.608
2020-12-01 01:30:00,20.7,14.382125,5.950916,10.85787,0,53.3,24.8,1137,13.31,241.078849,33.948,46.08,22.608
2020-12-01 01:45:00,20.6,14.227957,6.032371,10.566423,0,52.6,24.8,935,13.42,247.818034,33.804,49.464,19.26
2020-12-01 02:00:00,20.6,14.018944,6.018906,10.594961,0,52.7,24.8,1078,13.42,233.721698,34.92,50.292,19.26
2020-12-01 02:15:00,20.8,14.297821,6.234964,10.375532,0,51.3,25,1011,13.42,241.699244,34.2,47.772,20.916
2020-12-01 02:30:00,19.7,13.390998,6.007718,9.5337,0,51.9,25.1,424,13.42,235.362459,32.04,45.252,20.916
2020-12-01 02:45:00,20.5,14.220049,6.644335,9.107425,0,48,25.1,941,13.53,242.720065,31.32,43.56,20.916
2020-12-01 03:00:00,20.3,14.28838,6.614564,8.924332,0,48,25.3,545,13.42,242.315636,29.7,41.904,15.876
2020-12-01 03:15:00,20,13.414616,6.583448,8.618814,0,47.9,25.4,821,13.42,243.537814,32.256,43.56,20.916
