ISOTime,SAL,TEMP,TRACE_1,AGE,SS1,OXY,RSI,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN
01/01/2012 10:00:00,13.3005,29.8923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 11:00:00,13.3068,29.9045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 12:00:00,13.3130,29.9166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 13:00:00,13.3192,29.9287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 14:00:00,13.3254,29.9409,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 15:00:00,13.3317,29.9530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 16:00:00,13.3379,29.9651,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 17:00:00,13.3441,29.9773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 18:00:00,13.3504,29.9894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 19:00:00,13.3566,30.0016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 20:00:00,13.3628,30.0137,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 21:00:00,13.3690,30.0258,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 22:00:00,13.3753,30.0380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
01/01/2012 23:00:00,13.3815,30.0501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 00:00:00,13.3877,30.0622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 01:00:00,13.3966,30.0591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 02:00:00,13.4055,30.0556,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 03:00:00,13.4145,30.0522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 04:00:00,13.4234,30.0487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 05:00:00,13.4323,30.0452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 06:00:00,13.4412,30.0417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 07:00:00,13.4501,30.0383,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 08:00:00,13.4590,30.0348,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 09:00:00,13.4680,30.0313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 10:00:00,13.4769,30.0278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 11:00:00,13.4858,30.0244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 12:00:00,13.4947,30.0209,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 13:00:00,13.5036,30.0174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 14:00:00,13.5126,30.0140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 15:00:00,13.5215,30.0105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 16:00:00,13.5304,30.0070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 17:00:00,13.5393,30.0035,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 18:00:00,13.5482,30.0001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 19:00:00,13.5571,29.9966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 20:00:00,13.5661,29.9931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 21:00:00,13.5750,29.9896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 22:00:00,13.5839,29.9862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
02/01/2012 23:00:00,13.5928,29.9827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 00:00:00,13.6017,29.9792,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 01:00:00,13.6056,30.0234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 02:00:00,13.6093,30.0685,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 03:00:00,13.6130,30.1135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 04:00:00,13.6167,30.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 05:00:00,13.6205,30.2036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 06:00:00,13.6242,30.2487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 07:00:00,13.6279,30.2937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 08:00:00,13.6316,30.3388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 09:00:00,13.6353,30.3838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 10:00:00,13.6390,30.4288,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 11:00:00,13.6427,30.4739,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 12:00:00,13.6464,30.5189,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 13:00:00,13.6501,30.5640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 14:00:00,13.6538,30.6090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 15:00:00,13.6575,30.6541,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 16:00:00,13.6612,30.6991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 17:00:00,13.6649,30.7442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 18:00:00,13.6686,30.7892,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 19:00:00,13.6723,30.8343,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 20:00:00,13.6760,30.8793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 21:00:00,13.6797,30.9244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 22:00:00,13.6834,30.9694,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
03/01/2012 23:00:00,13.6871,31.0145,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 00:00:00,13.6908,31.0595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 01:00:00,13.7026,30.8422,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 02:00:00,13.7145,30.6195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 03:00:00,13.7264,30.3968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 04:00:00,13.7384,30.1741,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 05:00:00,13.7503,29.9514,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 06:00:00,13.7622,29.7287,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 07:00:00,13.7741,29.5060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 08:00:00,13.7860,29.2833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 09:00:00,13.7979,29.0606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 10:00:00,13.8098,28.8379,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 11:00:00,13.8218,28.6152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 12:00:00,13.8337,28.3925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 13:00:00,13.8456,28.1698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 14:00:00,13.8575,27.9471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 15:00:00,13.8694,27.7243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 16:00:00,13.8813,27.5016,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 17:00:00,13.8932,27.2789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 18:00:00,13.9052,27.0562,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 19:00:00,13.9171,26.8335,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 20:00:00,13.9290,26.6108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 21:00:00,13.9409,26.3881,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 22:00:00,13.9528,26.1654,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
04/01/2012 23:00:00,13.9647,25.9427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 00:00:00,13.9766,25.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 01:00:00,13.9826,25.6533,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 02:00:00,13.9885,25.5875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 03:00:00,13.9943,25.5216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 04:00:00,14.0001,25.4558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 05:00:00,14.0060,25.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 06:00:00,14.0118,25.3241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 07:00:00,14.0176,25.2583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 08:00:00,14.0234,25.1925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 09:00:00,14.0293,25.1267,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 10:00:00,14.0351,25.0608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 11:00:00,14.0409,24.9950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 12:00:00,14.0468,24.9292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 13:00:00,14.0526,24.8633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 14:00:00,14.0584,24.7975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 15:00:00,14.0643,24.7317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 16:00:00,14.0701,24.6659,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 17:00:00,14.0759,24.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 18:00:00,14.0817,24.5342,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 19:00:00,14.0876,24.4684,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 20:00:00,14.0934,24.4025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 21:00:00,14.0992,24.3367,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 22:00:00,14.1051,24.2709,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
05/01/2012 23:00:00,14.1109,24.2050,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 00:00:00,14.1167,24.1392,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 01:00:00,14.1144,24.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 02:00:00,14.1117,24.1980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 03:00:00,14.1090,24.2293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 04:00:00,14.1064,24.2606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 05:00:00,14.1037,24.2919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 06:00:00,14.1010,24.3231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 07:00:00,14.0984,24.3544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 08:00:00,14.0957,24.3857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 09:00:00,14.0930,24.4170,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 10:00:00,14.0904,24.4483,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 11:00:00,14.0877,24.4795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 12:00:00,14.0850,24.5108,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
06/01/2012 13:00:00,14.0824,24.5421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,260.2619,0.0000,0.0000,0.0000
