"Time","A2391150"
"and","Water Temp. (Deg.C)"
"Date","Mean"
07/04/2011 00:00,""
08/04/2011 00:00,       18.74
09/04/2011 00:00,       18.00
10/04/2011 00:00,       15.96
11/04/2011 00:00,       15.42
12/04/2011 00:00,       15.83
13/04/2011 00:00,       16.70
14/04/2011 00:00,       15.99
15/04/2011 00:00,       16.18
16/04/2011 00:00,       16.36
17/04/2011 00:00,       16.43
18/04/2011 00:00,       15.77
19/04/2011 00:00,       15.71
20/04/2011 00:00,       15.79
21/04/2011 00:00,       15.23
22/04/2011 00:00,       15.94
23/04/2011 00:00,       15.68
24/04/2011 00:00,       16.58
25/04/2011 00:00,       16.64
26/04/2011 00:00,       16.74
27/04/2011 00:00,       16.97
28/04/2011 00:00,       16.82
29/04/2011 00:00,       16.33
30/04/2011 00:00,       16.59
01/05/2011 00:00,       16.31
02/05/2011 00:00,       15.58
03/05/2011 00:00,       15.53
04/05/2011 00:00,       15.51
05/05/2011 00:00,       15.12
06/05/2011 00:00,       14.09
07/05/2011 00:00,       13.00
08/05/2011 00:00,       12.49
09/05/2011 00:00,       12.75
10/05/2011 00:00,       12.72
11/05/2011 00:00,       12.65
12/05/2011 00:00,       13.68
13/05/2011 00:00,       14.10
14/05/2011 00:00,       13.03
15/05/2011 00:00,       13.16
16/05/2011 00:00,       13.15
17/05/2011 00:00,       13.58
18/05/2011 00:00,       12.91
19/05/2011 00:00,       12.71
20/05/2011 00:00,       13.19
21/05/2011 00:00,       13.38
22/05/2011 00:00,       14.19
23/05/2011 00:00,       14.24
24/05/2011 00:00,       13.19
25/05/2011 00:00,       12.22
26/05/2011 00:00,       12.94
27/05/2011 00:00,       13.26
28/05/2011 00:00,       13.19
29/05/2011 00:00,       13.58
30/05/2011 00:00,       12.44
31/05/2011 00:00,       11.59
01/06/2011 00:00,       10.55
02/06/2011 00:00,       10.58
03/06/2011 00:00,       12.23
04/06/2011 00:00,       12.68
05/06/2011 00:00,       12.36
06/06/2011 00:00,       11.53
07/06/2011 00:00,       11.49
08/06/2011 00:00,       10.62
09/06/2011 00:00,       10.81
10/06/2011 00:00,       11.51
11/06/2011 00:00,       11.74
12/06/2011 00:00,       11.59
13/06/2011 00:00,       10.61
14/06/2011 00:00,       10.29
15/06/2011 00:00,        9.87
16/06/2011 00:00,        9.65
17/06/2011 00:00,       10.45
18/06/2011 00:00,       11.78
19/06/2011 00:00,       12.59
20/06/2011 00:00,       12.19
21/06/2011 00:00,       11.21
22/06/2011 00:00,       11.25
23/06/2011 00:00,       12.96
24/06/2011 00:00,       13.56
25/06/2011 00:00,       12.61
26/06/2011 00:00,       11.87
27/06/2011 00:00,       11.95
28/06/2011 00:00,       11.84
29/06/2011 00:00,       11.29
30/06/2011 00:00,       11.80
01/07/2011 00:00,       12.37
02/07/2011 00:00,       11.68
03/07/2011 00:00,       12.05
04/07/2011 00:00,       11.42
05/07/2011 00:00,       11.25
06/07/2011 00:00,       12.06
07/07/2011 00:00,       12.46
08/07/2011 00:00,       13.51
09/07/2011 00:00,       13.47
10/07/2011 00:00,       12.90
11/07/2011 00:00,       13.14
12/07/2011 00:00,       13.38
13/07/2011 00:00,       13.62
14/07/2011 00:00,       13.61
15/07/2011 00:00,       13.02
16/07/2011 00:00,       12.36
17/07/2011 00:00,       11.79
18/07/2011 00:00,       12.01
19/07/2011 00:00,       12.51
20/07/2011 00:00,       12.92
21/07/2011 00:00,       12.75
22/07/2011 00:00,       12.52
23/07/2011 00:00,       11.98
24/07/2011 00:00,       12.42
25/07/2011 00:00,       13.62
26/07/2011 00:00,       14.18
27/07/2011 00:00,       13.17
28/07/2011 00:00,       12.85
29/07/2011 00:00,       12.85
30/07/2011 00:00,       13.28
31/07/2011 00:00,       13.99
01/08/2011 00:00,       14.22
02/08/2011 00:00,       14.34
03/08/2011 00:00,       14.80
04/08/2011 00:00,       15.21
05/08/2011 00:00,       14.27
06/08/2011 00:00,       14.05
07/08/2011 00:00,       14.22
08/08/2011 00:00,       14.39
09/08/2011 00:00,       13.87
10/08/2011 00:00,       14.39
11/08/2011 00:00,       14.30
12/08/2011 00:00,       14.36
13/08/2011 00:00,       14.05
14/08/2011 00:00,       13.78
15/08/2011 00:00,       14.21
16/08/2011 00:00,       14.20
17/08/2011 00:00,       13.58
18/08/2011 00:00,       12.99
19/08/2011 00:00,       13.35
20/08/2011 00:00,       14.74
21/08/2011 00:00,       15.49
22/08/2011 00:00,       15.59
23/08/2011 00:00,       15.11
24/08/2011 00:00,       15.14
25/08/2011 00:00,       15.12
26/08/2011 00:00,       15.07
27/08/2011 00:00,       14.85
28/08/2011 00:00,       14.47
29/08/2011 00:00,       13.54
30/08/2011 00:00,       13.10
31/08/2011 00:00,       12.93
01/09/2011 00:00,       13.34
02/09/2011 00:00,       13.80
03/09/2011 00:00,       13.96
04/09/2011 00:00,       14.86
05/09/2011 00:00,       15.11
06/09/2011 00:00,       13.99
07/09/2011 00:00,       13.38
08/09/2011 00:00,       12.90
09/09/2011 00:00,       13.02
10/09/2011 00:00,       13.37
11/09/2011 00:00,       13.86
12/09/2011 00:00,       13.90
13/09/2011 00:00,       13.86
14/09/2011 00:00,       14.92
15/09/2011 00:00,       14.91
16/09/2011 00:00,       15.95
17/09/2011 00:00,       16.72
18/09/2011 00:00,       17.01
19/09/2011 00:00,       16.01
20/09/2011 00:00,       14.68
21/09/2011 00:00,       15.31
22/09/2011 00:00,       15.72
23/09/2011 00:00,       14.68
24/09/2011 00:00,       14.19
25/09/2011 00:00,       14.72
26/09/2011 00:00,       15.00
27/09/2011 00:00,       15.98
28/09/2011 00:00,       16.09
29/09/2011 00:00,       15.25
30/09/2011 00:00,       14.55
01/10/2011 00:00,       14.03
02/10/2011 00:00,       14.67
03/10/2011 00:00,       15.60
04/10/2011 00:00,       16.59
05/10/2011 00:00,       16.79
06/10/2011 00:00,       16.49
07/10/2011 00:00,       16.53
08/10/2011 00:00,       16.61
09/10/2011 00:00,       17.00
10/10/2011 00:00,       16.56
11/10/2011 00:00,       16.20
12/10/2011 00:00,       16.14
13/10/2011 00:00,       16.62
14/10/2011 00:00,       17.87
15/10/2011 00:00,       18.11
16/10/2011 00:00,       17.15
17/10/2011 00:00,       17.54
18/10/2011 00:00,       18.52
19/10/2011 00:00,       19.71
20/10/2011 00:00,       19.99
21/10/2011 00:00,       18.57
22/10/2011 00:00,       19.07
23/10/2011 00:00,       20.66
24/10/2011 00:00,       19.46
25/10/2011 00:00,       16.70
26/10/2011 00:00,       16.82
27/10/2011 00:00,       18.77
28/10/2011 00:00,       19.39
29/10/2011 00:00,       18.54
30/10/2011 00:00,       18.09
31/10/2011 00:00,       18.12
01/11/2011 00:00,       17.75
02/11/2011 00:00,       17.55
03/11/2011 00:00,       18.09
04/11/2011 00:00,       19.28
05/11/2011 00:00,       21.37
06/11/2011 00:00,       22.36
07/11/2011 00:00,       22.11
08/11/2011 00:00,       23.22
09/11/2011 00:00,       24.12
10/11/2011 00:00,       22.41
11/11/2011 00:00,       20.93
12/11/2011 00:00,       21.33
13/11/2011 00:00,       21.53
14/11/2011 00:00,       20.56
15/11/2011 00:00,       20.59
16/11/2011 00:00,       21.29
17/11/2011 00:00,       21.56
18/11/2011 00:00,       22.82
19/11/2011 00:00,       22.14
20/11/2011 00:00,       20.26
21/11/2011 00:00,       20.05
22/11/2011 00:00,       19.96
23/11/2011 00:00,       19.64
24/11/2011 00:00,       19.05
25/11/2011 00:00,       19.29
26/11/2011 00:00,       20.07
27/11/2011 00:00,       22.06
28/11/2011 00:00,       22.79
29/11/2011 00:00,       22.08
30/11/2011 00:00,       20.07
01/12/2011 00:00,       19.34
02/12/2011 00:00,       19.36
03/12/2011 00:00,       19.99
04/12/2011 00:00,       19.86
05/12/2011 00:00,       20.09
06/12/2011 00:00,       21.82
07/12/2011 00:00,       23.07
08/12/2011 00:00,       23.72
09/12/2011 00:00,       23.26
10/12/2011 00:00,       22.56
11/12/2011 00:00,       21.30
12/12/2011 00:00,       21.35
13/12/2011 00:00,       20.80
14/12/2011 00:00,       20.32
15/12/2011 00:00,       21.26
16/12/2011 00:00,       22.50
17/12/2011 00:00,       22.53
18/12/2011 00:00,       21.83
19/12/2011 00:00,       21.40
20/12/2011 00:00,       21.91
21/12/2011 00:00,       22.54
22/12/2011 00:00,       23.65
23/12/2011 00:00,       24.98
24/12/2011 00:00,       25.97
25/12/2011 00:00,       26.25
26/12/2011 00:00,       23.39
27/12/2011 00:00,       22.11
28/12/2011 00:00,       21.96
29/12/2011 00:00,       22.69
30/12/2011 00:00,       23.75
31/12/2011 00:00,       25.41
01/01/2012 00:00,       26.33
02/01/2012 00:00,       26.43
03/01/2012 00:00,       26.81
04/01/2012 00:00,       24.84
05/01/2012 00:00,       21.94
06/01/2012 00:00,       21.16
07/01/2012 00:00,       21.02
08/01/2012 00:00,       21.20
09/01/2012 00:00,       20.03
10/01/2012 00:00,       20.14
11/01/2012 00:00,       18.86
12/01/2012 00:00,       19.62
13/01/2012 00:00,       20.52
14/01/2012 00:00,       20.71
15/01/2012 00:00,       21.62
16/01/2012 00:00,       24.03
17/01/2012 00:00,       23.78
18/01/2012 00:00,       23.58
19/01/2012 00:00,       22.61
20/01/2012 00:00,       22.80
21/01/2012 00:00,       22.47
22/01/2012 00:00,       24.49
23/01/2012 00:00,       26.70
24/01/2012 00:00,       27.47
25/01/2012 00:00,       25.59
26/01/2012 00:00,       22.60
27/01/2012 00:00,       23.14
28/01/2012 00:00,       26.26
29/01/2012 00:00,       26.81
30/01/2012 00:00,       24.65
31/01/2012 00:00,       20.51
01/02/2012 00:00,       18.99
02/02/2012 00:00,       20.16
03/02/2012 00:00,       22.97
04/02/2012 00:00,       23.89
05/02/2012 00:00,       22.56
06/02/2012 00:00,       20.24
07/02/2012 00:00,       20.52
08/02/2012 00:00,       19.25
09/02/2012 00:00,       18.64
10/02/2012 00:00,       18.93
11/02/2012 00:00,       19.65
12/02/2012 00:00,       19.71
13/02/2012 00:00,       21.51
14/02/2012 00:00,       23.23
15/02/2012 00:00,       24.30
16/02/2012 00:00,       24.05
17/02/2012 00:00,       23.36
18/02/2012 00:00,       24.05
19/02/2012 00:00,       24.80
20/02/2012 00:00,       23.69
21/02/2012 00:00,       22.09
22/02/2012 00:00,       22.22
23/02/2012 00:00,       23.37
24/02/2012 00:00,       24.12
25/02/2012 00:00,       25.61
26/02/2012 00:00,       25.34
27/02/2012 00:00,       24.33
28/02/2012 00:00,       22.31
29/02/2012 00:00,       18.67
01/03/2012 00:00,       17.58
02/03/2012 00:00,       17.17
03/03/2012 00:00,       19.07
04/03/2012 00:00,       20.38
05/03/2012 00:00,       20.03
06/03/2012 00:00,       19.24
07/03/2012 00:00,       19.27
08/03/2012 00:00,       20.33
09/03/2012 00:00,       20.89
10/03/2012 00:00,       21.13
11/03/2012 00:00,       19.88
12/03/2012 00:00,       19.81
13/03/2012 00:00,       21.21
14/03/2012 00:00,       21.56
15/03/2012 00:00,       21.88
16/03/2012 00:00,       21.32
17/03/2012 00:00,       20.65
18/03/2012 00:00,       20.79
19/03/2012 00:00,       21.39
20/03/2012 00:00,       21.65
21/03/2012 00:00,       20.43
22/03/2012 00:00,       18.48
23/03/2012 00:00,       17.24
24/03/2012 00:00,       17.90
25/03/2012 00:00,       18.61
26/03/2012 00:00,       18.23
27/03/2012 00:00,       18.42
28/03/2012 00:00,       18.99
29/03/2012 00:00,       20.02
30/03/2012 00:00,       20.61
31/03/2012 00:00,       20.46
01/04/2012 00:00,       20.04
02/04/2012 00:00,       19.13
03/04/2012 00:00,       20.46
04/04/2012 00:00,       21.20
05/04/2012 00:00,       21.30
06/04/2012 00:00,       20.38
07/04/2012 00:00,       17.04
08/04/2012 00:00,       16.68
09/04/2012 00:00,       16.14
10/04/2012 00:00,       15.40
11/04/2012 00:00,       15.48
12/04/2012 00:00,       15.87
13/04/2012 00:00,       15.81
14/04/2012 00:00,       16.02
15/04/2012 00:00,       16.60
16/04/2012 00:00,       17.63
17/04/2012 00:00,       17.58
18/04/2012 00:00,       17.49
19/04/2012 00:00,       17.96
20/04/2012 00:00,       18.15
21/04/2012 00:00,       17.51
22/04/2012 00:00,       17.04
23/04/2012 00:00,       15.73
24/04/2012 00:00,       14.09
25/04/2012 00:00,       14.18
26/04/2012 00:00,       14.99
27/04/2012 00:00,       15.28
28/04/2012 00:00,       15.44
29/04/2012 00:00,       16.19
30/04/2012 00:00,       14.90
01/05/2012 00:00,       13.71
02/05/2012 00:00,       12.75
03/05/2012 00:00,       12.37
04/05/2012 00:00,       12.84
05/05/2012 00:00,       13.27
06/05/2012 00:00,       13.44
07/05/2012 00:00,       14.33
08/05/2012 00:00,       15.68
09/05/2012 00:00,       16.29
10/05/2012 00:00,       15.29
11/05/2012 00:00,       14.76
12/05/2012 00:00,       13.52
13/05/2012 00:00,       13.20
14/05/2012 00:00,       13.28
15/05/2012 00:00,       13.68
16/05/2012 00:00,       12.97
17/05/2012 00:00,       11.87
18/05/2012 00:00,       12.71
19/05/2012 00:00,       13.53
20/05/2012 00:00,       13.16
21/05/2012 00:00,       12.36
22/05/2012 00:00,       12.79
23/05/2012 00:00,       13.35
24/05/2012 00:00,       12.00
25/05/2012 00:00,       10.78
26/05/2012 00:00,       11.81
27/05/2012 00:00,       12.32
28/05/2012 00:00,       12.85
29/05/2012 00:00,       13.25
30/05/2012 00:00,       13.39
31/05/2012 00:00,       12.45
01/06/2012 00:00,       11.94
02/06/2012 00:00,       11.76
03/06/2012 00:00,       10.59
04/06/2012 00:00,        9.93
05/06/2012 00:00,       10.33
06/06/2012 00:00,       10.50
07/06/2012 00:00,        9.79
08/06/2012 00:00,        9.25
09/06/2012 00:00,        9.93
10/06/2012 00:00,       10.38
11/06/2012 00:00,       10.07
12/06/2012 00:00,        9.16
13/06/2012 00:00,        8.71
14/06/2012 00:00,        9.41
15/06/2012 00:00,        9.87
16/06/2012 00:00,       10.00
17/06/2012 00:00,       10.96
18/06/2012 00:00,       11.77
19/06/2012 00:00,       11.70
20/06/2012 00:00,       10.94
21/06/2012 00:00,       10.93
22/06/2012 00:00,       10.20
23/06/2012 00:00,       10.26
24/06/2012 00:00,       11.20
25/06/2012 00:00,       11.87
26/06/2012 00:00,       11.78
27/06/2012 00:00,       11.53
28/06/2012 00:00,        9.77
29/06/2012 00:00,        9.82
30/06/2012 00:00,        9.72
01/07/2012 00:00,        9.95
02/07/2012 00:00,       10.30
03/07/2012 00:00,       10.83
04/07/2012 00:00,       11.49
05/07/2012 00:00,       11.05
06/07/2012 00:00,       10.29
07/07/2012 00:00,        8.97
08/07/2012 00:00,        8.69
09/07/2012 00:00,        9.26
10/07/2012 00:00,       10.46
11/07/2012 00:00,       11.08
12/07/2012 00:00,       11.50
13/07/2012 00:00,       11.66
14/07/2012 00:00,       11.36
15/07/2012 00:00,       11.39
16/07/2012 00:00,       12.35
17/07/2012 00:00,       11.88
18/07/2012 00:00,       11.67
19/07/2012 00:00,       11.30
20/07/2012 00:00,       11.84
21/07/2012 00:00,       12.47
22/07/2012 00:00,       12.99
23/07/2012 00:00,       12.84
24/07/2012 00:00,       12.33
25/07/2012 00:00,       11.55
26/07/2012 00:00,       11.56
27/07/2012 00:00,       11.93
28/07/2012 00:00,       12.45
29/07/2012 00:00,       12.27
30/07/2012 00:00,       11.67
31/07/2012 00:00,       11.35
01/08/2012 00:00,       11.37
02/08/2012 00:00,       11.04
03/08/2012 00:00,       11.17
04/08/2012 00:00,       11.95
05/08/2012 00:00,       12.14
06/08/2012 00:00,       11.88
07/08/2012 00:00,       11.70
08/08/2012 00:00,       11.86
09/08/2012 00:00,       12.14
10/08/2012 00:00,       12.42
11/08/2012 00:00,       12.76
12/08/2012 00:00,       12.63
13/08/2012 00:00,       12.10
14/08/2012 00:00,       12.63
15/08/2012 00:00,       12.97
16/08/2012 00:00,       12.64
17/08/2012 00:00,       11.61
18/08/2012 00:00,       11.76
19/08/2012 00:00,       13.51
20/08/2012 00:00,       13.74
21/08/2012 00:00,       13.13
22/08/2012 00:00,       13.19
23/08/2012 00:00,       13.35
24/08/2012 00:00,       12.42
25/08/2012 00:00,       13.02
26/08/2012 00:00,       14.05
27/08/2012 00:00,       14.17
28/08/2012 00:00,       13.81
29/08/2012 00:00,       13.98
30/08/2012 00:00,       13.36
31/08/2012 00:00,       13.39
01/09/2012 00:00,       14.61
02/09/2012 00:00,       14.86
03/09/2012 00:00,       15.13
04/09/2012 00:00,       15.18
05/09/2012 00:00,       14.40
06/09/2012 00:00,       13.75
07/09/2012 00:00,       13.23
08/09/2012 00:00,       13.45
09/09/2012 00:00,       14.67
10/09/2012 00:00,       15.53
11/09/2012 00:00,       15.88
12/09/2012 00:00,       15.37
13/09/2012 00:00,       14.61
14/09/2012 00:00,       15.14
15/09/2012 00:00,       15.46
16/09/2012 00:00,       15.94
17/09/2012 00:00,       16.19
18/09/2012 00:00,       15.62
19/09/2012 00:00,       15.11
20/09/2012 00:00,       15.05
21/09/2012 00:00,       16.07
22/09/2012 00:00,       16.75
23/09/2012 00:00,       16.32
24/09/2012 00:00,       15.16
25/09/2012 00:00,       15.19
26/09/2012 00:00,       15.56
27/09/2012 00:00,       16.78
28/09/2012 00:00,       16.66
29/09/2012 00:00,       14.16
30/09/2012 00:00,       14.36
01/10/2012 00:00,       15.56
02/10/2012 00:00,       16.43
03/10/2012 00:00,       17.38
04/10/2012 00:00,       18.29
05/10/2012 00:00,       18.19
06/10/2012 00:00,       16.83
07/10/2012 00:00,       15.51
08/10/2012 00:00,       15.24
09/10/2012 00:00,       15.22
10/10/2012 00:00,       14.61
11/10/2012 00:00,       13.99
12/10/2012 00:00,       14.38
13/10/2012 00:00,       16.14
14/10/2012 00:00,       17.65
15/10/2012 00:00,       19.00
16/10/2012 00:00,       18.41
17/10/2012 00:00,       17.48
18/10/2012 00:00,       17.66
19/10/2012 00:00,       19.30
20/10/2012 00:00,       20.19
21/10/2012 00:00,       19.47
22/10/2012 00:00,       18.58
23/10/2012 00:00,       17.42
24/10/2012 00:00,       16.85
25/10/2012 00:00,       16.68
26/10/2012 00:00,       17.02
27/10/2012 00:00,       17.80
28/10/2012 00:00,       18.48
29/10/2012 00:00,       19.48
30/10/2012 00:00,       20.69
31/10/2012 00:00,       20.03
01/11/2012 00:00,       17.76
02/11/2012 00:00,       17.69
03/11/2012 00:00,       18.68
04/11/2012 00:00,       20.36
05/11/2012 00:00,       20.64
06/11/2012 00:00,       20.27
07/11/2012 00:00,       20.26
08/11/2012 00:00,       20.27
09/11/2012 00:00,       19.34
10/11/2012 00:00,       19.06
11/11/2012 00:00,       20.02
12/11/2012 00:00,       20.44
13/11/2012 00:00,       19.93
14/11/2012 00:00,       20.06
15/11/2012 00:00,       18.49
16/11/2012 00:00,       17.57
17/11/2012 00:00,       18.81
18/11/2012 00:00,       19.14
19/11/2012 00:00,       19.72
20/11/2012 00:00,       20.27
21/11/2012 00:00,       20.40
22/11/2012 00:00,       20.47
23/11/2012 00:00,       21.64
24/11/2012 00:00,       23.17
25/11/2012 00:00,       22.69
26/11/2012 00:00,       20.66
27/11/2012 00:00,       21.25
28/11/2012 00:00,       23.95
29/11/2012 00:00,       25.49
30/11/2012 00:00,       24.95
01/12/2012 00:00,       23.25
02/12/2012 00:00,       21.58
03/12/2012 00:00,       20.45
04/12/2012 00:00,       18.79
05/12/2012 00:00,       17.46
06/12/2012 00:00,       18.88
07/12/2012 00:00,       20.85
08/12/2012 00:00,       21.76
09/12/2012 00:00,       21.09
10/12/2012 00:00,       20.28
11/12/2012 00:00,       21.66
12/12/2012 00:00,       24.26
13/12/2012 00:00,       25.36
14/12/2012 00:00,       22.53
15/12/2012 00:00,       20.29
16/12/2012 00:00,       19.05
17/12/2012 00:00,       20.31
18/12/2012 00:00,       23.00
19/12/2012 00:00,       23.88
20/12/2012 00:00,       22.31
21/12/2012 00:00,       22.38
22/12/2012 00:00,       22.96
23/12/2012 00:00,       22.65
24/12/2012 00:00,       22.64
25/12/2012 00:00,       22.26
26/12/2012 00:00,       21.68
27/12/2012 00:00,       22.63
28/12/2012 00:00,       22.72
29/12/2012 00:00,       22.14
30/12/2012 00:00,       22.66
31/12/2012 00:00,       23.01
01/01/2013 00:00,       23.98
02/01/2013 00:00,       24.12
03/01/2013 00:00,       24.95
04/01/2013 00:00,       25.68
05/01/2013 00:00,       24.17
06/01/2013 00:00,       22.37
07/01/2013 00:00,       23.28
08/01/2013 00:00,       23.91
09/01/2013 00:00,       21.16
10/01/2013 00:00,       21.49
11/01/2013 00:00,       23.86
12/01/2013 00:00,       22.66
13/01/2013 00:00,       19.70
14/01/2013 00:00,       19.71
15/01/2013 00:00,       22.05
16/01/2013 00:00,       23.04
17/01/2013 00:00,       25.27
18/01/2013 00:00,       25.11
19/01/2013 00:00,       23.39
20/01/2013 00:00,       22.96
21/01/2013 00:00,       23.36
22/01/2013 00:00,       23.24
23/01/2013 00:00,       23.46
24/01/2013 00:00,       24.09
25/01/2013 00:00,       24.05
26/01/2013 00:00,       21.94
27/01/2013 00:00,       21.80
28/01/2013 00:00,       21.04
29/01/2013 00:00,       19.50
